abed by day and thinks 136
able as she was willing 119
able by his own power 66
able by its own power 62
able in his own right 40
able of his own power 63
able to act for knowing 134
able to act with speed 95
able to act with vigor 120
able to add new items 47
able to air his views 53
able to arm and equip 86
able to ask for anything 135
able to ask for money 48
able to ask her about 145
able to ask her anything 40
able to ask her mother 78
able to ask him about 326
able to ask him anything 65
able to ask him where 40
able to ask his father 143
able to ask them about 86
able to bear and nurse 43
able to bear and raise 53
able to bear any longer 338
able to bear her share 42
able to bear his cross 45
able to bear his final 40
able to bear his share 72
able to bear his words 99
able to bear its share 46
able to bear our grief 65
able to bear this change 44
able to bear this extra 40
able to bear with others 43
able to beat out pride 59
able to bring any proof 60
able to bring both sides 65
able to bring her child 42
able to bring her father 43
able to bring her mother 43
able to bring her round 160
able to bring him alive 77
able to bring him round 250
able to bring him under 60
able to bring his action 52
able to bring his father 60
able to bring his hands 63
able to bring his mother 84
able to bring his party 70
able to bring his people 53
able to bring his plans 49
able to bring his ships 44
able to bring his usual 81
able to bring his views 47
able to bring his whole 88
able to bring that about 118
able to bring that place 49
able to bring them about 137
able to bring them again 46
able to bring them round 136
able to bring them under 409
able to bring them within 67
able to bring this about 682
able to bring this people 516
able to buy all kinds 73
able to buy all sorts 88
able to buy and enjoy 57
able to buy any books 45
able to buy her first 83
able to buy him books 54
able to buy his first 159
able to buy his house 59
able to buy his mother 49
able to buy new place 49
able to buy one slave 109
able to buy one stove 48
able to buy our first 106
able to buy our goods 77
able to buy that house 45
able to buy this house 138
able to buy this place 66
able to cut and paste 748
able to cut his selling 52
able to cut its costs 43
able to cut them short 49
able to deal with about 56
able to deal with anything 435
able to deal with basic 45
able to deal with cases 217
able to deal with change 367
able to deal with changing 137
able to deal with daily 61
able to deal with either 270
able to deal with every 366
able to deal with facts 53
able to deal with human 129
able to deal with labor 98
able to deal with large 482
able to deal with local 275
able to deal with major 101
able to deal with minor 178
able to deal with money 71
able to deal with moral 43
able to deal with novel 72
able to deal with others 213
able to deal with people 955
able to deal with power 42
able to deal with quite 125
able to deal with rapid 42
able to deal with russia 72
able to deal with short 57
able to deal with small 144
able to deal with social 195
able to deal with strong 43
able to deal with threats 87
able to deal with today 66
able to deal with white 47
able to deal with women 97
able to earn any money 219
able to earn his daily 98
able to ease his bonds 46
able to fit two fingers 94
able to fix any period 50
able to fix her wedding 101
able to fly and fight 97
able to fly for about 41
able to fly out again 42
able to get all kinds 83
able to get all sorts 87
able to get any action 41
able to get any exact 53
able to get any light 43
able to get any money 351
able to get any nearer 137
able to get any place 41
able to get any reply 51
able to get any sense 164
able to get any sleep 1347
able to get any sugar 43
able to get any trace 80
able to get any water 86
able to get any white 64
able to get any woman 52
able to get any words 75
able to get any writing 43
able to get both hands 43
able to get both sides 70
able to get going again 228
able to get her alone 79
able to get her bearings 79
able to get her father 104
able to get her fingers 43
able to get her first 59
able to get her hands 405
able to get her money 86
able to get her mother 251
able to get her tongue 45
able to get him alone 82
able to get him under 85
able to get his bearings 277
able to get his books 42
able to get his boots 44
able to get his daily 101
able to get his father 276
able to get his fingers 100
able to get his first 214
able to get his goods 109
able to get his hands 1606
able to get his money 504
able to get his mother 227
able to get his party 46
able to get his people 76
able to get his point 122
able to get his right 93
able to get his share 59
able to get his ships 63
able to get his story 72
able to get his tongue 63
able to get his views 117
able to get his voice 41
able to get his whole 68
able to get his words 62
able to get hot water 54
able to get its hands 294
able to get its money 51
able to get off again 164
able to get off drugs 53
able to get off until 46
able to get one alive 53
able to get one truss 87
able to get our bearings 97
able to get our first 88
able to get our hands 383
able to get our minds 41
able to get our money 76
able to get our people 55
able to get out after 58
able to get out again 3142
able to get out alive 131
able to get out alone 45
able to get out easily 81
able to get out every 47
able to get out under 52
able to get out until 152
able to get out while 58
able to get ten cents 61
able to get that close 294
able to get that draft 46
able to get that image 43
able to get that money 62
able to get that which 64
able to get them again 94
able to get them either 40
able to get them right 160
able to get them under 84
able to get them until 44
able to get things right 151
able to get things under 53
able to get this close 148
able to get this money 103
able to get this point 51
able to get this right 52
able to get this stuff 55
able to get too close 186
able to get two crops 50
able to get two fingers 58
able to get two hours 51
able to get two rooms 54
able to get you anything 51
able to hear all about 64
able to hear and enjoy 45
able to hear and smell 40
able to hear any sound 145
able to hear any tidings 42
able to hear both sides 153
able to hear god speaking 41
able to hear her breathing 48
able to hear her mother 117
able to hear her voice 565
able to hear her words 72
able to hear him above 43
able to hear him breathing 46
able to hear his father 104
able to hear his mother 43
able to hear his music 74
able to hear his voice 1640
able to hear his words 206
able to hear its voice 53
able to hear that voice 84
able to hear them talking 42
able to hear this music 62
able to hear this sound 68
able to hear this voice 74
able to lay any claim 53
able to lay her hands 259
able to lay his hands 1551
able to lay his plans 73
able to lay its hands 238
able to lay our hands 581
able to lay them aside 89
able to lead and guide 116
able to lead him easily 40
able to lead his party 119
able to lead his people 297
able to let any doubt 44
able to let her guard 54
able to let her mother 54
able to let his guard 64
able to let them alone 48
able to let this house 48
able to mix and match 1230
able to mix with others 77
able to mix with people 183
able to pay all bills 60
able to pay all debts 174
able to pay and still 45
able to pay and would 61
able to pay any price 56
able to pay for anything 119
able to pay for child 126
able to pay for extra 45
able to pay for goods 231
able to pay for housing 135
able to pay for large 58
able to pay for legal 77
able to pay for nursing 43
able to pay for water 169
able to pay her bills 419
able to pay her debts 252
able to pay her share 45
able to pay her taxes 44
able to pay him again 77
able to pay his bills 523
able to pay his board 142
able to pay his debts 2084
able to pay his father 98
able to pay his first 47
able to pay his price 46
able to pay his share 144
able to pay his taxes 251
able to pay his usual 72
able to pay its bills 879
able to pay its debts 3776
able to pay its first 71
able to pay its notes 80
able to pay its share 97
able to pay its taxes 50
able to pay low wages 63
able to pay off debts 176
able to pay off every 40
able to pay off loans 42
able to pay our bills 425
able to pay our debts 270
able to pay our taxes 75
able to pay than others 44
able to pay that price 137
able to pay them while 44
able to pay this money 61
able to pay this price 66
able to pay this visit 44
able to pay you anything 117
able to pay you until 44
able to pin its hopes 45
able to ply his trade 259
able to pry him loose 93
able to pry them apart 93
able to put any fight 64
able to put any money 57
able to put any trust 40
able to put her hands 133
able to put her right 53
able to put her trust 40
able to put him right 281
able to put his father 43
able to put his fingers 82
able to put his hands 362
able to put his money 50
able to put his plans 222
able to put his point 56
able to put his stamp 75
able to put his trust 69
able to put his views 86
able to put his vision 43
able to put his whole 137
able to put its house 54
able to put its stamp 47
able to put our fingers 143
able to put our hands 251
able to put out fires 55
able to put out fresh 41
able to put that aside 85
able to put that money 51
able to put that right 55
able to put them aside 435
able to put them right 106
able to put them under 64
able to put things right 935
able to put this right 44
able to put this whole 49
able to put two words 92
able to put you right 66
able to read all about 202
able to read all sorts 82
able to read and change 55
able to read and could 55
able to read and count 120
able to read and enjoy 496
able to read and judge 130
able to read and print 204
able to read and reread 82
able to read and spell 728
able to read and store 49
able to read and study 990
able to read and which 56
able to read and write 120340
able to read both sides 48
able to read each others 106
able to read for hours 46
able to read her bible 84
able to read his bible 371
able to read his books 117
able to read his father 50
able to read his moods 49
able to read his mother 43
able to read his notes 83
able to read his paper 48
able to read his poetry 45
able to read his works 85
able to read his writing 126
able to read new words 59
able to read nor write 131
able to read our books 45
able to read our minds 224
able to read real books 40
able to read that story 57
able to read that whole 45
able to read them again 56
able to read them aloud 102
able to read them easily 103
able to read them later 55
able to read them nearer 254
able to read this story 131
able to read with either 42
able to run all night 46
able to run and catch 86
able to run and climb 98
able to run for cover 79
able to run for hours 47
able to run for miles 51
able to run his plant 40
able to run rings round 154
able to run ten miles 70
able to run this place 66
able to run two miles 69
able to say all sorts 40
able to say and write 165
able to say how often 139
able to say ten words 51
able to say that about 398
able to say that after 247
able to say that again 116
able to say that anything 91
able to say that either 143
able to say that every 308
able to say that grace 42
able to say that jesus 106
able to say that never 231
able to say that people 98
able to say that since 212
able to say that though 128
able to say that under 112
able to say that which 92
able to say that while 401
able to say that within 54
able to say that women 45
able to say they could 42
able to say things about 155
able to say things which 86
able to say this about 135
able to say two words 69
able to say with david 253
able to say with equal 75
able to say with jesus 74
able to say with peter 58
able to say with pride 572
able to say with reason 70
able to say with saint 42
able to see all kinds 86
able to see all parts 98
able to see all right 132
able to see all round 280
able to see all sides 312
able to see all sorts 63
able to see and admit 40
able to see and avoid 115
able to see and breathe 53
able to see and count 171
able to see and enjoy 492
able to see and grasp 133
able to see and judge 710
able to see and paint 104
able to see and point 58
able to see and seize 46
able to see and sense 167
able to see and share 44
able to see and smell 226
able to see and study 526
able to see and touch 1126
able to see and visit 109
able to see and write 54
able to see any change 138
able to see any force 76
able to see any light 160
able to see any longer 43
able to see any merit 48
able to see any point 59
able to see any reason 328
able to see any sense 46
able to see any signs 47
able to see any trace 73
able to see both sides 1449
able to see each others 52
able to see for miles 490
able to see her after 70
able to see her again 1279
able to see her alone 128
able to see her child 100
able to see her every 268
able to see her father 247
able to see her lover 67
able to see her mother 764
able to see her often 98
able to see her point 43
able to see her quite 66
able to see her right 104
able to see her since 93
able to see her sitting 54
able to see her today 59
able to see her until 273
able to see her while 44
able to see her whole 48
able to see him after 143
able to see him again 1302
able to see him alone 181
able to see him either 100
able to see him every 179
able to see him later 50
able to see him often 95
able to see him quite 88
able to see him right 55
able to see him since 172
able to see him today 178
able to see him until 333
able to see him while 65
able to see his child 81
able to see his father 812
able to see his first 77
able to see his hands 85
able to see his house 50
able to see his mother 969
able to see his point 66
able to see his whole 62
able to see how badly 41
able to see how close 204
able to see how easily 40
able to see how every 80
able to see how false 43
able to see how happy 41
able to see how large 106
able to see how often 105
able to see how others 168
able to see how people 156
able to see how small 46
able to see how truly 43
able to see its image 65
able to see its value 54
able to see our hands 155
able to see our world 112
able to see ten yards 54
able to see that after 41
able to see that anything 57
able to see that change 48
able to see that every 174
able to see that human 127
able to see that jesus 80
able to see that light 166
able to see that others 199
able to see that people 129
able to see that place 66
able to see that since 42
able to see that though 43
able to see that under 45
able to see that until 41
able to see that which 328
able to see that while 338
able to see that women 62
able to see them after 43
able to see them again 695
able to see them easily 79
able to see them either 96
able to see them every 72
able to see them often 104
able to see them quite 43
able to see them since 137
able to see them under 49
able to see them until 195
able to see them while 60
able to see things about 81
able to see things which 120
able to see this paper 55
able to see this place 41
able to see this point 66
able to see this whole 42
able to see this world 60
able to see two sides 125
able to see two yards 41
able to see with equal 51
able to see you after 125
able to see you again 1826
able to see you alone 142
able to see you every 165
able to see you first 146
able to see you often 239
able to see you right 40
able to see you today 548
able to see you until 261
able to see you while 64
able to set him above 198
able to set him right 219
able to set its house 48
able to set new goals 44
able to set off again 115
able to set out again 285
able to set out until 58
able to set them aside 203
able to set them right 317
able to set things right 705
able to set you right 382
able to sit and drink 47
able to sit and enjoy 129
able to sit and relax 91
able to sit and stand 157
able to sit and watch 574
able to sit and write 69
able to sit for hours 218
able to sit for longer 102
able to sit his horse 402
able to sue for breach 496
able to sue for libel 121
able to tear them apart 94
able to tie and untie 49
able to use all kinds 68
able to use all sorts 47
able to use all types 51
able to use and abuse 94
able to use and adapt 70
able to use and apply 262
able to use and build 51
able to use and enjoy 342
able to use and which 43
able to use any method 65
able to use big words 76
able to use both hands 865
able to use both sides 108
able to use both types 67
able to use her hands 290
able to use her power 116
able to use her right 350
able to use her voice 191
able to use him again 60
able to use his brain 89
able to use his father 78
able to use his fingers 79
able to use his fists 112
able to use his front 119
able to use his gifts 90
able to use his hands 891
able to use his limbs 305
able to use his method 48
able to use his money 200
able to use his mother 67
able to use his newly 115
able to use his power 282
able to use his reason 118
able to use his rifle 56
able to use his right 674
able to use his sense 40
able to use his skill 106
able to use his strong 89
able to use his sword 68
able to use his tongue 94
able to use his tools 50
able to use his voice 233
able to use his weapon 88
able to use his whole 55
able to use its power 456
able to use new tools 49
able to use our hands 78
able to use our minds 72
able to use that model 201
able to use that money 197
able to use that power 266
able to use that skill 96
able to use that space 64
able to use that which 107
able to use them after 93
able to use them again 425
able to use them easily 119
able to use them fully 55
able to use them later 330
able to use them under 47
able to use them until 55
