a bacon slice around each 41
a baked sweet potato and 61
a basal reader series and 42
a basic block diagram for 72
a basic human desire for 120
a basic human emotion that 93
a basic human nature that 41
a basic labor supply for 45
a basic social policy for 45
a basic social safety net 206
a basin large enough for 68
a basis broad enough for 97
a basis large enough for 80
a basis which allows for 52
a beaded chain around her 58
a beaten trail behind him 61
a beech frame settee with 48
a binding stone across them 46
a black denim jacket and 48
a black gelding bought for 52
a black glaze should not 49
a black grease pencil and 52
a black leather collar with 40
a black leather jacket and 2438
a black leather jacket that 492
a black leather jacket was 92
a black leather jacket who 87
a black leather jacket with 809
a black leather wallet and 56
a black magic marker and 163
a black patch across his 145
a black patch covering one 72
a black rusty cravat and 70
a black satin jacket with 51
a black scarf around her 233
a black scarf around his 175
a black shawl around her 231
a black shawl covering her 45
a black sheep neither but 40
a black social worker and 66
a black social worker who 61
a black steed decked with 42
a black straw sailor hat 44
a black streak across his 44
a black widow spider and 114
a black widow spider that 87
a black woman warrior poet 51
a black woman writer and 56
a black woman writer who 51
a blank sheet before him 132
a blank space before and 66
a blood level greater than 48
a blunt quill filled with 49
a blush spread across her 96
a blush which became him 66
a boiling point greater than 193
a boiling point higher than 350
a boiling water reactor with 41
a booming stock market and 185
a booming voice called out 86
a brain which nature and 76
a brain which nature had 114
a brass plate filled with 45
a brass railing before her 42
a brave people fighting for 68
a breach large enough for 75
a breast still tender but 80
a brick thrown through his 41
a brief cover letter and 119
a brief cover letter that 147
a brief cover letter with 69
a brief pause before she 132
a brief period before and 121
a brief period before being 197
a brief period before going 54
a brief period before her 66
a brief period before his 204
a brief period before its 42
a brief period before they 108
a brief search through her 42
a brief visit before going 59
a brief while before his 49
a broad arrow through him 56
a broad black border and 62
a broad black carpet was 53
a broad black ribbon and 50
a broad black ribbon with 74
a broad ditch filled with 41
a broad nasal bridge and 86
a broad nasal bridge with 50
a broad plain dotted with 73
a broad sense covering all 61
a broad smile across her 52
a broad smile across his 203
a broad smile covering his 65
a broad smile creased his 77
a broad smile crossing his 50
a broad smile lighting his 80
a broad social safety net 78
a broad staring visage and 76
a broad white collar and 82
a broad white fillet set 177
a brook thinly glazed with 52
a brook which formed one 56
a brown glass bottle and 107
a brown glass bottle with 93
a brown leather jacket and 375
a brown leather jacket that 125
a brown leather jacket with 136
a brown paper parcel and 274
a brown paper parcel was 63
a brown paper parcel with 81
a brown paper shopping bag 352
a brown suede jacket and 84
a brown suede jacket with 42
a brown tweed jacket and 192
a brown tweed jacket with 104
a brute force attack can 47
a brute force attack that 48
a buggy wheel grazes his 53
a burning stick behind him 47
a cabin large enough for 56
a cable whose fibers may 164
a canal running through its 47
a cause tried before him 60
a cause which looked for 79
a chain which begins with 49
a chain which unites our 81
a chair close behind her 43
a chair close beside her 218
a chair close beside him 119
a change would afford her 60
a changing labor market and 53
a chart which showed that 166
a check which lasted long 52
a child after someone who 52
a child below school age 42
a child could desire for 42
a child could follow them 48
a child could handle her 53
a child feels toward his 102
a child growing inside her 122
a child learns better and 53
a child might travel with 48
a child often enough that 41
a child reaching eagerly for 49
a child seeking advice has 52
a child speaking amongst all 54
a child under school age 361
a child under tutors and 76
a child which called him 44
a child whose family had 47
a child whose family has 85
a child whose family one 45
a child whose family was 57
a child whose feelings are 47
a child whose mental age 168
a child whose parent had 51
a child whose parent has 298
a child whose parent was 60
a chill right through her 43
a chill running through her 105
a chill running through him 67
a chill spread through her 41
a chill sweep through her 49
a chill swept through her 111
a chill swept through him 55
a chiming clock struck out 84
a china plate filled with 48
a civil action alleging that 149
a civil action before any 91
a civil court should not 50
a claim which arises out 104
a claim which neither can 41
a class action alleging that 427
a class action claiming that 218
a class action should not 77
a clearing large enough for 98
a close study reveals that 126
a close woman friend who 80
a clove hitch around one 57
a coast guard cutter and 174
a coast guard cutter for 50
a coast guard cutter may 67
a coast guard cutter off 83
a coast guard cutter that 167
a coast guard cutter was 80
a coast guard cutter with 45
a coast guard station and 81
a comic opera offering her 43
a conch shell filled with 51
a corps which arnold was 72
a court could accept his 58
a court could decide that 240
a court might decide that 202
a court order allowing her 74
a court order allowing him 134
a court order allowing them 179
a court order allowing you 44
a court order before they 87
a court order granting her 52
a court order granting him 136
a court order granting them 43
a court whose errors can 62
a court would accept that 104
a court would decide that 176
a crack large enough for 45
a craft whose planks are 71
a creed ample enough for 81
a creed which taught that 160
a crime under common law 79
a crime under english law 114
a crime under oregon law 49
a crime which called for 63
a crime which should not 45
a crisp white blouse and 271
a crisp white blouse with 97
a cross borne before him 71
a cross borne before them 53
a cruel slave driver can 53
a curve drawn through them 141
a curve passing through all 109
a curve whose points are 40
a cutting motion across her 81
a cutting motion across his 264
a cycle which begins with 100
a daily basis without any 106
a daily staff member and 48
a dance floor filled with 67
a danger which should not 64
a dearly loved brother who 50
a dearly loved friend and 54
a denial would merely lead 59
a dewar flask filled with 223
a dirty linen duster for 159
a dirty white blouse and 91
a doubt about whether they 52
a dozen boats pushed off 56
a dozen hands reached for 41
a dozen hands reached out 127
a dozen large plates and 40
a dozen major cities and 49
a dozen mules loaded with 49
a dozen paces behind her 53
a dozen paces behind him 123
a dozen paces behind them 51
a dozen people around him 49
a dozen slips before this 90
a dozen steps before she 124
a dozen steps before they 46
a dozen steps behind her 96
a dozen steps behind him 44
a dozen times already and 62
a dozen times already that 100
a dozen times already this 76
a dozen times before and 257
a dozen times before being 101
a dozen times before her 47
a dozen times before his 101
a dozen times before one 83
a dozen times before she 661
a dozen times before that 199
a dozen times before they 612
a dozen times before this 52
a dozen times before you 410
a dozen times better than 72
a dozen times faster than 56
a dozen times greater than 75
a dozen times higher than 55
a dozen times larger than 189
a dozen times through and 48
a dozen times without any 117
a dozen times without being 138
a dozen would strain his 76
a dozen yards before she 62
a dozen yards before they 59
a dozen yards behind her 58
a dozen yards behind him 172
a dozen yards behind them 47
a dress short enough not 40
a driving force behind all 93
a driving force behind both 83
a driving force behind her 58
a driving force behind his 189
a driving force behind its 131
a driving force behind new 61
a driving force behind our 90
a driving force behind them 54
a driving force behind this 371
a driving force exists for 56
a dunce might govern for 68
a faded brown sailor hat 82
a faded denim jacket and 83
a faint groan reached his 54
a faint light beyond its 79
a faint smile around his 60
a faint smile crossing her 48
a faint smile crossing his 79
a faint smile curled his 43
a faint smile curved her 114
a faint smile curved his 150
a faint smile parted her 60
a faint smile touching her 96
a faint smile touching his 134
a faint sound behind her 76
a faint sound behind him 149
a faint thrill through our 40
a faint voice called out 44
a faint warmth through his 77
a falling stock market and 97
a fasting blood sample was 40
a fatal panic through his 119
a father could oblige his 112
a father feels toward his 46
a feeling about something that 131
a feeling which forced men 41
a feeling which should not 42
a feeling whose passion was 40
a fever which caused his 45
a fever which lasted for 78
a fever which seized him 48
a fiber optic sensor for 53
a fiber optic system that 44
a field broad enough for 68
a field large enough for 273
a field where armies lie 52
a field which someone has 64
a fiery stream issued and 159
a fiery trail across her 43
a fiery trail behind him 100
a fight which lasted for 97
a fight which lasted two 46
a final cause unless this 47
a final check before you 51
a finding which agrees with 232
a first class degree and 111
a first class fighting man 154
a first class school for 40
a first class sleeping car 43
a first class ticket and 133
a first class ticket for 184
a first enemy before they 105
a first floor window and 77
a first grade teacher and 111
a first grade teacher for 46
a first grade teacher who 140
a first order filter with 71
a first order reaction and 239
a first order reaction for 64
a first order reaction with 502
a first order system and 77
a first order system with 315
a fixed human nature and 129
a fixed human nature that 45
a fixed light source and 67
a fixed money income and 54
a fixed money supply and 69
a fixed point called its 67
a fixed quota system for 46
a fixed route system and 93
a flame blown whiter and 55
a flank march across his 58
a flash point greater than 103
a flash point higher than 64
a floor under prices and 92
a flush spread across her 83
a focus group session with 132
a focus which gathers all 68
a force field around her 57
a force field around him 85
a force field around them 66
a force large enough and 55
a force large enough for 154
a force nearly double his 47
a force nearly double that 82
a force strong enough for 131
a force which causes them 47
a force which should not 71
a force which varies with 195
a force whose strength was 44
a force working itself out 52
a fourth grade teacher and 53
a fourth grade teacher who 146
a fourth state without its 83
a fraud order should not 100
a fresh breathing through bog 83
a fresh drain opened for 55
a fresh water supply and 124
a fresh water supply for 90
a fresh white blouse and 50
a fringed leather jacket and 54
a frown spread across his 50
a frown which showed how 55
a fungus whose spores are 45
a funny feeling something was 51
a funny looking little man 47
a given bending moment and 71
a given cross section and 201
a given cross section are 59
a given cross section can 75
a given cross section per 58
a given field strength and 92
a given input signal and 40
a given input vector and 40
a given labor market area 70
a given legal system and 70
a given light source and 70
a given money income and 75
a given money supply and 110
a given point varies with 51
a given power output and 107
a given power output than 64
a given social milieu and 61
a given social signal and 41
a given social system and 320
a given social system are 156
a given social system may 72
a given state should not 44
a giver whose feelings and 118
a glass beaker filled with 87
a glass fiber filter and 172
a glass flask filled with 117
a glass flask fitted with 65
a glass globe filled with 851
a glass house should not 219
a glass plate coated with 822
a glass plate smeared with 44
a glass shade before now 61
a glass slide coated with 246
a glass syringe filled with 53
a glass syringe fitted with 48
a glory which neither you 50
a goods train loaded with 51
a goose quill filled with 44
a goose would branch out 53
