act one may hardly guess 43
act that has already taken 46
act was not passed until 399
act with her proper force 84
act with that effect which 46
add new and striking views 100
add that this stanza could 49
age and had always lived 51
age and our common blood 90
age and sex groups within 75
age and weak unable limbs 54
age did not exceed eight 65
age did not exceed thirty 169
age did you become aware 47
age does not afford scope 41
age does not exceed thirty 42
ago that was nobody knows 62
ago that with decent people 82
aid does not affect trading 180
ail men are created equal 57
air and not enough smoke 52
air and our blooming sides 79
air and thus become tacky 113
air for each person under 51
air that you become alive 44
air with his raised right 129
air with that horrid cough 47
all and yet remain empty 44
all are not created equal 57
all but death should sleep 86
all but that horrid paper 202
all day and almost every 146
all day and stayed awake 106
all day and toward evening 45
all day long through steel 123
all day long without feeling 149
all day long without getting 124
all day long without knowing 44
all day long without meeting 51
all does not violate title 58
all gay and lesbian people 186
all his men should drink 97
all may read through dimming 88
all men arc created equal 248
all men are agreed about 49
all men are created bound 59
all men are created equal 212312
all men are placed under 77
all men are without merit 44
all men being created equal 469
all men who commit crime 49
all new and cheery again 85
all owe that mighty change 42
all see one another again 88
all she had learned about 340
all she had talked about 61
all she had thought about 333
all she has learned about 58
all that are around about 52
all that day unceasing swept 67
all that day without meeting 77
all that goes beyond plain 57
all that had already taken 44
all that had changed since 186
all that had french hearts 95
all that had passed about 103
all that had passed might 74
all that had passed since 3212
all that had passed under 51
all that had passed while 87
all that had passed within 102
all that had seemed right 97
all that has become known 87
all that has changed since 145
all that has passed about 52
all that has passed since 908
all that has passed under 61
all that has passed within 120
all that hear should laugh 133
all that his client might 412
all that his friend could 141
all that his master could 218
all that his wisdom tells 63
all that its authors could 42
all that men strive after 62
all that real passion which 48
all that she deemed noble 44
all that she thought would 41
all that sir walter scott 53
all that they talked about 66
all that they thought would 57
all that was already known 196
all that was before known 125
all that was hidden beneath 91
all that was hidden burning 68
all that was merely human 109
all that was needed about 135
all that was needed could 188
all that was needed would 64
all that was talked about 188
all that was tender within 40
all that was unique about 43
all that you desire shall 43
all that you learned about 49
all them that before ruled 68
all they had learned about 159
all they had talked about 385
all they met without mercy 45
all things and events which 43
all things and places alike 56
all things and through which 54
all things and without which 46
all things are always changing 44
all things are called light 48
all things are created twice 225
all things are freely given 55
all things are placed under 41
all things are rarely equal 145
all things are seldom equal 86
all things are serious round 61
all things that offend shall 42
all things that suffer under 120
all this has become quite 60
all this has changed since 73
all this they sinned still 216
all this was changed after 47
all this wit seemed thrown 101
all who are curious about 85
all who are engaged either 102
all who are heavily laden 42
all who are placed under 172
all who are serious about 126
all who had fallen under 63
all who had fought under 55
all who had served under 334
all who had various kinds 101
all with one accord began 333
all with one accord begin 55
all with one accord cried 58
all you had learned about 124
and abe and myself would 43
and act with common sense 49
and age doth profit rather 271
and all are agreed thereon 76
and all are treated alike 81
and all but divine grace 69
and all but forgot about 82
and all but ragged shawl 59
and all day sunday until 40
and all her credit cards 52
and all her envied hopes 48
and all her family would 70
and all her little people 79
and all her solemn feasts 236
and all her wisdom would 40
and all his actions frame 49
and all his bright hopes 47
and all his common sense 42
and all his credit cards 48
and all his family could 106
and all his family lived 53
and all his family would 406
and all his faults sprang 44
and all his future hopes 48
and all his guests beneath 75
and all his kingdoms taken 75
and all his little world 62
and all his papers taken 60
and all his powers under 142
and all his pranks would 44
and all his rights shall 48
and all his rights under 75
and all his saints shall 58
and all his troops would 42
and all his wicked angels 47
and all his wicked works 64
and all its horror hides 52
and all its various forms 87
and all its various parts 105
and all its wicked deeds 50
and all its wizard forms 45
and all its wounds began 60
and all our bodily pains 59
and all our bright hopes 71
and all our little folks 48
and all our mortal frame 67
and all our public debts 96
and all our pupils would 46
and all our titles visit 86
and all real estate owned 54
and all real estate taxes 86
and all real estate within 78
and all she talked about 107
and all she thought about 62
and all that anyone could 55
and all that belongs under 66
and all that exists within 119
and all that follow after 150
and all that goodly chase 64
and all that grassy space 61
and all that lovely money 45
and all that lovely tribe 49
and all that nature makes 92
and all that occurs within 82
and all that passed while 90
and all that portion which 55
and all that remain change 191
and all that william could 42
and all they talked about 513
and all they thought about 49
and all things except reason 68
and all things fitted again 40
and all things mighty noble 157
and all this partly under 44
and all this tinsel about 58
and all this verona stone 69
and all this without either 106
and all this without knowing 114
and all this without putting 50
and all this without showing 42
and all this without speaking 42
and all too little known 60
and all too slowly growing 59
and all was bright again 110
and all was hushed again 207
and all was normal again 72
and all was serene again 50
and all was silent again 420
and all was silent within 42
