am anxiously waiting the arrival 116
am cordially willing to discuss 41
am enlisted beneath the banners 47
am inclined rather to believe 117
am resolved never to dispute 74
am seriously thinking of resigning 49
am therefore bound to believe 89
am therefore under the painful 49
am therefore willing to believe 63
an abnormal state of affairs 991
an abnormal state of society 112
an absolute denial of justice 417
an absolute grant of judicial 47
an absolute level of poverty 64
an absolute limit to natural 47
an absolute loathing of certain 42
an absolute model of adorned 101
an absolute power of admitting 48
an absolute power of control 61
an absolute power of decision 75
an absolute power of disposing 57
an absolute power of removal 116
an absolute power to approve 77
an absolute power to dispose 301
an absolute proof of national 43
an absolute right as against 56
an absolute right of control 85
an absolute right of dominion 48
an absolute right of freedom 71
an absolute right of priority 40
an absolute right of privacy 44
an absolute right of private 85
an absolute right to abortion 166
an absolute right to acquire 51
an absolute right to appoint 82
an absolute right to believe 100
an absolute right to command 71
an absolute right to consent 44
an absolute right to consult 63
an absolute right to control 392
an absolute right to convert 137
an absolute right to counsel 346
an absolute right to custody 40
an absolute right to decline 104
an absolute right to dictate 53
an absolute right to dismiss 136
an absolute right to dispose 480
an absolute right to divorce 49
an absolute right to enforce 45
an absolute right to examine 81
an absolute right to exclude 121
an absolute right to express 51
an absolute right to freedom 237
an absolute right to inflict 100
an absolute right to inspect 330
an absolute right to liberty 60
an absolute right to present 167
an absolute right to prevent 161
an absolute right to privacy 208
an absolute right to private 83
an absolute right to proceed 42
an absolute right to protect 86
an absolute right to publish 104
an absolute right to receive 244
an absolute right to recover 103
an absolute right to request 45
an absolute right to require 92
an absolute right to silence 104
an absolute right to succeed 64
an absolute right to support 44
an absolute right to withdraw 339
an absolute right to withhold 191
an absolute sense of justice 48
an absolute state of affairs 57
an absolute unity of purpose 46
an absolute value of entropy 42
an abstract beauty of surface 52
an abstract model of society 53
an abstract notion of freedom 66
an abstract notion of justice 113
an abstract sense of justice 201
an abstract state of affairs 127
an abundant growth of aquatic 45
an abundant growth of bacteria 119
an abundant growth of berries 52
an abundant growth of natural 51
an abundant reason to ascribe 69
an academic field of inquiry 155
an academic field of research 55
an academic study of religion 77
an accepted model or pattern 139
an accepted place in society 132
an accepted state of affairs 112
an accepted tenet of science 47
an accident could be avoided 51
an accident which we express 73
an accounting major in college 52
an accounting period is usually 40
an accounting period of exactly 43
an accounting period to reverse 42
an accuracy equal or superior 58
an accuracy which is limited 46
an accurate chain of custody 84
an accurate method of assessing 166
an accurate method of comparing 59
an accurate method of detecting 101
an accurate method of diagnosing 97
an accurate method of obtaining 76
an accurate method of recording 61
an accurate model of oneself 52
an accurate taste in gardening 44
an activity under the control 52
an activity which is carried 204
an activity which is central 48
an activity which is closely 48
an activity which is largely 49
an activity which is natural 41
an activity which is subject 80
an activity which is usually 100
an adaptive change in behavior 65
an addressing house of commons 152
an adequate basis of support 49
an adequate basis to justify 42
an adequate basis to support 93
an adequate cadre of trained 41
an adequate cause of anxiety 42
an adequate cause to account 48
an adequate cause to produce 84
an adequate chain of custody 72
an adequate corps of trained 58
an adequate force of cavalry 108
an adequate force of mounted 123
an adequate force of skilled 88
an adequate force of trained 223
an adequate force to protect 43
an adequate grade of service 48
an adequate guide to conduct 62
an adequate level of calcium 69
an adequate level of capital 163
an adequate level of comfort 122
an adequate level of control 203
an adequate level of defense 52
an adequate level of fitness 166
