ad in new york magazine 73
am at all more troubled 41
am at any time prepared 97
am in all other respects 49
am in both these respects 41
am so far from applauding 45
am so far from conceiving 55
am so far from condemning 135
am so far from delivering 206
am so far from forbidding 73
am so far from intimating 61
am so far from perceiving 103
am so far from possessing 58
am so far from questioning 98
am so far from regretting 74
am so near your lordship 46
am to ask your attention 59
am to this hour ignorant 41
an up and down direction 404
an up and down movement 1386
as an and gate followed 73
as an art form distinct 55
as an art form separate 44
as an east india merchant 135
as at all such elevated 87
as at any other business 46
as at any other cultural 72
as at any time hereafter 113
as at one time believed 54
as at one time supposed 164
as at that time happened 48
as at that time numerous 46
as at this very juncture 49
as by any means complete 63
as by any means essential 74
as by any other criterion 52
as by any other provision 102
as by any other tragical 123
as by his name signifying 198
as do all other children 47
as do all other citizens 48
as do all other creatures 60
as do not keep servants 41
as do not only interest 133
as he are more dangerous 76
as he can into execution 50
as he did those respecting 58
as he did when addressing 49
as he did when describing 58
as he did when discussing 65
as he does from impulses 106
as he does other property 66
as he does these woodcuts 43
as he got more involved 104
as he got more pressure 80
as he had also obtained 85
as he had been absorbed 42
as he had been accepted 76
as he had been admitted 181
as he had been advocating 58
as he had been affected 79
as he had been apprised 84
as he had been arrested 304
as he had been arrogant 91
as he had been assigned 115
as he had been attached 57
as he had been attacked 164
as he had been attempting 48
as he had been awakened 55
as he had been banished 129
as he had been baptized 157
as he had been beholden 80
as he had been betrayed 122
as he had been captured 127
as he had been censured 138
as he had been confined 80
as he had been conscious 116
as he had been conveyed 98
as he had been credibly 59
as he had been deceived 62
as he had been declared 126
as he had been degraded 52
as he had been denouncing 45
as he had been depicted 114
as he had been deprived 281
as he had been describing 66
as he had been deserted 61
as he had been desirous 64
as he had been destined 76
as he had been detained 221
as he had been dilatory 40
as he had been directed 3343
as he had been directly 40
as he had been educated 488
as he had been eighteen 54
as he had been elevated 93
as he had been employed 334
as he had been enjoined 240
as he had been entirely 46
as he had been esteemed 43
as he had been examined 68
as he had been excluded 68
as he had been expected 344
as he had been expelled 134
as he had been followed 46
as he had been foremost 114
as he had been forgiven 87
as he had been formally 51
as he had been formerly 829
as he had been generous 83
as he had been ignorant 43
as he had been inclined 131
as he had been informed 3571
as he had been initiated 62
as he had been insolent 231
as he had been inspired 62
as he had been invested 100
as he had been involved 248
as he had been mentally 46
as he had been mistaken 54
as he had been notified 114
as he had been observed 47
as he had been ordained 147
as he had been overheard 42
as he had been pardoned 42
as he had been pictured 92
as he had been prepared 228
as he had been promised 998
as he had been promoted 173
as he had been properly 40
as he had been provided 67
as he had been publicly 45
as he had been punished 47
as he had been recalled 117
as he had been received 141
as he had been recently 138
as he had been regarded 43
as he had been rejected 109
as he had been relieved 113
as he had been reminded 230
as he had been reported 116
as he had been required 232
as he had been resolute 40
as he had been restored 49
as he had been rewarded 57
as he had been selected 198
as he had been seriously 64
as he had been severely 99
as he had been somewhat 67
as he had been specially 41
as he had been stationed 86
as he had been strictly 62
as he had been summoned 272
as he had been supposed 119
as he had been terribly 107
as he had been threatened 81
as he had been troubled 49
as he had been unjustly 41
as he had been welcomed 85
as he had come prepared 87
as he had come straight 40
as he had done concerning 57
as he had done eighteen 65
as he had done formerly 986
as he had done fourteen 47
as he had done hundreds 332
as he had done numerous 60
as he had done recently 100
as he had done thousands 159
as he had done whenever 49
as he had eaten breakfast 53
as he had ever believed 62
as he had ever imagined 76
as he had ever received 90
as he had felt concerning 64
as he had gone upstairs 46
as he had half expected 1024
as he had just accepted 55
as he had just declared 62
as he had just finished 233
as he had just informed 175
as he had just mentioned 52
as he had just observed 79
as he had just received 587
as he had just recently 44
as he had just returned 353
as he had made provision 57
as he had nothing whatever 53
as he had once accepted 43
as he had once attacked 42
as he had once believed 332
as he had once confided 49
as he had once declared 86
as he had once defended 58
as he had once deprived 54
as he had once expected 51
as he had once imagined 311
as he had once intended 204
as he had once promised 229
as he had once proposed 53
as he had once remarked 85
as he had once supposed 142
as he had once threatened 72
as he had only provided 41
as he had only received 81
as he had only recently 342
as he had other business 95
as he had said formerly 51
as he had seen gallants 47
as he had seen soldiers 58
as he had sent viceroys 42
as he had some business 453
as he had some questions 43
as he had some suspicion 40
as he had three children 48
as he had told everyone 41
as he had very candidly 52
as he had well deserved 74
as he has been admitted 66
as he has been assigned 45
as he has been attacked 40
as he has been commonly 89
as he has been credited 65
as he has been deceived 125
as he has been declared 67
as he has been depicted 182
as he has been deprived 61
as he has been describing 46
as he has been directed 129
as he has been educated 85
as he has been employed 89
as he has been ignorant 40
as he has been informed 403
as he has been initiated 65
as he has been involved 73
as he has been licensed 77
as he has been mentioned 43
as he has been pictured 207
as he has been promised 56
as he has been punished 43
as he has been received 53
as he has been recently 61
as he has been reported 70
as he has been somewhat 58
as he has been supposed 72
as he has been unjustly 52
as he has been variously 111
as he has done hundreds 51
as he has done recently 71
as he has done thousands 70
as he has gone scampering 94
as he has just returned 57
as he has just sagacity 60
as he has more recently 47
as he has only recently 44
as he has some property 150
as he hath been informed 57
as he hath well deserved 62
as he lay face downward 67
as he lay there helpless 207
as he lay there underneath 62
as he may deem adequate 97
as he may deem entitled 67
as he may deem essential 69
as he may deem relevant 91
as he may deem suitable 246
as he may feel disposed 104
as he may feel inclined 171
as he may have acquired 303
as he may have actually 52
as he may have advanced 53
as he may have believed 122
as he may have disliked 65
as he may have expected 216
as he may have imagined 116
as he may have incurred 146
as he may have intended 179
as he may have observed 107
as he may have obtained 130
as he may have produced 67
as he may have received 528
as he may have reckoned 44
as he may have rejoiced 42
as he may have specially 40
as he may have suffered 233
as he may have supposed 132
as he may think suitable 86
as he not only diverted 126
as he put into practice 83
as he put more distance 44
as he put these questions 49
as he sat down opposite 1980
as he sat there opposite 112
as he sat there silently 55
as he that most entirely 48
as he was from frequent 45
as he was gazing northward 79
as he was having breakfast 84
as he was just recovering 58
as he was leaving washington 77
as he was making moderate 64
as he was making pictures 59
as he was more commonly 997
as he was more inclined 75
as he was more properly 86
as he was more virtuous 43
as he was most commonly 70
as he was most desirous 85
as he was most probably 51
as he was much attached 181
as he was much esteemed 79
as he was much fatigued 85
as he was much occupied 148
as he was much troubled 89
as he was nearing damascus 49
as he was once received 52
as he was only eighteen 78
as he was only fourteen 94
as he was only nineteen 137
as he was some distance 107
as he was soon expected 47
as he was taking exercise 78
as he was their landlord 48
as he was there unguarded 62
as he was very ambitious 53
as he was very desirous 344
as he was very friendly 80
as he was very generous 66
as he was very handsome 47
as he was very intimate 67
as he was very powerful 42
as he was very restless 60
as he was very sensible 96
as he was very watchful 40
as he was well advanced 46
as he was well apprised 147
as he was well educated 108
as he was well entitled 219
as he was well informed 355
as he was well provided 62
as if all living creatures 81
as if all their sufferings 71
as if all were confuted 69
as if all were expected 93
as if all were forgiven 54
as if any other accident 66
as if death were imminent 98
as if each were complete 51
as if for pure mischief 87
as if for some expected 46
as if for some ordinary 134
as if god were actually 48
as if her life depended 4586
as if her mere presence 91
as if her very presence 175
as if his bread depended 82
as if his eyes received 127
as if his fate depended 87
as if his life depended 7231
as if his mere presence 129
as if his mild hilarity 44
as if his mind wandered 58
as if his only business 46
as if his only interest 51
as if his very presence 176
as if its life depended 123
as if its living celerity 50
as if its mere presence 101
as if lead were fastened 45
as if man were forsaken 49
as if men were entirely 48
as if not only resolved 53
as if one waking suddenly 50
as if one were actually 258
as if one were addressing 44
as if one were attempting 75
as if one were describing 82
as if one were performing 52
as if one were required 46
as if one were somebody 43
as if one were suddenly 170
as if one were witnessing 102
as if our life depended 136
as if she half expected 838
as if she just happened 82
as if she meant business 140
as if she were abandoning 123
as if she were absorbed 100
as if she were actively 48
as if she were actually 1774
as if she were addressing 1402
as if she were announcing 441
as if she were applauding 53
as if she were appraising 131
as if she were attached 160
as if she were attempting 569
as if she were auditioning 155
as if she were balanced 55
as if she were beautiful 140
as if she were breakable 65
as if she were casually 48
as if she were challenging 474
as if she were chastity 50
as if she were collecting 137
as if she were comforting 451
as if she were commanding 50
as if she were commenting 179
as if she were committing 358
as if she were compelling 45
as if she were compliant 51
as if she were conducting 341
as if she were conferring 136
as if she were confessing 302
as if she were confined 48
as if she were confirming 61
as if she were confused 114
as if she were conscious 552
as if she were consulting 89
as if she were consumed 67
as if she were contending 97
as if she were continuing 190
as if she were conversing 205
as if she were correcting 108
as if she were crippled 45
as if she were curtseying 40
as if she were dangerous 65
as if she were daydreaming 60
as if she were delicate 67
as if she were delirious 63
as if she were delivering 270
as if she were demented 181
as if she were deprived 46
as if she were descending 149
as if she were describing 665
as if she were desirous 91
as if she were destined 210
as if she were detached 85
as if she were directly 46
as if she were discussing 816
as if she were dismissing 124
as if she were dispensing 54
as if she were displaying 81
as if she were disposed 61
as if she were dissolving 114
as if she were doubtful 89
as if she were earnestly 49
as if she were eighteen 165
as if she were employed 45
as if she were enclosed 73
as if she were endeavoring 48
as if she were entirely 227
as if she were entitled 94
as if she were evaluating 65
as if she were exercising 41
as if she were exhibiting 60
as if she were expected 141
as if she were explaining 511
as if she were expressing 70
as if she were famished 44
as if she were feverish 104
as if she were finished 58
as if she were flattening 70
as if she were forgetting 51
as if she were fourteen 170
as if she were fulfilling 104
as if she were grateful 138
as if she were helpless 155
as if she were hesitating 139
as if she were ignorant 121
