abs to raise your tailbone 63
act as nearly like machines 52
act as though nothing happened 267
act as though nothing untoward 98
act it would have initiated 193
act of sending their children 46
act of state case involves 45
act of turning such spotless 99
act to change their situation 71
act to solve their problems 40
add to every other distress 138
age at first birth increased 65
age at which full benefits 330
age at which many children 98
age at which most children 637
age at which most students 83
age at which other children 44
age at which some children 73
age at which their children 181
age at which their military 115
age at which these children 200
age at which young children 98
age by which most children 41
age in which many thousands 62
age in which their children 50
age of entry into industry 63
age of seven most children 41
age or nation ever produced 112
age to carry into execution 81
ago he would have accepted 117
ago he would have answered 41
ago he would have believed 122
ago he would have declared 67
ago he would have welcomed 139
ago it would have required 87
aid he could have received 132
aid if either were attacked 105
aid in solving many problems 106
aid in solving such problems 46
aid in solving their problems 186
aid in solving these problems 318
aid to carry into execution 44
aim of putting into practice 41
aim to solve these problems 44
air in cubic feet required 48
air is drawn from outdoors 45
air is taken from outdoors 105
air is thrown into vibration 130
all be swept into nothingness 54
all go about their business 133
all go about your business 54
all he could have expected 48
all he could have imagined 55
all he could have suffered 76
all he might have achieved 97
all in moses were baptized 64
all in motion once whitened 102
all is thrown into confusion 52
all my hopes have vanished 62
all my hopes were centered 42
all my limbs drop piecemeal 45
all my wages were expended 49
all my white sins forgiven 67
all of social life receives 49
all of social work practice 140
all of which bore directly 41
all of which call attention 51
all of which come directly 47
all of which draw attention 50
all of which drew attention 42
all of which emma declined 54
all of which flow directly 54
all of which gave evidence 56
all of which give evidence 143
all of which have accepted 55
all of which have accurate 54
all of which have achieved 96
all of which have acquired 106
all of which have actually 65
all of which have affected 164
all of which have attached 52
all of which have attained 98
all of which have branches 56
all of which have combined 279
all of which have definite 125
all of which have directly 48
all of which have distinct 194
all of which have economic 66
all of which have elements 50
all of which have elongated 67
all of which have enhanced 53
all of which have enormous 54
all of which have enriched 60
all of which have expanded 88
all of which have followed 79
all of which have happened 97
all of which have impacted 60
all of which have improved 116
all of which have included 47
all of which have increased 355
all of which have inherent 41
all of which have involved 150
all of which have multiple 98
all of which have negative 146
all of which have numerous 139
all of which have occurred 363
all of which have operated 99
all of which have perished 364
all of which have positive 143
all of which have potential 154
all of which have powerful 77
all of which have probably 197
all of which have produced 332
all of which have profound 123
all of which have provided 275
all of which have received 803
all of which have recently 213
all of which have religious 43
all of which have remained 266
all of which have rendered 49
all of which have required 80
all of which have resulted 427
all of which have retained 106
all of which have separate 119
all of which have slightly 93
all of which have somewhat 78
all of which have specific 241
all of which have suffered 172
all of which have survived 463
all of which have symbolic 65
all of which have vanished 126
all of which help students 41
all of which made possible 111
all of which make nonsense 51
all of which make possible 188
all of which must therefore 75
all of which show evidence 82
all of which went directly 49
all of which were absorbed 79
all of which were abundant 116
all of which were accepted 758
all of which were achieved 89
all of which were acquired 248
all of which were actively 75
all of which were actually 190
all of which were adjusted 81
all of which were admitted 97
all of which were affected 196
all of which were american 106
all of which were analyzed 74
all of which were answered 533
all of which were apparent 68
all of which were approved 496
all of which were ascribed 65
all of which were assessed 81
all of which were assigned 149
all of which were attached 143
all of which were attacked 75
all of which were attempts 85
all of which were attended 296
all of which were beautiful 52
all of which were believed 364
all of which were bestowed 43
all of which were borrowed 64
all of which were branches 57
all of which were captured 364
all of which were centered 83
all of which were combined 192
all of which were commonly 95
all of which were compiled 102
all of which were complete 58
all of which were composed 593
all of which were concealed 54
all of which were confined 158
all of which were consumed 227
all of which were contrary 79
all of which were conveyed 69
all of which were critical 157
all of which were dangerous 57
all of which were declared 246
all of which were declined 96
all of which were defended 68
all of which were delicious 50
all of which were deserted 80
all of which were designed 2279
all of which were destined 393
all of which were detailed 44
all of which were detected 63
all of which were developing 41
all of which were devoutly 82
all of which were diagnosed 43
all of which were directed 569
all of which were directly 439
all of which were disposed 188
all of which were distinct 70
all of which were doubtful 67
all of which were effected 42
all of which were elements 149
all of which were embedded 73
all of which were embodied 150
all of which were embraced 62
all of which were employed 219
all of which were enclosed 104
all of which were endorsed 48
all of which were entirely 405
all of which were entitled 51
all of which were equipped 146
