am all the while desiring 45
am apt to doubt whether 173
am going to allow myself 257
am going to amuse myself 231
am going to appear before 225
am going to apply myself 65
am going to avail myself 140
am going to begin another 42
am going to build myself 44
am going to count slowly 150
am going to dress myself 96
am going to drive myself 40
am going to drown myself 219
am going to enjoy myself 471
am going to force myself 57
am going to jesus christ 72
am going to limit myself 307
am going to marry another 61
am going to marry reggie 41
am going to marry someone 62
am going to night school 63
am going to offer myself 79
am going to place before 264
am going to place myself 140
am going to please myself 64
am going to prove myself 86
am going to purge myself 42
am going to quote another 46
am going to share something 43
am going to shoot myself 118
am going to spend sunday 56
am going to stand before 51
am going to stand behind 47
am going to stick around 54
am going to trust myself 45
am going to write another 357
am going to write something 322
am led to doubt whether 221
am not at times without 42
am not so easily fooled 120
am not the first buddha 124
am not the first choice 231
am not the first critic 61
am not the first member 56
am not the first person 1012
am not the first writer 105
am not the happy genius 176
am not the right person 517
am not to erect myself 79
am now in doubt whether 62
am now no longer pleased 69
am now to appear before 42
am oft in doubt whether 99
am that he whose brains 54
am yet in doubt whether 53
an ace of breaking through 151
an ace of falling headlong 172
an ace of washing aboard 46
an act by which something 48
an act in which something 55
an act of blood revenge 48
an act of civic virtue 73
an act of ethnic cleansing 215
an act of folly without 137
an act of force beyond 49
an act of grace neither 82
an act of grace passed 134
an act of grace should 48
an act of grace through 48
an act of grace toward 55
an act of grace without 83
an act of human choice 55
an act of human creation 41
an act of human nature 58
an act of legal tender 109
an act of mercy toward 166
an act of moral choice 104
an act of moral treason 325
an act of moral virtue 78
an act of overt treason 75
an act of petty revenge 60
an act of piety amongst 78
an act of piety highly 104
an act of piety toward 141
an act of poetic creation 46
an act of quite another 59
an act of reason itself 134
an act of sheer genius 45
an act of sheer lunacy 81
an act of sheer malice 42
an act of social creation 48
an act of social policy 48
an act of social reform 48
an act of social revenge 89
an act of sound policy 179
an act of state policy 231
an act of state should 82
an act of still greater 618
an act or event occurs 61
an act to amend section 690
an act to which section 60
an age at which almost 50
an age at which memory 48
an age in piled stones 822
an age in which almost 162
an age in which belief 70
an age in which custom 127
an age in which england 91
an age in which english 44
an age in which europe 43
an age in which france 41
an age in which little 110
an age in which modern 70
an age in which nations 57
an age in which nature 44
an age in which neither 108
an age in which nuclear 50
an age in which public 174
an age in which sexual 46
an age in which theology 46
an age in which thought 67
an age is often hidden 72
an age of about twelve 47
an age of about twenty 81
an age of changing values 159
an age of civil strife 95
an age of human rights 63
an age of loose morals 40
an age of manly spirit 69
an age of moral crisis 50
an age of onset before 99
an age of party reform 190
an age of price changes 101
an age of racial strife 98
an age of rapid changes 121
an age of social reform 66
an age of social unrest 76
an age of space travel 250
an age to marry without 47
an age we might expect 48
an aid to moral training 65
an aid to plant breeding 46
an aim of social policy 60
an air of civic virtue 67
an air of grave thought 67
an air of moral rebuke 83
an air of quiet repose 101
an air of quiet strength 77
an air of rough plenty 52
an air of seeming wisdom 69
an air of speaking ritual 62
an air of stern menace 55
an air of stern rebuke 79
an air of still greater 61
an air of total candor 43
an air or water cushion 49
an arc of about ninety 49
an arc of about twenty 41
an arc of given radius 198
an arc of large radius 69
an arc of light across 49
an arc of small radius 89
an area in which almost 116
an area in which another 84
an area in which blacks 42
an area in which canada 77
an area in which changes 54
an area in which common 54
an area in which courts 154
an area in which direct 46
an area in which english 97
an area in which europe 44
an area in which expert 42
an area in which france 52
an area in which further 1176
an area in which future 98
an area in which gender 58
an area in which german 53
an area in which greater 61
an area in which little 747
an area in which malaria 85
an area in which modern 79
an area in which negroes 48
an area in which neither 228
an area in which nurses 216
an area in which policy 194
an area in which public 343
an area in which school 81
an area in which serious 42
an area in which soviet 61
an area in which special 46
an area in which states 141
an area in which training 55
an area in which various 73
an area is large enough 48
an area of about eighty 706
an area of about eleven 189
an area of about ninety 198
an area of about square 110
an area of about twelve 1455
an area of about twenty 2006
an area of brain damage 46
an area of brain tissue 155
an area of breast tissue 40
an area of cross section 314
an area of dense forest 139
an area of eight million 72
an area of eight square 470
an area of equal extent 237
an area of fifty square 464
an area of forty square 300
an area of healthy tissue 83
an area of heated debate 74
an area of human rights 50
an area of human thought 97
an area of large houses 44
an area of level ground 338
an area of lower solute 185
an area of mixed forest 123
an area of nearly ninety 43
an area of nearly twelve 84
an area of nearly twenty 251
an area of paddy fields 44
an area of rough ground 78
an area of seven million 66
an area of seven square 250
an area of sixty square 236
an area of small extent 111
an area of small holdings 55
an area of small houses 59
an area of social policy 213
an area of social reality 57
an area of steep slopes 67
an area of study called 186
an area of thirty square 736
an area of varying extent 48
an area of waste ground 244
an area of white matter 107
an area of working memory 63
an area to which access 158
an area to which neither 44
an area to which states 56
an arm of flesh instead 56
an arm of state policy 47
an art in which faction 62
an art of which hubert 48
an art of which little 119
an art or music school 53
an art so nearly allied 59
an easing of money market 50
an end in sandy deltas 330
an end to civil rights 41
an end to civil strife 415
an end to ethnic cleansing 162
an end to human effort 90
an end to human misery 142
an end to human rights 614
an end to labor unrest 55
an end to lingering misery 48
an end to major combat 419
an end to party strife 200
an end to racial strife 52
an end to social unrest 52
an era in which almost 77
an era in which english 45
an era in which europe 41
an era in which formal 45
an era in which global 101
an era in which greater 93
an era in which humans 45
an era in which modern 52
an era in which nations 73
an era in which nuclear 60
an era in which public 239
an era in which sexual 40
an era in which states 132
an era of canal building 254
an era of civil rights 135
an era of civil strife 93
an era of falling prices 234
an era of growing global 42
an era of growing public 56
an era of human rights 86
an era of large budget 49
an era of major changes 45
an era of nation building 95
an era of nation states 153
an era of rapid changes 95
an era of rapid global 76
an era of social reform 236
an era of social unrest 62
an era of space travel 42
an era of still further 83
an era of still greater 56
an eye on every aspect 52
an eye on every corner 44
an eye on every detail 194
an eye the night before 53
an eye to every detail 58
an eye to jesus christ 47
an idea of anything beyond 82
an idea of every matter 84
an idea of human nature 358
an idea of human rights 63
an idea of motion without 185
an idea of reason closer 69
an idea of whose forces 53
an inn to change horses 72
an oath of liege homage 48
an oath to adolf hitler 43
an oil of known purity 46
an one as edwin arnold 49
an urn in which twelve 41
an urn of white marble 81
as air is blown through 43
as air is drawn through 90
as all is still around 57
as all the blood rushed 40
as all the group turned 63
as all the others around 89
as all the others before 269
as all the others except 59
as all the people around 173
as all the people engaged 59
as all the people passed 57
as all the roman legions 82
as all the world admits 56
as all the world agreed 49
as all the world agrees 68
as all the world allows 42
as all the world around 559
as all the world beside 44
as all the world should 166
as all the world thought 80
as and the total energy 44
as any he could devise 50
as any thing really existing 55
as any thing which michael 55
as any we could select 56
as are no longer useful 40
as are or shall become 297
as are the armed forces 73
as are the human actors 132
as bad as first thought 165
as bad as people thought 176
as being in large measure 215
as being in orbit around 48
as being in short supply 548
as being no longer needed 172
as being no longer useful 112
as being of dutch origin 43
as being of equal standing 114
as being of equal status 254
as being of equal strength 60
as being of equal weight 117
as being of human origin 151
as being of indian origin 88
as being of irish origin 47
as being of later origin 43
as being of light weight 43
as being of local origin 80
as being of lower status 196
as being the chief factor 89
