able to act quickly when 76
able to add several more 86
able to bring forward many 76
able to bring forward much 41
able to bring forward some 152
able to bring forward such 76
able to bring forward their 58
able to bring forward three 55
able to bring himself back 54
able to bring himself even 70
able to bring himself into 195
able to bring together from 46
able to bring together into 70
able to bring together many 105
able to bring together more 174
able to bring together only 44
able to bring together some 158
able to bring together such 91
able to bring together their 60
able to bring together these 110
able to bring together those 43
able to bring together what 61
able to buy everything from 50
able to cut himself free 44
able to deal equally well 48
able to fit everything into 55
able to fit herself into 50
able to fit himself into 126
able to fit smoothly into 44
able to fling himself into 43
able to get answers from 71
able to get anybody else 43
able to get benefit from 40
able to get control over 124
able to get everything done 405
able to get everything ready 68
able to get exactly what 277
able to get excited over 85
able to get financing from 68
able to get herself back 40
able to get herself into 60
able to get himself back 96
able to get himself heard 59
able to get himself into 190
able to get himself ready 75
able to get insight into 46
able to get justice done 46
able to get justice from 41
able to get letters from 52
able to get material from 43
able to get medical care 97
able to get medical help 85
able to get pleasure from 85
able to get results from 49
able to get several good 48
able to get support from 616
able to get together during 58
able to get together from 42
able to get together more 139
able to get together only 96
able to get together over 52
able to get together some 136
able to hear everything from 46
able to hear exactly what 53
able to hear herself think 85
able to hear himself think 74
able to lay fertile eggs 69
able to let himself down 345
able to let himself fall 74
able to put everything back 50
able to put everything else 54
able to put everything into 114
able to put forward ideas 64
able to put forward some 123
able to put forward their 324
able to put herself back 55
able to put herself into 105
able to put himself back 87
able to put himself into 551
able to put oneself into 61
able to put thoughts into 102
able to put together from 151
able to put together into 60
able to put together many 64
able to put together more 204
able to put together only 95
able to put together some 336
able to put together such 184
able to put together their 125
able to put together these 56
able to put together what 150
able to put together your 77
able to read letters from 54
able to run rapidly over 42
able to say exactly what 1942
able to say exactly when 224
able to say frankly what 44
able to see equally well 65
able to see everything else 40
able to see everything from 214
able to see everything there 93
able to see exactly what 1345
able to see herself from 68
able to see himself from 96
able to see himself more 50
able to see justice done 58
able to see matters from 41
able to see trouble coming 44
able to set herself free 40
able to set himself down 56
able to set himself free 181
able to tear herself away 440
able to tear himself away 2282
able to tear himself from 220
able to use control over 40
able to use leisure time 46
able to use material from 120
able to use profits from 57
able to wean himself from 107
able to win control over 128
able to win support among 68
able to win support from 359
acid in its reduced form 60
acid is not derived from 80
acting as her guardian angel 49
acting in this respect like 344
acting on his diseased body 53
acts as may finally pass 75
acts do not proceed from 115
acts in this process from 137
acts in this respect like 210
acts of his official life 97
acts of his private life 74
acts of his servant done 141
acts of its congress were 99
acts of one partner bind 92
acts of one thousand nine 1390
acts of that council were 100
acts of this congress were 73
acts of this council were 214
acts of war against north 750
acts of war against other 47
acts of war against their 55
acts of war involving these 46
acts on this subject were 52
acts we can surmise what 49
adding to his natural north 57
adding to his praises those 124
adding to its product line 70
adding to our national wealth 50
adds to our insight into 51
ahead of her advancing bows 76
ahead to new material only 45
aids do not restore hearing 53
aims at being marxist must 41
aims at his private good 103
aims in this respect were 40
aims of this chapter have 84
aims of this chapter were 73
aims of this chapter will 143
aims of this program were 45
aims of this project were 298
aims of this research were 214
aims of this society were 90
aims to bring together some 119
akin to its present form 54
akin to that derived from 81
akin to that resulting from 46
along an arc extending from 68
along an old country road 60
