abide ever 324 abiding limb 70
abode have 41 abode half 137
abode three 46 abode have 42
abode live 55 abode keep 82
abode love 83 about left 270
about other 80 about from 120
about like 117 about there 57
about when 160 about when 51
about have 258 about were 141
about leading 171 about forth 107
about their 67 about upon 45
about their 53 about what 82
about other 271 about other 69
about been 47 about other 44
about yell 60 about food 61
about crow 145 about other 86
about what 43 about home 123
about home 48 about their 71
about their 45 about young 89
about only 45 about nothing 52
about into 45 about open 44
about other 43 about arms 75
about have 139 about need 49
about think 58 about want 131
about were 166 about will 73
about have 62 about need 43
about think 58 about want 205
about will 43 about three 44
about want 45 about want 46
about warm 55 about have 140
about from 45 about work 637
about from 46 about boss 49
about call 53 about boss 153
about means 496 about evil 314
about line 51 about ends 334
about south 55 about other 46
about been 58 about seen 45
about curing 114 about healing 4456
about nike 75 about less 249
about like 55 about want 65
about best 48 about have 82
about know 48 about love 71
about want 174 about south 97
about also 65 about even 57
about feel 54 about find 47
about from 77 about grow 42
about have 204 about help 220
about learn 60 about make 55
about more 107 about other 43
about take 43 about their 1236
about there 64 about want 109
about wept 53 about were 195
about what 922 about will 47
about work 115 about your 101
about more 141 about also 86
about years 92 about been 43
about ever 48 about most 46
about their 46 about were 69
about will 55 about much 49
about their 57 about just 595
about days 81 about ever 64
about half 159 about three 75
about days 97 about ends 96
about means 56 about else 169
about whom 59 about years 48
about ends 40 about sake 114
about have 45 about means 1844
about more 46 about years 262
about game 71 about were 57
about leaving 90 about forth 96
about there 41 about having 44
about been 117 about legs 75
about what 60 about knew 52
about eyes 97 about neck 62
about lips 117 about mouth 716
about nose 113 about made 57
about body 185 about bust 50
about down 178 about eyes 78
about form 200 about hair 61
about neck 1318 about over 127
about made 116 about legs 109
about toll 45 about hold 64
about eyes 48 about face 156
about ever 76 about well 185
about held 133 about feet 46
about less 131 about what 611
about work 1903 about been 82
about chin 88 about eyes 152
about feel 58 about feel 183
about think 52 about want 162
about made 93 about more 514
about ever 64 about once 57
about chin 243 about eyes 541
about nose 43 about arms 259
about clung 47 about drew 118
about face 181 about gave 41
about held 54 about laid 44
about made 66 about over 43
about said 53 about wore 63
about more 43 about mouth 195
about what 115 about over 41
about what 102 about life 61
about eyes 106 about true 42
about came 119 about died 42
about gets 45 about heard 71
about left 91 about went 101
about came 46 about were 184
about came 45 about come 68
about were 124 about knew 47
about knew 45 about life 218
about what 88 about great 44
about last 48 about life 344
about time 107 about time 47
about third 67 about birth 43
about youth 59 about hour 126
about time 66 about there 428
about less 183 about feel 604
about heart 51 about think 47
about want 129 about feel 49
about seem 75 about more 622
about ever 119 about just 53
about once 303 about what 318
about over 185 about nothing 102
about were 64 about eyes 223
about true 63 about came 53
about went 61 about were 199
about came 43 about were 150
about body 49 about legs 368
about early 109 about what 57
about eyes 105 about mouth 85
about howl 45 about great 56
about made 84 about brow 58
about lips 264 about mouth 1095
about nose 113 about made 128
about arms 44 about body 104
about eyes 101 about hair 156
about neck 294 about went 41
about made 96 about kiss 40
about legs 107 about life 40
about other 40 about well 306
about what 155 about some 47
about been 48 about many 56
about arms 67 about down 42
about feet 67 about ideas 115
about mine 93 about what 718
about work 6958 about been 57
about been 67 about there 81
about made 60 about were 40
about chin 85 about eyes 183
about good 51 about mary 56
about chin 755 about eyes 938
about nose 525 about very 135
about made 67 about fame 49
about arms 140 about body 40
about cast 50 about chin 49
about clung 200 about draw 41
about drew 494 about face 77
about gave 293 about held 210
about kiss 207 about laid 204
about laying 64 about made 77
about over 53 about said 248
about thick 61 about told 62
about went 60 about wept 109
about arms 50 about drew 43
about help 53 about more 54
about mouth 209 about beans 61
about what 181 about fall 69
about some 69 about laid 58
about their 63 about great 204
about such 79 about hanging 69
about made 52 about what 44
about baby 393 about four 123
about home 87 about kids 644
about said 43 about sons 82
about their 278 about three 263
about what 124 about young 126
about into 73 about been 45
about leaving 68 about even 43
about ideas 61 about life 251
about mine 42 about other 64
about what 180 about also 45
about great 162 about more 71
about such 88 about early 128
about were 78 about were 40
about were 162 about felt 72
about feel 46 about felt 46
about look 48 about were 363
about were 132 about feel 116
about look 63 about were 194
about will 56 about were 147
about were 111 about were 42
about life 99 about life 81
about have 109 about were 115
about work 168 about were 102
about have 62 about work 174
about made 85 about been 93
about been 44 about what 582
about were 75 about have 48
about there 49 about body 70
about more 137 about what 2380
about when 135 about been 128
about been 173 about life 117
about life 92 about work 46
about knew 93 about meant 94
about must 41 about care 80
about cost 130 about hate 244
about have 569 about knew 133
about know 435 about learn 48
about like 592 about love 528
about made 58 about make 58
about meant 46 about miss 96
about must 57 about need 88
about paid 120 about think 59
about want 258 about were 562
about will 418 about cost 584
about have 71 about care 158
about give 43 about hate 237
about have 660 about know 362
about like 444 about love 551
about make 74 about miss 125
about need 244 about paid 42
about think 65 about want 557
about were 181 about will 355
about wish 55 about were 120
about were 61 about such 98
about were 50 about went 73
about baby 99 about work 67
about some 40 about been 145
about nothing 86 about other 156
about were 57 about work 322
about sets 46 about have 56
about were 40 about knew 66
about have 272 about knew 44
about were 594 about will 351
about work 111 about were 287
about have 205 about know 98
about think 49 about were 117
about will 122 about were 49
about were 55 about went 62
about also 54 about been 43
about down 237 about cons 125
about other 49 about what 102
about able 45 about more 383
about time 84 about many 50
about other 205 about their 50
about mile 193 about acre 77
about three 141 about hour 46
about mile 260 about been 67
about length 208 about cent 596
about half 128 about three 222
about were 46 about week 67
about inch 148 about week 300
about three 894 about when 75
about foot 48 about hour 127
about mile 93 about month 101
about hour 71 about five 99
about half 136 about three 876
about west 121 about from 134
about from 60 about hour 537
about side 58 about cent 49
about been 89 about been 62
about length 127 about month 115
about month 80 about seed 163
about some 70 about last 80
about away 69 about well 58
about soon 71 about work 107
about there 63 about other 78
about back 108 about what 111
about their 44 about other 43
about were 97 about were 116
about what 64 about three 174
about from 131 about inch 537
about from 78 about from 57
about there 40 about when 450
about five 251 about nine 48
about been 42 about came 47
about when 1161 about late 42
about from 158 about when 83
about month 57 about when 71
about were 56 about will 45
about from 106 about mile 109
about acre 61 about from 231
about most 40 about some 91
about there 420 about were 54
about when 3131 about have 74
about were 50 about been 44
about been 41 about will 44
about came 155 about laid 43
about were 88 about when 1996
about early 134 about late 483
about been 79 about were 45
about also 101 about feel 89
about feel 45 about more 200
about once 289 about over 130
about such 129 about many 73
about been 111 about been 72
about some 45 about have 49
about were 68 about have 46
about said 76 about there 95
about told 57 about took 50
about were 65 about been 153
about ideas 44 about have 49
about from 75 about some 67
about there 91 about were 150
about made 103 about were 105
about been 57 about came 45
about came 51 about were 175
about came 89 about come 229
about have 103 about look 42
about meet 50 about were 257
about meet 68 about been 88
about there 140 about less 90
about were 168 about when 83
about feel 47 about feel 41
about more 222 about once 124
about been 86 about have 45
about were 51 about their 171
about what 77 about over 509
about come 57 about were 117
about have 42 about other 76
about came 111 about come 132
about have 214 about were 890
about come 110 about have 80
about make 45 about were 138
about help 84 about make 44
about down 157 about what 118
about evil 147 about many 51
about much 109 about back 42
about here 50 about when 351
about when 75 about food 67
about just 45 about their 139
about those 57 about what 121
about work 114 about your 75
about were 48 about were 45
about other 147 about what 96
about your 43 about years 58
about been 48 about will 46
about book 55 about what 52
about been 66 about such 44
about city 89 about your 60
about made 88 about good 48
about from 49 about feel 114
about more 208 about once 415
about over 618 about great 62
about some 44 about also 62
about died 49 about during 44
about gave 40 about heard 99
about left 131 about made 54
about said 51 about sent 47
about soon 59 about there 101
about time 53 about took 77
about went 64 about were 117
about full 106 about very 40
about having 74 about been 234
about made 64 about some 47
about been 161 about left 59
about health 45 about wife 75
about have 185 about only 193
about also 75 about came 43
about fell 99 about made 49
about said 44 about anne 77
about bill 78 about great 46
about jack 55 about jane 50
about john 514 about lady 97
about lord 225 about made 61
about many 254 about mary 142
about miss 229 about most 137
about news 118 about other 47
about paul 58 about poor 70
about pope 74 about some 594
about such 114 about their 134
about there 869 about these 79
about those 86 about three 109
about were 43 about what 81
about word 49 about young 157
about your 56 about also 66
about came 41 about were 331
about other 69 about years 181
about also 96 about john 42
about made 120 about much 45
about sent 60 about very 164
about some 68 about their 41
about pass 50 about were 44
about will 117 about gets 44
about were 106 about came 40
about come 151 about have 97
