abate our esteem for them 64
abler and better man than 140
abler and better men than 130
about and always wear them 47
about and around them was 47
about and covering you with 66
about and looked him all 44
about and played with them 43
about and talked with them 43
about any changes that may 100
about any matter that you 71
about any person who has 48
about any points that are 44
about any school you are 62
about being better than you 44
about being tested for hiv 51
about big enough for one 103
about big enough for two 112
about doing something and doing 47
about doing something new and 54
about doing something that was 69
about going through with this 140
about her affair with her 72
about her affair with him 76
about her before she can 42
about her before she had 78
about her before she was 44
about her belief that her 41
about her belief that she 84
about her breasts and her 49
about her brother and her 143
about her brother and his 336
about her brother and how 89
about her brother that she 42
about her brother who had 112
about her brother who was 115
about her career and her 236
about her clothes and her 252
about her disease and its 53
about her duties and her 50
about her except for her 62
about her except her death 229
about her except she was 46
about her except that her 147
about her except that she 2256
about her family and all 60
about her family and her 1431
about her family and how 247
about her family and its 93
about her family and she 129
about her family and that 49
about her family and was 44
about her family than she 53
about her family that she 97
about her feelings and her 261
about her feelings and how 57
about her feelings and that 43
about her feelings for her 370
about her feelings for him 1216
about her feelings for this 75
about her feelings than she 44
about her feelings that she 49
about her feelings with her 70
about her figure and her 54
about her filled him with 81
about her friend who had 71
about her friend who was 65
about her further than that 50
about her future and her 170
about her future and how 70
about her future and that 171
about her future than she 57
about her future with her 55
about her future with him 57
about her levity and was 53
about her little boy and 61
about her little boy who 54
about her manner and her 60
about her passion for her 42
about her passion for him 42
about her person and her 225
about her reasons for being 144
about her reasons for doing 71
about her reasons for going 42
about her reasons for not 109
about her reunion with her 56
about her safety and that 114
about her school and her 126
about her seemed gay and 51
about her sister and her 173
about her sister and how 49
about her sister who had 61
about her sister who was 76
about her station she had 55
about her through her long 79
about her voices and her 61
about her weight and her 199
about her weight and how 47
about her weight and she 44
about him before his death 52
about him except for his 160
about him except that his 347
about him filled him with 54
about him through his own 41
about him whether they had 42
about his actions and his 113
about his affair with her 104
about his affair with his 119
about his ankles and his 59
about his belief that his 59
about his brother and his 328
about his brother and how 63
about his brother who had 155
about his brother who was 123
about his career and his 485
about his career and how 49
about his church and his 44
about his clothes and his 222
about his clothes and things 46
about his cousin who had 53
about his desire for her 130
about his dinner and bed 69
about his disease and his 85
about his disease and how 64
about his disease and its 131
about his drinking and his 187
about his duties and his 85
about his duties with his 48
about his estate and his 45
about his family and all 47
about his family and had 43
about his family and his 2563
about his family and how 429
about his family and its 128
about his family and that 130
about his family and then 63
about his family and was 84
about his family was that 52
about his feelings and his 389
about his feelings and how 60
about his feelings for her 1719
about his feelings for his 482
about his feelings for this 71
about his feelings for you 155
about his feelings with his 71
about his fellow man and 47
about his fellow men and 78
about his figure and his 54
about his friend and his 58
about his friend who had 128
about his friend who was 97
about his frowning eye that 49
about his future and had 51
about his future and his 376
about his future and how 67
about his future and that 267
about his future and was 40
about his future with his 62
about his garden and his 72
about his genius and his 44
about his grades and his 44
about his habits and his 107
about his hatred for his 52
about his height and his 49
about his horses and his 91
about his income and his 52
about his manner and his 90
about his manner that was 107
about his master and his 83
about his methods and his 82
about his mission and his 103
about his nature and his 212
about his office and his 69
about his opinion and that 98
about his origin and his 221
about his painting and his 41
about his passion and death 50
about his passion for his 71
about his person and his 498
about his person and was 72
about his powers and his 48
about his reasons for being 317
about his reasons for doing 190
about his reasons for going 180
about his reasons for his 42
about his reasons for not 251
about his reasons for this 129
about his reunion with his 57
about his riches and his 50
about his rights and his 126
about his safety and his 51
about his safety and that 100
about his school and his 186
about his sister and her 269
about his sister and his 168
about his sister and how 40
about his sister who had 83
about his sister who was 71
about his speech was that 81
about his standing with his 55
about his status and his 61
about his strength and his 88
about his talent and his 55
about his temper and his 61
about his training and his 67
about his values and his 53
about his weight and his 91
about how afraid she was 49
about how clever she was 49
about how clever they are 54
about how clever you are 72
about how likely they are 91
about how little she had 74
about how little they had 73
about how little you see 54
about how lonely she had 44
about how lonely she was 178
about how lonely you are 50
about how lovely she was 47
about how lovely you are 44
about how pleased she was 150
about how pleased you are 41
about how pretty she was 254
about how pretty you are 76
about how scared she was 122
about how scared they are 42
about how scared you are 43
about how school was going 77
about how serious you are 42
about how special they are 49
about how special you are 63
about how stupid she was 68
about how stupid you are 51
about how unfair this was 63
about its causes and its 148
about its extent and its 44
about its future and its 76
about its habits and its 69
about its methods and its 50
about its mission and its 80
about its nature and how 75
about its nature and its 346
about its origin and its 210
about its reality and use 54
about its status and its 45
about job openings and job 56
about long enough for you 132
about new crimes and new 227
about new england all her 158
about new england and its 48
about new england and new 80
about new orleans and its 70
about nor trusts them with 42
about now slowly and now 49
about one another and are 93
about one another and how 207
about one another and that 63
about one another can not 47
about one another than they 138
about one another that are 58
about one another that they 120
about one bushel and one 227
about one degree each day 44
about one degree for each 251
about one degree per day 186
about one dollar and ten 43
about one dollar for each 102
about one dollar per day 268
about one dollar per head 55
about one dollar per ton 264
about one dollar per year 61
about one gallon for each 52
about one metric ton per 45
about one million each year 89
about one million men and 91
about one million per year 463
about one minute and then 331
about one minute for each 164
about one minute per year 43
about one person for each 58
about one person who has 89
about one second and then 77
about one second for each 189
about one shilling and six 106
about one shilling per day 205
about one shilling per ton 147
about our actions and our 58
about our bodies and how 216
about our bodies and our 460
about our course all day 51
about our duties and our 49
about our english kings was 56
about our family and how 50
about our family and our 121
about our feelings and our 164
about our feelings for each 239
about our feelings for one 59
about our future and how 59
about our future and our 125
about our future and that 42
about our nature and our 94
about our origin and our 66
about our planet and its 132
about our planet and our 61
about our reasons for being 74
about our reasons for doing 42
about our rights and how 55
about our rights and our 64
about our selves and our 147
about our titles and how 44
about our values and how 44
about our values and our 166
about real events and real 85
about six inches and then 120
about six inches each way 93
about six inches long and 7870
about six inches long are 50
about six inches long for 61
about six inches long that 141
about six inches long was 84
about six inches long with 358
about six inches per year 44
about six inches too long 130
about six ounces and one 181
about ten inches each way 59
about ten inches long and 3112
about ten inches long with 160
