am dear sir yours truly 181
am not and never could 51
am not and never shall 131
am not and shall never 48
am not doing anything about 54
am not now speaking about 68
am not now talking about 254
am not too crazy about 74
am not too happy about 476
am not using empty words 94
am now all right again 74
am now his worst enemy 72
am that they never ought 47
an act for levying taxes 68
an act for raising money 55
an act had taken place 49
an act has taken place 149
an act that could never 46
an act that falls under 59
an act that shall cause 73
an act that takes place 400
an act that would allow 69
an act that would cause 154
an act that would change 46
an act that would later 47
an act that would prove 54
an age and nation where 294
an age and place where 132
an age are never anything 46
an age that never shall 48
an air and water tight 51
an air that might easily 50
an all too brief period 313
an all too brief spell 54
an all too brief visit 92
an all too human world 55
an all too short period 76
an all too short visit 65
an apt and speaking image 44
an apt and willing pupil 183
an apt seat state people 41
an area that badly needs 44
an area that could easily 86
an area that falls within 61
an area that still needs 98
an area that would allow 56
an area that would later 186
an area that would repay 61
an arm that never tires 78
an art and whose pride 45
an ass with reason would 111
an ease and grace about 56
an ease and grace which 320
an ease and speed which 41
an easy and engaging style 43
an easy and exact method 41
an easy and flowing style 218
an easy and lucid style 51
an easy and pleasing style 46
an easy and quick method 223
an easy and rapid method 265
an egg and lemon sauce 74
an egg and sperm unite 212
an end six months after 55
an end that never comes 41
an era that today seems 40
an era that would never 62
an eye for local color 54
an eye that never winks 526
an hat and white feather 88
an idea that birds could 62
an idea that could change 47
an idea that could easily 92
an idea that could never 90
an idea that makes sense 260
an idea that might appeal 83
an idea that might solve 87
an idea that money might 55
an idea that others would 40
an idea that people would 58
an idea that would allow 105
an idea that would appeal 71
an idea that would appear 40
an idea that would change 107
an idea that would later 200
an idea that would never 173
an idea that would occur 43
an idea that would prove 60
an idea that would serve 44
an idea that would solve 86
an oar was thrust under 63
an oath that never again 70
an oath that shook heaven 52
an old air force buddy 64
an old and blind woman 51
an old and noble house 90
an old and noble stock 41
an old and tried method 53
an old and trite touch 53
an old and wealthy churl 68
an old but still valid 53
an old log cabin about 55
an old log cabin where 40
an old log cabin which 77
an old log house which 102
an old man about sixty 368
an old man above sixty 47
an old man fishing alone 52
an old man lived alone 57
an old man loves money 115
an old man named brown 42
an old man named frank 55
an old man named george 58
an old man named glenn 88
an old man named james 80
an old man named peter 40
an old man named thomas 71
an old man nearly blind 59
an old man prays aloud 54
an old man seated speaking 96
an old man sitting alone 181
an old man sitting cross 103
an old man sitting under 249
an old man talking about 171
an old man walking alone 45
an old man while still 68
an old man whose father 91
an old man whose hands 54
an old man whose house 56
an old man whose voice 50
an old man whose white 111
an old red brick house 205
an old shoe thrown after 125
an old song which gives 67
an old two story house 64
an old yew hedge where 78
as age and social class 159
as air and naval bases 125
as air and water vapor 96
as all men would judge 59
as all things human change 82
as all things under heaven 41
as all this might appear 44
as all this might sound 43
as all this takes place 60
as all this would imply 44
as all was quiet again 59
as all was still again 65
as any and every mother 86
as any low white people 73
as any man could stand 54
as any man would whose 42
as any one could judge 79
as any one could write 210
as any one might easily 46
as any one might guess 50
as any one shuns evils 189
as any one would stand 67
as any one would trust 55
as any two human faces 49
as any two people could 535
as are all terms which 46
as are not often found 1030
as are too often found 45
as are too often thrown 47
as art and money could 48
as atm and frame relay 422
as bad and maybe worse 98
as being all action which 106
as being not quite fully 46
as being not quite right 141
as being one which could 47
as being one which would 106
as being that alone which 71
as being that which alone 58
as being that which gives 48
as being that which makes 78
as being that which would 136
as can bear bracing weather 46
as can not agree either 97
as deaf men might touch 52
as death had taken place 64
as death has taken place 152
as did his father david 165
as did not appear again 42
as dim and still within 40
as does not often occur 155
as each man could carry 82
as each year comes round 46
as earth has never known 62
as few and plain words 82
as few men would write 111
as for his happy knack 104
as for this whale spout 69
as gas and water mains 57
as gas and water pipes 83
as gas and water works 94
as had not found place 46
as had not taken place 150
as has not taken place 43
as has now taken place 67
as her dim vision would 118
as her doing either would 72
as her own father might 43
as her own father would 54
as her own mother could 61
as her own mother might 75
as her own mother would 86
as her own worst enemy 69
as her two small hands 101
as his age would allow 139
as his arm would allow 49
as his ass could drive 61
as his dead father would 80
as his leg would allow 85
as his men began falling 48
as his men could carry 64
as his men could march 42
as his old bones would 61
as his own burial place 49
as his own drawn sword 78
as his own father could 54
as his own father might 72
as his own father would 59
as his own greek slave 53
as his own house would 70
as his own mother could 68
as his own mother might 147
as his own mother tongue 83
as his own mother would 132
as his own press agent 78
as his own taste shall 82
as his own worst enemy 340
as his pen could write 43
as his son later wrote 46
as his son would later 56
as his wings could carry 63
as his zeal shall drive 40
as how one feels about 46
as ink and paper could 114
as its own people might 81
as its own warning agent 51
as its own worst enemy 132
as its red light fades 80
as law and order broke 68
as law that which hides 40
as long and costs twice 62
as man and horse could 49
as man and woman could 55
as man and woman unite 57
as man had never known 74
as man has never known 125
as man saw never since 60
as man was never happy 46
as man was never loved 61
as may not occur again 70
as meat and dairy foods 49
as men and beasts could 41
as men and given equal 46
as men and money could 46
as men and women alike 288
as men and women began 143
as men and women begin 61
as men and women could 129
as men and women enter 51
as men and women exist 57
as men and women lived 47
as men and women moved 130
as men and women often 59
as men and women rather 61
as men and women really 53
as men and women share 49
as men and women today 84
as men and women tried 49
as men and women whose 215
as men and women within 48
as men and women would 126
as men had never known 105
as men who lived under 47
as men who really value 76
as men who would rather 45
as not they would trade 48
as not yet fully human 40
as oft with humming sound 163
as oil and water beaten 51
as oil does above water 72
as old age would allow 48
as old red blood cells 44
as one can easily check 170
as one can easily guess 138
as one can easily prove 66
as one can judge today 77
as one man could carry 97
as one that could never 59
as one that either could 95
as one that falls within 44
as one that found favor 52
as one that might arise 52
as one that takes place 271
as one that would allow 116
as one that would alone 75
as one that would appeal 53
as one that would avoid 75
as one that would bleed 46
as one that would cause 65
as one that would never 40
as one that would prove 43
as one that would rather 115
as one that would serve 52
as one they might doubt 41
as one who acted under 50
as one who cared about 55
as one who cares about 191
as one who could claim 112
as one who could easily 45
as one who could judge 51
as one who could never 162
as one who could stand 53
as one who could still 85
as one who could write 74
as one who either wants 47
as one who knows about 75
as one who knows where 51
as one who lives alone 45
as one who lives within 46
as one who makes money 43
as one who might serve 41
as one who never could 61
as one who really loved 44
as one who seems walking 46
as one who sheds blood 59
as one who thinks aloud 106
as one who would avoid 93
as one who would carry 52
as one who would fight 56
as one who would merit 42
as one who would never 344
as one who would rather 238
as one who would serve 102
as one who would stand 117
as our men could judge 208
as our own reason tells 43
as our real world draws 81
as real and final facts 125
as red and green glass 40
as red and white blood 444
as red and white cells 41
as set out above under 45
as sex and social class 58
as she and clare stood 77
as she did every evening 528
as she did every morning 2999
as she did every night 2049
as she did nearly every 118
as she did quite often 44
as she did yield again 50
as she does every evening 90
as she does every morning 238
as she does every night 137
as she got under weigh 44
as she got within about 43
as she had every morning 198
as she had every night 254
as she had every reason 286
as she had every right 432
as she had first feared 69
as she had first known 283
as she had grown older 434
as she had known about 88
as she had known under 93
as she had moved about 42
as she had never cared 54
as she had never ceased 73
as she had never cried 343
as she had never dared 175
as she had never feared 51
as she had never found 84
as she had never given 180
as she had never hated 226
as she had never hoped 71
as she had never known 9741
as she had never liked 67
as she had never lived 92
as she had never longed 201
as she had never loved 823
as she had never owned 48
as she had never really 99
as she had never shown 97
as she had never taken 134
as she had never tried 80
as she had often asked 58
as she had often known 105
as she had often longed 50
as she had often taken 84
as she had stood looking 40
as she had stood waiting 101
as she has every right 139
as she has grown older 499
as she has never known 367
as she has never loved 45
as she has since owned 53
as she lay awake thinking 42
as she now falls short 221
as she sat thinking about 45
as she set about clearing 66
as she set about getting 62
as she was about getting 52
as she was alone again 191
as she was alone within 75
as she was could never 93
as she was drawing water 251
as she was feeding under 66
as she was feeling right 85
as she was fully awake 68
as she was fully aware 113
as she was getting older 102
as she was getting quite 101
as she was getting tired 114
as she was getting under 95
as she was growing blind 63
as she was growing older 40
as she was known after 77
as she was later known 136
as she was looking after 62
as she was named after 45
as she was never known 68
as she was often known 47
as she was passing under 66
as she was quite alone 41
as she was quite aware 142
as she was quite happy 50
as she was quite willing 44
as she was running about 42
as she was sailing about 41
as she was sitting alone 177
as she was steaming close 46
as she was still alive 166
as she was still known 74
as she was still looking 45
as she was still nursing 51
as she was still speaking 50
as she was still under 82
as she was still working 54
as she was talking about 186
as she was thinking about 436
as she was turning round 40
as she was walking about 56
as she was walking alone 217
as she was within sight 45
as she was within speaking 43
as she was writing about 41
as six and seven times 47
as that area within which 56
as that each nation might 50
as that for white women 54
as that had taken place 40
as that has taken place 69
as that his mother might 84
as that its proof could 53
as that law which binds 60
as that our globe could 94
as that our worthy guide 46
as that sum would cover 64
as that they could never 81
as that they might never 45
as that they might serve 72
as that they shall never 125
as that they would never 85
as that with which henry 40
as that with which jesus 42
as that with which moses 49
as that with which russia 144
as that you would rather 40
as they all began talking 46
as they all shook hands 119
as they all stood looking 67
as they all stood round 100
as they all stood waiting 44
as they are about anything 52
as they are about getting 68
as they are about knowing 77
as they are blown about 68
as they are easily found 66
as they are easily grown 73
as they are every where 214
as they are first given 42
as they are found after 62
as they are found growing 48
as they are found lurking 55
as they are found today 716
as they are found under 83
as they are found within 227
as they are fully aware 213
as they are fully grown 83
as they are getting older 73
as they are given above 274
as they are given below 132
as they are growing older 56
as they are growing rigid 47
as they are grown under 42
as they are known today 5450
as they are known under 44
as they are known within 92
as they are learning about 121
as they are moved about 481
as they are named after 80
as they are nearly equal 43
as they are never found 204
as they are never known 73
as they are never tired 87
