eagerness increased immensely 43
earnestly besought permission 88
earnestly dedicate ourselves 51
earnestly developing themselves 42
earnestly entreated different 57
earnestly entreated permission 218
earnestly implored permission 64
earnestly requesting permission 68
earnestly soliciting permission 85
earthquake activity associated 133
earthquake disaster mitigation 590
earthquake disaster prevention 1278
earthquake engineering community 253
earthquake occurred somewhere 42
economic accounting framework 147
economic activity accounted 288
economic activity adversely 51
economic activity altogether 97
economic activity associated 1065
economic activity attracted 72
economic activity available 158
economic activity beneficial 45
economic activity certainly 48
economic activity collapsed 65
economic activity concerned 264
economic activity conducted 416
economic activity connected 141
economic activity consisted 186
economic activity continued 662
economic activity continues 429
economic activity contracts 149
economic activity currently 68
economic activity dependent 93
economic activity described 188
economic activity determine 51
economic activity developed 305
economic activity different 41
economic activity discussed 85
economic activity disrupted 60
economic activity dominated 93
economic activity elsewhere 286
economic activity engendered 63
economic activity entrusted 64
economic activity especially 191
economic activity exercised 45
economic activity expressed 72
economic activity generally 1446
economic activity generated 1323
economic activity generates 264
economic activity gradually 152
economic activity increasingly 149
economic activity indicated 60
economic activity indicates 71
economic activity influence 82
economic activity limitation 209
economic activity motivated 101
economic activity naturally 47
economic activity necessary 216
economic activity organized 205
economic activity originating 65
economic activity performed 214
economic activity permitted 67
economic activity practiced 65
economic activity presented 71
economic activity prevalent 47
economic activity previously 94
economic activity primarily 133
economic activity quickened 156
economic activity recovered 125
economic activity reflected 130
economic activity regulated 57
economic activity represent 56
economic activity slackened 82
economic activity sometimes 43
economic activity specified 103
economic activity stagnated 92
economic activity supported 84
economic activity surrounding 76
economic activity themselves 51
economic activity throughout 2214
economic activity triggered 40
economic activity typically 96
economic activity unrelated 45
economic activity virtually 70
economic activity whatsoever 49
economic activity worldwide 380
economic advisory committee 318
economic analysis altogether 44
economic analysis associated 65
economic analysis available 77
economic analysis concerned 101
economic analysis concluded 43
economic analysis concludes 58
economic analysis conducted 237
economic analysis considers 80
economic analysis contained 172
economic analysis continues 50
economic analysis described 120
economic analysis describes 53
economic analysis developed 358
economic analysis difficult 48
economic analysis discussed 123
economic analysis framework 55
economic analysis generally 220
economic analysis indicated 233
economic analysis indicates 586
economic analysis justifies 42
economic analysis necessary 111
economic analysis performed 180
economic analysis presented 480
economic analysis procedure 86
economic analysis suggested 146
economic analysis technique 68
economic analysis throughout 60
economic analysis typically 100
economic articles published 63
economic barriers confronting 63
economic benefits associated 2662
economic benefits available 431
economic benefits conferred 345
economic benefits derivable 105
economic benefits described 48
economic benefits discussed 45
economic benefits envisioned 103
economic benefits generally 54
economic benefits generated 767
economic benefits throughout 142
economic boundary conditions 190
economic business conditions 43
economic challenge confronting 50
economic challenge presented 79
economic collapse associated 62
economic collapse throughout 105
economic colonies throughout 70
economic concepts developed 79
economic concepts discussed 97
economic concepts necessary 42
economic concepts presented 108
economic concerns associated 86
economic concerns dominated 88
economic concerns expressed 53
economic condition continued 87
economic condition continues 46
economic condition generally 63
economic condition throughout 56
economic contexts influence 97
economic controls exercised 119
economic controls necessary 96
economic decisions increasingly 50
economic decisions necessary 69
economic decisions throughout 85
economic distress associated 75
economic distress continued 61
economic distress occasioned 95
economic distress prevalent 49
economic distress throughout 196
economic doctrine developed 44
economic downturn associated 76
economic downturn coincided 54
economic downturn continued 91
economic downturn continues 49
economic downturn throughout 69
economic downturn triggered 66
economic dynamics associated 48
economic elements necessary 82
economic equality necessary 45
economic equality prevailed 66
economic equality throughout 66
economic evidence available 50
economic evidence indicates 75
economic evidence presented 112
economic expansion associated 144
economic expansion attracted 59
economic expansion coincided 92
economic expansion continued 483
economic expansion continues 251
economic expansion elsewhere 63
economic expansion generally 109
economic expansion generated 133
economic expansion necessary 97
economic expansion proceeded 64
economic expansion slackened 42
economic expansion throughout 408
economic expansion worldwide 55
economic freedoms associated 52
economic functions associated 75
economic functions fulfilled 41
economic functions necessary 64
economic functions performed 931
economic functions previously 91
economic geography textbooks 57
economic hardship associated 173
economic hardship continued 49
economic hardship occasioned 48
economic hardship throughout 203
economic hegemony exercised 44
economic hegemony throughout 74
economic historian alexander 256
economic historian concerned 61
economic historian professor 77
economic interest coincided 68
economic interest conflicts 46
economic interest protected 77
economic interest throughout 47
economic journals published 91
economic leverage available 74
economic magazine published 262
economic mobility available 46
economic offenses committed 58
economic organizing principle 52
economic outcomes associated 141
economic patterns associated 45
economic patterns developed 62
economic patterns throughout 46
economic policies accordingly 132
economic policies advocated 566
economic policies alienated 67
economic policies announced 99
economic policies associated 457
economic policies attempted 49
economic policies attracted 48
economic policies available 63
economic policies beneficial 51
economic policies benefited 58
economic policies certainly 62
economic policies concerned 69
economic policies conducive 217
economic policies conducted 92
economic policies contained 70
economic policies continued 231
economic policies currently 106
economic policies described 114
economic policies developed 231
economic policies different 54
economic policies discussed 128
economic policies dominated 63
economic policies elsewhere 40
economic policies emphasizing 71
economic policies encourage 85
economic policies encouraging 110
economic policies enunciated 40
economic policies envisaged 49
economic policies especially 83
economic policies favorable 194
economic policies generally 318
economic policies generated 77
economic policies gradually 46
economic policies increasingly 90
economic policies influence 131
economic policies inherited 41
economic policies necessary 312
economic policies practiced 78
economic policies prevailed 46
economic policies primarily 54
economic policies reflected 157
economic policies represent 53
economic policies sometimes 44
economic policies sponsored 47
economic policies succeeded 71
economic policies suggested 96
economic policies supported 171
economic policies themselves 156
economic policies throughout 385
economic policies typically 46
