lack a tittle over his 56
lady i should call her 60
laid a charge upon him 52
laid a little plan for 71
laid a little trap for 50
laid a weight upon its 48
lamp i walked over and 42
land a little more than 241
land a second time and 110
last a letter from you 84
last a little less than 99
last a little more than 458
last a little over two 44
last a warrior like his 42
last i caught what you 82
last i should ever see 90
laying a burden upon them 46
leading a better life and 40
leading a better life than 84
leading a chaste life and 73
leading a double life and 265
leading a double life for 112
leading a double life that 104
leading a double life was 51
leading a double life with 90
leading a normal life and 265
leading a normal life for 43
leading a normal life with 98
leading a simple life and 109
leading a simple life with 41
leads a better life than 164
leads a double life and 73
leads a normal life and 63
leads a simple life and 73
learn a fitter time for 42
learn a lesson from all 146
learn a lesson from her 230
learn a lesson from him 220
learn a lesson from his 429
learn a lesson from its 99
learn a lesson from one 113
learn a lesson from our 314
learn a lesson from that 656
learn a lesson from thee 41
learn a lesson from them 623
learn a lesson from this 2180
learn a lesson from you 92
learn a little from him 42
learn a little from one 66
learn a little here and 49
learn a little more and 69
learn a little more each 89
learn a little more than 173
learn a little reading and 114
least a billion years ago 149
least a billion years old 91
least a curious fact that 56
least a dressing room for 42
least a lesser evil than 50
least a little less than 65
least a little more than 389
least a little room for 81
least a little time and 44
least a little time for 135
least a little time with 94
least a million from each 69
least a million years ago 613
least a million years and 67
least a million years old 172
least a partial break with 52
least a partial cure for 61
least a second made his 48
least a sticky mass with 54
least i should have had 145
least i should hope not 63
least i should meet with 42
least i should think not 110
least i thought there was 73
leave a greater name than 100
leave a little early and 189
leave a little lady with 54
leave a little more than 148
leave a little note for 151
leave a little over for 157
leave a little room for 660
leave a little time for 86
leave a weight upon our 379
leave a window open for 124
leaving a little corn near 45
leaving a little dust and 61
leaving a little here and 40
leaving a little less than 89
leaving a little more than 202
leaving a little room for 166
leaving a million young men 53
leaving a ruined navy and 42
left a better name than 67
left a corner there for 155
left a couple days ago 42
left a deeper mark than 124
left a fairer copy for 199
left a letter saying that 273
left a little less than 107
left a little more than 253
left a little note for 139
left a little open for 46
left a little room for 122
left a second time for 53
left a window open and 190
left a window open for 61
legs a little more and 43
legs a little more than 64
lend a winter seed for 40
length a little less than 453
length a little more than 569
less a bounty from our 44
less a strain ideal than 49
lest a statue slay you 41
lest i become like them 69
lest i should break out 61
lest i should fall off 95
lest i should find that 139
lest i should give him 81
lest i should give them 61
lest i should give too 41
lest i should give way 198
lest i should give you 90
lest i should grow too 75
lest i should have any 41
lest i should hurt you 103
lest i should kill him 68
lest i should lose all 97
lest i should lose any 60
lest i should lose her 175
lest i should lose him 46
lest i should lose one 91
lest i should lose that 42
lest i should lose them 100
lest i should lose this 73
lest i should lose you 40
lest i should love him 51
lest i should make any 63
lest i should make her 69
lest i should make him 129
lest i should make you 58
lest i should mark her 53
lest i should meet any 94
lest i should meet him 126
lest i should meet with 522
lest i should miss him 145
lest i should mope with 93
lest i should seem not 76
lest i should seem too 100
lest i should slay you 45
lest i should slip and 57
lest i should some day 55
lest i should take him 66
lest i should take too 141
lest i should tell you 56
lest i should think her 47
lest i should think him 73
lest i should think you 72
lest i should tire you 91
