labels for each data series 45
laboring oar was left almost 40
lacuna has now been filled 45
ladder that had been placed 62
ladies had got some secret 49
ladies had long been repining 171
ladies had not been without 47
ladies who had just creaked 43
ladies who had seen better 90
landed and did some damage 52
larger and are more likely 75
larger area than ever before 240
larger has not been created 71
larger now than ever before 196
larger one and most likely 50
larger sum than ever before 106
larger than any ever before 271
larger than any other animal 192
larger than any other building 133
larger than any other english 100
larger than any other except 53
larger than any other figure 90
larger than any other member 67
larger than any other number 75
larger than any other planet 54
larger than any other source 49
larger than any seen before 124
larger than any single person 46
larger than had been thought 296
larger than had ever before 514
larger than has been thought 52
larger than its most zealous 44
larger than one inch square 84
larger than ten feet square 98
larger than they were before 772
larger than they were twenty 40
larger than was ever before 130
larger way than ever before 41
lasted for six years before 47
lasted for ten years before 46
lasted for two days before 52
lasted for two days without 40
lasted for two years before 150
lately that they have become 48
lately that you think should 47
latent heat per unit volume 571
latter and all other forces 133
latter are far more common 128
latter are far more likely 213
latter are not less fierce 48
latter are not very common 50
latter are not very unlike 99
latter being far more common 71
latter but they also differ 41
latter can not live without 68
latter did not have enough 148
latter did not much exceed 44
latter did not take kindly 41
latter did not think proper 74
latter does not lend itself 40
latter had not been raised 64
latter had with such bitter 41
latter has not been proved 45
latter has not been purely 47
latter has now been reached 53
latter met her late suitor 46
latter that they were striving 48
latter two are more common 43
latter two are more likely 44
latter two had only learned 77
latter who are most likely 105
laurel that has ever fallen 83
lawful for any free person 113
lawful for any other person 831
lawful for any such person 491
lawful for any such united 113
lawful kings did ever impart 41
lawyer did not wash dishes 100
lawyer who had been active 234
lawyer who had been called 58
lawyer who had been engaged 93
lawyer who had been handling 44
lawyer who had once worked 57
lawyer who has been active 48
lawyer who has been engaged 53
layout does not much matter 49
leaders and are more likely 49
leaders are doing their utmost 49
leaders are far more likely 101
leaders did not have enough 164
leaders did not take kindly 47
leaders who are most likely 66
leaders who are well versed 43
leaders who had been active 317
leaders who had been chosen 55
leaders who had been engaged 52
leaders who had been exiled 125
leaders who had been fighting 65
leaders who had been forced 98
leaders who had been jailed 139
leaders who had been killed 79
leaders who had been purged 135
leaders who had gone before 122
leagues long and five leagues 52
leagues long and three leagues 44
leagues with this good mender 129
learned men all over europe 342
learned men who were engaged 143
learned that her best friend 63
learned that his best friend 92
learned that his good friend 70
learned that his young friend 67
learned that one must always 52
learned that one must forget 53
learned that one other spirit 100
learned that they have little 48
learned that they have solved 40
learned that they were afraid 41
learned that they were already 128
learned that they were always 68
learned that they were better 120
learned that they were called 151
learned that they were engaged 52
learned that they were fighting 50
learned that they were indeed 80
learned that they were merely 62
learned that they were neither 103
learned that they were planning 181
learned that they were unable 58
learned that two days before 139
learned that two days earlier 42
learned that two other trains 44
learned that two years earlier 40
learned this one great lesson 77
learner who has gone through 42
ledger has not been closed 44
legacy can not take effect 187
legacy that has been handed 181
legacy that has been passed 106
legend that had been created 41
legend that had been handed 52
legend that has been created 71
legend that has been handed 56
legend that has been passed 84
legged and his lips lifted 156
legume hay and corn silage 60
lesbian and gay health issues 130
lesbian and gay high school 112
lesbian and gay role models 155
lesions are far less common 41
lesions are far more common 146
lesions has not been clearly 45
lesions that are more likely 50
lesions that are most likely 61
lesson had not been learned 292
lesson has not been learned 851
lesson has now been learned 109
lesson not yet half learned 121
lesson she had been taught 63
lesson that had been learned 185
lesson that had been taught 247
lesson that has been forced 59
lesson that has been learned 641
lesson that has been taught 206
lesson that real life teaches 45
lesson that they have learned 44
lesson that you have learned 183
lesson that you have taught 73
lesson they had been taught 157
lesson was not well learned 55
letter and was very pleased 44
letter can not have reached 79
letter did not even mention 41
letter did not reach england 43
letter did not reach london 45
letter does not even mention 43
letter for each unit appears 60
letter for her just before 85
letter for him from jersey 60
letter had not been mailed 42
letter had not been opened 130
