lads met one evening about 40
lady had her privy purse 55
lady nor her woman would 47
lady that any uncle might 49
lady who can really reply 56
lady who had never known 45
lady who was looking after 88
lady who was quite blind 48
lady who was sitting alone 41
lady who was sitting apart 66
laid and its first house 70
laid his head every night 51
laid off his outer clothing 41
laid out and named after 108
laid out his first penny 80
laid out with grass plots 45
laid out with shady walks 48
laid out with winding walks 69
laid this old tired frame 57
lamp she was holding aloft 48
lamp that was still burning 61
lamp with its globe missing 68
lamp with its green shade 130
land all its yield shall 73
land and its people could 46
land and its people which 92
land and its people would 60
land are you talking about 43
land can not raise rents 165
land did not begin until 51
land did not occur until 58
land did not really belong 51
land does not really belong 45
land for two miles round 43
land that had never known 210
land that had taken place 76
land that has never known 81
land that has taken place 109
land that they could never 107
land that they would never 57
land that was still under 42
land that was under water 87
land use and cover change 369
land use and urban growth 217
land was not liable longer 62
land with our small boats 68
lass with his bonny black 109
last but for short times 79
last did not appear until 103
last for six months after 210
last ice age ended about 291
last idea that could enter 45
last man and woman right 273
last one had taken place 57
last that she could never 71
last that she would light 68
last that she would never 46
last war and which might 56
last year are given below 100
last year for which final 72
late for her first class 167
late for his first class 139
late for his first meeting 40
late for our first meeting 43
late men had strong views 44
laying gas and water pipes 70
leaps and then sitting still 75
learn all she could about 2253
learn all they could about 2620
learn all this stuff about 51
learn all you could about 145
learn that for every wound 52
learn that this story would 43
least not one which would 48
least one year below grade 215
least she was still alive 312
least they are either slaying 43
least they are talking about 45
least with that which makes 80
least you are still alive 55
leave and she would never 60
leave off and begin again 40
leave out that whole notion 41
leave things and people alone 165
leave you all where jesus 52
leave you two girls alone 47
leaving bed and walking about 43
leaving but one short sharp 79
leaving off one small mouse 44
leaving them all staring after 61
left and far right sides 83
left and then right again 352
left but one small tract 43
left for his first visit 159
left for its after sport 52
left for who knows where 45
left its own breast quite 116
left lung and right upper 107
left rear and right front 146
left that ease which would 75
left with any doubt about 42
legs and its inner parts 72
legs with his filthy claws 53
length and one meter apart 145
lens and its focal plane 93
lens and its focal point 161
lens has two focal lengths 42
lens than its focal point 58
less fat and fatty foods 62
less pay and longer hours 55
less than all lower types 46
less than any given space 107
less than any given value 112
less than her usual grace 73
less than his found shock 48
less than his share though 100
less than his usual apathy 67
less than his usual grace 45
less than his usual skill 82
less than its boiling point 45
less than its final value 45
less than its fixed costs 68
less than its legal value 45
less than its money value 41
less than its rated value 50
less than its selling price 132
less than its social value 87
less than its sound value 142
less than its total costs 97
less than its total value 41
less than its upper bound 55
less than its value after 42
less than net asset value 148
less than one basis point 49
less than one class period 98
less than one clock cycle 81
less than one clock period 51
less than one drink daily 41
less than one growing season 61
less than one horse power 55
less than one meter above 82
less than one meter below 51
less than one white woman 45
less than one would infer 47
less than our whole force 63
less than par value thereof 56
less than six hours after 551
less than six hours later 121
less than six hours sleep 213
less than six miles above 47
less than six miles apart 56
less than six miles broad 73
less than six months after 19011
less than six months apart 128
less than six months could 41
less than six months later 5292
less than six months shall 338
less than six months since 407
less than six months under 93
less than six months until 48
less than six months which 56
less than six months while 56
less than six months within 41
less than six months would 162
less than six right angles 228
less than six times since 82
less than six times within 86
less than six weeks after 4323
less than six weeks later 959
less than six weeks since 74
less than ten hours after 128
less than ten hours later 143
less than ten miles above 53
less than ten miles apart 482
less than ten miles broad 41
less than ten miles every 55
less than ten months after 706
less than ten months later 161
less than ten times earnings 56
less than ten weeks after 134
less than ten yards apart 60
less than that found after 57
less than that given above 786
less than that shown above 50
less than that under which 41
less than that which calls 45
less than that which comes 72
less than that which could 521
less than that which falls 108
less than that which flows 48
less than that which gives 169
less than that which makes 84
less than that which might 353
less than that which takes 204
less than that which thrift 52
less than that which would 4958
less than they might appear 60
less than they might yield 51
less than they would appear 48
less than they would under 168
less than this upper bound 142
less than this upper limit 97
less than two dozen cases 50
less than two dozen people 102
less than two dozen times 56
less than two gaelic forms 43
less than two hours after 7890
less than two hours apart 63
less than two hours daily 272
less than two hours drive 89
less than two hours every 147
less than two hours later 2602
less than two hours since 183
less than two hours sleep 189
less than two hours until 118
less than two hours would 53
less than two lower masts 45
less than two miles above 342
less than two miles apart 387
less than two miles below 229
less than two miles broad 160
less than two months after 30269
less than two months apart 71
less than two months later 10289
less than two months nearly 45
less than two months short 55
less than two months since 927
less than two months until 61
less than two months would 67
less than two nasty jests 50
less than two right angles 8743
less than two royal dukes 48
less than two short months 46
less than two weeks after 21856
less than two weeks apart 112
less than two weeks every 47
less than two weeks later 9135
less than two weeks since 422
less than two weeks until 165
less than two weeks would 44
less than you would spend 113
less that was known about 73
less then two months after 92
less was his pride vexed 47
less with all twining roots 193
lest that path which ought 52
lets you run loose until 121
lets you set field widths 54
lewd men and light women 66
lien does not arise until 53
lien was not filed until 57
lies one who never feared 355
lies with his knees drawn 82
life and death shall stand 107
life and death takes place 62
life and death which jesus 63
life and death which makes 50
life and had never known 59
life and had never really 70
life and its daily social 43
life and long bones after 62
life and not worry about 236
life and our social state 378
life and she could never 41
life and she would never 98
life and that which makes 90
life and they shall never 305
life and this world stand 49
life are you talking about 83
life can not begin until 49
life can not exist apart 56
life can not stand still 203
life did not appear until 101
life did not begin until 448
life did not occur until 86
life did not really begin 194
life did not really change 56
life did not stand still 109
life did not start until 55
life does not begin until 861
life does not exist apart 43
life does not really begin 65
life does not really exist 74
life does not stand still 530
life does not start until 74
life for all working people 118
life for that nation whose 44
life had long since fixed 107
life had long since thrown 53
life had not stood still 48
life had not taken place 50
life had she known anything 51
life has its prime roots 52
life has long since ceased 40
life has yet given voice 84
life hath long since tamed 49
life his head ached every 93
life she had known since 48
life she had lived since 41
life she had never known 465
life she had never lived 41
life she has never known 48
life she was talking about 47
life than any indian nation 44
life than that which bacon 115
life than that which comes 79
life that had never known 76
life that had never oozed 42
life that had taken place 241
life that has never found 403
life that has taken place 371
life that she could never 165
life that she would never 211
life that they could never 71
life that they would never 95
life that was growing within 59
life that was lived within 62
life that was never strung 130
life that was passing within 88
life that you would never 56
life that you would rather 52
life they had never known 90
life was cut short after 56
life was too strong within 56
life with him would never 50
life you are talking about 66
lift and you could shoot 62
lift his head above water 141
like all his latin works 193
like and not worry about 99
like and that makes sense 56
like ears that stood erect 127
like ease his vivid lines 87
like him and would never 41
like him for sound sense 40
like his and fewer still 74
like men that first began 135
like men who sleep badly 74
like old pear trees which 44
like one that could never 63
like one that would never 97
like one who could reveal 48
like one who rather rioted 49
like one who sheds blood 88
like one who thinks aloud 69
like one who throws ashes 43
like one who treads alone 2006
like one who walks alone 91
like our own marsh mists 97
like she did every morning 90
like she did every night 74
like she had every right 48
like she had never known 587
like she was falling apart 161
like she was looking right 208
like she was still alive 51
like she was talking about 681
like she was thinking about 643
like she was under water 42
like that and scare people 40
like that can never again 173
like that had taken place 64
like that has taken place 40
like that old story about 113
like that she would never 61
like that that takes place 106
like them each jetty tress 63
like they are talking about 169
like they had never known 153
like things are falling apart 228
like things are getting worse 124
