laboring leisure 294 ladder touched 53
lament husband 67 lament ordered 84
lament obliged 50 landed marched 145
lapsed renewed 94 larger covered 126
larger swallow 47 larger thousand 65
larger offered 121 larger country 48
larger previous 93 larger diameter 95
larger country 49 larger realized 43
larger females 55 larger respect 67
larger because 110 larger imagine 81
latter testify 46 latter survive 147
latter appeared 41 latter arrived 116
latter entered 41 latter arrived 43
laurel adopted 43 lawful citizen 104
lawful justice 197 lawful granted 45
lawyer present 138 lawyer believe 280
lawyer studied 147 layers visible 67
leaders decided 60 leaders members 78
leaders approve 40 leaders believe 133
leaders support 75 leaders escaped 53
learned procure 69 learned silence 40
learned studied 228 learned parents 44
learned ordered 67 learned arrived 92
learned decided 52 learned deluded 66
learned entered 46 learned married 327
learned refused 135 learned studied 40
learned visited 55 learned written 92
learned capable 57 learned expecting 131
learned married 255 learned suffering 159
learned capable 44 learned arrived 140
learned brought 93 learned carried 51
learned crossed 220 learned decided 52
learned entered 74 learned escaped 66
learned started 51 learned visited 57
learned because 389 legions cavalry 110
lesbian studies 44 lesions crusted 80
lesions visible 113 letter contain 122
letter respond 64 letter madison 77
letter arrived 155 letter arrived 137
letter contain 61 letter deserve 61
letter survive 52 letter written 1152
letter written 78 letter written 77
letter written 82 letter majesty 78
letter trembling 64 levels require 59
levels harmful 65 levels current 71
lifted wrapped 51 lifted pointed 208
lifted blinked 173 lifted brought 54
lifted brushed 115 lifted focused 74
lifted frowned 85 lifted glanced 357
lifted grinned 108 lifted laughed 128
lifted managed 50 lifted noticed 42
lifted pointed 60 lifted pressed 114
lifted scanned 54 lifted searched 103
lifted shouted 83 lifted sniffed 312
lifted squared 58 lifted started 95
lifted stepped 114 lifted studied 128
lifted touched 67 lifted watched 227
lifted carried 72 lifted carried 89
lifted brought 88 lifted pointed 1011
lifted sniffed 43 lifted silence 93
lifted touched 55 lifted drained 46
lifted pointed 302 lifted pointed 67
lifted stepped 45 lifted respect 56
lifted allowed 44 lifted appeared 49
lifted blinked 233 lifted brought 93
lifted brushed 60 lifted cradled 74
lifted dropped 111 lifted flashed 44
lifted focused 66 lifted frowned 127
lifted glanced 552 lifted grinned 283
lifted groaned 65 lifted growled 122
lifted inhaled 92 lifted laughed 269
lifted neighed 113 lifted noticed 69
lifted pointed 74 lifted pressed 102
lifted pricked 215 lifted released 62
lifted repeated 73 lifted replied 88
lifted scanned 107 lifted screamed 60
lifted searched 140 lifted shifted 40
lifted shouted 199 lifted sniffed 693
lifted snorted 101 lifted squared 86
lifted started 136 lifted stepped 91
lifted studied 185 lifted touched 58
lifted uttered 56 lifted watched 433
lifted sniffed 101 lifted pointed 75
lighting briquet 44 likely respect 155
likely besides 179 likely correct 40
likely allowed 57 likely capable 96
likely derived 156 likely largely 40
likely present 96 likely related 274
likely similar 74 likely process 46
likely provide 43 likely similar 48
likely because 373 likely written 49
likely suffering 41 limiting require 146
limits chapter 135 limits herself 40
liquid present 150 liquid contain 54
listen respect 116 little husband 41
little parents 125 little brought 187
little climbed 41 little stubbed 162
little watched 42 little brought 125
little drowned 55 little suffering 40
little parents 42 little succeed 41
little chanced 60 little outside 54
little brought 64 little precise 54
little charity 58 little ushered 40
little glasses 42 little strayed 84
little carried 83 little familiar 42
little doctors 77 little comfort 48
little happening 45 little unhappy 101
little touched 69 little comfort 104
little comfort 83 little comfort 43
little purpose 63 little present 93
little purpose 177 little purpose 73
little purpose 381 little brethren 47
little stopped 218 little watched 72
little produce 138 lively usually 72
loaded unusual 45 loaded wounded 109
loaded blubber 42 loaded violence 44
lonely unhappy 81 lonely somehow 62
looked laughed 52 looked fatherly 96
looked aladdin 53 looked several 71
looked welfare 42 looked trembling 103
loosen purpose 40 losses against 64
losses unusual 83 losses covered 180
louder current 46 loudly certain 69
lounged scolded 60 lounged worldly 45
lovely beloved 193 lovers married 60
lowers charges 209 lowest believe 143
lurked vaguely 47 luxury enjoyed 83
