lad had been seven years 78
law and brag about your 50
law and fact arising from 43
law and many state laws 121
law and most state laws 128
law and other legal acts 124
law and some state laws 61
law and their wives were 60
law and those which were 45
law are those which give 125
law are those which have 55
law for over fifty years 76
law for over forty years 59
law for over thirty years 78
law had been swept away 63
law had been taken away 59
law has been based upon 76
law has been built upon 106
law has been taken away 53
law has been taken from 46
law has been taken over 82
law has ever since been 45
law has left people free 86
law than what would have 44
lay any great stock upon 72
lay but three steps from 54
lay for hour after hour 61
lay for many weeks sick 80
lay had been spread upon 57
lay his weary bones among 469
lay our poor mother when 53
lay out their money upon 116
lay with arms drawn down 64
lay with their faces upon 67
lay you down right here 44
lead and other toxic heavy 42
lead and zinc mines were 101
lead him back again into 68
lead him into every sort 51
lead him into worse harm 41
lead them back again into 58
lead with your right hand 60
leaf has been taken from 41
leap they fall plump down 462
led for some months past 140
led him into every kind 76
led his other guest into 54
led thee these forty years 2762
led you these forty years 329
leg had been blown away 42
leg had been taken from 42
leg with your right hand 174
let all those people down 58
let all your irons burn 59
let all your yards work 54
let her body relax into 59
let her body slide down 280
let her eyes drift back 52
let her eyes drift down 144
let her eyes drift from 56
let her eyes drift over 358
let her eyes drift shut 767
let her eyes dwell upon 45
let her eyes float over 105
let her eyes shine into 68
let her eyes slide away 70
let her eyes slide over 134
let her eyes stray from 61
let her eyes sweep over 114
let her feet dangle over 43
let her feet slide down 45
let her gaze drift away 46
let her gaze drift back 54
let her gaze drift down 172
let her gaze drift from 82
let her gaze drift over 269
let her gaze slide away 65
let her gaze slide down 61
let her gaze slide over 111
let her gaze sweep over 133
let her hand drift down 191
let her hand glide over 72
let her hand slide down 506
let her hand slide from 89
let her hand slide over 60
let her hand trail down 128
let her hand trail over 48
let her hold court those 58
let her hold others back 53
let her know about your 97
let her know right away 449
let her legs dangle over 129
let her legs slide down 117
let her mind drift away 112
let her mind drift back 881
let her mind drift into 82
let her mind drift over 46
let her mind dwell upon 140
let her talk about what 40
let him come while folk 53
let him fall alive into 67
let him have anything more 43
let him have power over 45
let him have taken ever 132
let him into every part 66
let him know about their 60
let him know about what 95
let him know about your 136
let him know later what 57
let him know right away 419
let him learn anything good 121
let him live where else 60
let him look round among 44
let him take warning from 46
let him talk about what 67
let him think about what 56
let him walk right into 51
let his anger loose upon 65
let his back slide down 42
let his body slide down 114
let his eyes drift away 59
let his eyes drift back 111
let his eyes drift down 249
let his eyes drift from 106
let his eyes drift over 764
let his eyes drift shut 320
let his eyes dwell upon 102
let his eyes glaze over 44
let his eyes glide over 99
let his eyes light upon 50
let his eyes slide away 48
let his eyes slide down 66
let his eyes slide over 279
let his eyes stray from 90
let his eyes stray over 151
let his eyes sweep over 388
let his face relax into 92
let his face shine upon 351
let his feet dangle over 113
let his gaze drift back 89
let his gaze drift down 284
let his gaze drift from 107
let his gaze drift over 405
let his gaze slide away 70
let his gaze slide down 209
let his gaze slide from 44
let his gaze slide over 159
let his gaze stray from 52
let his gaze sweep over 230
let his hand close over 93
let his hand drift down 242
let his hand drift over 43
let his hand glide down 50
let his hand glide over 153
let his hand hover over 61
let his hand slide down 957
let his hand slide from 69
let his hand slide over 95
let his hand touch hers 44
let his hand trail down 229
let his legs dangle over 132
let his lips brush hers 97
let his lips touch hers 161
let his lips trail down 42
let his mind drift away 87
let his mind drift back 1248
let his mind drift from 40
let his mind drift into 96
let his mind drift over 45
let his mind dwell upon 401
let not your grace ever 389
let not your hands grow 46
let not your right hand 65
let our young people know 67
let them come right into 51
let them down again into 130
let them down again over 69
let them fall again into 51
let them have again those 108
let them have goods upon 55
let them have lived upon 69
let them know about their 168
let them know about these 43
let them know about what 221
let them know about your 635
let them know right away 597
let them know where their 88
