daffodils nodded their 40
daintiest dishes more 127
daintiest little toys 59
dashboard lights came 46
dashboard lights were 58
dashboard looked like 66
dastardly attack made 109
dastardly attack upon 386
dastardly crimes ever 41
dastardly crimes were 42
dastardly flight from 50
dastardly prince fell 42
dastardly yankee left 106
databases became more 97
databases become more 1158
databases called data 47
databases created during 47
databases created from 253
databases differ from 207
databases listed here 54
databases should also 180
databases should have 128
databases suffer from 112
databases through their 140
databases through your 71
databases without having 280
databases without their 45
datelined mexico city 81
daughters already have 44
daughters always have 91
daughters around their 40
daughters assist their 46
daughters became less 100
daughters became more 261
daughters became nuns 420
daughters became their 45
daughters became very 130
daughters become more 288
daughters become nuns 42
daughters before their 413
daughters before your 74
daughters begins here 78
daughters behave like 56
daughters behind their 58
daughters called forth 53
daughters called their 53
daughters changed their 47
daughters choose their 49
daughters desire their 81
daughters differ from 90
daughters divide their 73
daughters emerge from 52
daughters follow their 121
daughters forced into 71
daughters gained their 52
daughters helped their 147
daughters joined their 89
daughters joined your 74
daughters kissed their 47
daughters lament their 248
daughters learned from 98
daughters looked down 48
daughters looked like 145
daughters looked upon 153
daughters marrying into 130
daughters passed away 81
daughters passed their 58
daughters poured their 99
daughters profit very 111
daughters raised their 60
daughters reached their 65
daughters reject their 57
daughters return from 94
daughters return home 115
daughters revile their 127
daughters rushed into 70
daughters sailed from 49
daughters seduce their 61
daughters shared their 74
daughters should also 176
daughters should come 151
daughters should cost 42
daughters should early 40
daughters should ever 63
daughters should feel 49
daughters should find 49
daughters should give 44
daughters should grow 67
daughters should have 1743
daughters should join 43
daughters should know 146
daughters should learn 193
daughters should leave 63
daughters should live 170
daughters should look 42
daughters should lose 50
daughters should make 118
daughters should obey 48
daughters should only 47
daughters should stay 56
daughters should take 275
daughters should work 63
daughters stayed home 172
daughters suffer from 106
daughters suffer when 58
daughters thought their 53
daughters through fire 51
daughters through high 65
daughters through their 226
daughters through whom 57
daughters toward their 115
daughters treated more 337
daughters turned away 45
daughters turned into 106
daughters turned their 64
daughters versus sons 155
daughters viewed their 41
daughters waited upon 102
daughters washed their 43
daughters without ever 40
daughters without giving 46
daughters without having 61
daughters without leaving 81
daughters without their 305
daughters without veil 40
daughters worked hard 107
dauntless breasts fell 121
dauntless little army 58
dauntless little band 59
dauntless little lady 45
dauntless spirit ever 94
dauntless spirit into 52
dauntless spirit over 99
deadweight losses from 1348
deadweight losses will 176
deadweight public debt 182
debatable except when 49
debatable ground from 63
debatable ground here 49
debatable ground over 86
debatable ground upon 56
debatable ground when 141
debatable issues such 58
debatable issues were 41
debatable points have 41
debatable points were 145
debatable points will 49
debatable whether even 455
debatable whether many 178
debatable whether more 138
debatable whether most 199
debatable whether much 111
debatable whether some 216
debatable whether such 1497
debatable whether their 219
debatable whether there 2053
debatable whether these 1559
debatable whether those 141
debatable whether what 76
debauched prince john 40
debenture holder from 57
debenture holder must 65
debenture holder will 169
debenture issues have 54
debenture issues were 127
decadence became more 54
decadence without ever 177
decanters without their 43
deceitful actions leave 52
deceitful little minx 127
deceitful person will 45
deceitful tracks much 55
deceptive claims made 50
deceptive device used 82
deceptive methods used 50
decidable whether there 61
decidedly absent from 170
decidedly active part 59
decidedly affect their 43
decidedly averse from 195
decidedly better health 44
decidedly better when 171
decidedly beyond their 50
decidedly beyond those 40
decidedly bluish tint 80
decidedly changed from 70
decidedly changed their 75
decidedly charming note 51
decidedly clever book 46
decidedly differ from 288
decidedly gloomy cast 56
decidedly greater among 121
decidedly greater when 71
decidedly grunts like 41
decidedly higher among 61
decidedly higher rate 125
