dachshund beagle miniature 93
databases often requires 48
daughters above mentioned 66
daughters alone survived 58
daughters could continue 58
daughters could possibly 49
daughters found husbands 75
daughters later recalled 43
daughters named elizabeth 66
daughters often received 46
daughters shall prophecy 476
daughters shall prophesy 9689
daughters still persisting 95
daughters still remained 45
daughters under eighteen 51
daughters weeping bitterly 42
daughters whose education 48
daughters whose families 55
daughters whose husbands 237
daughters whose marriages 89
daughters would continue 79
daughters would probably 195
daughters would prophesy 111
deadweight cargo capacity 495
debenture issue expenses 67
debenture stock allotted 273
debenture stock otherwise 108
decadence which followed 430
decadence which overtook 49
deceptive sales practice 101
deceptive trade practice 2648
decidedly below standard 93
decidedly longer interval 109
decidedly lower standard 96
decidedly mixed messages 76
decidedly mixed reception 202
decidedly mixed response 115
decidedly small minority 44
decidedly worse educated 157
deciduous fourth premolar 243
deciduous fruit industry 340
deciduous fruit orchards 420
deciduous trees disappear 58
deciduous trees dominate 105
deciduous trees flourish 41
deciduous trees increases 132
deciduous trees probably 46
deciduous trees provides 45
deciduous upper incisors 82
decimated whole villages 63
deciphering coded messages 128
deciphering enemy messages 51
declivity which descends 60
decompose plant residues 48
decompose under anaerobic 129
decompose under ordinary 65
decompose water violently 87
decomposing plant materials 484
decomposing plant residues 912
decoration often consists 99
decoration still survives 163
decoration which consists 160
decoration which formerly 44
decoration which included 90
decoration which includes 306
decoration which probably 61
decoration which resulted 51
decoration which suggests 66
decoration which survives 51
dedicated cable channels 40
dedicated cargo aircraft 54
dedicated civil servants 1493
dedicated image analysis 103
dedicated image processing 798
dedicated local historian 83
dedicated people involved 141
dedicated power supplies 123
dedicated small computer 133
dedicated social activist 163
dedicated social reformer 1054
dedicated trade unionists 288
dedicated until november 70
dedicated voice circuits 50
dedication which precedes 55
deductions about possible 42
deductions about vertical 55
deductions drawn therefrom 639
deductions under internal 117
deductions under schedule 96
deductions which followed 46
deductions which resulted 49
deductions would probably 46
deductive logic provides 104
deductive method consists 99
deductive method employed 128
deductive method involves 80
deductive method proceeds 104
deductive method provides 49
deductive method requires 69
defamation which consists 65
defamation would otherwise 111
defaulted latin american 99
defections which followed 56
defections which occurred 40
defective blood formation 339
defective breast implants 137
defective either mentally 43
defective goods produced 76
defective goods returned 87
defective goods supplied 59
defective house drainage 45
defective items accepted 60
defective items observed 242
defective items produced 785
defective moral condition 50
defective moral education 81
defective motor vehicles 81
defective parts produced 531
defective parts repaired 46
defective parts replaced 238
defective parts returned 49
defective parts supplied 46
defective renal activity 46
defective renal excretion 163
defective search warrants 74
defective units produced 386
defective virus particle 70
defective water excretion 68
defective water supplies 73
defendant acted honestly 90
defendant acted pursuant 494
defendant acted wantonly 77
defendant after judgment 156
defendant again excepted 45
defendant allow judgment 48
defendant arthur andersen 74
defendant cites numerous 50
defendant could challenge 233
defendant could complain 71
defendant could continue 79
defendant could exercise 44
defendant could lawfully 129
defendant could maintain 97
defendant could possibly 146
defendant could probably 59
defendant could properly 320
defendant could purchase 62
defendant could scarcely 42
defendant could therefore 77
defendant either intended 442
defendant faces multiple 42
defendant first contends 75
defendant first obtained 69
defendant first received 55
defendant first receives 47
defendant found innocent 43
defendant fully complied 84
defendant fully intended 247
defendant gives evidence 260
defendant gives security 123
defendant housing authority 152
defendant lacks adequate 60
defendant lacks criminal 41
defendant later admitted 51
defendant local authority 364
defendant might actually 42
defendant might arguably 80
defendant might challenge 67
defendant might lawfully 203
defendant might maintain 56
defendant might otherwise 144
defendant might possibly 78
defendant might properly 92
defendant might purchase 46
defendant never accepted 71
defendant never acquired 48
defendant never actually 71
defendant never assented 45
defendant never intended 352
defendant never objected 62
defendant never promised 46
defendant never received 187
defendant offer evidence 54
defendant owned property 79
defendant pending sentence 107
defendant pleading insanity 74
defendant pleads innocent 42
defendant pleads insanity 414
defendant pleads specially 90
defendant prays judgment 645
defendant really believed 62
defendant really intended 53
defendant seems entirely 46
defendant shall continue 58
defendant shall disclose 92
defendant shall thereupon 259
defendant shall transfer 177
defendant skins conforming 66
defendant state officials 326
defendant truly believed 59
defendant under otherwise 178
defendant under sentence 46
defendant until sometime 100
defendant water district 46
defendant which involved 60
defendant which involves 53
defendant which produced 67
defendant which provided 89
defendant which resulted 127
defendant while testifying 99
defendant whose attorney 101
defendant whose business 59
defendant whose criminal 56
defendant whose interest 137
defendant whose liability 180
defendant whose presence 139
defendant whose property 455
defendant whose sentence 111
defendant within fourteen 53
defendant would actually 75
defendant would consider 44
defendant would continue 182
defendant would normally 259
defendant would obviously 46
defendant would otherwise 449
defendant would probably 612
defendant would purchase 140
defendant would therefore 133
defendant would thereupon 135
defendant would transfer 60
defenders could scarcely 56
defenders could withstand 46
defenders would probably 78
defensive about discussing 57
defensive about negative 56
defensive about protecting 41
defensive action designed 59
defensive burying paradigm 109
defensive force postures 141
defensive grand strategy 136
defensive holding operation 115
defensive naval strategy 162
defensive right halfback 83
defensive steps whenever 125
defensive treaty directed 48
defensive treaty subsisting 40
defensive weapon designed 46
defensive works executed 40
defensive works protecting 46
deference never deserted 40
deference which careless 61
deficient adult patients 41
deficient blood formation 180
deficient diets containing 177
deficient diets increased 41
deficient diets resulted 49
deficient group compared 61
deficient human subjects 300
deficient motor activity 66
deficient renal activity 48
deficient renal excretion 165
deficient short children 49
deficient social networks 41
deficient social services 76
deficient under illinois 77
deficient water supplies 389
definition above includes 52
definition above mentioned 419
definition above suggests 123
definition calls attention 233
definition could possibly 149
definition could probably 41
definition could scarcely 133
definition could therefore 56
definition draws attention 349
definition either explains 70
definition first proposed 121
definition fully comports 58
definition lacks precision 155
definition makes explicit 254
definition makes possible 158
definition might consider 42
definition might describe 57
definition might indicate 52
definition might possibly 43
definition might therefore 51
definition often includes 75
definition phase involves 109
definition poses problems 91
definition seems adequate 97
definition seems essential 43
definition seems possible 64
definition seems somewhat 170
definition still contains 46
definition still includes 49
definition varying slightly 51
definition which accounts 46
definition which attempts 182
definition which captures 107
definition which combines 103
definition which concerns 66
definition which confines 46
definition which conforms 75
definition which connects 41
definition which consists 127
definition which contains 269
definition which declares 145
definition which embodies 85
definition which embraced 41
definition which embraces 289
definition which excluded 136
definition which excludes 490
definition which explains 206
definition which included 431
definition which includes 1988
definition which involves 215
definition which logicians 102
definition which presents 61
definition which probably 51
definition which proceeds 72
definition which provides 243
definition which reflects 158
definition which required 75
definition which requires 381
definition which socrates 111
definition which stressed 49
definition which stresses 325
definition which suggests 152
definition would classify 127
definition would comprise 53
definition would consider 119
definition would continue 68
definition would describe 159
definition would identify 72
definition would indicate 244
definition would normally 52
definition would obviously 128
definition would preclude 81
definition would probably 726
definition would restrict 111
definition would therefore 324
deflection again observed 61
deflection angles required 53
deflection curve obtained 495
deflection curve produced 308
deflection plate voltages 268
deflection under constant 85
deflection under pressure 266
deflection which increases 40
deflection would indicate 70
deformity after fracture 372
deformity after reduction 83
deformity after treatment 50
deformity could properly 86
deformity often develops 58
deformity often requires 49
deformity which develops 54
deformity which prevents 44
deformity which proceeds 68
deformity which requires 74
delegated broad authority 358
delegated final authority 255
delegated legal authority 234
delegated local authority 66
delegated papal authority 123
delegated royal authority 240
delegated state authority 145
delegates above mentioned 68
delegates alone dissenting 123
delegates began discussing 58
delegates broad authority 204
delegates could consider 45
delegates could scarcely 59
delegates never seriously 92
delegates shall assemble 52
delegates still believed 54
delegates still remained 59
delegates under specific 49
delegates which included 57
delegates which preceded 61
delegates whose authority 80
delegates whose expenses 57
delegates would assemble 71
delegates would consider 66
delegates would continue 125
delegates would indicate 42
delegates would nominate 40
delegates would probably 197
delegates would remember 45
delegation fully supports 98
delegation later reported 54
delegation shall continue 109
delegation which attended 376
delegation which demanded 82
delegation which included 1390
delegation which includes 69
delegation which proposed 57
delegation which received 58
delegation which recently 130
delegation which returned 53
delegation would consider 73
delegation would continue 101
delegation would probably 204
delegation would therefore 206
delighted fancy deceived 80
delighted father obtained 42
delighted queen elizabeth 106
delivered about midnight 47
delivered above eighteen 85
delivered after december 81
delivered after midnight 85
delivered after prolonged 92
delivered brief speeches 88
delivered cable networks 112
delivered daily lectures 92
delivered dairy products 125
delivered eight lectures 162
delivered either directly 200
delivered every business 70
delivered every prisoner 45
delivered every saturday 433
delivered fiery speeches 887
delivered fully equipped 91
delivered guest lectures 334
delivered healthy children 63
delivered lengthy speeches 79
delivered major speeches 128
delivered mixed messages 47
delivered price includes 49
delivered price increases 42
delivered price schedule 459
delivered rousing speeches 90
delivered seven lectures 84
delivered short eulogies 45
delivered short speeches 173
delivered smoking cessation 230
delivered social services 360
delivered strong speeches 45
delivered stump speeches 124
delivered thirty lectures 52
delivered under auspices 83
delivered under constant 47
delivered under contract 823
delivered under epidural 56
delivered under execution 60
delivered under positive 76
