cabin pressure equal to 53
cable industry began to 56
cable networks began to 63
cable networks owned by 50
cable networks would be 84
cable operator seeks to 50
cable operator under the 64
cable operator would be 118
cable supplies power to 43
cakes resembling lumps of 44
calling attention again to 363
calling attention alone to 80
calling attention either to 45
calling attention first to 67
calling attention motion in 43
calling attention motion on 171
calling sequence would be 101
calls attention again to 639
calls attention first to 96
calls attention rather to 45
canal entirely within the 42
canal situated below the 42
canal supplies water to 42
candy wrappers under the 53
canning industry began to 94
canning operation would be 57
canting moralist tells us 233
cards containing names of 51
cared somewhat about the 50
cared twopence about the 121
cared whatever crash or 45
cares twopence about the 115
cargo capacity would be 53
cargo therefrom shall be 65
carry american goods in 51
carry american goods to 87
carry articles about the 303
carry complete lines of 102
carry convincing proof of 192
carry elections which he 66
carry electric power to 81
carry enormous loads of 171
carry finished goods to 43
carry identity cards at 68
carry increased risks of 115
carry interest after the 74
carry interest pending the 40
carry interest rates of 197
carry interest until the 121
carry magnetic lines of 67
carry messages about the 252
carry messages within the 67
carry multiple types of 118
carry specific types of 86
carry vertical loads in 99
cases actually feeding it 47
cases actually found in 68
cases actually occur in 53
cases actually tried in 176
cases commonly cited in 44
cases commonly known as 56
cases commonly occur in 50
cases concerning breach of 78
cases concerning right of 44
cases concerning which he 48
cases concerning which it 45
cases concerning which the 81
cases concerning which we 74
cases detected under the 56
cases diagnosed within the 48
cases directly after the 58
cases directly under the 70
cases embraced within the 166
cases examined under the 45
cases formerly tried by 49
cases heredity seems to 48
cases included under the 362
cases included within the 193
cases initially filed in 49
cases initiated under the 91
cases involved either the 48
cases judgment shall be 79
cases mentioned above as 212
cases mentioned above do 90
cases mentioned above in 641
cases mentioned above is 223
cases mentioned above it 136
cases mentioned above of 86
cases mentioned above the 558
cases mentioned above we 80
cases mentioned under the 133
cases moderate doses of 46
cases observed where the 47
cases occurred about the 71
cases occurred after the 341
cases occurred under the 122
cases occurred where the 280
cases occurred within the 307
cases probably belong to 64
cases probably occur in 58
cases probably would be 83
cases properly belong to 61
cases provision might be 62
cases recently under my 44
cases recently where the 58
cases recorded under the 44
cases recorded where the 170
cases remained below the 55
cases remained pending at 103
cases remained within the 44
cases reported appear to 47
cases reported occur in 55
cases reported since the 226
cases reported under the 355
cases reported where the 292
cases reported within the 78
cases reserved under the 81
cases respecting which it 93
cases retained within it 70
cases reviewed under the 42
cases subsumed under the 89
cases therefore where the 80
caste divisions within the 189
casting director wants to 76
casts valuable light on 297
catch specific types of 51
catch yourself about to 56
catch yourself engaging in 73
catch yourself looking at 54
catch yourself thinking in 53
catch yourself thinking of 60
catch yourself thinking or 56
catch yourself thinking the 42
cause abnormal growth in 41
cause abnormal growth of 333
cause affected hairs to 69
cause bacterial cells to 109
cause business firms to 169
cause chemical burns in 68
cause chemical burns of 50
cause chemical burns on 41
cause chemical burns to 68
cause chemical change in 61
cause clinical signs in 153
cause clinical signs of 547
cause clinical signs or 47
cause conflict within the 608
cause confusion about the 882
cause confusion since it 83
cause confusion since the 161
cause confusion within the 299
cause contains germs of 65
cause diligent search to 93
cause divisions within the 362
cause domestic firms to 44
cause economic chaos in 53
cause economic growth to 240
cause epithelial cells to 67
cause heartbreak later on 496
cause immediate danger to 111
cause imminent danger of 41
cause imminent danger to 49
cause imminent peril to 732
cause increased growth in 91
cause increased growth of 318
cause increased rates of 577
cause infected cells to 157
cause infection within the 44
cause innocent people to 410
cause interest rates in 60
cause interest rates on 86
cause interest rates to 4734
cause magnetic poles to 87
cause marginal costs to 180
cause merchant ships to 45
cause needless waste of 113
cause numerous cases of 46
cause ordinary people to 121
cause pregnant women to 436
cause pressure waves in 43
cause pressure waves to 47
cause pressure within the 121
cause probably would be 42
cause problems after the 65
cause problems later if 115
cause problems later in 754
cause problems later on 1490
cause problems since it 134
cause problems since the 315
cause problems under the 75
cause problems until the 61
cause problems where the 134
cause problems while the 76
cause problems within the 796
cause produces order in 133
cause purchasing power to 46
cause relative motion of 101
cause relevant others to 45
cause reported earnings to 114
cause retained earnings to 51
cause sensible motion in 40
cause specific forms of 88
cause specific kinds of 60
cause specific types of 411
cause sporadic cases of 195
cause standard urged by 64
cause straight lines to 125
cause stresses within the 117
cause surprise until we 53
cause symptoms after the 54
cause symptoms until it 52
cause symptoms until the 257
cause undulant fever in 242
cause vertical lines to 99
cause whatever could be 249
cause whatever image or 70
cause whatever valid as 123
causing abnormal growth of 45
causing clinical signs of 65
causing concerns about the 45
causing conflict within the 65
causing confusion about the 98
causing confusion within the 52
causing disorder makes the 72
causing divisions within the 103
causing enormous waste of 48
causing fourteen ships to 70
causing imminent danger to 59
causing increased growth of 46
causing increased rates of 76
causing innocent people to 70
causing interest rates on 45
causing interest rates to 1893
causing pressure within the 56
causing problems within the 135
causing sporadic cases of 41
causing stagnant water to 51
causing straight lines to 40
causing undulant fever in 67
ceased abruptly after the 78
ceased entirely about the 40
ceased entirely after the 231
ceased functioning after the 65
ceased operation after the 77
ceases entirely until the 50
ceiling directly above it 63
ceiling directly above the 571
ceiling interest rates on 209
cells commonly found in 169
cells commonly known as 45
cells commonly occur in 65
cells confined within the 108
cells containing either the 76
cells containing pairs of 42
cells containing round or 46
cells cultured alone or 60
cells cultured under the 87
cells developing within the 46
cells directly above it 52
cells directly above the 160
cells directly below the 93
cells directly beneath the 176
cells directly under the 109
cells embedded within it 44
cells embedded within the 211
cells enclosed within the 138
cells examined under the 59
cells expressing class ii 175
cells expressing either the 151
cells included within the 78
cells increases until the 59
cells normally exist in 112
cells normally found in 676
cells normally occur in 81
cells observed under the 77
cells observed within the 63
cells obtained after the 54
cells partially cover the 40
cells probably belong to 41
cells probably enter the 62
cells produced after the 75
cells produced within the 78
cells remained within the 60
cells required would be 54
cells resident within the 51
cells situated above the 48
cells situated below the 81
cells situated beneath the 134
cells situated close to 137
cells situated under the 48
cells situated within the 306
cells therefore appear to 73
chain carbonyl group of 130
chain constant region is 63
chain constant region of 187
chain dynamics within the 109
chain fastened about the 43
chain fastened round the 114
chain hydrogen bonds in 89
chain migration based on 47
chain segments within the 191
chain transfer agent in 211
chain transfer agent is 176
chain transfer agent or 61
chain transfer agent to 121
chair directly beneath the 46
chair directly under the 117
change commonly found in 96
change commonly known as 55
change detection based on 227
change direction after the 122
change direction based on 98
change direction under the 108
change direction until the 101
change direction while the 99
change direction within the 182
change effected since the 144
change effected within the 123
change followed change in 237
change interest rates in 178
change interest rates on 44
change interest rates or 44
change involves change in 109
change involves change of 47
change involves changing the 93
change markedly after the 99
change markedly until the 55
change mentioned above is 43
change observed after the 88
change occurred about the 138
change occurred after the 1723
change occurred either in 121
change occurred first in 255
change occurred later in 70
change occurred since the 59
change occurred under the 281
change occurred until the 218
change occurred while the 70
change occurred within the 670
change outlined above is 102
change positions within the 144
change possible within the 154
change practice based on 95
change probably would be 102
change programs aimed at 122
change programs based on 150
change proposed would be 100
change required within the 99
change required would be 251
change requires change in 115
change requires people to 83
change scenarios based on 94
change sometime after the 43
change somewhat after the 160
change somewhat under the 40
change strategy based on 181
change strategy needs to 87
change whatever could be 233
change whatever needs to 160
change whatever since the 89
change whatever would be 43
changing attitude about the 83
changing attitude within the 66
changing business needs of 159
changing business needs or 85
changing business world of 65
changing concepts about the 83
changing cultural meanings of 60
changing customer needs in 151
changing customer needs is 87
changing customer needs or 75
changing decisions based on 110
changing dynamics within the 209
changing economic basis of 103
changing economic needs of 337
changing economic order in 116
changing economic roles of 147
changing economic scene in 143
changing economic value of 108
changing electric field as 124
changing electric field in 396
changing electric field is 479
changing electric field of 156
changing electric field or 118
changing electric field to 96
changing elements within the 52
changing emotional needs of 53
changing emphases within the 42
changing emphasis within the 67
changing exhibits focus on 46
changing financial needs of 188
changing interest rates in 157
changing interest rates is 128
changing interest rates on 437
changing interest rates or 114
changing interest rates to 67
changing magnetic field as 170
changing magnetic field at 126
changing magnetic field by 110
changing magnetic field in 1395
changing magnetic field is 1896
changing magnetic field of 741
changing magnetic field on 62
changing magnetic field or 128
changing magnetic field to 194
changing magnetic lines of 47
changing manpower needs of 162
changing marginal rates of 49
changing patterns within the 219
changing physical state of 42
changing positions within the 269
changing purchasing power of 1262
changing relations within the 345
changing relative costs of 102
changing relative power of 46
changing relative price of 76
changing relative sizes of 47
changing relative value of 71
changing security needs of 42
changing situation which is 113
changing situation within the 237
changing societal views of 89
chart directly below the 51
chart opposite shows the 128
chart recorder which is 45
check processing region as 278
check provides proof of 67
check sequence field is 118
chest directly under the 44
chest slightly below the 44
