cake onto serving plate 83
call angry people manly 44
call back after lunch 70
call back again later 52
call during working hours 200
call fame which springs 49
call forth every feeling 89
call forth every manly 53
call forth fresh warmth 60
call from alien homes 40
call from saudi arabia 52
call from white house 141
call home every night 236
call into action every 605
call just about anything 46
call last night about 99
call other batch files 133
call other people names 188
call poor people happy 44
call poor white trash 45
call such meeting within 89
call their evils goods 44
call their lands after 704
call these moral truths 40
call those which merit 123
call three hours hence 60
call three weeks later 52
call upon black people 125
call upon every ounce 201
call upon every woman 66
call will block until 155
call your father father 48
call your father right 53
call your local board 45
call your local cable 502
call your local child 42
call your local dealer 72
call your local phone 152
call your local social 671
call your local state 40
call your local water 191
call your local women 45
call your mother every 42
call your mother first 47
call your mother right 209
call your nation brave 159
call your slave sprang 63
calm good sense which 67
calm ocean spread shining 40
calm tone which could 67
came along about eight 59
came along after world 67
came along right after 151
came away feeling quite 55
came away feeling rather 49
came away quite easily 105
came away quite stout 121
came away thinking about 43
came back about eight 179
came back about every 44
came back about seven 363
came back about thirty 59
came back after about 843
came back after eight 82
came back after forty 59
came back after getting 67
came back after lille 64
came back after lunch 415
came back after nearly 54
came back after putting 63
came back after seven 75
came back after thirty 66
came back after world 89
came back again about 150
came back again after 675
came back again later 172
came back again under 60
came back alive again 49
came back alone after 100
came back eight months 46
came back every evening 197
came back every morning 63
came back every night 358
came back hours later 235
came back looking grave 42
came back looking quite 227
came back looking rather 140
came back months later 96
came back night after 190
came back right after 264
came back seven times 46
came back strong after 47
came back talking about 161
came back thither again 79
came back twice after 43
came back under cover 51
came back weeks later 149
came back within speaking 43
came come creep crept 147
came down about eight 100
came down about seven 62
came down after about 100
came down after lunch 47
came down again about 49
came down again after 211
came down again close 57
came down again looking 42
came down easily again 41
came down every evening 222
came down every morning 214
came down every night 143
came down morning after 49
came down nearly every 66
came down quite close 192
came down rather later 47
came down right after 100
came down under cover 53
came early every morning 139
came five months after 180
came five months later 505
came five weeks after 55
came five weeks later 157
came forth again under 55
came forth fully armed 106
came four hours later 46
came four months after 245
came four months later 754
came four weeks after 60
came four weeks later 93
came from about thirty 45
came from above rather 108
came from arabia felix 71
came from baton rouge 95
came from below decks 52
came from below rather 103
came from black people 76
came from black women 61
came from bowling green 101
came from china about 74
came from china after 54
came from china rather 41
came from china where 104
came from court about 298
came from egypt where 69
came from every class 326
came from every ethnic 58
came from every group 49
came from every house 130
came from every level 154
came from every major 54
came from every nation 339
came from every place 104
came from every plane 146
came from every point 251
came from every region 227
came from every shire 42
came from every social 329
came from every state 1085
came from every throat 137
came from fairy tales 45
came from farming stock 249
came from farms where 87
came from fifty miles 149
came from firms which 73
came from forty miles 46
came from fresh water 58
came from getting burnt 43
came from happy homes 81
came from hardy stock 54
came from heaven about 128
came from heaven above 259
came from heaven knows 191
came from heaven which 240
came from henry james 61
