can an enemy surrounded 41
can as easily annihilate 57
can as easily understand 79
can at times constitute 51
can at times contribute 73
can at times experience 95
can at times facilitate 83
can be above discipline 127
can be added externally 118
can be added immediately 272
can be added information 56
can be added relatively 135
can be added separately 347
can be added vertically 62
can be again classified 46
can be again considered 74
can be again reproduced 67
can be again subdivided 201
can be aimed accurately 76
can be amply documented 331
can be anything appropriate 67
can be aptly summarized 102
can be asked immediately 53
can be baked immediately 50
can be baked separately 68
can be batch fabricated 80
can be begun immediately 192
can be biased negatively 46
can be bound covalently 88
can be built explicitly 44
can be built immediately 60
can be built relatively 242
can be built separately 167
can be burnt completely 65
can be cited illustrating 42
can be coded separately 139
can be cross referenced 398
can be cured completely 317
can be cured immediately 70
can be cured relatively 54
can be cured surgically 199
can be dated absolutely 80
can be dated accurately 653
can be dated definitely 98
can be dated indirectly 49
can be dated relatively 136
can be drawn accurately 230
can be drawn completely 159
can be drawn immediately 505
can be drawn intersecting 60
can be drawn relatively 42
can be drawn representing 262
can be drawn separately 143
can be drawn vertically 146
can be dried completely 84
can be dried immediately 43
can be drunk immediately 73
can be easier understood 128
can be easily abstracted 318
can be easily acceptable 64
can be easily accessible 324
can be easily aggregated 338
can be easily applicable 66
can be easily appreciated 2650
can be easily approached 888
can be easily attenuated 53
can be easily attributed 563
can be easily calculated 41598
can be easily calibrated 388
can be easily circulated 71
can be easily classified 1247
can be easily coagulated 40
can be easily compounded 75
can be easily compressed 685
can be easily conditioned 243
can be easily configured 885
can be easily confounded 167
can be easily conjugated 121
can be easily considered 424
can be easily contracted 75
can be easily contrasted 178
can be easily controlled 18202
can be easily correlated 1215
can be easily criticized 234
can be easily cultivated 1708
can be easily customized 2078
can be easily deciphered 254
can be easily decomposed 481
can be easily demarcated 99
can be easily demolished 102
can be easily designated 56
can be easily determined 39395
can be easily diminished 90
can be easily discharged 171
can be easily discounted 225
can be easily discovered 3154
can be easily dislocated 129
can be easily dismantled 1234
can be easily dismounted 77
can be easily dispatched 85
can be easily dissipated 419
can be easily dissociated 229
can be easily distracted 785
can be easily documented 991
can be easily downloaded 684
can be easily dramatized 76
can be easily duplicated 1273
can be easily elaborated 56
can be easily eliminated 2559
can be easily elucidated 62
can be easily encouraged 108
can be easily enumerated 515
can be easily eradicated 298
can be easily evaporated 103
can be easily extinguished 175
can be easily extirpated 46
can be easily fabricated 1288
can be easily formalized 233
can be easily formulated 994
can be easily fragmented 172
can be easily frightened 286
can be easily frustrated 374
can be easily guaranteed 93
can be easily harmonized 261
can be easily hybridized 40
can be easily hydrolyzed 180
can be easily hypnotized 136
can be easily identified 26576
can be easily improvised 671
can be easily influenced 1363
can be easily instituted 80
can be easily instructed 56
can be easily integrated 14526
can be easily interested 42
can be easily interfaced 550
can be easily introduced 2871
can be easily jeopardized 83
can be easily liquidated 265
can be easily lubricated 41
can be easily magnetized 277
can be easily maintained 3126
can be easily maneuvered 156
can be easily masticated 44
can be easily mechanized 220
can be easily misapplied 102
can be easily multiplied 1726
can be easily normalized 68
can be easily obstructed 127
can be easily outsourced 96
can be easily outweighed 97
can be easily overloaded 352
can be easily overlooked 9444
can be easily overridden 451
can be easily overstated 533
can be easily overturned 331
can be easily overworked 124
can be easily paralleled 178
can be easily partitioned 170
can be easily penetrated 547
can be easily perforated 123
can be easily pigeonholed 40
can be easily pinpointed 140
can be easily postulated 47
can be easily prescribed 44
can be easily programmed 3826
can be easily pronounced 237
can be easily propagated 1048
can be easily pulverized 160
can be easily quantified 3272
can be easily reactivated 106
can be easily reassembled 96
can be easily recognized 32033
can be easily reconciled 2374
can be easily redesigned 72
can be easily redirected 114
can be easily referenced 390
