cabbage plants slept too 83
cabinet educed order out 125
cadmium yellow light and 403
caesarean section rates and 64
caesarean section rather than 49
calcite cement zones and 60
caliper mounting bolts and 533
caloric intake rather than 156
calorie intake rather than 137
calumny joined hands with 41
candles burned lower and 65
candles martin never had 59
canyons through which they 83
capital abroad rather than 89
capital always under his 179
capital assets rather than 210
capital assets shall not 98
capital assets which are 1029
capital assets which can 56
capital assets which may 72
capital assets which they 71
capital assets would not 129
capital before world war 97
capital cities rather than 60
capital cities where they 77
capital cities which are 63
capital flight rather than 127
capital grants rather than 51
capital income rather than 69
capital income taxes and 83
capital income taxes are 162
capital inflow rather than 61
capital inflow which was 51
capital inputs rather than 69
capital inputs which are 119
capital itself rather than 50
capital letter sigma and 45
capital little house this 93
capital losses could not 47
capital losses rather than 170
capital losses shall not 128
capital losses which are 194
capital losses which can 75
capital losses which may 117
capital market could not 141
capital market rates and 41
capital market rather than 779
capital market where they 55
capital market which are 64
capital market which can 42
capital market which had 40
capital market which has 133
capital market which may 44
capital market which was 100
capital market would not 164
capital murder cases and 45
capital nature which are 48
capital needed could not 101
capital outlay funds for 91
capital outlay rather than 67
capital outlay which can 101
capital output ratios and 203
capital output ratios are 146
capital output ratios for 157
capital should prove too 66
capital simply could not 46
capital spending plans and 47
capital spending plans for 87
capital stocks which are 123
capital through loans and 103
capital through savings and 75
capital through trade and 96
capital through which they 43
capital tragic parts for 114
capital values rather than 164
capital values which are 55
capital widening rather than 60
capital without changing its 42
capital without meeting any 48
capital without waiting for 102
capital without which they 60
capsule strips easily and 50
captain always asked him 173
captain called after him 94
captain glared about him 43
captain looked about him 60
captain looked after him 59
captain slowly shook his 78
captain turned round and 48
captious critic could not 78
capture little round top 414
capture market share and 596
capture market share with 40
capture samuel adams and 159
capturing market share and 105
caravan routes which lead 43
caravan routes which led 160
carbide tipped tools are 55
careers before world war 85
careers through green and 94
careful enough about his 71
careful enough about this 42
careful person would act 100
careful person would not 214
careful person would use 363
careful planning could not 59
careful planning rather than 126
careful planning which had 60
careful record keeping and 331
careful survey shows that 93
careful thought about how 242
careful thought rather than 100
careful thought shows that 108
carotid artery above and 111
carotid artery could not 120
carotid artery gives off 609
carotid artery rather than 263
carotid artery which are 98
carotid artery which has 87
carotid artery which may 51
carotid artery which was 176
carriage except under its 84
carriage passed under two 51
carriage return after each 143
carriage without waiting for 117
carried across oceans and 52
carried always about him 101
carried always about with 76
carried around easily and 45
carried around until they 46
carried enough honey with 65
carried enough water for 79
carried heavier loads than 90
carried heavier metal than 119
carried hidden under his 63
carried neither purse nor 52
carried neither rifle nor 54
carried neither stick nor 48
carried neither sword nor 101
carried picket signs and 43
carried poison about him 101
carried poison about with 44
carried something about her 134
carried something under her 41
carried something under his 82
carried swords about with 61
carried through after his 94
carried through again and 109
carried through space with 162
carried through under his 262
carried through world war 41
carried tucked under his 67
carried without putting all 55
carried yellow fever and 96
carrier battle group and 587
carrier battle group can 41
carrier battle group has 47
carrier battle group that 187
carrier battle group was 362
carrier battle group with 163
carrier salmon sperm dna 70
carrier should apply for 53
carrier striking force was 195
carries around within him 56
carries greater risks for 45
carries greater risks than 62
carries higher risks than 52
carries neither badge nor 92
carries serious risks for 73
carries something about with 55
carries special risks for 44
carries twelve brass six 42
carries yellow fever and 67
cartoon showed uncle sam 77
cassava latent virus dna 52
cassava mosaic virus and 205
catches little birds and 47
catholic church could not 54
caustic potash which has 43
cautious glance about him 58
cautious person would not 68
cautious policy which had 100
cautious policy which they 45
cavalry charge which was 101
cavalry horses could not 134
cavalry horses which had 86
cavalry should mount and 58
cayenne pepper mixed with 439
cayenne pepper place all 140
centers around which all 167
centers around which they 84
centers through which they 92
central access point for 364
central africa rather than 48
central agency rather than 47
central agency which can 70
central avenue lined with 42
central bodies which are 44
central building block for 137
central building which was 51
central carbon atoms are 77
central cavity lined with 209
central cities rather than 267
central cities where they 118
central cities which are 99
central cities would not 50
central europe could not 98
central europe rather than 149
central europe where they 111
central europe which are 65
central europe which had 209
central europe which has 79
central europe which was 82
central europe would not 78
central figure rather than 84
central figure stand out 45
central forces which are 48
central gathering place and 57
central gathering place for 771
central gathering place was 47
central gathering point for 190
central issues rather than 54
central issues which are 94
central market place and 110
central market place for 141
central market where they 44
central mexico where they 51
central office could not 82
central office lines and 61
central office rather than 301
central office space and 55
central office staff and 761
central office staff are 136
central office staff can 73
central office staff for 119
central office staff had 77
central office staff has 80
central office staff may 45
central office staff that 140
central office staff was 123
central office staff who 122
central office staff with 47
central office where all 117
central office where they 255
central office which can 44
central office which has 54
central office which was 61
central office would not 48
central organs which are 58
central places where they 54
central places which are 86
central planning board and 108
central planning board can 65
central planning board for 51
central planning board that 101
central planning board was 45
central planning could not 131
central planning group and 40
central planning model and 53
central planning rather than 250
central planning which was 47
central planning would not 44
central plateau region and 57
central plateau where they 42
central points where they 56
central points which are 73
central policy issue for 108
central portion which was 46
central rallying point and 72
central rallying point for 369
central regions which are 92
central rotating shaft with 41
central school board and 71
central section which was 46
central server rather than 55
central shipping point for 83
central spinal canal and 188
central square which was 58
central starting point for 357
central station where all 53
central station where they 56
central supply depot for 88
central supply point for 43
central temple built for 45
central triple shaft has 65
central venous blood and 40
