cadet must supersede other 82
cages been suspended from 53
cages were suspended from 42
calling down artillery fire 92
calling down brimstone upon 102
calling form themselves into 67
calling forth spiritual life 77
calling into existence other 52
calling into existence such 145
calls from customers asking 40
calls from president bush 47
calls from reporters asking 258
calls from reporters from 41
calls into existence what 42
calls their faculties into 89
camps were converted into 71
camps were different from 44
camps were scattered along 58
camps were scattered over 415
camps were separated from 62
canal when completed will 54
cards have previously been 42
cards were converted into 69
cards were scattered over 48
carry more conviction when 48
carry said resolution into 58
carry some provisions along 51
carry such agreement into 65
carry such practices into 43
carry their agreement into 81
carry their conquests into 56
carry their groceries home 64
carry their household gods 65
carry their influence into 64
carry their inquiries into 77
carry their intentions into 328
carry their judgments into 82
carry their knowledge into 63
carry their operations into 62
carry their opposition into 41
carry their proposals into 43
carry their provisions into 86
carry their purchases away 52
carry their purchases home 160
carry their researches into 93
carry their resolution into 185
carry their sentences into 65
carry their victorious arms 152
carry these attitudes into 68
carry these directions into 45
carry these doctrines into 62
carry these intentions into 95
carry these proposals into 91
carry these provisions into 288
carry these qualities into 60
carry those intentions into 102
carry those provisions into 58
carry your groceries home 103
carry your purchases home 110
carry your resolution into 59
cases been converted into 84
cases fall naturally into 51
cases from different areas 45
cases from different time 43
cases have abandoned their 42
cases have benefited from 62
cases have certainly been 65
cases have developed from 53
cases have developed into 85
cases have doubtless been 46
cases have evidently been 114
cases have generally been 471
cases have generally held 261
cases have permitted more 57
cases have previously been 180
cases have recovered from 57
cases have repeatedly been 53
cases have repeatedly held 44
cases have responded well 52
cases have sometimes been 392
cases have typically been 48
cases have uniformly held 156
cases having previously been 51
cases these companies have 44
cases these compounds have 46
cases these conditions have 43
cases these conditions were 65
cases these countries have 44
cases these movements have 49
cases these movements were 42
cases these operations will 47
cases these processes have 46
cases these responses were 44
cases these societies have 51
cases very different from 458
cases very noticeable when 56
cases were available from 61
cases were collected during 44
cases were collected from 425
cases were collected over 54
cases were continued from 53
cases were converted into 66
cases were described from 67
cases were destroyed like 72
cases were different from 215
cases were dismissed from 45
cases were dismissed when 46
cases were exceedingly rare 82
cases were extracted from 70
cases were extremely rare 390
cases were generated from 58
cases were prevented from 322
cases were recovered from 53
cases were recruited from 60
cases were scattered over 100
cases were separated from 108
cases were separated into 98
cases will introduce some 104
catch wild elephants among 79
cause great mortality among 95
cause great uneasiness among 127
cause heavy mortality among 114
cause high mortality among 236
cause much bloodshed among 62
cause skin irritation from 93
cause skin irritation when 133
cause some departure from 67
cause some uneasiness among 60
cause some unpleasant side 113
cause their separation from 66
cause their withdrawal from 50
cause very different from 371
cause when requested prior 120
causing great mortality among 87
causing great uneasiness among 55
causing heavy mortality among 40
causing high mortality among 82
causing much merriment among 43
cells also originate from 58
cells during embryonic life 80
cells form themselves into 69
cells from different areas 72
cells from embryonic mice 76
cells from embryonic stem 232
cells from immunized mice 498
cells from immunized rats 52
cells from primordial germ 166
cells from resistant mice 47
cells from umbilical cord 545
cells from umbilical vein 50
cells have attracted much 40
cells have completed their 245
cells have descended from 46
cells have developed from 54
cells have developed into 105
cells have different jobs 44
cells have different life 41
cells have generally been 181
cells have identical sets 42
cells have previously been 345
cells have recovered from 54
cells have repeatedly been 51
cells have separated from 111
cells have sometimes been 136
cells into cancerous ones 240
cells into embryonic rats 57
cells into irradiated mice 83
cells into malignant ones 196
cells look different from 100
cells send processes into 58
cells were aspirated from 86
cells were collected from 716
cells were collected into 72
cells were converted into 178
cells were developed from 64
cells were different from 160
cells were dislodged from 53
cells were dispensed into 46
cells were dissected from 57
cells were extracted from 122
cells were extremely rare 43
cells were generated from 123
cells were harvested during 89
cells were harvested from 1150
cells were harvested onto 89
cells were harvested when 68
cells were implanted into 381
cells were incubated during 47
cells were organized into 50
cells were prevented from 124
cells were protected from 203
cells were purchased from 287
cells were recovered from 498
cells were scattered among 62
cells were separated from 1473
cells were separated into 348
cells were sometimes seen 68
chain from defective gene 41
chair saying christmas teeth 40
change came gradually over 45
change came primarily from 190
change during transition from 40
change from childhood into 118
change from oligarchy into 108
change have generally been 202
change have sometimes been 45
change have themselves been 40
change made effective july 41
change many different ways 98
change must originate from 53
change only gradually from 139
change only gradually over 378
change over different time 218
change over geological time 236
change their affiliation from 52
change their allegiance from 490
change their appearance during 167
change their appearance from 145
change their appearance over 58
change their appearance very 44
change their appearance when 433
change their attitudes from 138
change their attitudes less 45
change their attitudes more 354
change their attitudes only 41
change their attitudes over 54
change their attitudes when 265
change their character during 55
change their character from 821
change their character over 262
change their character when 757
change their customary ways 76
change their dimensions when 73
change their distances from 131
change their expression when 62
change their governors into 97
change their habitation from 82
change their lifestyle when 41
change their occupation from 56
change their occupation when 46
change their passwords more 42
change their passwords when 98
change their practices when 50
change their residence from 368
change their structure during 64
