cabs have more variety 50
cake made from scratch 195
call back five minutes 54
call back your husband 45
call back your thoughts 60
call came from captain 41
call came from chicago 62
call came from general 79
call came from outside 312
call down upon himself 1049
call forth deep sympathy 60
call forth love towards 47
call forth more sympathy 66
call forth such efforts 41
call forth such emotions 82
call forth their decision 51
call forth their highest 89
call forth their sympathy 43
call forth those passions 61
call from bill clinton 52
call from some friends 100
call from south america 103
call from their turrets 95
call from your division 58
call from your husband 260
call from your parents 99
call into play certain 232
call into play muscles 96
call into some question 44
call into their service 235
call other wits together 216
call some more perfect 61
call their most crabbed 168
call their next witness 59
call these great vassals 47
call these into question 190
call these more refined 41
call these ready warriors 40
call thine worth seizure 64
call three more numbers 49
call unto their fellows 183
call upon great britain 512
call upon other members 143
call upon other persons 58
call upon other sources 113
call upon some friends 272
call upon such officer 109
call upon such persons 180
call upon their brethren 151
call upon their brothers 53
call upon their courage 42
call upon their debtors 211
call upon their enemies 57
call upon their friends 602
call upon their guardian 168
call upon their loyalty 43
call upon their members 363
call upon their parents 197
call upon their tenants 40
call upon their vassals 68
call upon these friends 41
call upon these persons 964
call upon those members 167
call upon those persons 96
call upon those present 123
call upon your courage 188
call upon your friends 242
call upon your justice 261
call upon your majesty 92
call upon your supreme 72
call when such payment 62
call will fail because 95
call your best friends 67
call your last moments 80
call your most unhappy 44
call your next witness 1946
call your tony carries 40
calm down more quickly 196
calm down very quickly 105
calm once more reigned 43
came along five minutes 48
came along some country 46
came along very quickly 52
came also from germany 62
came also from several 49
came also many coyotes 42
came among some outward 110
came away from chicago 45
came away from germany 73
came away from listening 58
came away from vietnam 92
came away very quickly 65
came back early because 116
came back even stronger 179
came back five minutes 781
came back from algiers 60
came back from america 3006
came back from answering 119
came back from antwerp 86
came back from arizona 97
came back from atlanta 100
came back from attending 66
came back from babylon 346
came back from baghdad 77
came back from belgium 96
came back from bermuda 71
came back from bologna 79
came back from bristol 51
came back from britain 164
came back from central 133
came back from chicago 1187
came back from classes 44
came back from college 873
came back from cologne 47
came back from denmark 97
came back from detroit 280
came back from dresden 144
came back from dunkirk 322
came back from escorting 60
came back from examining 44
came back from exploring 70
came back from florida 531
came back from foreign 252
came back from general 208
came back from germany 1644
came back from glasgow 52
came back from hamburg 103
came back from harvard 127
came back from holiday 348
came back from holland 223
came back from houston 131
came back from iceland 59
came back from ireland 583
came back from jackson 49
came back from jamaica 144
came back from lebanon 49
came back from leipzig 50
came back from liberty 57
came back from lincoln 56
came back from location 56
came back from luncheon 49
came back from medical 41
came back from memphis 54
came back from montana 51
came back from montreal 74
came back from morocco 77
came back from nairobi 63
came back from norfolk 45
came back from outside 197
came back from overseas 1898
came back from rebecca 45
came back from service 270
came back from several 105
came back from shanghai 82
came back from singapore 72
came back from surgery 92
came back from thailand 148
came back from toronto 72
came back from vacation 1030
came back from vermont 72
came back from vietnam 4158
came back from virginia 122
came back from wandering 47
came back from windsor 84
came back having settled 43
came back here because 647
came back here together 61
came back here tonight 130
came back home because 118
came back home together 49
came back into balance 116
came back into contact 151
came back into control 93
came back into general 109
came back into herself 89
came back into himself 88
came back into history 52
came back into official 52
came back into position 46
came back into service 159
came back last thursday 53
came back last tuesday 70
came back more quickly 146
came back more strongly 126
came back more unhappy 63
came back more vividly 44
came back much excited 40
came back only because 87
came back some minutes 83
came back three minutes 88
came back upon himself 42
came back very excited 318
came back very quickly 463
came back very quietly 70
came back very shortly 76
came back very strongly 62
came back very vividly 91
came beating down towards 67
came down among certain 46
came down five minutes 100
came down from ancient 149
came down from atlanta 137
came down from belfast 65
came down from between 41
came down from betwixt 48
came down from bristol 108
came down from buffalo 183
came down from central 337
came down from chicago 615
came down from college 92
came down from colonel 46
came down from columbia 83
came down from concord 84
came down from country 112
came down from detroit 193
came down from division 131
came down from galilee 104
came down from general 112
came down from germany 126
came down from glasgow 109
came down from halifax 55
came down from hampton 41
came down from harvard 205
came down from jackson 44
came down from jupiter 65
came down from kashmir 54
came down from lebanon 240
came down from memphis 141
came down from montana 54
came down from montreal 572
came down from nazareth 63
came down from newport 70
came down from norfolk 59
came down from northern 162
came down from olympus 953
came down from overhead 164
came down from pretoria 55
came down from toronto 89
came down from trinity 47
came down from vermont 146
came down from victoria 46
came down from virginia 241
came down from windsor 76
came down hard against 476
came down here because 1395
came down here expecting 98
came down here several 41
came down here together 239
came down here tonight 164
came down just outside 111
came down like bullets 53
came down like lightning 83
came down more quickly 74
came down more rapidly 60
came down much quicker 81
came down three several 41
came down till luncheon 67
came down upon everything 47
came down very quickly 145
came down very quietly 41
came down very rapidly 86
came down very sharply 40
came down very strongly 64
came early into contact 199
came even from distant 101
came even more quickly 181
came even more rapidly 415
came even more strongly 80
came even more swiftly 92
came ever more strongly 48
came flying back towards 42
came forth from babylon 92
came forth from between 163
came forth from galilee 40
came forth from pharaoh 150
came from arab sources 74
came from areas outside 535
came from away forward 46
came from case studies 86
came from dark corners 42
came from early studies 96
came from evil spirits 121
came from fees charged 55
came from five hundred 59
came from five members 46
came from five sources 96
came from fort laramie 113
came from four sources 385
came from four windows 41
came from great britain 4749
came from heart failure 49
came from high overhead 63
came from high schools 279
came from high society 93
came from john maynard 52
came from john sanders 47
came from just outside 923
came from lake superior 211
came from land revenue 61
came from many classes 65
came from many corners 64
came from many distant 107
came from many diverse 115
came from many european 114
came from many foreign 92
came from many friends 66
came from many members 45
came from many persons 51
came from many sections 125
came from many sectors 85
came from many sources 4421
came from more distant 486
came from more diverse 142
came from more northern 63
came from much smaller 50
came from nazi germany 174
came from news reports 43
came from north african 50
came from north america 1762
came from north britain 50
came from north germany 173
came from north ireland 102
came from north vietnam 410
came from open sources 64
came from open windows 65
came from oral sources 55
came from other african 115
came from other animals 55
came from other british 47
came from other buildings 55
came from other classes 77
came from other european 905
came from other factors 43
came from other foreign 97
came from other friends 89
came from other islands 426
came from other members 223
came from other parties 81
came from other persons 60
came from other planets 185
came from other portions 48
came from other schools 243
came from other sections 250
came from other sectors 103
came from other sources 4128
came from other southern 148
came from other studies 48
came from other writers 44
came from poor parents 117
came from pope gregory 68
came from port jackson 48
came from some ancient 84
came from some country 267
came from some distant 536
came from some faraway 61
came from some foreign 278
came from some friends 56
came from some islands 44
came from some members 160
came from some obscure 69
came from some outside 177
came from some private 46
came from some quarter 131
came from some sources 53
came from some unknown 581
came from some village 133
came from south african 106
came from south america 2962
came from south germany 133
came from south vietnam 193
came from such distant 190
came from such diverse 417
came from such schools 99
came from such sermons 41
came from such sources 484
came from their ability 429
came from their bedroom 83
came from their classes 75
came from their contact 66
came from their control 84
came from their country 746
came from their distant 130
came from their efforts 128
came from their enemies 57
came from their estates 63
came from their failure 42
came from their foreign 52
came from their friends 131
came from their gardens 49
came from their natural 92
came from their offices 72
came from their parents 395
came from their pockets 46
came from their position 82
came from their presses 43
came from their private 98
came from their religion 48
came from their servant 151
came from their several 49
came from their village 178
came from their windows 70
came from these circles 62
came from these classes 127
came from these efforts 134
came from these islands 179
came from these schools 178
came from these sources 834
came from these studies 109
came from third parties 62
came from those circles 47
came from those classes 86
came from those closest 74
came from those islands 86
came from those members 103
came from those opposed 67
came from those outside 169
came from those persons 61
came from those schools 51
came from those sections 147
came from those sources 132
came from three general 41
came from three hundred 105
came from three members 46
came from three primary 63
came from three sources 2514
came from union members 50
came from very distant 221
came from very diverse 169
came from very similar 202
came from vice admiral 56
came from walt whitman 53
came from well outside 92
came from west african 84
came from west central 131
came from west european 44
came from west germany 659
came from west virginia 578
came from what appeared 141
came from what sounded 53
came from wild animals 69
came from your country 215
came from your husband 76
came from your parents 170
came full butt against 90
came full tilt against 186
came here from alabama 55
came here from america 181
came here from central 42
came here from chicago 273
came here from detroit 162
came here from distant 51
came here from florida 48
came here from foreign 83
came here from germany 471
came here from holland 114
came here from ireland 417
came here from jamaica 61
came here from northern 52
came here from outside 127
came here from virginia 274
came here just because 97
came here last october 70
came here last thursday 128
came here last tuesday 181
came here only because 216
came here three hundred 80
came home crying because 529
came home during vacation 52
came home early because 316
came home early tonight 121
came home five minutes 64
came home from america 512
came home from atlanta 58
came home from attending 42
came home from chicago 230
came home from classes 142
came home from college 8677
came home from congress 57
came home from detroit 279
came home from florida 166
came home from foreign 168
came home from germany 435
came home from grocery 77
came home from harvard 129
came home from holland 46
came home from ireland 93
came home from jamaica 46
came home from marketing 56
came home from medical 62
came home from nursery 201
