cabbages had remained ever 111
cafeteria and souvenir shop 48
cafeteria with everyone else 86
calamity and confusion have 102
calamity and confusion will 48
calamity and disaster spring 43
calamity and disaster upon 40
calamity and sickness upon 87
calamity had befallen their 48
calamity that impended over 40
calendar are borrowed from 81
calmness and apparent good 155
calmness and complete self 45
calmness and solitude have 52
calories and calories from 118
calories and exercise more 136
calories and exercising more 55
calories and proteins from 54
calories are consumed during 68
calories are obtained from 278
calories per consumer unit 103
calories per kilogram body 1505
campaign and returned home 63
campaign for improved health 54
campaign for increased food 91
campaign had actually been 57
campaign had recently been 41
campaign has probably been 45
campaign has recently been 126
campaign that followed there 47
campaign that followed were 49
campaign that resulted from 49
campaign was directed from 108
campaign was embarked upon 65
campaign was extended into 54
campaign was launched among 125
campaign was launched during 145
campaign was launched early 92
campaign was launched from 164
campaign was launched when 63
campaign was probably more 50
campaign was resolved upon 76
campaign was somewhat more 52
camshaft per cylinder bank 68
canceled and deducted from 67
candidly and earnestly said 84
canister and musketry from 50
canister with musketry fire 49
cantatas and oratorios were 48
capacious and powerful mind 159
capacious and vigorous mind 52
capacious but somewhat ugly 50
capacity and aptitude will 55
capacity and attention span 43
capacity and education have 64
capacity and financial means 42
capacity and generous gape 83
capacity and original ideas 61
capacity and particle size 54
capacity and physical size 58
capacity and possibly also 41
capacity and pressure drop 169
capacity and processing time 67
capacity and resource base 55
capacity and resource were 78
capacity and response time 105
capacity and therefore have 57
capacity and therefore must 59
capacity and therefore their 57
capacity and transfer rate 83
capacity are commonly used 80
capacity are excluded from 45
capacity for abstract ideas 75
capacity for academic work 123
capacity for accurate self 152
capacity for anaerobic work 64
capacity for benefiting from 51
capacity for brotherly love 52
capacity for complete self 123
capacity for conceiving what 55
capacity for conducting those 48
capacity for conjugal love 49
capacity for conscious self 251
capacity for containing those 40
capacity for continuing self 99
capacity for critical self 691
capacity for cultural self 248
capacity for detailed work 73
capacity for developing into 136
capacity for developing such 50
capacity for developing their 43
capacity for discerning truth 47
capacity for economic self 198
capacity for eighteen years 105
capacity for emotional depth 50
capacity for emotional self 272
capacity for eventual self 88
capacity for exercising such 59
capacity for expressing ideas 47
capacity for expressing their 51
capacity for external work 55
capacity for fourteen years 143
capacity for generating ideas 56
capacity for generating steam 61
capacity for infinite self 106
capacity for inflicting harm 81
capacity for inflicting pain 132
capacity for internal self 237
capacity for literary work 108
capacity for maternal love 57
capacity for mischief there 49
capacity for mischief will 41
capacity for muscular work 695
capacity for nineteen years 53
capacity for organizing their 52
capacity for original work 268
capacity for perceiving what 42
capacity for performing these 87
capacity for performing work 789
capacity for personal care 58
capacity for personal love 127
capacity for personal self 115
capacity for physical love 71
capacity for physical pain 50
capacity for physical work 793
capacity for processing data 77
capacity for prolonged heavy 99
capacity for prolonged work 78
capacity for realistic self 185
capacity for recovering from 107
capacity for recovery from 270
capacity for reflecting upon 87
capacity for regulating their 61
capacity for religious faith 70
capacity for religious ideas 47
capacity for righteous anger 74
capacity for righteous wrath 54
capacity for romantic love 289
capacity for selfless love 182
capacity for supporting life 53
capacity for surprise left 56
capacity for survival even 41
capacity for sustaining life 113
capacity for symbolic play 210
capacity for tireless work 43
capacity had increased from 168
capacity has actually been 42
capacity has declined from 50
capacity has increased from 495
capacity has increased more 78
capacity has increased over 60
capacity has probably been 45
capacity has recently been 252
capacity has resulted from 98
capacity has therefore been 41
capacity his services were 70
capacity that resulted from 141
capacity was expanded from 60
capacity was increased from 745
capacity was observed when 40
capacity was obtained from 74
capacity with sweltering folk 78
capitals are commonly lent 145
capitals they employed were 62
capitals thus selected from 56
capsules thus produced were 59
captains and admirals were 103
captains and colonels were 108
captains and engineers have 246
captains and officers from 51
captains and officers were 350
captains and officers whom 62
captains and soldiers from 52
captains and soldiers have 58
captains and soldiers said 45
captains and soldiers were 404
captains and soldiers whom 84
captives and subjects were 88
captives are redeemed from 41
captives who returned from 54
captured and diverted into 41
captured and enslaved during 63
captured and executed along 121
captured and executed their 44
captured and executed three 59
captured and expelled from 52
captured and imported into 62
captured and pillaged rome 55
captured and tortured into 53
captured his attention from 51
captured his attention like 40
captured his attention when 42
captured with burgoyne were 45
captures and seizures made 51
caravans that traveled from 56
carbides and nitrides have 160
carbides and nitrides were 81
careless and graceful hand 46
careless and indolent tone 66
careless and insolent bearing 60
careless and slipshod work 48
careless and slovenly work 117
caresses are intended less 75
caresses she bestowed upon 42
caresses she lavished upon 113
caresses you lavished upon 48
carotene and ascorbic acid 1092
carpeted with oriental rugs 331
carriages and caissons were 43
carriages and horsemen were 78
carriages and railroad cars 55
carriages can scarcely pass 46
carriages had recently been 154
carriers and shippers have 92
carriers and shippers will 55
carriers are depleted from 49
carriers are excluded from 101
carriers are exempted from 60
carriers are injected from 333
carriers are injected into 1103
carriers are repelled from 51
carriers had desisted from 83
cassette was inserted into 184
catalogs are essential reading 1164
catalyst has recently been 47
catalyst was obtained from 53
catalyst was prepared from 135
catcalls and whistles from 128
category and excluded from 43
category and semantic type 62
category are excluded from 73
category are included most 50
category are included such 416
category are included those 305
category has increased from 131
category has recently been 77
category that included many 75
category that included most 212
category that included such 42
category that included those 47
category that includes many 313
category that includes more 42
category that includes most 744
category that includes only 87
category that includes other 60
category that includes some 102
category that includes such 219
category that includes those 156
category that includes your 45
category that resulted from 52
category was excluded from 177
category was obtained from 49
category you selected from 44
cathedral and churches were 59
cathedral and numerous other 46
cathedral and solemnly give 79
cathedral has recently been 62
catheters are advanced into 49
catheters are commonly used 419
catheters are inserted into 548
catheters with multiple side 178
causeway and describe their 68
cautioned her mistress once 55
cavalier cap slouched over 108
celestial and infernal beings 214
celestial and infernal gods 114
celestial and magnetic cues 102
celibacy and chastity were 47
celibacy and communal living 61
celibacy and monastic life 69
celibacy and monastic vows 457
cellular and contains many 62
cellular dna isolated from 60
cellular rna isolated from 139
cemetery has recently been 88
cemetery was occupied only 67
censured and expelled from 42
censured for publishing only 84
censured his politics were 68
centered her attention upon 40
centered his attention upon 508
centered its attention upon 328
centered our attention upon 109
centurion who presided over 100
ceramics and polymers have 50
ceramics and textiles from 73
ceramics are commonly used 40
ceramics are produced from 44
cerebral air embolism during 53
cerebral and coronary flow 48
ceremony and reception site 157
ceremony and reception were 215
ceremony and reception will 86
ceremony for assembling three 71
ceremony for initiation into 65
ceremony had actually been 85
ceremony had scarcely been 147
ceremony was attended only 66
ceremony was deferred till 130
ceremony was observed when 73
ceremony was presided over 1657
ceremony was scarcely over 214
cessation and decreased risk 142
chairman and everyone else 45
chairman and officers from 139
chairman and presided over 134
chairman can scarcely fail 52
chairman for eighteen years 40
chairman for fourteen years 49
chairman who presided over 107
chairman who presides over 223
challenge and potential threat 58
challenge and response from 91
challenge and response theory 164
challenge and response were 99
challenge being formally made 41
challenge for critical care 47
challenge for economic theory 49
challenge for feminist theory 61
challenge has differed from 47
challenge has recently been 63
challenge has therefore been 43
challenge his authority over 72
challenge that managers face 83
challenge that requires much 40
challenge was received from 85
challenging and fulfilling work 235
challenging and involves much 42
challenging and requires more 112
challenging and satisfying jobs 52
challenging and satisfying work 309
chambers and examined their 131
chambers and passages leading 85
chambers and passages show 40
chambers and passages were 169
chambers are commonly used 91
chambers are isolated from 50
chambers are normally used 44
channeling her energies into 53
channeling his energies into 90
channeling its energies into 50
channels are combined into 212
channels are commonly used 128
channels are disabled upon 136
channels are distinct from 69
channels are inserted into 80
channels are isolated from 48
channels are normally used 59
channels are numbered from 200
channels are obtained from 43
channels for expressing their 213
channels for feedback from 67
channels has recently been 75
channels his energies into 101
channels that resulted from 41
chanters was admitted into 68
chapters and articles dealing 87
chapters and articles from 64
chapters and articles have 57
chapters and passages from 81
chapters and provided many 95
chapters and provided much 47
chapters are borrowed from 51
chapters are compiled from 42
chapters are essential reading 157
chapters are included here 120
chapters are intended only 71
chapters are relevant here 47
chapters are somewhat more 169
chapters our attention will 63
chapters that comprise part 998
chapters that describe these 44
charcoal and cremated bone 73
charcoal was obtained from 98
charters and domesday book 59
chastens its impulses into 40
chastise his children when 87
chastity and celibacy were 47
chastity and docility those 78
chastity and fidelity were 101
chastity and humility were 43
chastity had declined there 54
chattels had actually been 77
cheerful and grateful heart 63
cheerful and vivacious vein 45
chemical and engineering data 136
chemical and isotopic data 688
chemical and particle size 56
chemical and physical cues 215
chemical and physical data 3022
chemical and physical form 1143
chemical and physical gels 128
chemical and physical laws 4511
chemical and physical life 96
chemical and physical make 452
chemical and physical means 2424
chemical and physical ones 322
chemical and physical prop 40
chemical and physical rate 122
chemical and physical soil 873
chemical and physical test 195
chemical and physical theory 150
chemical and physical ways 108
chemical and physical work 435
chemical and spectral data 69
chemical raw materials from 147
chemical raw materials such 50
chemical raw materials used 48
chemical raw materials were 135
chemical was injected into 65
chemists and engineers from 65
chemists and engineers have 229
chemists and engineers were 157
chemists and engineers will 62
chemists may discover some 64
cherries and apricots were 40
chickens and collecting eggs 46
childish and innocent life 69
children all believed what 42
children all suffered from 55
children and children back 62
children and children born 349
children and children from 1391
children and children have 123
children and children into 63
children and children like 46
children and children living 214
children and children love 77
children and children their 263
children and children were 109
children and civilians there 52
children and compared their 120
children and continue their 43
children and destroying their 54
children and developing their 93
children and directed their 59
children and discussing their 43
children and domestic life 146
children and domestic pets 61
children and domestic work 160
children and eighteen years 70
children and evaluate their 46
children and everyone else 930
children and families also 63
children and families come 96
children and families cope 215
children and families coping 90
children and families dealing 58
children and families during 253
children and families face 194
children and families facing 100
children and families feel 67
children and families find 74
children and families from 1506
children and families grow 45
children and families have 1129
children and families into 330
children and families learn 45
children and families like 101
children and families live 359
children and families living 605
children and families make 77
children and families more 240
children and families most 247
children and families move 52
children and families must 402
children and families need 795
children and families over 393
children and families prior 43
children and families such 56
children and families teams 53
children and families were 742
children and families when 250
children and families whom 88
children and families will 766
children and families work 111
children and followed their 64
children and grownups were 46
children and husbands from 180
children and husbands over 61
children and husbands their 101
children and husbands were 99
children and identify those 42
children and increases their 46
children and indolent dogs 43
children and innocent young 41
children and insisted upon 41
children and invalids were 64
children and maintain their 208
children and monitoring their 50
children and numerous other 64
children and observed their 66
children and performing other 59
children and possibly also 71
children and possibly even 147
children and possibly other 75
children and possibly their 41
children and pregnant wife 71
children and preserve their 44
children and presided over 119
children and probably also 71
children and probably more 44
children and probably will 62
children and property from 56
children and property were 187
children and protecting their 64
children and recorded their 72
children and regulate their 47
children and relations were 67
children and relations will 67
children and respecting their 69
children and returned home 68
children and servants also 43
children and servants came 40
children and servants from 223
children and servants half 84
children and servants have 90
children and servants into 58
children and servants must 68
children and servants well 85
children and servants went 43
children and servants were 1206
children and servants when 93
children and servants will 134
children and slightly less 46
children and slightly more 68
children and somewhat less 93
children and somewhat more 82
children and strengthen their 52
children and students from 185
children and students have 97
children and students learn 48
children and students were 149
children and students will 149
children and suffered from 58
children and suffered much 41
children and suggests ways 50
children and supporting their 119
children and therefore have 246
children and therefore more 254
children and therefore must 107
children and therefore their 100
children and therefore there 57
children and therefore were 71
children and therefore will 46
children and whatever else 79
children and wondered what 113
children are absorbed into 88
children are accepted into 117
children are actually able 80
children are actually born 89
children are actually less 110
children are actually living 41
children are actually making 42
children are actually more 334
children are actually reading 53
children are admitted free 262
children are admitted from 98
children are admitted into 405
children are admitted only 49
children are affected more 268
children are affected most 114
children are affected when 57
children are american born 41
children are annually born 94
children are banished from 61
children are baptized into 55
children are benefiting from 195
children are commonly born 59
children are commonly said 40
children are commonly seen 63
children are commonly shut 74
children are completing their 58
