cabal and mingle religious 153
cabin had been allotted 43
cabin had been occupied 104
cabin had been prepared 46
cabin had been replaced 48
cabin had been reserved 90
cabin had been stripped 59
cabin has been restored 65
cabin saw these disappear 53
cabin with three children 49
cable and other materials 49
cable and other services 51
cable and radio circuits 52
cable and radio messages 133
cable and radio services 108
cable and wire industry 53
cable and wire products 65
cable for their computer 156
cable had been attached 62
cable had been extended 56
cable had been grappled 40
cable had been received 275
cable has been attached 49
cable has been designed 80
cable has been received 177
cable has been replaced 46
cacao and other products 83
cacao and other tropical 92
cakes and other articles 89
cakes and other dainties 232
cakes and other desserts 459
cakes and other pastries 178
cakes and other products 105
cakes had been disposed 55
calling all good citizens 49
calling and asking questions 153
calling and leaving messages 400
calling each other heretics 56
calling each other traitors 52
calling for early elections 176
calling for fair treatment 161
calling for free elections 742
calling for full equality 77
calling for great activity 40
calling for great patience 51
calling for great physical 41
calling for more adequate 46
calling for more attention 470
calling for more autonomy 79
calling for more detailed 225
calling for more economic 66
calling for more emphasis 134
calling for more evidence 79
calling for more extended 45
calling for more flexible 53
calling for more frequent 107
calling for more militant 41
calling for more openness 73
calling for more positive 45
calling for more rigorous 163
calling for more specific 65
calling for more vigorous 166
calling for much attention 51
calling for much patience 72
calling for some attention 41
calling for some immediate 82
calling for some specific 66
calling for such treatment 57
calling for their abolition 329
calling for their attention 201
calling for their carriages 45
calling for their children 514
calling for their complete 50
calling for their comrades 40
calling for their exclusion 63
calling for their expulsion 145
calling for their favorite 41
calling for their husbands 78
calling for their immediate 146
calling for their overthrow 64
calling for their servants 43
calling for their services 79
calling for wage increases 155
calling for what amounted 63
calling for your attention 184
calling for your exertions 177
calling him great elephant 42
calling him less complete 72
calling his great officers 83
calling off their attention 78
calling them into exercise 60
calling they have received 56
calling too much attention 725
calling with these generous 47
calling you have received 764
calls and angry speeches 43
calls and left messages 42
calls and other business 101
calls and other contacts 147
calls and other messages 59
calls and other services 83
calls and take messages 168
calls and taking messages 68
calls and text messages 599
calls are made annually 44
calls are made directly 51
calls are more frequent 93
calls are more immediate 79
calls for early attention 46
calls for early elections 78
calls for fine judgment 99
calls for free elections 396
calls for good judgment 862
calls for great accuracy 99
calls for great attention 158
calls for great delicacy 41
calls for great patience 388
calls for great physical 125
calls for great precision 101
calls for keen judgment 47
calls for less attention 116
calls for less emphasis 44
calls for making decisions 98
calls for more accurate 240
calls for more activity 99
calls for more adequate 103
calls for more advanced 124
calls for more analysis 141
calls for more attention 2612
calls for more autonomy 170
calls for more complete 155
calls for more controls 50
calls for more critical 136
calls for more definite 56
calls for more delicate 100
calls for more detailed 2186
calls for more economic 58
calls for more education 172
calls for more emphasis 620
calls for more emphatic 93
calls for more evidence 148
calls for more explicit 244
calls for more extended 562
calls for more flexible 194
calls for more frequent 428
calls for more generous 41
calls for more immediate 130
calls for more judgment 123
calls for more military 60
calls for more openness 208
calls for more patience 211
calls for more personal 47
calls for more positive 135
calls for more powerful 115
calls for more precision 140
calls for more profound 40
calls for more realistic 54
calls for more rigorous 474
calls for more specific 223
calls for more vigorous 422
calls for most attention 126
calls for much attention 201
calls for much judgment 100
calls for much patience 419
calls for much practice 116
calls for nice judgment 94
calls for paying attention 106
calls for some analysis 345
calls for some attention 1222
calls for some comments 765
calls for some critical 138
calls for some definite 41
calls for some detailed 248
calls for some immediate 170
calls for some judgment 750
calls for some personal 109
calls for some physical 42
calls for some response 210
calls for some scrutiny 50
calls for some specific 190
calls for such treatment 186
calls for their abolition 135
calls for their attention 212
calls for their expulsion 140
calls for their immediate 399
calls for their inclusion 104
calls for their presence 51
calls for their services 756
calls for these services 43
calls for three comments 199
calls for three distinct 93
calls for three separate 145
calls for very accurate 169
calls for very definite 129
calls for very delicate 42
calls for very specific 133
calls for wage increases 133
calls for your attention 361
calls for your immediate 105
calls for your personal 143
calls had been answered 61
calls had been exchanged 65
calls had been received 342
calls had been recorded 97
calls had been returned 84
calls him from breakfast 60
calls that good steerage 107
calls that were answered 45
calls that were received 46
calls them into activity 221
calls them into exercise 56
calls too much attention 799
calls two other functions 103
calms are more frequent 70
camping and other recreation 91
camping with their families 114
camps and other locations 69
camps and other military 143
camps and other programs 78
camps and other projects 41
camps and their children 51
camps and their families 125
camps and their property 95
camps and work projects 67
camps for city children 59
camps for poor children 114
camps for their children 170
camps for young children 59
camps had been attacked 50
camps that were occupied 62
camps with their families 124
canal and early railroad 40
canal and other internal 97
canal and other waterway 76
canal and road projects 46
canal for some distance 239
canal had been designed 54
canal had been enlarged 90
canal had been extended 54
canal had been finished 100
canal had been proposed 90
canal has been deepened 73
canal has been enlarged 191
canal has been extended 45
canal has been finished 49
canal has been increased 47
canal has been observed 166
canal has been operated 47
canal has been partially 58
canal has been prepared 121
canal has been properly 120
canal has been proposed 156
canal has been recently 49
canal has been reported 174
canal has been restored 104
canal that runs alongside 42
canal that runs parallel 92
candy and food products 47
candy and other presents 48
candy and other products 82
candy and soda machines 99
candy for their children 80
canes that have flowered 79
canning and food processing 309
canning and other processing 168
canoes and other articles 145
canoes and other property 82
canoes and their contents 66
canoes for lake michigan 46
canoes for some distance 94
canoes had been prepared 54
canoes that came alongside 116
canoes that were attempting 79
canoes that were patrolling 47
canoes with great facility 96
canst not have interest 71
canst not have patience 41
carding and roving machines 48
carding and weaving machines 43
cards and bank accounts 618
cards and bill wrappers 66
cards and book catalogs 64
cards and cash advances 54
cards and have children 71
cards and have students 225
cards and hire purchase 46
cards and other articles 83
cards and other consumer 166
cards and other financial 79
cards and other hardware 80
cards and other materials 207
cards and other personal 122
cards and other pictures 40
cards and other products 135
cards and other services 61
cards and other supplies 52
cards and their functions 44
cards and told fortunes 42
cards are also accepted 259
cards are also included 65
cards are also prepared 55
cards are also provided 88
cards are also referred 44
cards are good examples 85
cards are more valuable 55
cards are most commonly 83
cards are only accepted 63
cards are well shuffled 127
cards for cash advances 106
cards for data processing 155
cards for other occasions 62
cards for other purposes 42
cards for their children 78
cards for your lordship 43
cards had been canceled 46
cards had been invented 62
cards had been prepared 165
cards had been produced 62
cards had been received 133
cards had been returned 130
cards had been shuffled 149
cards has been prepared 57
cards that have pictures 83
cards that were produced 48
cards that were supposed 53
cards they have received 64
cards with great elegance 96
cards with high interest 52
cards with some officers 41
cards with their pictures 87
cards you have prepared 82
cards you have received 105
cared for aids patients 123
cared for five children 54
cared for four children 64
cared for like children 226
cared for many children 92
cared for many patients 140
cared for more tenderly 42
cared for most tenderly 75
cared for other children 69
cared for sick children 79
cared for their children 2457
cared for their comforts 42
cared for their daughter 145
cared for their families 517
cared for their fortunes 47
cared for their husbands 193
cared for their patients 211
cared for their personal 78
cared for their physical 95
cared for their students 93
cared for these children 181
cared for these patients 152
cared for those children 41
cared for three children 67
cared for very tenderly 51
cared for what happened 42
cared for young children 237
cared for your children 95
cared not what happened 208
cares for many patients 40
cares for more intimate 73
cares for sick children 104
cares for their children 458
cares for their education 132
cares for their physical 45
cares for these children 121
cares for these patients 160
cares for what occurred 245
cares for young children 255
cares for your children 375
cares had been directed 208
cares not what calamity 76
cares not what mischief 489
cares that were bestowed 125
cargo and other articles 82
cargo and other property 175
cargo had been captured 46
cargo had been destined 45
cargo had been disposed 120
cargo had been obtained 96
cargo had been properly 57
cargo had been salvaged 51
cargo had been unloaded 1060
cargo has been accepted 134
cargo has been properly 44
cargo has been received 123
cargo has been unloaded 185
cargo was very valuable 41
carry all their munitions 56
carry all their property 80
carry all their supplies 147
carry all their trumpery 56
carry all these articles 63
carry all your supplies 51
carry any great distance 55
carry any great quantity 64
carry any load required 55
carry any more messages 44
carry for some distance 204
carry for some medicine 64
carry her back directly 43
carry her back upstairs 61
carry him away prisoner 50
carry him some distance 66
carry his case directly 66
carry not such evidence 232
carry off miss isabella 42
carry off paul veronese 50
carry off some provision 67
carry off their activity 40
carry off their children 381
carry off their families 46
carry off their officers 44
carry off their prisoner 55
carry off their property 348
carry off their treasures 85
carry off young chickens 72
carry off young children 133
carry off your children 75
carry off your daughter 53
carry off your property 47
carry out data analysis 103
carry out data processing 286
carry out data transfer 47
carry out four functions 42
carry out free elections 93
carry out great exploits 166
carry out great projects 80
carry out hard physical 46
carry out health education 208
carry out health programs 60
carry out health promotion 83
carry out health services 53
carry out heavy physical 44
carry out into execution 59
carry out into practice 597
carry out life functions 142
carry out many chemical 50
carry out many essential 48
carry out many functions 441
carry out many projects 86
carry out more accurate 134
carry out more advanced 128
carry out more ambitious 59
carry out more complete 67
carry out more detailed 806
carry out more extended 46
carry out more frequent 109
carry out more functions 54
carry out more rigorous 66
carry out more specific 118
carry out most functions 64
carry out most membrane 270
carry out open reduction 59
carry out other business 69
carry out other chemical 102
carry out other domestic 54
carry out other economic 65
carry out other essential 122
carry out other financial 49
carry out other functions 870
carry out other personal 77
carry out other projects 160
carry out other services 59
carry out other specific 48
carry out risk analysis 82
carry out said contract 100
carry out slum clearance 97
carry out some activity 531
carry out some analysis 120
carry out some business 175
carry out some definite 141
carry out some detailed 53
carry out some domestic 41
carry out some economic 62
carry out some essential 133
carry out some everyday 55
carry out some financial 44
carry out some functions 258
carry out some intention 70
carry out some military 53
carry out some operation 267
carry out some personal 43
carry out some physical 51
carry out some processing 233
carry out some projects 97
carry out some services 41
carry out some specific 1122
carry out such activity 191
carry out such ambitious 58
carry out such analysis 267
carry out such business 82
carry out such commands 108
carry out such contract 242
carry out such controls 44
carry out such counsels 45
carry out such decisions 274
carry out such detailed 267
carry out such direction 115
carry out such functions 3285
carry out such intention 107
carry out such monitoring 191
carry out such policies 649
carry out such programs 737
carry out such projects 771
carry out such purposes 317
carry out such services 103
carry out such treatment 219
carry out such warranty 75
carry out their ablutions 65
carry out their academic 85
carry out their activity 641
carry out their allotted 637
carry out their ambitions 102
carry out their ambitious 257
carry out their analysis 167
carry out their argument 44
carry out their artistic 51
carry out their assigned 5886
carry out their authority 57
carry out their bargains 51
carry out their business 4339
carry out their campaign 425
carry out their chemical 127
carry out their christian 187
carry out their civilizing 40
carry out their clinical 60
carry out their commands 491
carry out their complete 58
carry out their contract 672
carry out their criminal 354
carry out their critical 102
carry out their cultural 135
carry out their dangerous 65
carry out their decisions 1786
carry out their declared 260
carry out their detailed 44
carry out their devilish 51
carry out their devotions 56
carry out their dictates 76
carry out their doctrine 119
carry out their domestic 431
carry out their economic 670
carry out their education 86
carry out their effector 58
carry out their elections 51
carry out their espionage 44
carry out their essential 342
carry out their everyday 393
carry out their execution 68
carry out their expanded 63
carry out their expansion 77
carry out their expected 223
carry out their favorite 75
carry out their fiduciary 296
carry out their fiendish 50
carry out their financial 195
carry out their functions 22718
carry out their generous 43
carry out their grandiose 80
carry out their guidance 46
carry out their historic 109
carry out their homework 100
carry out their horrible 81
carry out their immediate 82
carry out their infamous 129
carry out their infernal 46
carry out their intended 832
carry out their intention 1607
carry out their internal 123
carry out their laudable 48
carry out their mandated 167
carry out their mandates 665
carry out their manifest 71
carry out their manifold 55
carry out their maternal 66
carry out their militant 53
carry out their military 529
carry out their ministry 516
carry out their misdeeds 44
carry out their monitoring 245
carry out their movement 53
carry out their multiple 128
carry out their nefarious 728
carry out their numerous 54
carry out their operation 133
carry out their ordinary 188
carry out their original 1350
carry out their parental 205
carry out their pastoral 246
carry out their patriotic 85
carry out their personal 324
carry out their physical 122
carry out their platform 98
carry out their policies 1848
carry out their practice 162
carry out their precepts 42
carry out their priestly 102
carry out their processing 99
carry out their programs 1539
carry out their projects 1313
carry out their promised 283
carry out their promises 1831
carry out their proposal 101
carry out their proposed 604
carry out their purchase 46
carry out their purposes 1734
carry out their religious 1492
carry out their requests 87
carry out their required 267
carry out their routines 66
carry out their sabotage 59
carry out their security 57
carry out their sentence 227
carry out their separate 111
carry out their services 124
carry out their sinister 137
carry out their specific 1355
carry out their strategy 160
carry out their struggle 202
carry out their superiors 42
carry out their terrible 74
carry out their threatened 119
carry out their treachery 64
carry out their treatment 285
carry out their ultimate 41
carry out their unlawful 81
carry out these ambitious 148
carry out these behaviors 147
carry out these commands 712
carry out these concepts 43
carry out these criminal 42
carry out these critical 43
carry out these decisions 1246
carry out these economic 71
carry out these essential 153
carry out these exchanges 77
carry out these functions 7748
carry out these mandates 315
carry out these multiple 55
carry out these numerous 43
carry out these policies 2075
carry out these precepts 160
carry out these programs 1105
carry out these projects 1043
carry out these promises 777
carry out these purposes 1196
carry out these requests 69
carry out these revisions 45
carry out these services 313
carry out these solutions 88
carry out these specific 108
carry out those behaviors 54
carry out those commands 92
carry out those decisions 823
carry out those functions 1294
carry out those mandates 72
carry out those policies 782
carry out those programs 171
carry out those projects 204
carry out those promises 202
carry out those purposes 430
carry out those religious 59
carry out those services 86
carry out three functions 119
carry out three separate 68
carry out very accurate 42
carry out very detailed 80
carry out very specific 132
carry out what amounted 108
carry out work assigned 49
carry out work contrary 135
carry out your analysis 85
carry out your assigned 136
carry out your business 445
carry out your commands 498
carry out your contract 130
carry out your decisions 146
carry out your everyday 50
carry out your functions 70
carry out your intention 685
carry out your ministry 145
carry out your officers 72
carry out your original 285
carry out your personal 50
carry out your policies 233
carry out your projects 72
carry out your promises 177
carry out your proposal 128
carry out your proposed 130
carry out your purposes 141
carry out your requests 85
carry out your sentence 145
carry out your strategy 111
carry out your treatment 70
carry sir john falstaff 161
carry that into execution 50
carry that part relative 75
carry them away captives 249
carry them away piecemeal 87
carry them into adulthood 100
carry them into complete 109
carry them into execution 8602
carry them into immediate 185
carry them into operation 400
carry them into practice 1610
carry them over numerous 50
carry them some distance 187
carry this into execution 213
carry this into practice 145
carry war into kentucky 189
carry with what grandeur 464
carry you into excesses 85
carts and baby carriages 172
carts and other carriages 440
carts and other vehicles 1937
carts and their contents 44
carts had been provided 55
carts had been unloaded 97
carts with their contents 65
carts with their tattered 77
carve out dials quaintly 581
carve out some autonomy 49
carve out some personal 48
carve out their fortunes 177
carve out their identity 46
carving has been executed 55
carving out their fortunes 136
cases all other remedies 454
cases all these symptoms 59
cases and also provides 49
cases and deaths occurred 72
cases and deaths reported 146
cases and have required 41
cases and less wearisome 41
cases and make decisions 184
cases and making decisions 46
cases and many variables 55
cases and more recently 49
cases and most commonly 131
cases and only slightly 41
cases and other articles 176
cases and other authority 84
cases and other business 44
cases and other criminal 55
cases and other disputes 47
cases and other evidence 85
cases and other examples 70
cases and other fixtures 49
cases and other materials 848
cases and other problems 63
cases and other relevant 82
cases and their aftermath 46
cases and their contacts 226
cases and their contents 177
cases and their controls 203
cases and their decisions 90
cases and their disposal 46
cases and their families 150
cases and their outcomes 192
cases and their possible 93
cases and their relations 40
cases and their response 59
cases and their solutions 119
cases and their surgical 40
cases and their symptoms 45
cases and their treatment 297
cases and those concerning 51
cases and those reported 86
cases and will continue 42
cases and will probably 65
cases and will therefore 63
cases are also designed 41
cases are also examined 47
cases are also examples 45
cases are also frequent 45
cases are also included 342
cases are also mentioned 124
cases are also observed 91
cases are also possible 302
cases are also provided 128
cases are also recorded 276
cases are also referred 171
cases are also relevant 110
cases are also reported 505
cases are also reviewed 44
cases are among children 63
cases are best referred 237
cases are clear examples 85
cases are even recorded 54
cases are ever reported 107
cases are fair examples 69
cases are good examples 406
cases are heard initially 41
cases are here mentioned 51
cases are here reported 50
cases are kept separate 50
cases are less dramatic 46
cases are less frequent 264
cases are less numerous 74
cases are more amenable 85
cases are more commonly 139
cases are more dangerous 53
cases are more doubtful 50
cases are more frequent 725
cases are more insidious 42
cases are more numerous 472
cases are more powerful 43
cases are more properly 100
cases are more relevant 43
cases are more suitable 61
cases are most commonly 350
cases are most frequent 233
cases are most numerous 197
cases are most probably 59
cases are most suitable 45
cases are much commoner 50
cases are only diagnosed 46
cases are only examples 55
cases are only partially 59
cases are only slightly 77
cases are rare compared 74
cases are seen annually 84
cases are those concerning 48
cases are those referred 73
cases are those reported 44
cases are very abundant 41
cases are very amenable 40
cases are very commonly 98
cases are very dangerous 60
cases are very frequent 318
cases are very numerous 847
cases are very uncommon 173
cases are very valuable 52
cases are well attested 62
cases are well reported 48
cases are well selected 67
cases for more detailed 91
cases for oral argument 205
cases for other purposes 68
cases for such treatment 63
cases had been accepted 101
cases had been actually 41
cases had been admitted 323
cases had been analyzed 41
cases had been approved 46
cases had been assigned 122
cases had been attended 77
cases had been confined 53
cases had been declared 40
cases had been detected 215
cases had been diagnosed 742
cases had been disposed 488
cases had been examined 347
cases had been excluded 58
cases had been followed 186
cases had been included 165
cases had been initiated 143
cases had been mentioned 62
cases had been notified 89
cases had been observed 474
cases had been obtained 65
cases had been operated 182
cases had been preceded 48
cases had been prepared 85
cases had been properly 77
cases had been provided 44
cases had been received 113
cases had been recorded 872
cases had been referred 674
cases had been regarded 58
cases had been rejected 89
cases had been replaced 41
cases had been reported 13563
cases had been resolved 252
cases had been returned 40
cases had been reversed 183
cases had been reviewed 205
cases had been selected 161
cases had been withdrawn 86
cases had only recently 44
cases has also increased 72
cases has been accepted 204
cases has been achieved 106
cases has been acquired 44
cases has been advanced 46
cases has been affected 47
cases has been analyzed 53
cases has been approved 50
cases has been ascribed 119
cases has been compiled 70
cases has been designed 57
