cackle loudest when there 44
called battery park city 47
called because four were 53
called because their main 103
called because there were 742
called because these were 43
called central park west 55
called chilled cast iron 44
called congress back into 130
called experts have been 202
called foreign body giant 157
called general pope from 62
called himself john smith 79
called lazarus back from 63
called lazarus forth from 87
called neutral from their 49
called normans from their 70
called painted grey ware 44
called paintings were mere 45
called phantom limb pain 169
called primary health care 159
called project blue book 71
called shakers from their 96
called somatic cell gene 42
called species have been 215
called together from their 68
called together from time 281
called together once more 159
called together only once 46
called together only when 114
called womanly only when 58
callus derived from stem 109
calmly awaited their fate 47
calmly resumed their seats 53
camels drooped their heads 46
camera against your face 48
camera systems have been 124
camera systems were used 47
campus buildings have been 42
canals between lake erie 66
cancer patient have been 44
cancer patient will have 59
cancer research have been 121
cancer screening have been 215
cancer studies have been 103
cancer survive five years 68
cancer victims have been 81
candid inquiry into their 143
candid inquiry will show 98
canned chicken broth salt 185
cannon belched forth their 91
cannon vomited iron upon 46
canopy becomes more open 69
carbon content have been 82
carbon content ranging from 363
carbon content will have 53
carbon derived from coal 91
carbon filters have been 48
carbon isotope data from 213
carbon numbers ranging from 71
carbon sources have been 164
carbon sources were used 71
cardiac arrests have been 58
cardiac defects have been 144
cardiac diseases have been 46
cardiac effects have been 141
cardiac failure have been 225
cardiac function have been 188
cardiac impulse from atria 45
cardiac massage have been 41
cardiac murmurs have been 81
cardiac surgeons have been 42
cardiac surgery have been 461
cardiac tissues have been 66
career choices have been 184
career couples have been 54
career decision making from 47
career depends very much 63
career divides into three 47
career extending over half 62
career extending over many 73
career extending over more 69
career ladders have been 239
career spanned many years 64
career success among dual 72
carpet affording their feet 84
carrying baskets upon their 45
carrying burdens upon their 68
carrying charges have been 115
carrying current away from 132
carrying everything over other 57
carrying forward their race 61
carrying forward their work 127
carrying plastic bags full 48
carved figures from wood 40
carved figures have been 129
cashew kernels from india 51
castings moreover were more 49
castle against their will 107
castle asunder when once 52
castle frowned down upon 41
casual remarks have been 46
casual visitor will find 62
casual workers have been 63
casual workers were paid 45
catgut sutures have been 145
catgut sutures were used 72
cattle brought down from 90
cattle brought over from 69
cattle country were eggs 42
cattle crowded into pens 48
cattle escaped into their 115
cattle forsake their food 115
cattle markets were held 61
cattle numbers have been 68
cattle plucked from time 48
cattle ranches have been 180
cattle returning from their 79
cattle suffering from hoof 142
caught between their duty 65
caught between their need 78
caught between their teeth 86
caught between their wish 42
caught between your teeth 186
caught himself longing even 56
caught perhaps from some 61
causal factors giving rise 78
causal factors have been 925
causal pattern among data 58
causal process leading from 79
causal relation runs from 70
caused anxiety among many 49
caused anxiety among some 50
caused concern among many 270
caused concern among some 515
caused concern among those 161
caused concern even among 55
caused outrage among many 47
caused several deaths from 55
caused trouble from time 51
causes concern among some 104
causes differing from those 68
causes intense pain when 41
causes primary open angle 62
causes trouble only when 139
caution against reading into 364
caution applies even more 41
caution because there were 56
cellar brought forth from 86
census counted just over 44
census figures also show 119
census figures have been 744
census figures show only 40
census figures there were 122
census figures were used 313
census figures will show 204
census records have been 406
census reports have been 270
census results have been 80
census returns have been 278
census returns there were 96
census returns were made 122
census returns will show 53
center because there were 51
center crashed into your 52
center fielder fred lynn 91
center located away from 117
cervix brought into view 87
chains between their legs 74
chairs brought from home 53
chairs brought from their 47
chairs gathered from half 99
chance against such odds 143
chance because there were 65
chance deviation from zero 112
chance finally came when 152
chance question last week 43
chance stranger lays hold 131
changed against their will 158
changed because there were 126
changed herself back into 96
changed himself back into 326
changed himself into many 58
changed outlook upon life 97
changed position over time 83
changed quickly back into 44
changed quickly into jeans 46
changed rapidly over time 96
changed sharply over time 54
changes affecting health care 57
changes affecting their work 72
changes between these years 60
changes depending upon what 168
changes depends very much 89
changes develop over time 40
changes differing from those 43
changes following body heating 67
changes granite into sand 59
changes linearly from zero 48
changes linearly over time 122
changes occurring during cell 124
changes occurring during cold 46
changes occurring during early 68
changes occurring during heating 119
changes occurring during their 54
changes occurring during these 98
changes occurring from time 129
changes occurring over many 42
changes occurring over time 1758
changes persist over time 60
changes rapidly from zero 42
changes rapidly over time 309
changes require more time 59
changes requiring much time 49
changes resulting from drug 92
changes resulting from early 48
changes resulting from heating 205
changes resulting from high 74
changes resulting from lack 48
changes resulting from land 139
changes resulting from loss 72
changes resulting from more 108
changes resulting from other 171
changes resulting from some 56
changes resulting from such 898
changes resulting from their 400
changes resulting from these 684
changes resulting from those 63
changes resulting from your 116
changes smoothly over time 118
changes usually have been 53
changes wrought have been 56
charge against lord grey 46
charge against some other 81
charge against such land 60
charge against these same 48
charge against those whom 1084
charge becomes even more 58
charge demands more from 81
charge density have been 73
charge depends very much 49
charge effects have been 121
charge packets from well 54
charge packets have been 72
charging current must flow 67
charging current will flow 303
charging current will have 45
charging systems have been 53
charming artists give their 57
charming letters from rome 43
charming natural miss pope 112
chatting together over their 56
cheaper imports from other 53
checking account into your 67
cheeks flushed during these 62
cheeks flushed even more 87
cheeks flushed pink from 85
cheery screech like raking 58
chicks hatched from eggs 947
chicks hatched from such 76
chicks hatched from these 91
chiefs appeared very angry 41
chiefs resumed their seats 82
chiral carbons there will 59
choice because there were 121
choice because there will 40
choice becomes even more 388
choice becomes much more 110
choice behavior have been 117
choice between having their 86
choice between health care 64
choice between losing their 117
choice between paid work 58
choice between saving their 55
choice between some form 83
choice between taking cash 87
choice between taking over 94
choice between these four 103
choice between these three 751
choice between these very 41
choice between these ways 40
choice between these will 82
choice between those deaths 69
choice between three main 57
choice between what will 42
choice depends upon many 76
choice depends upon what 201
choice depends upon your 118
choice depends very much 156
choice finally fell upon 533
choice theorists have been 249
choice usually fell upon 80
choice usually means taking 92
choice virtues only gods 165
choose address book from 92
choose between buying food 180
choose between giving birth 41
choose between giving food 45
choose between giving their 41
choose between having more 65
choose between having their 98
choose between health care 80
choose between leaving their 92
