cabs lined up outside 46
cafe under the arcades 56
cafe where he ordered 47
cafe where he usually 40
cafe where we stopped 80
cage began to descend 51
cake flour vi teaspoon 163
cake under the broiler 54
cake which the witches 43
cake would be divided 41
calf extra or antique 216
calf group of muscles 69
call about the tickets 82
call after the service 103
call again on tuesday 123
call again the following 747
call again to confirm 40
call allah to witness 257
call anything in question 63
call arguing by torture 55
call balls or strikes 42
call begging the question 87
call broke the silence 119
call civil or federal 482
call cowed the spirits 45
call either the lethargy 113
call first to confirm 238
call folly or madness 96
call given by mahatma 140
call heaven the greatest 61
call heaven to witness 6226
call hours of surplus 102
call israel to account 43
call japan to account 45
call jesus of nazareth 179
call jesus to witness 83
call later to confirm 40
call loans to brokers 364
call moral or immoral 48
call notes the baggage 54
call option is similar 99
call option is written 398
call option on futures 202
call option on general 94
call option or similar 107
call option or warrant 202
call option to acquire 209
call others to account 438
call others to witness 102
call people to account 246
call people to believe 43
call people to service 45
call people to worship 602
call price is usually 612
call rites of passage 51
call russia to account 61
call shall be reduced 99
call signs of charity 50
call sound be arranged 57
call trees in ireland 59
call until the following 198
call votes in congress 688
call votes of members 43
call votes on foreign 59
call weeks in advance 43
call which is usually 95
call which is uttered 47
call which the callous 44
call within the country 106
call would be repeated 70
call would be sounded 62
call would be welcome 69
calm after the tempest 158
calm after the victory 42
calm agony of despair 46
calm beauty of slumber 66
calm began to succeed 44
calm breast the victims 59
calm light of history 194
calm pages of gregory 50
calm phase of despair 61
calm sense of extreme 66
calm sense of justice 58
calm sense of purpose 143
calm sleep to refresh 82
calm state of affairs 53
calm water of pleasant 46
calm weather he remains 80
calm weather to venture 76
came about as follows 2021
came about as swiftly 46
came about by default 136
came about by degrees 159
came about by gradual 55
came about by mistake 59
came about by natural 162
came about by peaceful 61
came about in america 86
came about in britain 77
came about in exactly 41
came about in germany 80
came about in january 104
came about in october 206
came about in relation 87
came about in several 220
came about in similar 44
came about in western 50
came about is obscure 63
came about is related 68
came about is unknown 131
came about on account 185
came about on january 60
came about so happily 45
came about so quickly 223
came about so rapidly 88
came about so swiftly 48
came about the beginning 387
came about the eleventh 62
came about the following 141
came about the windows 42
came about to protect 79
came above the horizon 460
came above the surface 359
came after an attempt 40
came after an intense 58
came after me because 176
came after my husband 56
came after the adoption 81
came after the animals 80
came after the arrival 144
came after the beginning 148
came after the british 362
came after the capture 49
came after the chinese 163
came after the company 83
came after the congress 53
came after the council 64
came after the country 79
came after the decision 175
came after the decline 71
came after the election 323
came after the european 43
came after the failure 324
came after the federal 94
came after the following 50
came after the funeral 137
came after the general 257
came after the germans 56
came after the harvest 58
came after the invasion 68
came after the marriage 63
came after the mexican 51
came after the national 132
came after the october 85
came after the official 102
came after the outbreak 183
came after the passage 168
came after the physics 64
came after the process 46
came after the program 41
came after the promise 62
came after the prophet 79
came after the regular 56
came after the russians 47
came after the seizure 40
came after the service 83
came after the spanish 172
came after the subject 41
came after the supreme 89
came after the trouble 56
came after the victory 168
came again he brought 46
came again in contact 203
came again in january 81
came again in october 83
came again on tuesday 57
came again the following 1162
came again the ominous 63
came again to america 457
came again to antwerp 48
came again to bristol 45
came again to britain 71
came again to chicago 45
came again to congress 45
came again to consult 51
came again to disturb 55
came again to examine 43
came again to gabriel 55
came again to hamburg 70
came again to herself 212
came again to himself 204
came again to increase 53
came again to ireland 50
came again to jericho 89
came again to plymouth 62
came again to receive 75
came again to virginia 67
came alone to america 242
came alone to possess 43
came apart in sections 51
came beneath the windows 67
came bobbing up against 56
came bumping up against 45
came close on several 100
came close to accepting 577
came close to achieving 2473
came close to acquiring 120
came close to admitting 691
came close to adoption 90
came close to affirming 68
came close to anarchy 57
came close to answering 110
came close to approving 115
came close to asserting 201
came close to attacking 84
came close to attaining 307
came close to balancing 81
came close to believing 259
came close to betraying 58
came close to canceling 68
came close to capsizing 84
came close to capture 47
came close to capturing 883
came close to colliding 122
came close to comparing 42
came close to competing 76
came close to conceding 130
came close to conveying 44
came close to crippling 139
came close to declaring 272
came close to defending 72
came close to demanding 103
came close to depicting 57
came close to depriving 44
