cage floor was covered 51
calf backs and corners 97
calf which had strayed 43
call about ten minutes 181
call again any question 97
call aloud for british 45
call aloud for justice 44
call aloud for redress 445
call aloud for vengeance 733
call anything but rational 47
call balls and strikes 1481
call boxes are located 50
call close air support 63
call crime was utterly 56
call empty are perhaps 71
call every few minutes 119
call every ten minutes 112
call every two minutes 53
call harsh and crabbed 80
call names and numbers 103
call option that expires 353
call option with respect 135
call price with respect 272
call rhythm and harmony 50
call rogue and villain 705
call setup and control 184
call setup and signaling 49
call stars and planets 133
call taste was subdued 67
call weather and climate 63
call which had brought 67
call within ten minutes 94
calm abiding and insight 137
calm faces and gracious 49
calm grace and dignity 41
calm water and alluvial 167
calm weather for several 45
calm weather they perform 51
calm which had reigned 123
calm which had settled 57
came about and settled 48
came about and started 96
came about both because 84
came about for several 409
came about not because 1436
came about one hundred 167
came about ten minutes 204
came about that although 266
came about that america 64
came about that artists 49
came about that because 51
came about that between 129
came about that britain 61
came about that british 60
came about that captain 161
came about that certain 239
came about that charles 95
came about that general 156
came about that germany 54
came about that napoleon 47
came about that priests 46
came about that richard 40
came about that several 100
came about that shortly 90
came about that towards 108
came about two decades 46
came about two hundred 192
came about two minutes 66
came about was because 72
came after her husband 126
came after her marriage 54
came after him because 56
came after him carried 51
came after his election 41
came after his marriage 66
came after two decades 96
came after you because 120
came again and blotted 69
came again and brought 474
came again and carried 134
came again and knocked 45
came again and offered 150
came again and ordered 46
came again and preached 43
came again and renewed 68
came again and repeated 94
came again and touched 236
came again with renewed 43
came alive and started 140
came alive with chatter 44
came alive with gunfire 45
came alive with pleasure 50
came alone and brought 46
came alone and unarmed 52
came ambling and stumbling 58
came armed with ferules 149
came armed with letters 186
came armed with pistols 90
came blazing and thundering 120
came blows and scuffling 102
came cleaving his whistling 94
came close and pointed 50
came close and stopped 73
came close and touched 180
came daily and partook 55
came easily and quickly 140
came easily and swiftly 56
came every few minutes 181
came every few moments 54
came every few seconds 74
came every ten minutes 52
came faint and fainter 187
came first and brought 54
came first and everything 185
came first and settled 49
came fresh and vividly 43
came hither and aroused 41
came hither for liberty 45
came hither for shelter 43
came isaiah and reduced 62
came laden with venison 90
came later and brought 53
came later and settled 99
came later than himself 49
came looking for answers 52
came looking for trouble 183
came loose and crashed 71
came loose and drifted 65
came loose and dropped 152
came loose and flapped 41
came loose and floated 110
came loose and started 71
came loose and tumbled 91
came micah and reduced 50
came nearer and finally 52
came nearer and stopped 97
came nearer and touched 64
came nearer than anybody 50
came nearly two decades 73
came nearly two hundred 46
came nearly two thousand 44
came quick and shallow 346
came quiet and flooded 43
came right out frankly 50
came round and brought 92
came round and offered 195
came round and started 94
came running and crowded 45
came running and gathered 65
came running and grabbed 89
came running and shouted 139
came running and started 82
came running and stopped 103
came running and stumbling 172
came running out together 54
came running out towards 70
came running with buckets 63
came running with torches 41
came short and shallow 171
came sobbing and trembling 80
came today and brought 62
came under her control 241
came under her husband 130
came under his censure 101
came under his command 1931
came under his control 4611
came under his dominion 115
came under his official 57
came under his purview 501
came under its command 89
came under its control 2308
came under its dominion 41
came under its present 185
came under its purview 567
came under one central 46
came under one control 48
came under our control 223
came under our dominion 113
came under this general 53
came wailing and lamenting 67
came where two warriors 43
came white and ghostly 48
came within her purview 66
came within his borders 41
came within his compass 45
came within his control 40
came within his horizon 44
came within his purview 868
came within its borders 125
came within its compass 62
came within its purview 823
came within one hundred 649
came within one thousand 49
came within our purview 123
came within six hundred 143
came within ten degrees 58
came within ten minutes 122
came within ten seconds 48
came within this country 47
came within two hundred 1230
came within two minutes 45
came within two seconds 42
came within two thousand 41
camp about one hundred 150
camp about two hundred 158
camp after his capture 41
camp alone and unarmed 53
camp could not believe 43
camp fires are lighted 48
camp meeting and revival 118
camp sites and caravan 61
camp sites are located 135
camp under his command 52
camp where her husband 104
camp where they arrived 56
camp which was capable 78
camp which was located 186
camp which was pitched 122
camp would not furnish 95
cane sugar and alcohol 48
cane sugar and glucose 678
cane sugar and lactose 190
cane sugar and maltose 174
cane sugar and tobacco 74
cane which had belonged 60
cane yield per hectare 77
canoe under his command 88
canoe which had brought 105
canoe which had carried 40
canoe which had drifted 78
canoe which was paddled 56
cant about this religion 58
cant stand out against 46
cant terms and phrases 111
cant words and phrases 328
cape lined with scarlet 233
capt hills and verdant 46
card games and dominoes 117
card games are popular 98
card games that require 47
card games with friends 117
card gives you certain 71
card input and printed 137
card input and printer 305
card playing was allowed 44
card punch and printer 48
card reader and printer 879
card reader that accepts 45
card which was brought 95
care about and believe 356
care about and protect 165
care about and respect 1000
care about and respond 72
care about and support 254
care about any general 48
care about being married 304
care about being popular 228
care about being together 67
care about each student 142
care about her anymore 312
care about her because 147
care about her comfort 43
care about her friends 41
care about her husband 428
care about her parents 108
care about her welfare 338
care about him anymore 751
care about him because 220
care about his behavior 87
care about his country 156
care about his dignity 52
care about his friends 91
care about his offspring 213
care about his opinions 43
care about his parents 174
care about his position 130
care about his private 131
care about his welfare 339
care about his worldly 45
care about its outcome 104
care about its quality 41
care about its subject 127
care about our brothers 48
care about our clients 201
care about our country 403
care about our culture 112
care about our friends 148
care about our marriage 194
care about our opinions 116
care about our society 81
care about our suffering 87
care about our welfare 156
care about that anymore 1041
care about that because 397
care about them anymore 501
care about them because 595
care about this anymore 100
care about this because 271
care about this company 168
care about this country 428
care about this exchange 257
care about this problem 352
care about this project 181
care about this question 142
care about this subject 239
care about you anymore 394
care about you because 472
care after his arrival 141
care costs and financing 224
care costs and improve 360
care costs and improving 228
care costs and increase 158
care costs and increasing 224
care costs and limited 48
care costs and medical 42
care costs and provide 142
care costs and quality 466
care costs and reduced 44
care costs are covered 323
care costs are increasing 489
care costs are reduced 138
care costs are spiraling 89
care costs for elderly 126
care costs for persons 198
care costs for smokers 96
care costs not covered 263
care costs per patient 120
care could not prevent 735
care could not withhold 231
care forms and features 281
care giver and patient 121
care homes and centers 582
care homes are usually 47
care homes for elderly 129
care homes that provide 142
care hours per patient 790
care needs and demands 170
care needs and provide 119
care needs and service 129
care needs that require 127
care nurse can provide 128
care order with respect 145
care plans and patient 119
care plans are usually 93
care plans are written 66
care plans for clients 245
care plans that address 100
care plans that include 222
care plans that provide 359
care rather than control 46
care rather than justice 131
care rather than medical 230
care rather than primary 44
care rather than provide 50
care rather than providing 125
care staff and parents 199
care staff and teachers 125
care staff are trained 97
care taken with respect 56
care under this program 194
care units and operating 295
care units are located 40
care units are usually 118
care units for dementia 128
care units for infants 94
care units for persons 174
care units that provide 90
care which had hitherto 252
care which had watched 69
care which his parents 49
care which may include 61
care which she bestows 54
care which they deserve 91
care which they devoted 88
care which they provide 75
care which they receive 492
care which they require 542
care which they usually 41
care which was devoted 63
care while both parents 43
care within and between 121
care within and outside 49
caring father and husband 109
cars armed with machine 141
cars could not compete 45
cars could not operate 56
cars waiting for service 107
cars which are spacious 55
cars which are usually 49
cars which had arrived 48
cars which had brought 112
cars which had stopped 72
cart laden with barrels 89
cart which had brought 269
cart which she herself 45
case action was brought 70
case admit and require 57
case based its decision 119
case basis and depends 201
case basis for persons 42
case basis with respect 92
case calls for careful 58
