cadaverous face appear at 74
calamities came pouring on 233
calamities from which he 183
calamities from which it 165
calamities from which the 318
calamities from which we 165
calamities into which it 92
calamities into which the 102
calamities like flood or 42
calamities took place in 40
calamities were about to 83
calamities were added the 50
calamities were added to 102
calculated areas under the 47
calculated data based on 171
calculated data shown in 95
calculated even though the 95
calculated from bureau of 209
calculated from change in 211
calculated from either of 310
calculated from either the 1275
calculated from fitting the 46
calculated from knowing the 83
calculated from known or 51
calculated from lists of 47
calculated from pairs of 114
calculated from plots of 203
calculated from rates of 158
calculated from ratios of 93
calculated from readings of 129
calculated from since the 73
calculated from slope of 72
calculated from summing the 41
calculated from table ii 128
calculated from table iv 124
calculated from table ix 44
calculated from table vi 133
calculated from tests on 53
calculated from where the 511
calculated from which is 121
calculated from which the 172
calculated from within the 46
calculated good deeds of 83
calculated heating value of 86
calculated into terms of 56
calculated more easily by 75
calculated most easily by 104
calculated move aimed at 140
calculated ones based on 128
calculated only after the 341
calculated only within the 65
calculated risk based on 366
calculated risk taken by 269
calculated risk which is 51
calculated risk which the 189
calculated their gains on 56
calculated there would be 243
calculated till after the 43
calculated upon finding the 51
calculated upon meeting no 72
calculated upon reaching the 40
calculated very easily by 80
calculated were based on 49
calculated were found to 151
calculated what could be 41
calculated what might be 183
calculated what ought to 51
calculated what would be 551
calculation also gives the 68
calculation even though it 56
calculation even though the 68
calculation from which he 41
calculation from which it 75
calculation from which the 121
calculation made under the 50
calculation there would be 53
calculation upon which the 196
calculation were based on 224
calculation were found to 68
calculation will appear in 67
calculation will apply to 64
calculation will first be 55
calculation will often be 46
calculation will reveal the 99
calculation will serve as 101
calculation will serve to 214
calculation will yield an 41
calculation will yield the 207
calibration data given in 49
calibration knob until the 87
calumniator were worthy of 46
campaigned from coast to 41
candidates came close to 84
candidates even though he 45
candidates even though it 48
candidates even though the 109
candidates fell short of 50
candidates from either the 48
candidates from engaging in 42
candidates from running in 126
candidates from seeking the 41
candidates from which he 119
candidates from which the 928
candidates from which to 1224
candidates from which we 41
candidates from within the 556
candidates have begun to 137
candidates have found it 134
candidates have taken the 117
candidates have tried to 137
candidates learn about the 47
candidates more appeal to 44
candidates must agree to 124
candidates must appeal to 180
candidates must appear in 46
candidates must belong to 96
candidates must either be 98
candidates must first be 117
candidates need money to 44
candidates talk about the 96
candidates there could be 40
candidates there would be 67
candidates took place at 59
candidates took place in 144
candidates took place on 124
candidates well known to 54
candidates were about to 87
candidates were asked if 114
candidates were asked to 1410
candidates were aware of 91
candidates were based on 54
candidates were beaten by 50
candidates were beaten in 49
candidates were bound by 60
candidates were bound to 78
candidates were drawn up 148
candidates were found in 102
candidates were found to 313
candidates were given an 126
candidates were given the 269
candidates were known as 54
candidates were known to 184
candidates were lined up 82
candidates were named by 126
candidates were named in 62
candidates were quick to 78
candidates were running in 237
candidates were running on 120
candidates were seated in 60
candidates were seeking the 77
candidates were still in 107
candidates were sworn in 43
candidates were taken in 43
candidates were taken to 73
candidates were under the 51
candidates were urged to 57
candidates were voted on 143
candidates were willing to 364
candidates were worthy of 43
candidates will appear on 86
candidates will begin to 51
candidates will enter the 89
candidates will never be 50
candidates will still be 70
cantilever beams fixed at 120
cantilever beams shown in 77
capability also makes it 71
capability even though the 50
capability must exist to 69
capability upon which the 57
capability will allow the 143
capability will allow us 48
capacities fall short of 42
capacities upon which the 40
capacities were based on 52
capacities were equal to 126
capacities were found to 121
capitalism even though it 51
capitalism even though the 54
capitalism from which it 129
capitalism from which the 90
capitalism from within the 77
capitalism there could be 81
capitalism there would be 126
capitalism took place in 166
capitalism upon which the 47
capitalism were based on 50
capitalism were bound to 55
capitalism will never be 67
capitalism will still be 63
capitalist road headed by 78
capitalist road within the 241
capitalist ruling class in 289
capitalist ruling class is 170
capitalist ruling class of 111
capitalist ruling class or 41
capitalist ruling class to 173
capitalize more fully on 190
capitalize such terms as 43
capitalize such words as 405
capitalize their costs of 43
capitalize these earnings at 40
capitulate upon terms of 55
captivated their hearts by 40
carbonated soft drink in 106
carbonated soft drink is 104
carbonates also occur in 57
carbonates were found in 44
carbonates were found to 58
carcinomas also occur in 102
carcinomas were found in 633
carcinomas were found to 172
caregivers were asked to 247
caregivers were found to 160
carelessly cast aside as 285
carelessly left about the 61
carpenters were fleeing as 58
carpenters were hired to 83
carpenters were mending the 53
carpenters were putting the 62
carpenters were putting up 136
carpenters were still at 166
carpenters were working on 387
cartridges from which the 49
cartridges were fired at 57
cartridges were fired by 55
cartridges were fired in 55
cartridges were found at 56
cartridges were found in 240
cartridges were found on 82
cartridges were found to 41
cartridges were given to 80
cartridges were still in 47
casualties soon began to 40
casualties there would be 142
casualties took place in 131
casualties took place on 48
casualties were about the 105
casualties were added to 80
casualties were borne by 55
casualties were bound to 132
casualties were close to 74
casualties were found to 84
casualties were given as 274
casualties were light in 70
casualties were light on 85
casualties were nearly as 106
casualties were pouring in 155
casualties were running at 74
casualties were small in 48
casualties were taken by 74
casualties were taken in 122
casualties were taken to 219
casualties were twice as 60
casualties will never be 198
casualties will occur in 44
catafalque upon which the 105
catapulted into power by 97
catapulted into power in 42
categories also apply to 142
categories also serve as 102
categories among which the 56
categories come under the 43
categories even though the 107
categories fall short of 52
categories fall under the 122
categories fall within the 134
categories from which he 89
categories from which it 125
categories from which the 792
categories from which to 732
categories from which we 89
categories from within the 117
categories have begun to 80
categories have ceased to 62
categories into which an 189
categories into which he 520
categories into which it 616
categories into which the 6853
categories into which to 364
categories into which we 1399
categories make sense to 56
categories must apply to 132
categories must first be 53
categories must often be 42
categories only apply to 95
categories over which the 76
categories there could be 51
categories there would be 94
categories upon which it 80
categories upon which the 251
categories upon which to 79
categories upon which we 85
categories used within the 68
categories were added as 97
categories were added by 44
categories were added in 135
categories were added to 574
categories were asked to 92
categories were based on 1160
categories were coded as 273
categories were drawn up 112
categories were found in 174
categories were found to 741
categories were given in 115
categories were given the 71
categories were given to 59
categories were rated as 45
categories were shown to 119
categories were still in 57
categories were taken as 126
categories were taken to 47
categories will appear as 58
categories will appear in 91
categories will apply to 79
categories will never be 51
categories will often be 85
categories will serve as 188
categories will serve to 86
categorize four types of 46
categorize other people as 46
categorize some people as 88
categorize these types of 63
categorize three types of 84
ceaselessly from place to 116
celebrated among people of 45
celebrated ball given by 60
celebrated body began to 98
celebrated book about the 41
celebrated case known as 47
celebrated case where the 41
celebrated ever since as 341
celebrated ever since by 119
celebrated ever since in 105
celebrated ever since the 377
celebrated fair which is 75
celebrated four times in 146
celebrated from coast to 67
celebrated gold mines of 60
celebrated here would be 46
celebrated iron crown of 140
celebrated john clerk of 83
celebrated just after the 77
celebrated last night by 93
celebrated leaning tower of 201
celebrated line seems to 117
celebrated lord mayor of 75
celebrated mary queen of 46
celebrated mass under the 183
celebrated only after the 100
celebrated only within the 105
celebrated pike ranger of 56
celebrated salt mines of 65
celebrated soon after the 271
celebrated their rites in 176
celebrated their wedding at 114
celebrated their wedding in 225
celebrated their wedding on 53
celebrated three times in 42
celebrated work known as 61
celebrated work which he 62
celebration also marks the 93
celebration during which he 41
celebration during which the 210
celebration held under the 60
celebration take place in 57
celebration taking place at 43
celebration taking place in 180
celebration taking place on 91
celebration there would be 64
celebration took place as 40
celebration took place at 841
celebration took place in 2242
celebration took place on 1067
celebration took place the 52
celebration were given by 49
cemeteries were found in 115
censorship from within the 56
censorship into which we 41
censorship soon after the 120
censorship took place in 70
centimeter thick layer of 151
centralize more power in 139
centralizing more power in 59
centrifuge tube after the 41
centrifuge tube under the 95
centrifuge tube until the 67
centrifuge tube which is 280
cerebellum also plays an 60
cerebellum lies above the 50
cerebellum lies below the 92
cerebellum were found to 103
ceremonies during which he 72
ceremonies during which the 286
ceremonies from which the 135
ceremonies have power to 154
ceremonies held after the 47
ceremonies held under the 42
ceremonies held within the 42
ceremonies over which he 151
ceremonies over which the 74
ceremonies take place as 40
ceremonies take place at 577
ceremonies take place in 1099
ceremonies take place on 394
ceremonies take place to 54
ceremonies taking place at 148
ceremonies taking place in 438
ceremonies taking place on 129
ceremonies there would be 48
ceremonies took place as 153
ceremonies took place at 1158
ceremonies took place in 2809
ceremonies took place on 1385
ceremonies took place the 100
ceremonies took place to 51
ceremonies upon which the 75
ceremonies were about to 310
ceremonies were added to 172
ceremonies were aimed at 41
