cabs are not metered 71
cafe and art gallery 84
cafe with her husband 56
cafe with his friends 126
cage and pen culture 394
cage and set himself 48
cage for this purpose 87
cage has hung outside 50
cake and two bottles 63
cake does not satisfy 54
cake for her birthday 206
cake for her husband 111
cake for his birthday 311
cake pan with plastic 57
cake she had brought 145
cake she had ordered 57
cake with her husband 69
cake with its candles 91
cake with lit candles 126
cake with six candles 88
cake with ten candles 97
cake with two candles 108
calf and leg muscles 51
calf that had strayed 154
calf that they worship 115
calf they are obliged 52
call all her friends 115
call all his friends 339
call all its members 43
call all men brothers 58
call all men friends 133
call all our friends 151
call and his arrival 42
call and put features 114
call and say goodbye 139
call any with respect 42
call art and science 223
call does not include 49
call does not produce 52
call does not provide 119
call does not require 151
call does not specify 107
call for aid against 182
call for air strikes 302
call for air support 932
call for all members 153
call for all muslims 107
call for all parties 119
call for all persons 55
call for all steamers 77
call for all vessels 187
call for and conduct 135
call for and consult 75
call for and deliver 493
call for and develop 202
call for and enforce 45
call for and examine 4188
call for and inspect 1358
call for and justify 532
call for and receive 1348
call for and require 230
call for and support 166
call for and sustain 43
call for any apology 84
call for any attempt 45
call for any comment 1123
call for any decision 43
call for any drastic 238
call for any especial 169
call for any exertion 48
call for any extract 134
call for any general 271
call for any increase 166
call for any measures 142
call for any official 42
call for any payment 41
call for any purpose 51
call for any radical 239
call for any records 98
call for any remarks 224
call for any returns 49
call for any revision 230
call for any service 118
call for any unusual 185
call for due process 41
call for gun control 108
call for her carriage 50
call for her husband 428
call for her parents 105
call for his carriage 97
call for his decision 90
call for his friends 116
call for his letters 53
call for his parents 97
call for his partner 128
call for his removal 572
call for his reserve 126
call for his servant 130
call for his service 50
call for his sympathy 112
call for its adoption 146
call for its members 45
call for its removal 298
call for its revision 164
call for its revival 115
call for new answers 119
call for new capital 126
call for new designs 52
call for new editions 44
call for new efforts 170
call for new federal 50
call for new general 119
call for new measures 298
call for new members 124
call for new research 604
call for new studies 114
call for new workers 44
call for one hundred 936
call for one thousand 175
call for our careful 131
call for our catalog 1057
call for our country 41
call for our deepest 41
call for our prayers 46
call for our present 109
call for our respect 87
call for our support 43
call for our sympathy 202
call for our warmest 177
call for our worship 186
call for six hundred 230
call for ten minutes 247
call for ten thousand 174
call for that justice 233
call for that national 162
call for that purpose 1084
call for them because 42
call for them deliver 61
call for this congress 88
call for this drastic 63
call for this inquiry 45
call for this product 114
call for this purpose 586
call for this service 250
call for two general 40
call for two hundred 436
call for two thousand 170
call for war against 1170
call for you tonight 130
call her and discuss 41
call her and explain 561
call her for several 44
call her not blessed 60
call her own letters 70
call her own religion 70
call her ten thousand 45
call her that anymore 57
call her that because 494
call her that oftener 66
call her this weekend 75
call him and discuss 93
call him and explain 324
call him and suggest 69
call him don quixote 122
call him her husband 125
call him his orderly 82
call him old because 43
call him our apostle 43
call him our greatest 50
call him out quietly 155
call him sir because 53
call him sir gregory 68
call him that anymore 115
call him that because 2206
call him this because 63
call his men together 440
call his old friends 49
call his own because 54
call his own country 40
call his own position 61
call its own content 125
call its own experts 73
call kings and crowned 101
call kings and empires 97
call off her thoughts 99
call off his attacks 70
call off his invasion 90
call off his planned 140
call off his thoughts 48
call off his warriors 44
call off our thoughts 72
call our ego behaves 57
call our men together 44
call our own country 49
call out and attract 50
call out and command 272
call out and convict 76
call out and develop 289
call out and inquire 70
call out and sustain 44
call out for chinese 113
call out for insight 441
call out for justice 205
call out for redress 53
call out for service 85
call out for vengeance 787
call out her husband 45
call out his company 44
call out his friends 45
call out his highest 62
call out his tenants 44
call out his vassals 69
call out its members 383
call out new virtues 52
call out one hundred 410
call out our sympathy 51
call out our warmest 43
call out that precious 51
call out two numbers 75
call out two thousand 118
call she was expecting 191
call that being perfect 42
call that goes against 57
call that had brought 190
call that had started 52
call that her husband 76
call that was repeated 52
call them all spiders 88
call them all together 1618
call them and discuss 45
call them and explain 156
call them and request 57
call them for brevity 91
call them for details 44
call them his brethren 84
call them his brothers 133
call them his friends 122
call them his seraglio 88
call them not wizards 71
call them our brothers 82
call them our friends 78
call them that anymore 108
call them that because 473
call them this because 207
call this art poetical 57
call this new concept 60
call this new function 89
call this new science 45
call this new species 46
call this new variable 83
call this new variation 40
call was not exactly 123
call was not repeated 192
call was not unusual 41
call with her husband 44
call you all together 95
call you all weekend 63
call you and confirm 57
call you and discuss 50
call you and explain 247
call you sir richard 44
call you that anymore 108
call you that because 316
call you this because 91
call you this weekend 222
call you with details 46
calm and act quickly 52
calm and his thoughts 48
calm did not prevail 43
calm her and reassure 47
calm him and reassure 67
calm that had forever 95
calm that had hitherto 114
calm that had reigned 104
calm that had settled 585
calm that has settled 86
calm them and restore 42
came all too quickly 947
came all too swiftly 98
came and all circled 40
came and ate everything 52
came and beat against 47
came and did everything 41
came and her husband 100
came and hid himself 64
came and lay between 105
came and put himself 94
came and sat between 299
came and sat herself 82
came and sat himself 434
came and sat outside 194
came and sat quietly 166
came and saw everything 73
came and set himself 44
came and she brought 81
came and she ordered 85
came and she started 70
came and she stepped 61
came and song appeared 81
came and they brought 160
came and they carried 70
came and they decided 53
came and they ordered 233
came and they started 226
came and they stepped 56
came and they stopped 110
came and was crowned 44
came and was greeted 41
came and was quickly 42
came bag and baggage 49
came both out together 51
came did not trouble 44
came due for renewal 88
came easy and natural 42
came far too quickly 149
came for her funeral 42
came for her husband 193
came for her marriage 58
came for her regular 54
came for his funeral 41
came for his lessons 54
came for his marriage 49
came for his regular 78
came for his removal 84
came for his vacation 57
came for its removal 53
came for its virtues 50
came for one purpose 305
came for our brigade 46
came for our tickets 49
came for ten minutes 45
came for ten thousand 45
came for that purpose 2375
came for them himself 86
came for this purpose 1357
came for two hundred 40
came for two sessions 44
came for you because 43
came her way because 86
came his heat towards 68
came his two brothers 149
came his way because 225
came kings and princes 43
came near and flapped 43
came near and offered 47
came near and sniffed 59
came near and stopped 54
came near and touched 284
came near being brought 41
came near being carried 196
came near being crushed 108
came near being defeated 66
came near being drowned 1294
came near being elected 125
came near being enacted 46
came near being knocked 47
came near being lynched 102
came near being pressed 40
came near being realized 44
came near being swamped 266
came near being wrecked 382
came near don quixote 46
came near her husband 64
came near them because 43
came not out against 54
came now with fiercer 58
came now with gathered 50
came off and brought 77
came off and dropped 60
came off and exposed 43
came off and floated 86
came off and revealed 46
came off with dickens 65
came off with immense 46
came off with letters 44
came off with several 55
came off with success 62
came off with victory 92
came one who mourned 83
came our way because 44
came out all covered 54
came out all dressed 289
came out all garbled 86
came out all jumbled 63
came out all together 103
came out and accused 90
came out and adopted 75
