cab lamps flashing across 57
cab moved slowly through 41
cab moved uptown through 118
can adapt itself readily 65
can adapt itself without 42
can again become active 83
can allow another person 84
can alone afford relief 45
can alone decide whether 201
can alone ensure future 53
can alone insure future 43
can alone strike terror 46
can alter cardiac output 46
can alter mental status 76
can apply itself without 75
can arise solely through 46
can arise through various 44
can avoid another violent 43
can avoid costly delays 42
can avoid costly errors 83
can avoid serious injury 41
can avoid wasted effort 42
can begin without delaying 96
can boost energy levels 49
can brave public opinion 52
can breathe freely through 113
can breathe freely without 45
can breathe through silver 48
can build houses without 42
can build nobler scenes 273
can build nuclear weapons 51
can build something better 113
can carry energy through 43
can carry greater weight 53
can carry little weight 201
can carry nuclear weapons 184
can carry public opinion 56
can carry without becoming 64
can catch errors before 41
can cause abrupt changes 169
can cause another person 129
can cause bloody diarrhea 146
can cause bodily changes 43
can cause bodily injury 75
can cause carbon dioxide 73
can cause cardiac arrest 770
can cause carpal tunnel 198
can cause corneal damage 81
can cause corneal scarring 50
can cause corneal ulcers 60
can cause costly damage 69
can cause costly delays 120
can cause damage through 97
can cause dental caries 104
can cause direct damage 359
can cause direct injury 141
can cause direct tissue 83
can cause disease through 42
can cause disease without 53
can cause enough damage 88
can cause enough stress 56
can cause further changes 47
can cause further damage 738
can cause further fission 55
can cause further injury 263
can cause further stress 82
can cause further tissue 178
can cause greater damage 146
can cause higher levels 54
can cause immune system 87
can cause kidney damage 1223
can cause kidney disease 124
can cause kidney stones 458
can cause little damage 48
can cause marked changes 332
can cause memory errors 51
can cause mental changes 97
can cause mental events 72
can cause mental status 98
can cause muscle cramping 73
can cause muscle cramps 224
can cause muscle damage 94
can cause muscle injury 46
can cause muscle spasms 197
can cause muscle strain 127
can cause muscle tension 143
can cause peptic ulcers 101
can cause rectal bleeding 112
can cause serious bleeding 439
can cause serious bodily 124
can cause serious cardiac 239
can cause serious changes 70
can cause serious damage 6783
can cause serious delays 188
can cause serious disease 645
can cause serious erosion 178
can cause serious errors 757
can cause serious flooding 106
can cause serious injury 3270
can cause serious kidney 151
can cause serious losses 592
can cause serious mental 149
can cause serious morale 47
can cause serious safety 45
can cause serious stress 123
can cause serious system 73
can cause serious tissue 145
can cause serious visual 45
can cause serious wounds 96
can cause severe bleeding 611
can cause severe bruising 49
can cause severe cardiac 223
can cause severe changes 66
can cause severe corneal 120
can cause severe cracking 78
can cause severe cramping 161
can cause severe cramps 46
can cause severe damage 4939
can cause severe diarrhea 496
can cause severe disease 535
can cause severe erosion 264
can cause severe errors 56
can cause severe flooding 196
can cause severe hypoxia 51
can cause severe injury 758
can cause severe kidney 139
can cause severe lesions 40
can cause severe losses 332
can cause severe mental 372
can cause severe muscle 148
can cause severe rashes 46
can cause severe scarring 71
can cause severe strain 51
can cause severe stress 429
can cause severe swelling 71
can cause severe thermal 135
can cause severe tissue 464
can cause severe trauma 64
can cause severe visual 100
can cause severe vomiting 114
can cause severe weight 41
can cause slight changes 46
can cause stress cracking 149
can cause striking changes 45
can cause subtle changes 106
can cause sudden cardiac 95
can cause sudden changes 180
can cause thermal damage 76
can cause thermal injury 107
can cause thyroid cancer 81
can cause tissue damage 1661
can cause tissue hypoxia 47
can cause tissue injury 238
can cause tissue trauma 119
can cause untold damage 257
can cause untold misery 93
can cause venous stasis 56
can cause volume changes 43
can change another person 232
can change margin settings 123
