cadmium techniques promise to 43
calcium deficiency results in 95
calcium metabolism resulting in 44
calcium originally present in 43
caloric restriction effects in 47
caloric restriction results in 80
capital difference between the 745
capital distinction between the 239
capital importance because it 111
capital investment according to 90
capital investment against the 46
capital investment amounting to 251
capital investment amounts to 155
capital investment because it 110
capital investment because of 252
capital investment because the 98
capital investment between the 126
capital investment decision in 89
capital investment decision is 216
capital investment decision of 42
capital investment depends on 119
capital investment devoted to 233
capital investment divided by 80
capital investment outside the 102
capital investment problem is 42
capital investment process is 73
capital investment program in 81
capital investment program is 49
capital investment program of 110
capital investment program to 96
capital investment project in 66
capital investment project is 119
capital investment project to 50
capital investment related to 68
capital investment results in 84
capital investment subject to 187
capital originally appeared on 45
capital punishment according to 543
capital punishment against the 557
capital punishment because he 115
capital punishment because it 611
capital punishment because of 323
capital punishment because the 116
capital punishment depends on 62
capital punishment existed in 45
capital punishment imposed by 78
capital punishment imposed on 49
capital punishment offends the 88
capital punishment reduces the 99
capital punishment removes the 88
capital punishment results in 118
capital punishment statute in 99
capital punishment statute to 143
capital punishment violated the 219
capital punishment violates the 158
capsule intervenes between the 52
captain immediately ordered the 185
captain immediately ordered up 50
capture information regarding the 116
capture information related to 149
capture particular aspects of 45
capture sufficient numbers of 41
careful adjustment between the 65
careful analytical studies of 60
careful anatomical studies of 76
careful comparison between it 42
careful comparison between the 1406
careful compromise between the 128
careful cooperation between the 82
careful correlation between the 68
careful distinction between an 81
careful distinction between the 4335
careful examination because it 80
careful examination because of 73
careful examination enables us 53
careful examination revealed no 196
careful examination revealed the 191
careful historical account of 110
careful historical research on 67
careful historical studies of 67
careful laboratory studies of 71
careful management because of 42
careful negotiations between the 65
careful precautions against the 111
careful scientific studies of 124
careful scientific studies to 44
careful supervision because of 64
carried dispatches between the 49
carried sensational stories of 51
carried substantial amounts of 106
carried vertically upwards to 46
carries appreciable amounts of 90
carries information between the 151
carries information regarding the 130
carries information related to 96
cartoon characters painted on 117
cartoon originally appeared in 60
cementing friendship between the 105
cementing substances between the 59
censure pronounced against the 53
central agreements between the 51
central assistance amounting to 49
central authorities according to 52
central authorities attempt to 46
central authorities because of 73
central authorities decided to 146
central authorities towards the 47
central connections between the 95
central depressant effects of 299
central difference between the 1691
central difference formula is 67
central diffraction maximum is 71
central diffraction maximum of 71
central distinction between the 573
central distinguishing features of 67
central educational function of 61
central government according to 326
central government adopted the 133
central government against the 681
central government allowed the 110
central government amounting to 46
central government appeared to 165
central government assumed the 137
central government assumes the 49
central government attempt to 50
central government because he 61
central government because it 243
central government because of 519
central government because the 177
central government between the 88
central government brought to 44
central government capable of 950
central government chooses to 66
central government control as 124
central government control at 59
central government control by 52
central government control in 369
central government control is 151
central government control of 1055
central government control on 71
central government control or 54
central government control the 59
central government control to 109
central government decided in 80
central government decided on 46
central government decided to 1350
central government decides on 60
central government decides to 140
central government decision to 63
central government deficit in 53
central government deficit is 49
central government deficit of 64
central government deficit to 50
central government defines the 45
central government depends on 77
central government despite the 48
central government efforts to 277
central government elected by 56
central government enabled the 46
central government enacted the 72
central government existed in 73
central government existed to 43
central government finance in 59
central government finance is 52
central government financing of 100
central government focused on 49
central government following the 126
central government founded on 53
central government granted the 58
central government imposed on 43
central government include the 67
central government including the 71
central government intends to 113
central government located in 183
central government managed to 118
central government offices in 229
central government offices to 82
central government official in 45
central government ordered the 183
central government planned to 86
central government reduced the 96
central government refused to 316
central government refuses to 52
central government regarding the 141
central government remains in 41
central government remains the 66
central government retains the 141
central government revenue as 180
central government revenue by 65
central government revenue in 272
central government revenue is 82
central government revenue to 123
central government similar to 55
central government started to 199
central government stepped in 260
central government subject to 48
central government subsidy to 133
central government support in 77
central government support is 55
central government support of 76
central government support to 192
central government supreme in 65
central government towards the 280
central historical problem of 49
central importance because it 268
central importance because of 150
central importance because the 142
central inhibitory control of 66
central inhibitory effects of 54
central institution capable of 50
central interaction between the 57
central management refuses to 57
central mechanisms related to 58
central negotiations between the 82
central structural element in 98
central structural element of 119
central structural features of 185
central structural problem of 96
central sympathetic outflow in 132
central sympathetic outflow to 93
central vestibular neurons in 145
central vestibular neurons to 76
century chronicler geoffrey of 111
century competition between the 52
century completely altered the 54
century compromise between the 41
century discovered america to 54
century distinction between the 608
century eyewitness account of 84
century immediately following the 373
century immediately preceding the 1044
century intervened between the 206
century intervenes between the 44
century literature abounds in 45
century literature because of 47
century literature written by 40
century literature written in 44
century manuscript history of 50
century manuscript written by 176
century manuscript written in 298
century profoundly altered the 41
century substantial numbers of 151
century tapestries depicting the 88
certain accidental features of 44
certain accusations against the 159
certain acoustical deadness in 45
certain activities according to 73
certain activities against the 40
certain activities because of 287
certain activities carried on 137
certain activities involving the 75
certain activities outside the 97
certain activities related to 350
certain advantages because it 124
certain advantages because of 226
certain advantages because the 62
certain advantages depending on 88
certain advantages enjoyed by 136
certain advantages offered by 93
certain advantages peculiar to 140
certain advantages related to 61
certain affinities between the 547
certain agreements between the 349
certain allegations against me 55
certain allegations against the 528
certain allegations regarding the 49
certain almshouses founded by 67
certain amendments affecting the 43
certain anatomical details of 52
certain anatomical features in 91
certain anatomical features of 281
certain antagonism between the 602
certain associations between the 70
certain assumptions regarding the 2357
certain assumptions related to 51
certain assurances regarding the 106
certain attractive features of 103
certain attributes peculiar to 119
certain attributes related to 48
certain benevolent project in 58
certain biochemical aspects of 56
certain biochemical reactions in 59
certain bitterness against the 98
certain bitterness towards the 60
certain boundaries between the 124
certain businesses carried on 62
certain categories according to 134
certain categories defined by 46
certain celebrated treatise of 150
certain ceremonies according to 52
certain characters peculiar to 112
certain competition between the 137
certain complaints against the 248
certain complicity between the 107
certain components preceding by 45
certain components present in 45
certain compromise between the 242
certain conceptions regarding the 57
certain concessions granted by 94
certain concessions granted in 101
certain concessions granted to 60
certain concessions regarding the 81
certain conclusions arrived at 263
certain conclusions regarding the 1964
certain conformity between the 133
certain connections between the 662
certain consonance between the 49
certain continuity between the 807
certain conventions governing the 61
certain conventions regarding the 109
certain convictions regarding the 70
certain cooperation between the 57
certain corrective measures to 176
certain correlation between the 1866
certain criticisms against the 48
certain defendants despite the 53
certain deleterious effects of 55
certain deleterious effects on 63
certain democratic members of 89
certain dependence between the 141
certain designated classes of 158
certain designated members of 95
certain designated persons as 42
certain designated persons or 40
certain designated portions of 116
certain designated sections of 92
certain determined objects of 108
certain difference between the 1900
certain diminutive fairies or 82
certain disharmony between the 80
certain disjunction between the 100
certain dissociation between the 40
certain dissonance between the 78
certain distinction because of 46
certain distinction between the 652
certain distinguishing features in 123
certain distinguishing features of 348
certain divergence between the 209
certain ecological aspects of 52
certain ecological factors on 59
certain elementary aspects of 116
certain elementary features of 100
certain elementary schools in 52
certain enumerated classes of 170
certain enumerated courses of 56
certain enumerated parties in 43
certain enumerated sections of 56
certain exceptional classes of 46
certain exceptional mortals by 124
certain exceptional species of 52
certain expressions dropped by 42
certain expressions occurring in 85
certain geometrical diagrams the 42
certain geometrical features of 55
