cage were rescued from 41
cake more merrily even 43
call down blessings from 128
call down blessings upon 755
call down lightning from 99
call down vengeance from 325
call down vengeance upon 299
call forth comment from 97
call forth endless tears 41
call forth shadowy beings 67
call forth spirits from 43
call forth sympathy from 42
call from anybody just 60
call from congress such 166
call from senator john 46
call from western union 91
call into question even 473
call into question here 175
call into question just 204
call into question many 1822
call into question more 164
call into question most 200
call into question much 512
call into question other 417
call into question some 3884
call into question such 1050
call into question their 5188
call into question these 638
call into question those 812
call into question what 2316
call into question your 599
call into service such 122
call loan renewal rate 55
call north america home 100
call room service when 42
call such complex ideas 248
call such persons only 44
call their beliefs into 41
call their country also 41
call their country iran 49
call their orthodox faith 43
call their terrors into 57
call their thoughts home 46
call these muscles into 86
call these numbers toll 248
call these stories myths 49
call those systems just 43
call upon experts from 107
call upon outside help 87
call upon support from 99
call your conduct good 50
call your distant soil 63
call your failure luck 47
call your parents from 65
call your parents when 43
call your primary care 71
call your sisters from 55
calm down quickly when 100
calm from tempest made 54
came along several years 101
came also letters from 62
came among mortals from 107
came away together from 82
came away wondering what 143
came back because there 208
came back drearily from 179
came back dressed like 45
came back faintly from 89
came back finally from 41
came back quickly along 57
came back quickly from 79
came back several days 239
came back several years 108
came back together from 101
came back together when 48
came back wounded from 88
came cold silence over 67
came down because there 79
came down dressed like 42
came down herself into 53
came down quickly from 88
came down sharply from 95
came down together from 164
came down together into 97
came five hundred years 109
came five minutes late 169
came forth locusts upon 126
came forth perfect from 49
came four hundred years 128
came from america during 55
came from america were 40
came from ancient india 46
came from ancient rome 102
came from anybody else 46
came from babylon from 45
came from because there 48
came from brigham young 177
came from british india 299
came from british north 109
came from capitol hill 116
came from captain john 69
came from central india 118
came from central java 62
came from certain areas 53
came from charles lamb 60
came from charles town 71
came from civilian life 117
came from coastal areas 73
came from college just 64
came from colonel john 46
came from concern over 64
came from control over 72
came from distant areas 134
came from everything will 44
came from farthest away 118
came from general howe 48
came from germany during 105
came from germany into 99
came from germany were 66
came from germany when 136
came from holland during 52
came from holland last 45
came from ireland during 74
came from ireland into 84
came from ireland prior 45
came from ireland were 82
came from ireland when 147
came from license fees 65
came from machine guns 71
came from northern india 479
came from northern syria 127
came from nowhere else 88
came from nowhere into 78
came from outside from 40
came from outside india 485
came from outside into 76
came from outside like 140
came from outside north 155
came from outside rome 89
came from outside south 246
came from outside their 317
came from outside these 88
came from outside those 43
came from outside were 65
came from outside your 51
came from profits from 43
came from research done 97
came from research into 86
came from senator john 61
came from several areas 112
came from several other 289
came from several years 70
came from sources other 911
came from sources such 123
came from southern gaul 82
came from southern india 427
came from stephen from 73
came from stories told 57
came from student fees 223
came from studies done 59
came from studies made 43
came from tammany hall 68
came from virginia city 72
came from virginia into 66
came from virginia when 55
came from western india 146
came from writers such 40
came here against their 47
came here because some 62
came here because their 55
came here because there 336
came here because your 153
came here fifteen years 233
came here several days 55
came here several years 177
came here sixteen years 53
came here thirteen years 82
came here together from 48
came here tonight hoping 72
came home because there 48
came home between nine 45
came home several days 71
came home suffering from 80
came home together from 82
came home tonight from 42
came home wounded from 66
came into america from 103
came into britain from 132
came into congress during 69
came into congress till 62
came into contact along 46
came into contact also 73
came into contact during 1033
came into contact early 57
came into contact from 147
came into contact here 52
came into contact more 198
came into contact most 83
came into contact once 191
came into contact only 375
came into contact over 72
came into contact there 570
came into contact very 40
came into contact were 1348
came into contact when 292
came into distant view 113
came into florida from 46
came into germany from 100
came into history from 49
came into ireland from 101
came into judaism from 51
came into question during 186
came into question once 47
came into question only 64
came into question when 427
came into service during 165
came into service early 44
came into service from 73
came into service late 87
came into virginia from 85
came like lightning from 116
came more closely home 53
came more closely into 264
came more faintly from 94
came more largely from 58
came more plainly into 95
came more quickly into 49
came more quickly upon 178
came more quickly when 41
came more rapidly into 44
came more sharply into 309
came more strongly from 44
came more strongly into 43
came most closely into 97
came most notably from 81
came most roughly into 91
came most sharply into 79
came most strongly from 188
came most vividly into 49
came only halfway down 158
came only several years 74
came other letters from 169
came over brought from 62
came over together from 41
came piling steadily down 87
came some fifteen years 80
came such fervent rays 62
came three hundred years 158
came three knights riding 81
came three thousand years 41
came unto jeremiah from 328
came upon charles like 47
came upon several gangs 42
came upon several more 56
came upon several other 54
came very largely from 658
