pacifist views and hopes 46
packaged foods and drugs 60
packages large and small 45
packages which are often 40
pageantry which has often 66
painters could not catch 56
palatine could not thence 46
paleness which had taken 99
palisade cells and spongy 174
palisade stood out white 50
palpable flesh and blood 170
pamphlet under that title 71
pamphlet under this title 115
pamphlet which had borne 40
pamphlet which was given 60
pamphlet which was later 52
pamphlet which was shown 57
panorama spread out below 578
panorama spread out beneath 92
panorama which lay spread 42
panorama which was spread 56
parables where you might 85
parables which are found 41
paradigm shift can occur 60
paradigm shift had taken 61
paradigm shift has taken 571
paradigm shift that began 43
paradigm shift that would 173
paradigm takes its place 45
paradise where all would 49
paradise where one could 52
paradise where they could 100
paradise where they would 87
paradise which they would 54
parallel above and below 111
parallel action was taken 57
parallel black and white 206
parallel fingers and small 57
parallel greek and latin 253
parallel inner and outer 55
parallel light beam which 64
parallel lines and angles 127
parallel lines and bands 46
parallel lines and cross 151
parallel lines and hence 52
parallel lines and never 182
parallel lines and right 130
parallel lines are drawn 1650
parallel lines are equal 1726
parallel lines are found 62
parallel lines are given 80
parallel lines are lines 179
parallel lines are often 51
parallel lines are ruled 165
parallel lines are shown 117
parallel lines being drawn 77
parallel lines can never 421
parallel lines for shading 115
parallel lines for which 49
parallel lines may appear 44
parallel lines one above 67
parallel lines that appear 83
parallel lines that could 77
parallel lines that cross 98
parallel lines that never 523
parallel lines that would 168
parallel lines with cross 46
parallel lines with equal 81
parallel lines with slope 215
parallel lines with small 55
parallel major and minor 1030
parallel merge and roads 47
parallel party and state 60
parallel ports and serial 119
parallel rather than joint 110
parallel rather than linear 46
parallel rather than serial 782
parallel sides and blunt 55
parallel sides and equal 58
parallel sides are equal 192
parallel sixths and thirds 301
parallel state tax could 47
parallel thirds and sixths 2750
parallel upper and lower 342
parallel white and black 108
parallel wires each carry 50
parallel wires one meter 58
parallel wires that carry 60
paranoid about this whole 40
parasite which can cause 50
pardoned after six months 48
pardoned again and again 51
parental hopes and dreams 81
parental leaves and child 115
parental looks and tones 148
parental power and child 173
parental warmth and child 98
parietal cells and chief 399
parietal cells are found 312
parietal cells are large 40
parietal layer that lines 63
parishes where they could 91
parishes where they dwell 151
parishes where they dwelt 50
parishes where they lived 134
parishes where they would 49
parishes which are under 57
parishes within ten miles 52
parlance shows that people 72
parochial rates and taxes 102
partially baked pie crust 100
partially baked pie shell 218
partially opening and closing 139
partially rather than fully 122
partially within its first 41
partially within our grasp 54
particle about any point 49
particle board and paper 107
particle model for light 187
particle moves with speed 129
particle shape and grading 139
particle shape and packing 56
particle sizes and types 67
particle sizes are given 110
particle sizes are large 67
particle sizes are shown 281
particle sizes are small 251
particle sizes for which 204
particle types and sizes 113
particle which can enter 47
particle which can exist 143
partition treaty with louis 128
partition treaty with spain 57
partition walls are built 218
partition would not solve 51
partners again and again 67
partners could not agree 349
partners really and truly 110
partners round and round 61
partners would not agree 59
passages above and below 423
passages again and again 835
passages below are taken 155
passages falls far short 84
passages where god speaks 41
passages where one feels 51
passages where one might 61
passages where one would 71
passages where they appear 70
passages where they could 59
passages where they occur 649
passages which are based 58
passages which are cited 275
passages which are easily 55
passages which are either 309
passages which are found 1197
passages which are given 160
passages which are known 83
passages which are liable 50
passages which are missing 55
passages which are often 215
passages which are quite 402
passages which are rather 82
passages which are really 152
passages which are still 225
passages which are taken 175
passages which are truly 270
passages which are wanting 81
passages which are worthy 53
passages which had given 283
passages which his blind 85
passages which may appear 77
passages which may belong 45
passages which may serve 86
passages which one would 84
passages which they appear 57
passages which they could 48
passages which they found 68
passages which they quote 145
passages which they would 40
passages which thus limit 59
passages which you quote 214
passages which you would 74
passages which you wrote 70
passenger coach with white 124
passenger depot was built 84
passenger earnings per train 51
passenger fares and cargo 128
passenger fares and goods 79
passenger fares and rates 48
passenger lists for ships 70
passenger rates are lower 83
passenger ships and cargo 187
passenger ships and ships 53
passenger train that would 92
passenger train was about 72
passenger train was running 66
passenger would then start 132
passport which was valid 53
password again and click 90
password again and press 139
password every few months 123
password twice and click 164
pasterns short and nearly 89
pasterns short and strong 228
pastoral hills and vales 198
pastoral people who lived 89
pastoral poetry and drama 86
pastoral rather than urban 47
pastures about our homes 45
pastures dance with lambs 50
pastures fresh and green 173
pastures where our sheep 349
pastures where they could 104
pastures where they graze 51
pastures where they would 58
pastures which are often 44
paternal laugh was echoed 49
paternal rather than regal 40
paternal uncle and niece 67
pathogens which can cause 60
pathogens which may cause 56
patience above its pouring 73
patience again and again 50
patience could not brook 53
patience could not stand 73
patience rather than skill 73
patience under all kinds 50
patience under this state 62
patience until its first 43
patience until they could 41
patience which had saved 115
patience which has power 69
patience which she would 41
patience which they exact 83
patients above and below 426
patients after six months 108
patients after two weeks 47
patients again and again 114
patients below and above 91
patients cared for under 75
patients could not easily 57
patients could not stand 95
patients every six months 74
patients every two hours 84
patients morning and evening 53
patients often are given 49
patients often die within 44
patients older than fifty 70
patients older than forty 78
patients older than sixty 75
patients under age forty 63
patients under age sixty 64
patients under six months 55
patients until they could 67
patients waiting for hours 49
patients waiting for liver 75
patients waiting for organ 59
patients where they could 46
patients while they shave 101
patients whose red blood 66
patients whose red cells 154
patients within each group 133
patients within its walls 77
patients within six months 146
patients within this group 178
patients within two weeks 92
patients would die within 47
patriotic ardor with which 96
patriotic feeling that swept 43
patriotic feeling with which 105
patriotic pride with which 89
patrolling round and round 85
patterns above and below 508
patterns again and again 591
patterns rather than fixed 67
patterns rather than others 161
patterns rather than plain 95
patterns shift and change 47
patterns which are based 215
patterns which are built 67
patterns which are close 44
patterns which are easily 120
patterns which are either 234
patterns which are found 439
patterns which are given 75
patterns which are known 159
patterns which are later 43
patterns which are never 80
patterns which are often 919
patterns which are quite 252
patterns which are rather 43
patterns which are really 41
patterns which are shown 116
patterns which are still 377
patterns which are taken 54
patterns which are woven 60
patterns which can arise 51
patterns which can occur 137
patterns which may appear 2838
patterns which may arise 55
patterns which may exist 109
patterns which may occur 159
patterns which may serve 47
patterns which one finds 42
patterns which they could 67
patterns which they either 93
patterns within any given 60
patterns within each class 52
patterns within each group 152
patterns within each region 41
patterns within this group 75
patterns would not change 61
pavement again and again 42
pavement quite has faded 120
pavement rises and falls 66
pavement where they stood 45
paycheck every two weeks 1130
payments every six months 387
payments every two weeks 218
payments falling due after 150
payments falling due under 88
payments falling due within 71
payments under this order 54
payments under this title 241
payments until six months 61
payments which are based 157
payments which are fixed 54
payments which are often 87
payments which they could 94
payments which they might 41
payments which they would 89
payments within each group 107
payments within six months 102
payments would not appear 40
payments would not begin 93
payments would not start 46
pectoral cross and chain 136
pedantic learning with which 48
pedantry which too often 70
pediment which they ought 52
peduncle short and stout 61
peerless beauty yet shall 50
peerless blood that flows 80
peerless dames that waver 59
pellucid green and tawny 40
penances which are often 43
penances which sue would 52
pendulum would swing again 63
penitent keeping his vigil 72
penitent looks with which 40
pensioner could not touch 62
peptides which are found 40
peptides which are known 50
perceive again and again 49
perceive anything that could 147
perceive black and white 253
perceive light and color 181
perceive light and sound 50
perceive white and black 143
perceiving truths not known 126
perennial crops are grown 151
perennial grass that forms 54
perennial grass that grows 115
perennial herbs and small 46
perennial herbs with erect 53
perennial plant and grows 50
perennial plant that grows 477
perennial plant with large 72
perennial shrub that grows 134
perennial springs with which 127
perennial stream that breaks 49
perennial stream that flows 79
performing again and again 45
performing music and dance 170
performing roles and tasks 48
performing tasks for which 313
performing tasks that could 158
performing tasks that might 51
performing tasks that would 164
performing worse than others 44
performs again and again 43
performs morning and evening 125
perfumed after his usual 58
perfused guinea pig brain 243
perfused guinea pig hearts 1020
perfused guinea pig liver 156
perfused working rat hearts 197
perilous water and gazes 41
perished alive and asked 56
perished beneath its ruins 41
perished howling with hunger 56
perished rather than admit 52
perished under his hands 58
perished where they stood 339
perished while they slept 82
perished within its walls 57
perished within six months 53
perishes under its touch 58
perishes under our touch 65
permeable rather than rigid 42
permitting state and local 172
peroxide reacts with water 66
persists after six weeks 302
persists longer than usual 249
personal abuse and threats 48
personal abuse with which 125
personal aches and pains 82
personal action and social 73
personal action for breach 128
personal action for which 47
personal appeal for funds 56
personal appeal for mercy 45
personal beauty and charm 437
personal beauty and grace 621
personal beauty for which 75
personal biases that might 65
personal bonds that would 56
personal bonds with others 48
personal change and growth 692
personal change and social 187
personal change with which 40
personal charm and beauty 269
personal charm and grace 219
personal charm and power 137
personal charm and skill 58
personal charm and social 150
personal charm and style 49
personal charm and warmth 143
personal charm that makes 63
personal charm was still 90
personal charm with which 55
personal check for fifty 177
personal claim for money 55
personal costs and risks 134
personal craving for power 102
personal danger that might 46
personal danger they would 44
personal dealings with others 173
personal dealings with people 117
personal dreams and goals 157
personal dreams and hopes 112
personal drive for power 133
personal endings are added 85
personal enemy and rival 152
personal enemy who would 41
personal ethics and moral 47
personal ethics and social 229
personal feeling and party 115
personal feeling had given 45
personal feeling that makes 41
personal feeling with which 142
personal feuds and party 46
personal force and cares 42
personal force and charm 87
personal force and power 72
personal force with which 61
personal glory and honor 54
personal glory and power 151
personal glory that reason 92
personal goals and action 41
personal goals and dreams 206
personal goals and group 83
personal goals and hopes 40
personal goals and ideals 113
personal goals and needs 1060
personal goals and plans 326
personal goals and social 171
personal goals for change 64
personal goals for growth 91
personal goals for learning 227
personal goals for which 46
personal goals that might 45
personal grace and beauty 482
personal grace and charm 144
personal greed for money 45
personal greed for power 102
personal growth and change 3088
personal growth and group 253
personal growth and growth 133
personal growth and healthy 58
personal growth and human 361
personal growth and inner 97
personal growth and learning 1504
personal growth and moral 66
personal growth and power 42
personal growth and sense 65
personal growth and skill 173
personal growth and social 1346
personal growth can occur 107
personal growth that comes 148
personal growth that would 56
personal guilt and danger 53
personal guilt and shame 97
personal guilt and social 50
personal habit and social 49
personal honor and glory 183
personal honor and pride 55
personal hopes and could 45
personal hopes and dreams 386
personal hopes and plans 61
personal hunger for power 68
personal ideals and goals 75
personal ideals and social 52
personal inner and outer 92
personal items and books 64
personal items and clothing 122
personal items she would 46
personal items that could 129
personal items that might 155
personal items that people 41
personal items that would 135
personal labor and skill 69
personal learning and change 153
personal learning and growth 583
personal level and within 72
personal level with people 70
personal links with people 43
personal lives and about 45
personal lives and needs 43
personal lives and often 81
personal lives and social 484
personal lives and within 45
personal lives are often 85
personal lives that might 80
personal lives that would 53
personal loans and loans 83
personal loves and hates 137
personal meanings that people 49
personal meanings that would 47
personal meeting with henry 43
personal meeting with jesus 65
personal merit and social 55
personal merit can alone 147
personal merit for anything 56
personal merit she seems 62
personal moral and social 48
personal mother and father 42
personal names and names 183
personal names and place 1874
personal names and words 53
personal names are found 88
personal names are given 540
personal names are known 48
personal names are often 396
personal names are taken 43
personal names that appear 116
personal names that occur 80
personal needs and biases 42
personal needs and could 49
personal needs and goals 1571
personal needs and group 153
personal needs and human 48
personal needs and social 526
personal needs and style 43
personal needs and taste 58
personal needs and wants 2004
personal needs are often 48
personal needs are taken 55
personal needs for growth 92
personal needs for power 138
personal needs for social 47
personal needs that could 40
personal needs that might 58
personal notes and files 56
personal piety and moral 80
personal piety and social 235
personal pique and party 192
personal plans and goals 61
personal plans and hopes 121
personal power and charm 57
personal power and glory 384
personal power and power 104
personal power and pride 44
personal power and sense 41
personal power and skill 120
personal power and social 190
personal power but rather 51
personal power can grasp 121
personal power for women 57
personal power that comes 188
personal power that could 45
personal power that makes 45
personal power that would 61
personal power with which 109
personal pride and honor 217
personal pride and power 123
personal pride and sense 116
personal pride and social 88
personal pride with which 54
personal quest for power 186
personal rather than civic 77
personal rather than class 130
personal rather than group 570
personal rather than legal 199
personal rather than local 121
personal rather than moral 69
personal rather than party 772
personal rather than racial 151
personal rather than social 3066
personal rather than state 110
personal rather than trade 56
personal reason for feeling 216
personal reason for getting 41
personal reason for holding 42
personal reason for staying 58
personal reason for thinking 53
personal reason for wanting 634
personal reason for wishing 195
personal reason for writing 123
