pacifying a wild beast 44
packaging a wide range 58
paddled a canoe down 359
paddled a canoe from 120
painful i have ever 138
painted a blue face 53
painted a blue hare 41
painted a cool blue 51
painted a dark blue 1046
painted a dark gray 454
painted a deep blue 1096
painted a deep cream 88
painted a deep pink 41
painted a deep rich 42
painted a deep rose 79
painted a drab gray 81
painted a dull blue 210
painted a dull drab 47
painted a dull gold 40
painted a dull gray 1158
painted a flat gray 55
painted a full length 204
painted a good many 340
painted a great many 830
painted a great part 49
painted a huge sign 59
painted a less rosy 64
painted a much less 60
painted a much more 365
painted a pale blue 1207
painted a pale cream 72
painted a pale gray 269
painted a pale peach 58
painted a pale pink 674
painted a pale rose 48
painted a pine tree 55
painted a rich blue 149
painted a rich cream 57
painted a rich dark 81
painted a side view 42
painted a soft blue 516
painted a soft cream 149
painted a soft gray 494
painted a soft peach 138
painted a soft pink 358
painted a soft rose 57
painted a very bleak 251
painted a very clear 110
painted a very dark 384
painted a very fine 279
painted a very good 136
painted a very grim 125
painted a very nice 43
painted a very pale 163
painted a very rosy 275
painted a view from 46
painted a warm gray 131
painted a warm pink 42
painted a wide range 178
painted a young girl 71
paintings i have been 86
paintings i have done 126
paintings i have ever 253
paintings i have made 94
paintings i have seen 422
palaces i have ever 46
palaces i have seen 202
paradox i have been 126
paradox i have just 51
parents a break from 110
parents a free hand 42
parents a hard time 219
parents a note saying 46
parents a veto over 52
parents a wide range 67
parents i ever knew 59
parents i have been 92
parents i have come 52
parents i have ever 158
parents i have seen 85
parents i knew were 42
parents i know have 155
parodying a line from 80
parried a blow from 117
parties a fair hearing 417
parties a fair trial 72
parties a free hand 117
parties a full hearing 66
parties i ever went 56
parties i have been 208
parties i have ever 478
parties i have just 64
parties i have seen 59
partner i have ever 75
passage a third time 137
passage i ever heard 47
passage i ever made 65
passage i have also 54
passage i have been 580
passage i have come 62
passage i have ever 367
passage i have heard 50
passage i have just 3664
passage i have last 45
passage i have made 73
passage i have only 47
passage i have seen 87
passage i have used 130
passage i know well 162
passage i like best 49
passage i look upon 109
passage i take from 75
passage i will give 41
passions i feel more 132
passions i find none 84
pastime i have ever 44
pasture a half mile 40
patched a great hole 51
pathetic i have ever 72
pathetic i must have 46
patient a clean bill 71
patient a full dose 46
patient a much more 61
patient a poor risk 41
patient a test dose 51
patient i have been 186
patient i have ever 324
patient i have just 143
patient i have seen 236
patient i will call 100
patient i will show 125
pattern i have been 426
pattern i have ever 41
pattern i have just 182
pattern i have seen 120
pattern i have used 61
pattern i will show 103
payable t years from 100
peaceful i have ever 41
peasants i have seen 42
peculiar i have ever 57
penance i have done 51
penance i will wade 47
percent a month during 94
percent a month from 102
perfect i have been 56
