path a baby takes 95
path a dark blood 130
path a great black 52
path a wild light 991
path i have found 117
path i have taken 552
path i have tried 53
path i heard shots 100
pay a bill after 58
pay a bill drawn 57
pay a bill twice 105
pay a bill which 230
pay a bond given 44
pay a cash bonus 189
pay a cash price 91
pay a cent until 122
pay a cheap price 61
pay a debt after 114
pay a debt arising 49
pay a debt could 51
pay a debt twice 135
pay a debt under 71
pay a debt which 1723
pay a debt would 54
pay a duty equal 102
pay a duty visit 104
pay a duty which 86
pay a fair price 14678
pay a fair share 4217
pay a fair value 331
pay a fifth penny 48
pay a fine after 92
pay a fine could 41
pay a fine equal 1002
pay a fine every 67
pay a fine might 49
pay a fine often 314
pay a fine price 105
pay a fine rather 605
pay a fine shall 63
pay a fine under 150
pay a fine which 750
pay a fine while 43
pay a fine within 75
pay a fine would 58
pay a flat price 229
pay a flying visit 4522
pay a full price 317
pay a full share 136
pay a gold ducat 97
pay a gold piece 62
pay a good chunk 55
pay a good price 11957
pay a good round 1093
pay a good share 291
pay a good stiff 50
pay a great price 3719
pay a half share 53
pay a hard price 60
pay a heavy bribe 93
pay a heavy bride 51
pay a heavy price 37936
pay a heavy social 59
pay a high board 737
pay a high bride 106
pay a high fixed 43
pay a high level 179
pay a high price 64648
pay a high social 102
pay a high yield 122
pay a home visit 198
pay a huge price 1354
pay a just claim 150
pay a just price 471
pay a just share 78
pay a last token 47
pay a last visit 1481
pay a less price 93
pay a levy which 61
pay a loss under 44
pay a much lower 958
pay a note given 229
pay a note which 129
pay a pious visit 45
pay a poor widow 75
pay a poor woman 46
pay a rare visit 60
pay a rate above 55
pay a rate based 171
pay a rate equal 197
pay a rate which 369
pay a rent based 65
pay a rent equal 516
pay a rent which 1218
pay a single farthing 329
pay a single penny 1257
pay a single price 128
pay a single rupee 66
pay a single visit 189
pay a third party 2745
pay a third visit 174
pay a time draft 68
pay a toll based 93
pay a toll every 50
pay a unit price 100
pay a very large 4001
pay a very small 1944
pay a very steep 170
pay a very stiff 72
pay a wage above 242
pay a wage below 102
pay a wage equal 245
pay a wage lower 259
pay a wage scale 42
pay a wage which 238
pay a young woman 105
pig a very large 42
ply a busy trade 178
ply a good knife 49
poem i ever wrote 786
poem i have found 61
poem i have never 48
poem i have tried 90
poem i just wrote 42
poem i once wrote 121
poet i have known 90
poet i have never 86
put a baking sheet 60
put a ball right 186
put a band round 133
put a beach towel 40
put a bell glass 55
put a bell round 61
put a belt about 65
put a belt round 331
put a blue light 102
