paced past every room 115
paces from where your 42
packing more people into 46
packing your loved ones 47
pages from which these 95
pages have given some 88
pages have never been 191
pages have often been 74
pages have since been 63
pages hour after hour 81
pages many large ideas 40
pages month after month 47
pages week after week 60
pages were bound into 61
pages were found among 72
pages were given over 932
pages were missing from 281
pages were taken from 274
pages will reveal many 47
pains some people more 50
pains were still there 129
pains were taken also 44
pains were taken during 58
pains were taken over 124
pains were thrown away 193
paint from morning till 50
paint from soaking into 171
paint their faces blue 95
paint their faces like 261
paint their faces when 58
paint your front door 76
paint your house your 181
pairs from either side 50
pairs have since been 42
pairs have spent their 45
pairs were drawn from 74
pairs were given away 43
pairs were taken from 103
paler tint stole down 123
palms dull goods upon 98
palms were getting sore 42
palms were sweating like 47
palms were sweating when 44
panel data drawn from 99
panel will occur when 71
panes were missing from 72
panic took place among 136
panting along under heavy 84
panting breath blows upon 52
panting city sinks into 132
pants from falling down 369
pants keep falling down 40
pants kept falling down 126
pants were falling down 182
pants were still down 109
paper also draws upon 50
paper also gives some 68
paper also works well 68
paper bags which were 92
paper clip works well 46
paper flew about their 44
paper form board test 276
paper from blowing away 54
paper from falling into 57
paper from linen rags 740
paper from morning till 49
paper from sugar cane 66
paper from which some 40
paper from which these 454
paper have never been 64
paper have often been 41
paper have since been 90
paper hour after hour 40
paper into small bits 282
paper just turns blue 52
paper most often used 48
paper these words were 40
paper time walks girl 63
paper upon which iron 61
paper upon which some 81
paper upon which such 296
paper upon which their 92
paper upon which there 97
paper upon which these 149
paper upon which were 446
paper uses paris club 41
paper week after week 245
paper were alone what 52
paper were based upon 44
paper were drawn from 229
paper were spread over 55
paper were taken away 86
paper were taken from 555
paper were thrown into 61
paper will burst into 53
paper will catch fire 56
paper will first give 61
paper will first look 87
paper will focus more 151
paper will focus only 210
paper will focus upon 291
paper will offer some 78
paper will touch upon 59
parking spot right next 57
parks have often been 70
parks have since been 43
parks were thrown open 44
parting from loved ones 604
parting word shall pass 231
parts came about just 134
parts clean sharp sand 705
parts from changing their 42
parts from falling into 97
parts from which such 47
parts from which their 71
parts from which these 126
parts good turfy loam 60
parts have found their 56
parts have given rise 54
parts have never been 351
parts have often been 147
parts have since been 159
parts have taken their 58
parts having first been 43
parts into which some 55
parts into which such 255
parts into which their 50
parts into which these 108
parts move round their 63
parts must exist only 58
parts only which have 65
parts only which were 41
parts slip easily upon 71
parts such signs were 47
parts were drawn from 65
parts were given over 124
parts were missing from 148
parts were moved from 72
parts were still there 118
parts were swept away 116
parts were taken away 89
parts were taken down 45
parts were taken from 403
parts were taken into 68
parts were taken over 150
parts were thrown into 95
parts will still have 47
party also could have 42
party also would have 43
party came again into 78
party came lagging back 87
party came under fire 107
party came under heavy 83
party came within hearing 86
party dies after making 51
party even though there 109
party from every part 43
party from falling into 93
party from getting into 86
party from relying upon 54
party from whose mind 87
party grew daily more 41
party have begun their 40
party have never been 153
party have often been 78
party have taken some 44
party have taken their 77
party having leaped into 42
party having taken upon 40
party held aloof from 103
party held power from 52
party keep aloof from 68
party kept aloof from 42
party laid aside their 48
party last night went 56
party last night when 51
party lost about three 125
party lost nearly half 43
party must either have 95
party must enter into 52
party must first have 67
party must first make 61
party must first show 204
party must never base 47
party only under rule 100
party over irish home 115
party poor mamma went 41
party soon split into 62
party there would have 271
party took place during 73
party upon seven days 117
party upon sixty days 50
party upon thirty days 114
party used every means 50
party vote would have 52
party were blown down 51
party were drawn from 187
party were drawn into 41
party were fired upon 171
party were getting into 41
party were getting ready 69
party were henry clay 51
party were nearly ready 94
party were never heard 102
party were never seen 47
party were pushing their 86
party were quite ready 55
party were rather more 49
party were saved from 69
party were seated there 41
party were seated upon 46
party were shown into 74
party were sitting down 252
party were still more 222
party were still there 81
party were still very 48
party were swept away 71
party were taken from 78
party were taken into 159
party were taken over 115
party were thrown into 292
party were washing their 46
party when alive must 46
party will enter into 158
party will never have 46
party will often have 50
party will start from 62
party will still have 109
passing along either side 41
passing away under their 113
passing back again into 87
passing bill after bill 203
passing door after door 67
passing down either side 52
passing from egypt into 66
passing from glass into 158
passing from italy into 63
passing from light into 160
passing from thence along 51
passing from thence into 209
passing from water into 1581
passing hour after hour 274
passing into fatal coma 55
passing laws which were 86
passing laws which will 75
passing mile after mile 110
passing over about half 44
passing over every other 55
passing over every part 63
passing over human life 42
passing some hours among 95
passing their driving test 54
passing their fingers over 176
passing their hands down 57
passing their hands over 856
passing their whole life 91
passing their whole time 77
passing time might have 86
passing town after town 43
passing upon either hand 42
passing your driving test 240
passing your hands over 40
pathos have found their 56
patting their hands upon 52
pause down right into 165
pause during which nothing 52
pause during which there 98
pause during which time 219
paved road running along 55
paved road running from 73
paved road running north 42
paved road which leads 418
paved road which runs 218
pearls from stealing into 91
pearls hanging about their 51
pearls were found there 86
pearls were taken from 51
peeping from beneath their 54
peeping from under their 332
peeping into every door 60
peeping into every hole 97
peeping into every nook 61
peering from beneath their 42
peering from either side 61
peering from under their 68
peering into every bush 62
peering into every dark 60
peering into every face 204
peering into every hole 50
peering into every nook 375
peering into every room 79
peers have never been 63
penal code dates from 44
penal code which made 51
penal code would have 64
penal laws which have 83
penal laws which made 66
penal laws which more 45
penal laws which were 300
penal laws within three 72
penal laws would have 70
pence were still paid 75
pending their entry into 54
penny ante poker game 102
people acting within their 61
people also change their 54
people also found their 91
people also lived there 101
people also might have 55
people also moved from 47
people also often have 62
people also would have 86
people among whose many 102
people back again into 77
people bent under their 41
people brag about their 131
people break loose from 40
people busy about their 109
people came armed into 96
people came pouring down 100
people came pouring into 130
people came running down 516
people came running from 956
people came running into 129
people came running over 134
people came rushing down 153
people came rushing from 101
people came rushing into 81
people came under their 61
people care about more 115
people care about most 280
people care about other 95
people care about such 149
people care about their 739
people care about these 107
people care about what 1000
people care about your 84
people cast aside their 69
people cast money into 604
people come empty away 50
people come every week 58
people come running from 123
people coming under their 43
people died after taking 175
people died daily from 64
people died every week 46
people died later from 41
people died while trying 42
people died within three 46
people down below were 161
people down below will 48
people draw water from 139
people dream about their 59
people dream about when 41
people drew water from 104
people during forty years 50
people during times when 133
people even after their 114
people even though many 43
people even though most 45
people even though some 57
people even though their 248
people even though there 239
people even though these 41
people even today know 43
people even today think 43
people ever change their 52
people ever could have 68
people ever enjoy more 66
people ever hated their 68
people ever lived have 106
people ever lived more 40
people ever since have 187
people ever since their 91
people ever since there 42
people ever would have 48
people fall easily into 41
people fall neatly into 46
people feel about having 107
people feel about life 184
people feel about living 72
people feel about other 102
people feel about some 49
people feel about such 282
people feel about their 3421
people feel about these 327
people feel about those 121
people feel about what 824
people feel about work 194
people feel about your 220
people feel happy when 86
people feel really good 60
people feel safer when 64
people feel uneasy when 123
people fell under their 44
people felt about such 43
people felt about their 690
people felt about these 94
people felt about what 122
people five times more 394
people from abusing their 52
people from alien rule 40
people from berne came 43
people from breaking down 48
people from breaking into 145
people from breaking their 66
people from bumping into 91
people from burying their 45
people from casting their 62
people from changing jobs 44
people from changing their 316
people from cutting down 187
people from drawing their 49
people from driving cars 46
people from driving into 46
people from driving their 60
people from egypt even 120
people from egypt into 46
people from either side 208
people from every city 53
people from every form 54
people from every kind 237
people from every land 324
people from every nook 125
people from every other 254
people from every part 4965
people from every race 351
people from every rank 110
people from every side 148
people from every sort 52
people from every town 66
people from every type 42
people from every walk 3136
people from falling away 51
people from falling back 100
people from falling down 182
people from falling from 53
people from falling into 1833
people from falling over 425
people from falling prey 58
people from farms into 50
people from finding jobs 49
people from finding their 88
people from finding what 46
people from forcing their 51
people from forming their 51
people from getting ahead 91
people from getting aids 110
people from getting angry 67
people from getting away 47
people from getting help 99
people from getting hurt 784
people from getting into 575
people from getting jobs 116
people from getting lost 253
people from getting other 74
people from getting rich 56
people from getting sick 416
people from getting their 258
people from getting what 185
people from getting work 41
people from grand isle 100
people from growing their 42
people from inner city 53
people from joining their 48
people from jumping into 44
people from junior high 87
people from keeping their 69
people from knowing their 73
people from knowing what 514
people from lapsing into 62
people from learning from 66
people from learning what 121
people from looking into 270
people from looking upon 48
people from meeting their 114
people from miles away 236
people from minding their 50
people from morning till 345
people from nearby areas 123
people from opening their 58
people from placing their 41
people from playing their 42
people from putting their 191
people from raising their 74
people from reaching their 388
people from round here 50
people from running away 445
people from running into 245
people from rural areas 5850
people from rural into 40
people from rushing into 122
people from santa cruz 84
people from seeking care 104
people from seeking health 66
people from seeking help 904
people from seeking jobs 51
people from seeking their 52
people from seeking work 163
people from selling their 226
people from sending their 177
people from sharing their 128
people from showing their 110
people from sinking into 254
people from sitting down 56
people from solving their 47
people from speaking their 224
people from stealing their 42
people from stealing your 72
people from telling their 57
people from throwing down 52
people from throwing their 47
people from turning into 78
people from turning their 71
people from under their 81
people from urban areas 649
people from utter ruin 117
people from voicing their 115
people from walking down 132
people from walking into 161
people from walking over 97
people from wasting their 163
people from wasting time 52
people from wasting your 50
people from which foot 292
people from which there 41
people from which these 81
people from whose lips 40
people from within their 210
people from within these 40
people from within told 50
people from within your 89
people from working hard 189
people from working more 117
people from working their 48
people from writing their 40
people from writing what 65
people fuss about those 92
people gain power over 51
people gave large sums 43
people give about their 50
people give thanks unto 146
people grew daily more 106
people grow older their 275
people grow older there 70
people have about cats 201
people have about health 70
people have about life 86
people have about other 122
people have about some 41
people have about such 258
people have about their 2417
people have about these 162
people have about those 89
people have about what 1772
people have about work 56
people have about your 87
people have acted like 49
people have acted upon 318
people have added their 104
people have again been 132
people have alike been 80
people have ample time 69
people have anything else 104
people have anything like 76
people have asked these 99
people have asked what 558
people have based their 196
people have begun asking 46
people have begun taking 46
people have begun their 100
people have black hair 153
people have black skin 46
people have blind faith 56
people have blond hair 90
people have borne such 163
people have borne their 89
people have brown eyes 153
people have brown hair 82
people have built great 46
people have built many 70
people have built more 48
people have built their 765
people have close ties 80
people have curly hair 78
people have drawn from 213
people have drawn their 122
people have drawn upon 76
people have earned their 218
people have either been 312
people have either died 56
people have either left 100
people have either lost 123
people have ended their 78
people have equal worth 164
people have faced many 57
people have faced other 58
people have false ideas 43
people have first been 58
people have fixed ideas 62
people have fixed their 58
people have fixed upon 55
people have found from 43
people have found good 50
people have found great 96
people have found help 103
people have found jobs 139
people have found life 115
people have found many 159
people have found meaning 87
people have found means 301
people have found more 276
people have found most 109
people have found other 115
people have found peace 57
people have found some 187
people have found such 155
people have found their 1354
people have found these 190
people have found time 97
people have found very 75
people have found ways 677
people have found what 125
people have found work 96
people have funny ideas 95
people have given away 147
people have given birth 102
people have given help 62
people have given many 54
people have given more 183
people have given much 372
people have given over 105
people have given part 63
people have given rise 167
people have given some 74
people have given such 118
people have given their 1836
people have given these 56
people have given unto 115
people have given very 52
people have green eyes 48
people have grown dull 121
people have grown from 100
people have grown into 103
people have grown less 143
people have grown more 674
people have grown much 40
people have grown rich 185
people have grown sick 222
people have grown soft 44
people have grown used 262
people have grown very 72
people have grown weary 171
people have input into 71
people have known nothing 101
people have known only 128
people have known their 54
