macerate plant tissues 138
machined metal surface 60
machines began replacing 70
machines built according 55
machines built between 56
machines close together 115
machines comes splashing 92
machines could achieve 86
machines could deliver 62
machines could develop 43
machines could increase 50
machines could operate 154
machines could perform 335
machines could process 77
machines could produce 689
machines could provide 229
machines could replace 169
machines first appeared 172
machines might execute 86
machines might replace 42
machines might require 60
machines might someday 54
machines moved forward 49
machines never stopped 76
machines offer several 64
machines often contain 45
machines often include 45
machines often operate 51
machines often provide 68
machines often require 135
machines running smoothly 158
machines running windows 1201
machines spread rapidly 44
machines still operate 43
machines still require 64
machines stood against 61
machines taken together 40
machines under certain 70
machines under control 191
machines under license 81
machines which allowed 138
machines which appeared 145
machines which brought 132
machines which carried 84
machines which combine 215
machines which compose 41
machines which compute 88
machines which connect 42
machines which consist 79
machines which consume 50
machines which contain 164
machines which control 250
machines which convert 470
machines which deliver 139
machines which enabled 219
machines which enables 56
machines which execute 78
machines which exhibit 72
machines which function 290
machines which furnish 52
machines which imitate 83
machines which include 132
machines which increase 225
machines which involve 76
machines which natural 49
machines which operate 1057
machines which perform 818
machines which possess 147
machines which prepare 80
machines which present 113
machines which printed 133
machines which process 392
machines which produce 1416
machines which provide 417
machines which receive 161
machines which reduced 99
machines which replace 150
machines which require 1131
machines which respond 52
machines which reverse 102
machines which satisfy 62
machines which science 50
machines which support 210
machines which together 42
machines which usually 101
machines which utilize 194
machines whose behavior 92
machines whose function 312
machines whose primary 65
machines whose purpose 276
machines within certain 45
machines working between 40
machines working together 521
machines would deprive 43
machines would destroy 70
machines would improve 50
machines would include 51
machines would increase 135
machines would operate 122
machines would perform 87
machines would produce 256
machines would provide 161
machines would replace 267
machines would require 504
machines would suffice 41
mackerel fishing grounds 201
mackerel fleet returning 52
mackerel tabby pattern 67
madhouse could produce 120
maelstrom which engulfed 40
magazine about science 78
magazine amazing stories 1466
magazine beauty contest 88
magazine black orpheus 237
magazine could provide 65
magazine could publish 97
magazine could survive 55
magazine cover article 211
magazine cover depicting 40
magazine cover designs 236
magazine cover featured 98
magazine cover picture 137
magazine cover stories 1372
magazine dated january 42
magazine finds himself 110
magazine first appeared 362
magazine geared towards 54
magazine harry stephen 90
magazine issue devoted 58
magazine martha stewart 68
magazine might contain 40
magazine might explode 57
magazine might publish 69
magazine motion picture 102
magazine naval history 239
magazine never appeared 65
magazine never stopped 44
magazine often carries 44
magazine pages against 46
magazine short stories 1526
magazine since january 77
magazine social justice 153
magazine staff members 305
magazine staff writers 64
magazine story written 90
magazine which appeared 368
magazine which attacks 49
magazine which brought 56
magazine which carried 271
magazine which carries 192
magazine which claimed 68
magazine which devoted 50
magazine which devotes 72
magazine which featured 232
magazine which features 172
magazine which focuses 128
magazine which offered 60
magazine which printed 425
magazine which reports 322
magazine which revealed 61
magazine which started 66
magazine which usually 42
magazine while reminding 40
magazine whose content 40
magazine whose editors 126
magazine whose primary 74
magazine whose purpose 123
magazine would contain 115
magazine would explode 66
magazine would include 90
magazine would present 53
magazine would provide 89
magazine would publish 498
magazine would receive 46
magazine would require 65
magazine would survive 47
magicians could control 43
magicians could perform 65
magicians pulling rabbits 61
magmatic water content 109
magnates whose estates 52
magnates whose support 42
magnetic action between 186
magnetic cloud chamber 110
magnetic coating applied 62
magnetic cooling process 111
magnetic cross sections 103
magnetic disks because 48
magnetic disks mounted 58
magnetic disks provide 56
magnetic field absorbs 43
magnetic field according 906
magnetic field acquire 47
magnetic field affecting 160
magnetic field affects 1190
magnetic field against 364
magnetic field aligned 814
magnetic field allowed 105
magnetic field altered 73
magnetic field although 81
magnetic field amounts 122
magnetic field anomaly 407
magnetic field appeared 122
magnetic field applied 7845
magnetic field applies 105
magnetic field arranged 100
magnetic field assumed 122
magnetic field assumes 113
magnetic field attains 65
magnetic field balance 97
magnetic field because 1985
magnetic field becomes 3003
magnetic field behaves 337
magnetic field behavior 303
magnetic field besides 44
magnetic field between 6530
magnetic field brought 110
magnetic field buildup 68
magnetic field cancels 101
magnetic field capable 159
magnetic field carried 400
magnetic field carries 136
magnetic field charged 55
magnetic field circles 138
magnetic field circuit 131
magnetic field closely 65
magnetic field concept 103
magnetic field confining 171
magnetic field contour 52
magnetic field control 360
magnetic field coupled 121
magnetic field couples 179
magnetic field crossed 45
magnetic field crosses 213
magnetic field current 593
magnetic field decrease 323
magnetic field decreasing 148
magnetic field defined 232
magnetic field defines 151
magnetic field density 1102
magnetic field depending 197
magnetic field depends 2380
magnetic field derived 281
magnetic field derives 40
magnetic field despite 48
magnetic field deviates 100
magnetic field deviation 47
magnetic field devices 132
magnetic field differs 280
magnetic field directs 72
magnetic field divided 164
magnetic field effects 8568
magnetic field emanating 338
magnetic field emerges 115
magnetic field emission 85
magnetic field emitted 112
magnetic field enables 176
magnetic field ensures 82
magnetic field equation 279
magnetic field evolves 261
magnetic field exactly 265
magnetic field exceeding 168
magnetic field exceeds 540
magnetic field excited 247
magnetic field excites 77
magnetic field exerted 167
magnetic field exhibit 211
magnetic field existed 160
magnetic field expands 434
magnetic field extending 409
magnetic field extends 838
magnetic field exterior 91
magnetic field features 158
magnetic field focuses 115
magnetic field following 143
magnetic field follows 428
magnetic field function 77
magnetic field geometry 2840
magnetic field happens 46
magnetic field history 87
magnetic field however 63
magnetic field imparts 66
magnetic field implied 40
magnetic field implies 260
magnetic field imposed 312
magnetic field imposes 111
magnetic field include 60
magnetic field including 146
magnetic field increase 918
magnetic field increasing 195
magnetic field induced 6431
magnetic field induces 9929
magnetic field linearly 114
magnetic field locally 72
magnetic field located 128
magnetic field maximum 279
magnetic field measured 1619
magnetic field measures 137
magnetic field minimum 292
magnetic field neutron 57
magnetic field occurring 88
magnetic field operating 140
magnetic field opposed 115
magnetic field opposes 693
magnetic field orients 231
magnetic field outside 5644
magnetic field outward 162
magnetic field pattern 1846
magnetic field permeating 241
magnetic field permits 182
magnetic field pervading 68
magnetic field plotted 74
magnetic field pointed 81
magnetic field position 215
magnetic field present 4162
magnetic field problem 342
magnetic field produce 972
magnetic field producing 1034
magnetic field profile 3030
magnetic field provide 183
magnetic field providing 88
magnetic field quickly 106
magnetic field radiated 148
magnetic field radiates 99
magnetic field radiation 127
magnetic field rapidly 185
magnetic field recording 117
magnetic field records 155
magnetic field reduced 177
magnetic field reduces 697
magnetic field regimes 102
magnetic field related 214
magnetic field remaining 88
magnetic field remains 1294
magnetic field removed 81
magnetic field removes 284
magnetic field renders 47
magnetic field require 57
magnetic field research 113
magnetic field resists 47
magnetic field resulting 925
magnetic field results 3595
magnetic field retains 70
magnetic field retards 43
magnetic field returns 306
magnetic field revealed 93
magnetic field reverse 153
magnetic field revolving 82
magnetic field rotated 156
magnetic field rotates 2549
magnetic field rotation 336
magnetic field roughly 72
magnetic field satisfy 54
magnetic field sectors 53
magnetic field sensors 3179
magnetic field several 98
magnetic field shielding 854
magnetic field shields 342
magnetic field shifted 68
magnetic field signals 107
magnetic field similar 772
magnetic field smaller 70
magnetic field solution 123
magnetic field somehow 47
magnetic field sources 441
magnetic field spectra 277
magnetic field splitting 224
magnetic field squared 125
magnetic field stimuli 205
magnetic field strengths 11516
magnetic field stronger 324
magnetic field strongly 224
magnetic field studies 634
magnetic field subject 92
magnetic field suffers 81
magnetic field suggest 112
magnetic field support 135
magnetic field suppose 44
magnetic field surface 56
magnetic field surveys 97
magnetic field switching 63
magnetic field systems 413
magnetic field together 287
magnetic field towards 298
magnetic field trapped 347
magnetic field traveling 59
magnetic field travels 393
magnetic field undergo 52
magnetic field uniform 308
magnetic field upstream 126
magnetic field usually 281
magnetic field variable 185
magnetic field variation 1372
magnetic field vectors 4183
magnetic field vibrating 49
magnetic field weakened 50
magnetic field whereby 41
magnetic field wherein 49
magnetic fluid between 60
magnetic fluid emanating 51
magnetic force according 102
magnetic force against 201
magnetic force applied 201
magnetic force because 84
magnetic force becomes 185
magnetic force between 2188
magnetic force betwixt 46
magnetic force brought 49
magnetic force capable 109
magnetic force density 275
magnetic force depends 202
magnetic force emanating 249
magnetic force equation 85
magnetic force exerted 1711
magnetic force extending 50
magnetic force induced 131
magnetic force induces 79
magnetic force measured 43
magnetic force operating 98
magnetic force outside 526
magnetic force present 46
magnetic force producing 111
magnetic force remains 58
magnetic force resulting 110
magnetic force towards 81
magnetic force travels 97
magnetic force vectors 342
magnetic fusion devices 202
magnetic fusion plasmas 73
magnetic fusion program 226
magnetic fusion reactors 148
magnetic fusion research 294
magnetic gibbs function 152
magnetic hertz vectors 55
magnetic imaging devices 50
magnetic lines between 153
magnetic lines induced 79
magnetic mines dropped 66
magnetic model systems 75
magnetic motion capture 124
magnetic motor starter 1465
magnetic noise sources 49
magnetic oxide material 234
magnetic phase diagrams 674
magnetic poles attract 1517
magnetic poles because 54
magnetic poles between 61
magnetic poles depends 50
magnetic poles induced 137
magnetic poles located 115
magnetic poles produce 77
magnetic poles reverse 240
magnetic poles together 53
magnetic power emanating 57
magnetic power exerted 96
magnetic power resides 79
magnetic probe signals 104
magnetic sensing devices 80
magnetic shell bounded 125
magnetic short circuit 136
magnetic shunt between 53
magnetic sound recording 1208
magnetic spots arranged 116
magnetic storm effects 203
magnetic stream function 82
magnetic tapes because 47
magnetic tapes between 42
magnetic tapes contain 50
magnetic tapes recording 46
magnetic tapes written 48
magnetic waves emanating 42
magnetic waves emitted 67
