machined combustion chambers 53
machines calculating machines 69
machines connected directly 79
machines especially designed 413
machines gradually replaced 60
machines previously mentioned 74
magazine advertising campaign 666
magazine advertising increased 66
magazine advertising revenues 134
magazine contained articles 179
magazine published articles 253
magazine published bimonthly 163
magazine published excerpts 78
magazine published pictures 71
magazine publishes articles 147
magazine regularly includes 45
magazine skeptical inquirer 56
magnetic amplifier circuits 205
magnetic amplifier consists 65
magnetic amplifier operation 47
magnetic anomalies detected 45
magnetic anomalies indicate 164
magnetic anomalies observed 397
magnetic anomalies obtained 47
magnetic anomalies parallel 225
magnetic anomalies produced 135
magnetic anomalies recorded 116
magnetic anomalies southwest 147
magnetic anomalies suggests 62
magnetic attraction decreases 65
magnetic excitation spectrum 190
magnetic hyperfine spectrum 101
magnetic hyperfine splittings 241
magnetic inductive capacity 557
magnetic inelastic scattering 128
magnetic intensity decreases 70
magnetic intensity increases 251
magnetic intensity parallel 125
magnetic intensity produced 174
magnetic intensity profiles 58
magnetic intensity required 46
magnetic intensity variations 50
magnetic levitation vehicles 119
magnetic particles embedded 114
magnetic phenomena external 76
magnetic phenomena observed 147
magnetic phenomena produced 160
magnetic pulsations observed 95
magnetic resonance analysis 780
magnetic resonance approach 70
magnetic resonance chemical 350
magnetic resonance clinical 129
magnetic resonance condition 130
magnetic resonance contrast 689
magnetic resonance coronary 1197
magnetic resonance detection 162
magnetic resonance detector 48
magnetic resonance diagnosis 108
magnetic resonance diffusion 359
magnetic resonance evidence 283
magnetic resonance facility 43
magnetic resonance guidance 158
magnetic resonance machines 145
magnetic resonance magnetic 56
magnetic resonance patterns 80
magnetic resonance perfusion 329
magnetic resonance problems 61
magnetic resonance provides 124
magnetic resonance response 108
magnetic resonance scanners 635
magnetic resonance sequence 70
magnetic resonance spectral 569
magnetic resonance spectrum 4588
magnetic resonance velocity 451
magnetic reversals occurred 41
magnetic reversals recorded 48
magnetic structure consisting 45
magnetic structure consists 161
mahogany breakfront bookcase 173
mahogany furniture designed 41
mainland territory opposite 42
maintain artificial barriers 54
maintain behavioral patterns 60
maintain beneficial exchanges 83
maintain bilateral relations 132
maintain biological activity 142
maintain catalytic activity 65
maintain cognitive functioning 56
maintain commercial contacts 47
maintain commercial relations 524
maintain commercial viability 74
maintain community contacts 70
maintain community identity 104
maintain community interest 61
maintain community relations 58
maintain community services 86
maintain comradely relations 73
maintain conditions suitable 173
maintain continued interest 90
maintain continued pressure 44
maintain controlling interest 40
maintain copyright relations 43
maintain databases containing 55
maintain defensive positions 116
maintain desirable behaviors 111
maintain desirable postures 62
maintain desirable relations 49
maintain different cultural 121
maintain different positions 74
maintain doctrines contrary 98
maintain ecosystem functioning 53
maintain ecosystem functions 77
maintain ecosystem services 147
maintain effective accounting 41
maintain effective authority 62
maintain effective channels 91
maintain effective contacts 78
maintain effective controls 185
maintain effective economic 47
maintain effective financial 45
maintain effective functioning 215
maintain effective internal 230
maintain effective linkages 43
maintain effective military 92
maintain effective operation 68
maintain effective personal 97
maintain effective pressure 93
maintain effective programs 96
maintain effective relations 224
maintain effective security 102
maintain effective services 47
maintain efficient functioning 163
maintain efficient operation 324
maintain emergency reserves 50
maintain emergency services 79
maintain enzymatic activity 85
maintain equipment properly 99
maintain equitable relations 198
maintain equitable treatment 60
maintain excellent customer 54
maintain excellent physical 59
maintain excellent relations 567
maintain extensive business 40
maintain extensive contacts 165
maintain extensive military 43
maintain extensive networks 123
maintain extensive relations 48
maintain favorable economic 45
maintain favorable relations 378
maintain fraternal relations 389
maintain functional activity 90
maintain functional capacity 136
maintain functional mobility 59
maintain functional residual 129
maintain generally accepted 54
maintain habitable premises 68
maintain harmonious relations 2620
maintain hydraulic pressure 56
maintain identical policies 68
maintain important contacts 58
maintain important cultural 51
maintain important elements 62
maintain industrial activity 47
maintain industrial relations 53
maintain inspection services 42
maintain insurance coverage 453
maintain insurance policies 114
maintain juridical relations 59
maintain leadership positions 148
maintain metabolic activity 137
maintain metabolic functions 76
maintain municipal services 106
maintain myocardial perfusion 54
maintain myocardial viability 50
maintain navigable channels 83
maintain navigation channels 128
maintain necessary contacts 55
maintain necessary security 63
maintain necessary services 52
maintain organized patterns 151
maintain patronage networks 46
maintain permanent contacts 112
maintain permanent military 147
maintain permanent relations 139
maintain permanent resident 110
maintain permanent villages 42
maintain personnel policies 74
maintain placement services 96
maintain placental perfusion 43
maintain political alliances 130
maintain political authority 170
maintain political autonomy 178
maintain political contacts 87
maintain political equality 95
maintain political hegemony 143
maintain political leverage 48
maintain political momentum 84
maintain political pressure 131
maintain political relations 220
maintain political security 126
maintain political viability 48
maintain population inversion 55
maintain population viability 42
maintain previously acquired 40
maintain production capacity 199
maintain reasonable accuracy 124
maintain reasonable economic 90
maintain reasonable internal 56
maintain reasonable physical 45
maintain reasonable relations 148
maintain reasonable reserves 120
maintain reasonable security 170
maintain reasonable standard 42
maintain reasonably accurate 73
maintain reasonably adequate 84
maintain reasonably complete 58
maintain reasonably constant 165
maintain reasonably friendly 57
maintain reservoir pressure 747
maintain selective attention 81
maintain selective pressure 71
maintain specified reserves 51
maintain statutory reserves 58
maintain strategic alliances 46
maintain strategic reserves 78
maintain subsidies referred 49
maintain suspended judgment 116
maintain sustained attention 172
maintain sustained economic 86
maintain sustained interest 50
maintain themselves alongside 59
maintain themselves decently 143
maintain themselves entirely 91
maintain themselves honestly 89
maintain themselves otherwise 40
maintain themselves properly 66
maintain themselves securely 46
maintain themselves unchanged 86
maintain tolerable relations 118
maintain transport services 82
maintain unimpeded contacts 88
maintain universal suffrage 46
maintain unofficial contacts 53
maintain unofficial relations 86
maintain unrelenting pressure 78
maintain unremitting pressure 56
maintain virtually constant 45
majority consensus algorithm 123
majority consensus approach 138
majority controlling interest 79
majority correctly observes 41
majority electoral coalition 53
majority expressly declined 58
majority expressly rejected 46
majority ominously suggests 54
majority ownership interest 977
majority political coalition 144
majority repeatedly stresses 75
mammalian expression plasmids 80
mammalian glutamate receptor 171
mammalian melatonin receptor 84
mammalian olfactory receptor 76
mammalian pituitary extracts 119
mammalian pituitary hormones 65
mammalian secretory proteins 85
managers carefully consider 56
managers currently employed 50
managers expressed concerns 69
managers expressed interest 59
managers expressed surprise 50
managers generally believed 45
managers generally consider 57
managers preferred policies 70
managers sometimes complain 51
managers typically consider 44
mandated insurance benefits 125
mandated insurance coverage 438
mandated maternity benefits 413
mandated severance payments 220
mandated transition services 45
mandated universal coverage 109
mandated universal education 46
mandates insurance coverage 50
manifest alteration occurred 53
manifest behavioral problems 290
manifest behavioral symptoms 45
manifest cognitive deficits 55
manifest different behaviors 106
manifest different patterns 366
manifest different symptoms 206
manifest disregard standard 519
manifest injustice involved 52
manifest necessity standard 200
manifest psychotic symptoms 432
manifest themselves anywhere 148
manifest themselves directly 1146
manifest themselves hopeless 68
manifest themselves initially 223
manifest themselves likewise 41
manifest themselves otherwise 41
manifest themselves properly 41
manifest themselves publicly 112
manifest themselves somewhat 551
manifest themselves spatially 102
manifest themselves suddenly 209
manifest themselves therefore 168
manifest themselves uniquely 46
manifest themselves variously 241
manifest themselves visually 162
manifest themselves whenever 482
manifest themselves wherever 181
manifest withdrawal symptoms 164
manifold harmonies observed 45
manifold political divisions 43
manifold practical problems 41
manifold processes involved 46
manifold technical problems 91
mannered newspaper reporter 64
manpower forecasting approach 128
manpower resources required 575
marginal abatement benefits 140
marginal conditions required 64
marginal increment analysis 103
marginal political benefits 65
marginal political movement 47
marginal production capacity 69
marginal sacrifice involved 303
marginal stability analysis 103
marginal stability boundary 79
marginal stability condition 281
marginal stability criterion 432
marginal utilities obtained 45
maritime commercial activity 107
maritime commercial expansion 127
maritime commercial relations 52
maritime exclusive economic 160
maritime industrial relations 170
maritime insurance business 64
maritime insurance industry 60
maritime insurance policies 102
maritime satellite services 59
maritime temperate climates 159
maritime transport industry 651
maritime transport services 3795
markedly different accounts 70
markedly different acoustic 123
markedly different approach 896
markedly different attitude 383
markedly different behaviors 114
markedly different chemical 598
markedly different climates 89
markedly different climatic 120
markedly different clinical 215
markedly different compared 80
markedly different concepts 81
markedly different contexts 117
markedly different cultural 438
markedly different cultures 435
markedly different direction 160
markedly different dynamics 51
markedly different economic 346
markedly different emphases 85
markedly different emphasis 155
markedly different functions 165
markedly different grammars 282
markedly different habitats 100
markedly different internal 49
markedly different languages 80
markedly different linguistic 50
markedly different literary 49
markedly different outcomes 325
markedly different outlooks 47
markedly different patterns 1275
markedly different personal 40
markedly different physical 506
markedly different pictures 61
markedly different policies 183
markedly different positions 254
markedly different problems 102
markedly different products 68
markedly different profiles 106
markedly different purposes 76
markedly different relations 59
markedly different relative 95
markedly different religious 92
markedly different response 344
markedly different sequence 44
markedly different situation 271
markedly different solutions 115
markedly different spectral 135
markedly different standard 43
markedly different strategy 53
markedly different symptoms 88
markedly different terrains 60
markedly different treatment 321
markedly displaced downward 79
markedly displaced fracture 153
markedly shortened survival 47
marketed medicinal products 84
marketed petroleum products 65
marshals appointed pursuant 87
