macro instructions into 59
magic incantations over 48
magic transformed into 184
magic transparent tape 51
magma compositions from 49
maize agriculture during 52
maize agriculture from 119
maize agriculture into 54
maize agriculture were 103
maize chromosomes were 121
major accountancy firm 109
major achievement came 136
major achievement during 298
major achievement from 104
major achievement here 47
major achievement just 72
major achievement lies 113
major achievement test 73
major achievement when 182
major achievement will 52
major acquisitions during 97
major acquisitions from 43
major acquisitions have 85
major acquisitions made 48
major acquisitions were 246
major adjustments during 74
major adjustments from 90
major adjustments have 195
major adjustments made 115
major adjustments must 164
major adjustments need 43
major adjustments were 360
major adjustments when 115
major adjustments will 167
major advancement came 54
major advancement over 182
major adversaries were 75
major advertisers have 136
major advertisers like 118
major advertisers such 111
major advertisers were 118
major alternative form 91
major alternative fuel 63
major alternative means 205
major alternative open 62
major alternative paths 99
major alternative theory 71
major alternative uses 115
major alternative view 100
major alternative ways 147
major antagonists have 45
major antagonists were 139
major applications areas 90
major applications from 55
major applications have 270
major applications like 127
major applications such 157
major applications were 177
major applications will 125
major appropriation bill 106
major assignments during 51
major assignments were 98
major battlefield during 49
major biographical work 126
major bottlenecks were 50
major breakthroughs came 106
major breakthroughs from 69
major breakthroughs have 522
major breakthroughs into 48
major breakthroughs made 51
major breakthroughs such 60
major breakthroughs were 379
major breakthroughs will 152
major catastrophe during 40
major catastrophe from 65
major catastrophe like 109
major catastrophe such 242
major catastrophe were 47
major catastrophe when 116
major catastrophe will 117
major celebrations such 53
major celebrations were 82
major championship golf 98
major commitments from 112
major commitments have 49
major commitments made 79
major commitments were 129
major commodities during 54
major commodities from 103
major commodities have 137
major commodities like 116
major commodities moving 55
major commodities sold 54
major commodities such 370
major commodities were 261
major commodities will 46
major commonality among 57
major communities along 53
major communities even 41
major communities have 161
major communities like 63
major communities living 62
major communities such 82
major communities vote 58
major communities were 253
major communities will 88
major comparative work 74
major comparisons were 48
major competitions such 51
major competitions were 65
major competitive edge 281
major competitive threat 412
major competitive tool 163
major competitors also 68
major competitors during 61
major competitors from 139
major competitors have 571
major competitors like 139
major competitors must 42
major competitors over 75
major competitors such 387
major competitors were 864
major competitors will 201
major complication during 125
major complication from 168
major complication here 56
major complication rate 1411
major complication seen 43
major complication such 185
major complication when 89
major compositions from 43
major compositions were 119
major compromises made 84
major compromises were 126
major confederate army 243
major confederate port 301
major conferences during 49
major conferences have 184
major conferences held 197
major conferences such 95
major conferences were 348
major congressional acts 60
major consequence from 42
major consequence when 68
major consequence will 109
major conservation areas 111
major conservation laws 49
major conservation work 58
major constituent break 406
major constituent from 43
major constituent part 81
major constraints facing 300
major constraints from 42
major constraints have 136
major constraints such 97
major constraints upon 372
major constraints were 236
major constraints when 41
major constraints will 41
major construction boom 408
major construction cost 64
major construction during 44
major construction firm 493
major construction jobs 292
major construction site 272
major construction took 55
major construction work 2775
major contestants were 153
major continental ally 64
major continental areas 285
major continental land 463
major continental wars 52
major contractors have 125
major contractors were 124
major contribution along 45
major contribution also 45
major contribution came 648
major contribution coming 169
major contribution during 283
major contribution from 2449
major contribution here 432
major contribution into 43
major contribution lies 612
major contribution made 1636
major contribution must 79
major contribution over 54
major contribution when 170
major contribution will 325
major contributor during 52
major contributor from 44
major contributor here 43
major controversy among 538
major controversy during 160
major controversy over 1731
major controversy when 236
major conurbations have 71
major conurbations such 83
major conurbations were 68
major conventional arms 280
major conventional wars 200
major corporations also 144
major corporations during 137
major corporations find 84
major corporations from 357
major corporations have 3626
major corporations into 154
major corporations like 1268
major corporations made 102
major corporations make 95
major corporations must 90
major corporations over 141
major corporations such 3310
major corporations tend 79
major corporations there 43
major corporations used 47
major corporations were 1255
major corporations when 52
major corporations will 468
major deliverable from 49
major democracies have 86
major departments have 197
major departments into 62
major departments like 56
major departments such 172
major departments were 320
major departments will 82
major deportations from 51
major descriptive work 61
major destinations such 98
major destinations were 117
major determinant here 49
major determinant when 52
major determinant will 69
major devaluations were 52
major development along 106
major development among 77
major development areas 293
major development came 630
major development during 980
major development from 278
major development goal 114
major development here 129
major development leading 57
major development must 59
major development over 237
major development plan 265
major development role 85
major development site 46
major development step 46
major development such 139
major development taking 45
major development task 113
major development there 40
major development took 546
major development tool 56
major development when 61
major development will 277
major development work 381
major differences along 48
major differences also 168
major differences among 7609
major differences come 66
major differences even 85
major differences from 3770
major differences have 802
major differences here 189
major differences lies 72
major differences must 91
major differences only 74
major differences over 574
major differences seem 224
major differences seen 89
major differences stem 63
major differences such 82
major differences tend 47
major differences there 134
major differences were 3780
major differences when 329
major differences will 432
major disciplines have 65
major disciplines such 69
major disciplines were 52
major discoveries came 48
major discoveries during 77
major discoveries from 78
major discoveries have 489
major discoveries made 402
major discoveries such 59
major discoveries were 812
major discoveries will 84
major discrepancy among 46
major discrepancy from 52
major discrepancy here 49
major disparities among 59
major distinctions among 410
major distinctions from 80
major distinctions have 41
major distinctions made 92
major distinctions were 114
major distractions from 61
major distribution areas 68
major disturbance during 75
major disturbance from 86
major disturbance such 208
major disturbance took 53
major disturbance were 42
major disturbance will 42
major divergences from 243
major documentary film 88
major electronics firm 1100
major emergencies such 64
major enforcement tool 56
major enhancement over 60
major enterprises from 51
major enterprises have 262
major enterprises like 98
major enterprises such 443
major enterprises tend 49
major enterprises were 447
major enterprises will 46
major established risk 70
major ethnographic work 95
major evolutionary jump 53
major evolutionary line 81
major evolutionary role 83
major evolutionary step 1395
major expectations from 47
major expenditure areas 111
major expenditure cuts 71
major expenditure item 312
major expenditure such 58
major expenditure will 99
major experiments have 75
major experiments were 186
major explanations have 213
major explanations were 45
major explanatory role 148
major explanatory tool 53
major explorations were 45
major fluctuations during 68
major fluctuations from 112
major fluctuations have 48
major fluctuations over 61
major fluctuations were 49
major geographical areas 1874
major geographical move 49
major geographical unit 48
major geographical work 72
major geographical zone 40
major governments have 116
major governments were 89
major grammatical break 52
major hellenistic city 113
major hostilities have 43
major hostilities were 79
major imaginative work 59
major immigrations from 43
major impediments facing 54
major impediments were 61
major implications from 177
major implications here 83
major implications when 101
major implications will 44
major improvement areas 65
major improvement came 206
major improvement during 67
major improvement from 322
major improvement made 101
major improvement must 44
major improvement over 5264
major improvement took 40
major improvement upon 93
major improvement when 89
major improvement will 123
major independent film 57
major independent risk 510
major independent role 192
major independent work 114
major inheritance from 63
major institutions also 41
major institutions dealing 48
major institutions during 63
major institutions from 153
major institutions have 823
major institutions into 58
major institutions like 888
major institutions making 54
major institutions must 78
major institutions such 2373
major institutions were 681
major institutions will 221
major instruments have 59
major instruments used 495
major instruments were 131
major integrative role 78
major interactions among 133
major intermediary role 53
major interruption from 47
major intervention came 52
major intervention from 81
major intervention into 273
major investments during 53
major investments from 156
major investments have 394
major investments into 114
major investments like 47
major investments made 235
major investments must 56
major investments over 66
major investments such 146
major investments there 85
major investments were 629
major investments will 171
major involvement from 41
major jurisdiction over 83
major landholders were 49
major legislative acts 519
major legislative body 175
major legislative goal 174
major legislative push 54
major legislative role 107
major legislative step 93
major legislative work 74
major longitudinal axis 80
major longitudinal data 44
major maintenance cost 168
major maintenance jobs 91
major maintenance task 48
major maintenance work 509
major malformation rate 95
major manufacturing areas 280
major manufacturing base 198
major manufacturing belt 116
major manufacturing city 235
major manufacturing cost 199
major manufacturing firm 863
major manufacturing site 97
major manufacturing town 44
major manufacturing unit 45
major mathematical ideas 191
major mathematical tool 65
major mathematical work 94
major metabolites during 51
major metabolites from 78
major metabolites have 84
major metabolites were 331
major modification during 58
major modification from 57
major modification made 114
major modification will 55
major monasteries were 113
major motivational role 59
major mountainous areas 61
major observations from 114
major observations have 59
major observations made 132
major observations were 139
major occupational areas 255
major occupational health 322
major occupational risk 41
major occupational role 76
major opportunity areas 62
major opportunity came 204
major opportunity cost 233
major opportunity lies 60
major opportunity lost 47
major opportunity when 40
major organization such 59
major organization unit 103
major orientations have 69
major orientations were 43
major pedagogical tool 61
major performance areas 194
major personality flaw 52
major personality theory 56
major personality type 61
major philosopher from 65
major philosophic work 252
major playwrights were 50
major prehistoric site 78
major preliminary step 125
major preoccupation among 345
major preoccupation during 411
major preoccupation even 41
major preoccupation from 95
major preoccupation here 78
major preoccupation must 51
major preoccupation over 43
major preoccupation when 66
major preoccupation will 54
major preparations were 46
major preparatory work 48
major prescription drug 69
major preventable health 50
major preventable risk 63
major problematic areas 79
major professional areas 60
major professional body 130
major professional goal 69
major professional golf 153
major professional role 54
major professional teams 157
major professional work 53
major progressive step 93
major propositions from 72
major propositions have 68
major propositions were 101
major psychosocial task 142
major publications dealing 115
major publications during 112
major publications from 178
major publications have 395
major publications like 130
major publications such 358
major publications were 574
major publications will 50
major purification step 78
major reorientation from 44
major requirement from 41
major requirement here 81
major requirement when 50
major requirement will 62
major reservations have 51
major restorations were 60
major restorative work 51
major restrictions upon 79
major restrictions were 138
major restructuring during 93
major restructuring over 40
major restructuring plan 146
major restructuring took 78
major restructuring will 76
major satisfaction from 393
major sedimentary rock 148
major settlements along 132
major settlements have 103
major settlements like 125
major settlements such 102
major settlements were 427
major shakespearean role 105
major shareholder will 46
major sociological theory 138
major sociological work 276
major southwestern city 99
major sponsorship deals 45
major sponsorship from 86
major statistical areas 41
major statistical data 86
major statistical tool 107
major statistical work 41
major subdivisions have 92
major subdivisions into 56
