macro configuration file 941
major achievements came 69
major achievements during 389
major achievements from 62
major achievements have 401
major achievements made 129
major achievements over 64
major achievements such 49
major achievements were 1040
major achievements will 65
major advancements have 111
major agricultural areas 1381
major agricultural crop 1223
major agricultural land 217
major agricultural pest 316
major agricultural show 46
major agricultural uses 59
major agricultural work 68
major agricultural zone 52
major alternatives have 151
major alternatives open 119
major alternatives were 174
major alternatives will 52
major announcement from 55
major appointments have 42
major appointments made 149
major appointments were 283
major appropriations bill 87
major archeological find 43
major archeological site 98
major astronomical work 110
major battleground during 146
major battleground over 42
major belligerents during 42
major belligerents were 95
major beneficiaries from 386
major beneficiaries have 215
major beneficiaries were 656
major beneficiaries will 143
major bibliographic data 61
major bibliographic tool 53
major bibliographic work 42
major broadcasters have 40
major catastrophes have 88
major catastrophes like 74
major catastrophes such 259
major catastrophes were 61
major championships have 45
major championships over 52
major championships were 66
major choreographic work 43
major civilizations from 73
major civilizations have 176
major civilizations were 140
major commentators have 54
major communication line 46
major communication link 269
major communication media 202
major communication tool 169
major complications among 46
major complications during 271
major complications from 384
major complications have 441
major complications seen 69
major complications such 690
major complications were 993
major complications when 79
major complications will 49
major computational cost 79
major computational task 168
major concentration areas 83
major concentration camp 188
major concentration upon 45
major confrontation came 152
major confrontation over 501
major confrontation took 237
major confrontation when 69
major confrontation will 54
major conglomerates have 54
major conglomerates were 42
major consequences flow 66
major consequences from 100
major consequences have 92
major consequences were 124
major consequences when 75
major consequences will 54
major conservative think 50
major consideration among 104
major consideration during 387
major consideration even 42
major consideration from 169
major consideration here 745
major consideration leading 82
major consideration must 406
major consideration only 104
major consideration when 3011
major consideration will 423
major conspirators were 48
major constituents during 57
major constituents from 83
major constituents have 206
major constituents like 48
major constituents only 123
major constituents such 160
major constituents were 360
major constituents will 57
major constructions such 45
major constructions were 72
major constructive role 132
major constructive work 43
major consultative role 45
major contaminants were 47
major contemporary health 46
major contemporary poets 223
major contemporary theme 51
major contemporary theory 62
major contemporary work 103
major contradiction here 73
major contributions came 244
major contributions come 141
major contributions coming 128
major contributions during 297
major contributions from 2391
major contributions have 1248
major contributions here 52
major contributions made 1325
major contributions over 100
major contributions were 2245
major contributions will 160
major contributors during 59
major contributors from 117
major contributors have 195
major contributors such 67
major contributors were 688
major contributors will 65
major contributory role 250
major controllable risk 111
major cosmopolitan city 97
major deficiencies have 53
major deficiencies were 184
major deliberative body 42
major demonstration took 65
major denominations from 55
major denominations have 616
major denominations such 53
major denominations were 432
major departmental heads 46
major determinants have 43
major determinants were 93
major developments along 77
major developments also 50
major developments among 58
major developments came 130
major developments during 1084
major developments from 382
major developments have 2431
major developments here 58
major developments leading 119
major developments like 185
major developments made 78
major developments over 337
major developments seem 57
major developments such 502
major developments take 76
major developments taking 217
major developments there 75
major developments took 650
major developments were 1251
major developments will 346
major difficulties ahead 43
major difficulties came 40
major difficulties during 301
major difficulties even 59
major difficulties facing 978
major difficulties from 137
major difficulties have 664
major difficulties here 216
major difficulties into 43
major difficulties lies 85
major difficulties must 89
major difficulties over 124
major difficulties seem 86
major difficulties stem 55
major difficulties such 163
major difficulties were 1161
major difficulties when 547
major difficulties will 255
major disabilities such 51
major disabilities were 48
major disadvantage during 42
major disadvantage from 165
major disadvantage here 109
major disadvantage lies 321
major disadvantage over 78
major disadvantage when 525
major disagreement among 442
major disagreement over 526
major disciplinary areas 103
major displacement along 82
major distributors have 132
major distributors like 44
major distributors such 41
major distributors were 159
major distributors will 53
major disturbances during 88
major disturbances from 66
major disturbances have 115
major disturbances like 45
major disturbances such 495
major disturbances took 64
major disturbances were 146
major encroachment upon 42
major encyclopedic work 43
major enhancements have 42
major enhancements over 83
major expenditures from 59
major expenditures have 88
major expenditures like 50
major expenditures such 192
major expenditures were 272
major expenditures will 62
major experimental data 54
major experimental tool 74
major experimental work 141
major governmental body 46
major governmental health 53
major governmental role 106
major governmental unit 59
major gratification from 58
major hydroelectric dams 174
major improvements came 74
major improvements during 157
major improvements from 110
major improvements have 1220
major improvements made 383
major improvements must 49
major improvements over 953
major improvements such 165
major improvements took 58
major improvements were 1499
major improvements will 288
major inflammatory cell 55
major installations have 44
major installations such 122
major installations were 125
major institutional areas 315
major institutional base 68
major institutional form 137
major institutional goal 56
major institutional means 66
major institutional role 76
major institutional step 51
major instructional areas 88
major instructional goal 136
major instructional tool 98
major instrumental role 64
major instrumental work 90
major intellectual debt 183
major intellectual role 41
major intellectual task 194
major intellectual theme 41
major intellectual work 68
major intelligence coup 179
major intelligence test 156
major interference from 203
major international arms 144
major international arts 61
major international auto 64
major international bank 1723
major international body 170
major international book 261
major international city 524
major international data 59
major international deals 69
major international debt 144
major international drug 501
major international fair 111
major international film 452
major international firm 1070
major international food 137
major international fora 251
major international health 270
major international hits 41
major international hubs 83
major international loan 249
major international media 268
major international mining 113
major international news 906
major international ones 50
major international peace 125
major international port 1074
major international race 54
major international radio 175
major international rating 137
major international road 45
major international role 436
major international show 48
major international star 272
major international threat 71
major international tour 67
major international union 123
major international wars 407
major international wire 62
major interpretive work 42
major interrelated areas 68
major intersections along 99
major intersections were 59
major interventions have 52
major interventions into 66
major interventions such 108
major interventions used 61
major interventions were 79
major introductory text 48
major investigation into 1224
major laboratories have 58
major laboratories were 43
major malformations among 101
major malformations have 48
major malformations such 73
major malformations were 249
major manufacturer will 44
major mediterranean port 473
major metaphysical poets 54
major metaphysical work 50
major methodologies used 78
major metropolises like 40
major metropolises such 50
major metropolitan areas 38106
major metropolitan city 1986
major metropolitan health 63
major modifications during 116
major modifications from 83
major modifications have 388
major modifications into 60
major modifications made 183
major modifications must 95
major modifications over 52
major modifications such 51
major modifications were 875
major modifications when 40
major modifications will 114
major multilateral arms 68
major multinational bank 137
major multinational drug 44
major multinational firm 221
major multinational food 54
major nationalities were 62
major organizations from 63
major organizations have 478
major organizations like 161
major organizations such 494
major organizations were 338
major organizations will 65
major participants during 44
major participants from 71
major participants have 180
major participants must 51
major participants such 45
major participants were 598
major participants will 68
major participation from 64
major performances were 45
major perspectives from 138
major perspectives have 139
major perspectives used 49
major philosophers from 126
major philosophers have 182
major philosophers such 73
major philosophers were 58
major philosophies have 46
major physiological role 579
major polypeptides from 50
major polypeptides have 42
major polypeptides were 73
major practitioners were 71
major preoccupations during 121
major preoccupations have 44
major preoccupations were 260
major presentations were 53
major privatization deals 53
major programmatic areas 56
major protagonists have 110
major protagonists were 264
major psychoactive drug 53
major psychotropic drug 125
major qualification must 89
major relationships among 263
major relationships were 72
major reorganization acts 60
major reorganization during 126
major reorganization into 43
major reorganization plan 138
major reorganization took 250
major reorganization will 54
major repercussions from 53
major repercussions upon 70
major replacements were 45
major reproductive health 96
major requirements from 62
major requirements have 94
major requirements must 152
major requirements such 47
major requirements were 228
major requirements will 66
major revolutionary role 48
major revolutionary task 46
major satisfactions from 227
major shareholders from 61
major shareholders have 187
major shareholders must 43
major shareholders such 41
major shareholders were 492
major shareholders will 78
major significance also 57
major significance among 69
major significance during 266
major significance even 66
major significance from 255
major significance have 137
major significance here 183
major significance lies 293
major significance only 196
major significance such 51
major significance were 265
major significance when 389
major significance will 132
major similarities among 101
major stakeholders from 85
major stakeholders have 105
major stakeholders such 127
major stakeholders were 111
major stakeholders will 73
major standardized test 156
major stockholders have 52
major stockholders must 49
major stockholders were 216
major supermarkets have 81
major supernatural beings 44
major technologies have 58
major technologies used 176
major thoroughfares have 64
major thoroughfares leading 102
major thoroughfares like 49
major thoroughfares such 86
major thoroughfares were 277
major tranquilizer such 87
major tranquilizer used 76
major transcription unit 58
major transgression during 50
major transnational news 65
major universities also 77
major universities during 100
major universities from 117
major universities have 1304
major universities like 363
major universities such 368
major universities there 104
major universities were 729
major universities will 133
makes appointments from 66
makes appropriations from 55
makes collaboration among 41
makes collaboration more 46
makes communication among 370
makes communication even 123
makes communication from 51
makes communication less 264
makes communication more 2714
makes communication much 138
makes communication very 135
makes comprehension more 89
makes concentration more 101
makes considerable play 271
makes considerably less 1076
makes considerably more 3100
makes contemporary life 58
makes contributions from 137
makes contributions here 49
makes contributions into 59
makes contributions only 386
makes difficulties over 45
makes dramatically clear 407
makes emphatically clear 440
makes exceptionally good 93
makes experimental work 77
makes extrapolation from 129
makes hydrochloric acid 147
makes improvements upon 325
makes indefensible such 42
makes indisputably clear 88
makes intellectual ideas 42
makes intellectual life 54
makes intellectual work 59
makes intelligible many 43
makes intelligible much 44
makes intelligible such 109
makes intelligible their 93
makes intelligible what 742
makes investigation into 93
makes organizations more 351
makes organizations tick 171
makes organizations work 205
makes overwhelmingly clear 102
makes participants feel 308
makes participants more 318
makes participation more 161
makes particularly clear 1400
