year imf 107 year new 44
year was 109 yet year 121
yet for 394 yet him 70
yet her 50 yet was 43
yet pay 80 yet had 62
yet was 112 yet was 205
yet not 142 yet his 79
yet use 343 yet had 41
yet had 139 yet has 43
yet was 90 yet not 144
yet was 40 yet had 148
yet man 57 yet them 54
you her 221 you her 423
you you 57 you you 41
you man 79 you that 41
you you 77 you was 143
you has 41 you not 40
you and 46 you and 106
you them 53 you get 53
you set 42 you use 65
you was 48 you this 93
you put 55 you this 59
you them 44 you his 87
you her 146 you use 72
you was 89 you goes 47
you was 54 you has 42
you was 41 you was 281
you are 296 you with 72
you them 113 you her 57
you was 50 you with 54
you you 48 you mean 237
you mean 118 you her 55
you out 139 you was 43
you got 48 you hear 46
you see 112 you job 68
you them 954 you this 71
you not 62 you you 102
you one 47 you you 469
you her 61 you her 126
you you 44 you them 51
you has 41 you you 78
you was 88 you are 56
you you 118 you not 81
you was 41 you was 85
you are 43 you new 49
you use 49 you new 90
you deaf 49 you say 47
you man 95 you was 43
you now 90 you job 78
you new 59 you way 1570
you doing 73 you not 61
you with 87 you old 89
you not 108 you was 65
you being 55 you was 47
you with 50 you job 46
you day 232 you you 40
