year unable 75 year opened 49
yet adopts 48 yet joseph 54
yet freeze 134 yet manner 49
yet direct 134 yet should 42
yet little 418 you changes 59
you opinion 77 you result 97
you strange 49 you sudden 59
you astray 41 you narrow 45
you afraid 95 you afraid 131
you afraid 108 you already 170
you always 133 you better 60
you called 53 you honest 54
you jewish 114 you pretty 111
you simple 42 you special 50
you unable 53 you something 88
you wicked 62 you matter 110
you minute 123 you moment 285
you second 49 you called 117
you writings 59 you person 51
you person 48 you created 270
you exists 251 you raised 86
you should 64 you person 47
you should 72 you should 44
you should 109 you thought 55
you little 93 you person 87
you already 78 you should 684
you already 76 you better 113
you called 60 you afford 43
you become 43 you handle 121
you manage 48 you eleven 100
you handle 55 you speech 54
you should 70 you advice 50
you should 82 you access 53
you access 52 you needed 73
you wanted 416 you should 46
you anyone 42 you voyage 64
you wanted 59 you should 91
you wanted 48 you occurs 46
you should 101 you hardly 46
you already 115 you slaves 43
you minute 115 you moment 603
you counts 45 you misery 47
you always 41 you custom 55
you without 41 you obtain 51
you before 95 you measure 97
you session 40 you fallen 58
you ladies 44 you rulers 53
you letter 81 you faults 55
you should 59 you globes 41
you needed 54 you europe 75
you something 40 you wished 60
you mortal 56 you should 87
you minute 195 you moment 698
you amount 56 you modern 51
you suffer 55 you should 95
you letter 59 you afford 44
