year from his own manuscripts 47
yet hide all its inhabitants 46
yet these things are imperfectly 86
yet will not his foolishness 728
you away for any conceivable 74
you break off our confidences 60
you ever had any conversation 115
you ever had any experiences 115
you feel that its subdivisions 122
you feel you are accomplishing 76
you feel you are responsible 82
you feel you can comfortably 114
you feel you can communicate 50
you find that you continually 56
you have but one alternative 53
you have had any conversation 66
you have had any opportunity 43
you have had bad experiences 90
you have not had intercourse 83
you have not had opportunity 111
you have not yet accumulated 52
you have not yet encountered 419
you have not yet established 439
you have not yet experienced 1625
you have not yet implemented 112
you have not yet surrendered 43
you have put this controversy 53
you have read and experienced 53
you just are not comfortable 41
you just can not communicate 65
you just can not concentrate 60
you know all his compositions 62
you know and are comfortable 133
you know who are responsible 61
you know who was responsible 152
you know you are responsible 115
you like and are comfortable 50
you like our new constitution 164
you made any new discoveries 52
you much for this magnificent 115
you must ask for forgiveness 48
you must not get discouraged 328
you must use two backslashes 53
you sure you are comfortable 52
you think that his performance 112
you think that this contradicts 55
you think that this relationship 40
you think that this unfortunate 129
you think they are understanding 44
you think you are accomplishing 54
you think you are communicating 43
you think you are emancipated 43
you think you are intelligent 60
you think you are responsible 117
you think you can accommodate 41
you think you can communicate 47
you think you can concentrate 43
you want does not necessarily 41
you when you are discouraged 49
you will not get discouraged 360
you will not get sidetracked 51
you will one day acknowledge 73
you will see and acknowledge 44
you will see him voluntarily 45
you will see how differently 89
you will see how wonderfully 69
you will see that christianity 183
you will see that practically 46
you will see that understanding 41
you will see things differently 321
you wise men and understanding 134
