yam says leave him alone 47
year among crag and heather 55
year clear from his lands 102
year from eton and rugby 166
year more when his uncle 40
year only from its issue 56
year plus room and board 389
year rule will not apply 90
year were more than twice 73
year were over six times 42
year will keep one alive 61
yet been born who could 129
yet been born who would 47
yet been made and which 57
yet been made that could 43
yet been made that would 45
yet been said but which 96
yet born when his father 54
yet came into our hands 138
yet come into his hands 49
yet come into our hands 43
yet come when men could 57
yet come when she could 47
yet come when they could 101
yet come when they would 53
yet even during this period 94
yet heard from him since 40
yet heard from you since 44
yet keep form and speed 48
yet keep their old names 41
yet keep what they might 60
yet know their own power 75
yet know what she wants 45
yet know what she would 77
yet know what you would 157
yet leave vain man below 540
yet leave your own stick 61
yet less what her fancy 149
yet living will not easily 104
yet made good its claim 51
yet many will not stick 53
yet more mild than under 52
yet more tall and burly 64
yet more truth and light 49
yet once more that night 47
yet pity even this error 69
yet such were his power 60
yet there were few people 48
yet there were few signs 185
yet there were not lacking 46
yet there were not wanting 1388
yet there were things about 41
yet these grim old walls 65
yet these same men would 52
yet very angry with plato 49
yet very full and tight 42
yet what other way could 48
yet will have god alone 155
yon blue dome not reared 48
you also find out about 62
you also know that after 43
you also said you would 66
you also when you shall 52
you among your own people 42
you away from that place 75
you away from that which 85
you away from this house 171
you away from this place 634
you away from this world 111
you back here for lunch 51
you back into this world 52
you back safe and sound 1774
you back time and again 109
you back your own money 103
you back your own words 93
you been here all night 667
you been here you would 106
you been there all night 60
you been there you would 148
you been these two months 109
you bend over and touch 60
you call love for mabel 50
you call those things which 48
you call your own shots 53
you came along and saved 62
you came back and found 126
you came back this morning 65
you came back you would 75
you came down this morning 74
you came from and where 361
you came from that river 43
you came here and found 60
you came here and spoke 41
you came here this evening 84
you came here this morning 314
you came here you found 64
you came here you would 52
you came home and found 399
you came home one night 53
you came home that night 143
you came home this evening 64
you came into our house 66
you came into our lives 359
you came into this court 64
you came into this house 341
you came into this place 65
you came into this troop 40
you came into this world 1105
you came over and asked 43
you came over this morning 69
you came upon them napping 55
you came very near passing 82
you care what she thinks 123
you cease from doing anything 55
you come along and pilot 42
you come along and start 68
you come back and start 58
you come back and visit 320
you come back for lunch 41
you come back this evening 182
you come back you might 50
you come back you shall 127
you come cringing and begging 53
you come down and fight 48
you come down and spend 78
you come down and visit 266
you come down for lunch 49
you come down this morning 51
you come from and where 1172
you come from this morning 61
you come here and stand 71
you come here for lunch 49
you come here this evening 118
you come here this morning 243
you come here you shall 108
you come home and spend 51
you come home for lunch 149
you come home that night 82
you come home this evening 95
you come into any fresh 62
you come into our house 96
you come into our towns 186
you come into this house 370
you come into this place 146
you come into this world 420
you come over and spend 137
you come over and visit 146
you come over and watch 323
you come over for lunch 125
you come over this evening 155
you come over this morning 66
you come there you shall 51
you come upon our lands 42
you coming from and where 201
you coming home for lunch 80
you dare leave this house 77
you done more than taken 69
you done what you could 103
you down when you asked 40
you draw down this curse 55
you draw from this about 72
you draw from this chart 51
you draw from this graph 59
you draw from this story 53
you draw from this study 96
you during your job search 73
you even more than usual 83
you even think you might 98
you ever clean this place 54
you ever done any hunting 47
you ever done any writing 49
you ever feel bad about 252
you ever feel that about 58
you ever feel that people 89
you ever feel you could 51
you ever feel you would 76
you ever felt that people 49
you ever felt you could 60
you ever felt you ought 436
you ever felt you would 73
you ever find out about 227
you ever find out anything 177
you ever find out where 170
you ever find this place 366
you ever have any dealings 94
you ever have any doubt 138
you ever have any money 60
you ever have any reason 113
you ever have any sense 105
you ever have bad dreams 102
you ever have that feeling 582
you ever have this feeling 54
you ever heard that story 63
you ever heard that voice 53
you ever heard this story 54
you ever knew you could 64
you ever leave that quiet 88
you ever leave this place 69
you ever make any money 46
you ever meet him again 103
you ever meet with anything 71
you ever need any money 60
you ever need them again 74
you ever pray for twins 129
you ever seen her again 53
you ever seen her since 99
you ever seen him again 47
you ever seen him since 219
you ever seen one class 49
you ever seen that knife 86
you ever seen that movie 86
you ever seen this knife 46
you ever seen this woman 183
you ever seen two people 70
you ever sent them anything 71
you ever tell her about 107
you ever tell him about 153
you ever tell them about 46
you ever think she might 84
you ever think she would 58
you ever think that maybe 1030
you ever think that might 44
you ever think that people 58
you ever think you could 352
you ever think you might 659
you ever think you would 578
you ever wish you could 1277
you fall into any danger 66
you fall into his hands 244
you fall into our hands 136
you fall into this group 190
you feel able and willing 46
you feel calm and happy 49
you feel during and after 221
you feel full for longer 48
you feel good and happy 60
you feel good and strong 46
you feel good this morning 55
you feel like being alone 100
you feel like doing anything 84
you feel like doing right 112
you feel like doing today 100
you feel like eating anything 44
you feel like that about 1097
you feel like that again 41
you feel like this about 167
you feel like two cents 53
you feel like you belong 461
you feel like you could 939
you feel like you might 414
you feel like you never 158
you feel like you ought 83
you feel like you really 226
you feel like you still 54
you feel like you wanna 89
you feel like you would 161
you feel lost and alone 84
you feel safe and happy 71
you feel safe and loved 94
you feel sure you could 46
you feel very bad about 85
you feel warm and fuzzy 192
you feel warm and happy 56
you feel well and strong 61
you feel what you ought 176
you feel when you begin 60
you feel when you could 71
you feel when you drink 42
you feel when you drive 68
you feel when you enter 124
you feel when you first 2043
you feel when you found 462
you feel when you really 43
you feel when you share 84
you feel when you spend 45
you feel when you stand 152
