year later their first son 51
year period during which all 110
year period during which his 116
year period during which she 222
year period during which they 610
year period during which this 162
year period during which you 95
year period during world war 151
year period have shown that 124
year until said bonds are 126
year would have ended had 71
year would just about buy 121
yet again these acres and 43
yet every body knows that 60
yet freed from social and 365
yet hearty good feeling got 43
yet never once lifting her 42
yet never think about being 44
yet tells lies about things 41
yet whose moving beauty and 53
yet would have cared for 49
you about some people who 51
you about their lives and 65
you about three months ago 67
you about three weeks ago 236
you about your father and 160
you about your meeting with 56
you about your mother and 145
you about your needs and 41
you about your plans for 161
you allow your nurse and 44
you anything else about her 41
you anything else about him 52
you anything else right now 60
you anything more about her 74
you anything more about him 69
you anything more about that 100
you apart from others and 61
you apart from others who 63
you asked nine people out 83
you asked your father for 50
you begin your first job 100
you begin your quest for 114
you begin your search for 773
you begin your search with 47
you begin your story with 50
you blame other people for 82
you blame your father for 61
you blame your maker for 67
you blame your mother for 50
you build your house not 47
you burnt anne askew for 72
you burst into print you 85
you burst your sides with 91
you catch more flies with 547
you change your plans and 83
you change your thinking and 78
you check your writing for 50
you clasp your hands and 42
you close your right eye 73
you could also argue that 438
you could come after all 46
you could come round and 46
you could even argue that 218
you could feel sorry for 165
you could find anything you 186
you could find fault with 75
you could find people who 80
you could free anything with 66
you could have anything you 897
you could have asked any 40
you could have asked for 365
you could have asked her 77
you could have asked him 204
you could have asked that 42
you could have asked them 70
you could have cared for 83
you could have earned had 88
you could have found any 148
you could have found for 85
you could have found her 50
you could have found him 193
you could have found one 175
you could have found out 976
you could have found that 173
you could have found them 66
you could have found this 72
you could have given her 268
you could have given him 323
you could have given them 163
you could have hoped for 245
you could have known her 279
you could have known him 666
you could have known how 132
you could have known that 711
you could have known this 56
you could have lived out 225
you could have lived with 134
you could have loved him 85
you could have lunch with 173
you could have saved her 217
you could have saved him 389
you could have saved that 43
you could have saved them 109
you could have shown her 56
you could have slept with 44
you could have spent with 72
you could have sworn that 367
you could have sworn was 69
you could have sworn you 108
you could have taken her 157
you could have taken him 296
you could have taken one 54
you could have taken out 46
you could have taken that 127
you could have taken them 154
you could have taken this 53
you could just about get 55
you could just about hear 80
you could just about see 389
you could just relax and 68
you could learn about them 41
you could live where you 86
you could look about you 46
you could look after her 69
you could look after him 54
you could love anything you 129
you could make anything out 93
you could make anything you 59
you could make money and 83
you could make money off 41
you could make money out 90
you could make money with 58
you could only catch him 53
you could only guess how 63
you could rant about our 58
you could save money and 41
you could stay where you 46
you could talk about all 40
you could talk about how 135
you could talk about that 238
you could talk about them 89
you could talk about things 54
you could talk about this 87
you could talk about was 143
you could talk about with 71
you could tell right off 95
you could tell where they 55
you could tell where you 68
you could tell which one 144
you could tell which was 111
you could tell which way 118
you could think about and 51
you could think about how 79
you could think about that 159
you could think about was 489
you could turn right and 43
you could turn round and 114
you could very easily get 54
you could wait until you 154
you could walk right out 53
