magic casements opening on 988
magic influence which the 75
magma reservoir beneath the 131
maize production could be 52
maize production would be 111
maize varieties grown in 59
major absorption bands at 69
major absorption bands in 94
major absorption bands of 87
major advantage seems to 40
major advantage since the 51
major advantage which the 100
major advantage would be 182
major amphibious landing in 89
major antigenic sites of 82
major antigenic sites on 73
major antigenic types of 53
major arguments about the 125
major assumption about the 128
major avoidable cause of 47
major brokerage firms in 44
major catalytic agent in 43
major causative agent in 105
major causative agent of 356
major challenges faced by 915
major challenges faced in 86
major challenges posed by 187
major challenges posed to 46
major challenges which the 58
major commercial banks as 53
major commercial banks in 1194
major commercial banks of 158
major commercial banks on 51
major commercial banks to 142
major commercial crops in 66
major commercial crops of 44
major commercial force in 47
major commercial power in 71
major communist power in 46
major companies based in 81
major companies began to 196
major companies serving the 46
major companies tried to 50
major companies under the 64
major companies within the 91
major companies would be 112
major complaint about the 457
major component found in 135
major component parts of 431
major component units of 44
major component which is 62
major component within the 164
major conclusion about the 98
major conclusion drawn by 102
major conclusion seems to 53
major conflicts since the 71
major conflicts within the 301
major controlling force in 72
major countries could be 43
major countries where the 93
major countries within the 49
major countries would be 66
major criticism aimed at 41
major depression after the 104
major depression appear to 74
major depression based on 130
major depression began in 62
major depression could be 58
major depression might be 87
major depression seems to 42
major depression since the 87
major depression tends to 40
major depression within the 125
major depression would be 105
major determining force in 73
major different kinds of 60
major different types of 214
major directions taken by 74
major discovery about the 110
major discussion about the 55
major discussion point in 64
major ecosystem types in 45
major electoral defeat in 43
major electoral force in 111
major electoral issue in 66
major empirical study in 42
major empirical study of 464
major empirical study on 43
major employers within the 56
major equipment items in 60
major evaluation study of 50
major exceptions would be 70
major excretory route is 48
major extinction event at 50
major extinction event in 58
major formative event in 59
major foundation stone of 62
major functional parts of 131
major functional roles in 46
major functional roles of 52
major functional types of 85
major functional units in 50
major functional units of 233
major geographic region of 60
major geological units of 51
major grassland types in 47
major hierarchy posed on 49
major hollywood studio in 55
major hollywood studio to 80
major hypotheses about the 297
major hypothesis about the 93
major immigrant group in 110
major immigrant group to 69
major industrial firms in 190
major industrial firms of 42
major industrial firms to 58
major industrial force in 54
major industrial group in 62
major industrial growth in 46
major industrial nation in 257
major industrial nation of 92
major industrial nation to 171
major industrial plant in 104
major industrial power by 150
major industrial power in 401
major industrial power of 98
major industrial power to 58
major industrial region in 84
major industrial region is 40
major industrial region of 175
major industrial sites in 63
major industrial state in 70
major industrial towns in 56
major industrial towns of 105
major industrial unions in 54
major industrial units in 70
major industrial users of 125
major industrial zones in 42
major infectious cause of 95
major inflection point in 42
major influence seems to 76
major influence shaping the 90
major influence within the 248
major initiative aimed at 153
major initiative taken by 116
major initiative within the 42
major innovation within the 58
major instances where the 41
major integrating force in 90
major interests within the 126
major investors began to 52
major irrigation works in 208
major irrigation works of 50
major leadership roles in 342
major metabolic route of 54
major molecular forms of 62
major motivation seems to 47
major motivation would be 131
major movements within the 101
major nationwide study of 43
major nutrients found in 64
major objective seems to 72
major objective which is 43
major objective within the 45
major objective would be 293
major obstacles barring the 44
major obstacles exist to 49
major obstacles faced by 232
major obstacles stand in 248
major obstacles stood in 176
major occupation group in 67
major occupation group of 296
major offensive action in 45
major offensive aimed at 187
major offensive could be 108
major offensive until the 64
major offensive would be 108
major operations could be 112
major operations until the 45
major operations within the 104
major operations would be 89
major opposition force in 101
major opposition group in 87
major opposition party at 46
major opposition party by 45
major opposition party in 737
major opposition party is 99
major opposition party of 104
major opposition party to 267
major opposition within the 68
major outstanding issue is 43
major political actor in 225
major political asset to 46
major political blocs in 51
major political change in 569
major political change is 70
major political defeat in 48
major political event in 467
major political event of 399
major political event or 45
major political event to 48
major political force as 50
major political force at 91
major political force by 103
major political force in 3905
major political force is 45
major political force of 114
major political force on 120
major political force to 112
major political gains in 43
major political goals of 57
major political group in 150
major political issue as 290
major political issue at 173
major political issue by 71
major political issue in 3496
major political issue is 80
major political issue of 767
major political issue on 106
major political issue to 63
major political leader in 238
major political leader of 105
major political leader to 71
major political party as 234
major political party at 74
major political party in 2213
major political party is 394
major political party of 405
major political party on 52
major political party or 216
major political party to 570
major political power in 562
major political power of 67
major political rival of 45
major political roles in 95
major political shift in 103
major political themes of 61
major political trend in 42
major political trials of 61
major political units in 65
major political units of 108
major political voice of 57
major political weapon in 66
major population group in 198
major population growth in 73
major population growth is 47
major population shift to 48
major practical issue is 51
major principal plane is 64
major principle guiding the 48
major processes appear to 40
major processes within the 83
major prophetic books of 67
major provincial towns of 49
major proximate cause of 218
major published study of 57
major published works in 54
major published works of 95
major published works on 87
major railroads serve the 71
major railroads serving the 54
major reference books on 48
major reference point in 368
major reference point of 122
major reference tools in 42
major reference works in 199
major reference works of 63
major reference works on 159
major reshuffle within the 44
major revolution within the 48
major scholarly study of 179
major scholarly works in 59
major scholarly works on 125
major secondary works on 57
major selective force in 155
major spectator sport in 125
major spiritual force in 64
major stabilizing force in 212
major statement about the 357
major strategic asset in 49
major strategic asset to 43
major strategic change in 112
major strategic change is 59
major strategic error in 49
major strategic issue in 52
major strategic issue is 59
major strategic shift in 81
major strategic weapon in 51
major stressful event in 46
major structure within the 61
major structuring force in 68
major stylistic change in 44
major subgroups based on 64
major subgroups within the 145
major taxonomic group of 104
major technical change in 105
major technical issue in 60
major theological themes in 67
major theological themes of 93
major theological works of 57
major theoretical focus of 51
major theoretical issue in 129
major theoretical issue is 62
major theoretical issue of 49
major theoretical point of 52
major theoretical shift in 66
major theoretical study of 49
major theoretical views of 109
major theoretical works in 63
major theoretical works of 86
major theoretical works on 100
major transition period in 51
major transition point in 274
major transition within the 45
major traumatic event in 64
major vegetation types in 324
major vegetation types of 319
major vegetation types on 50
major vegetation units of 155
major vegetation zones in 62
major vegetation zones of 134
major worldwide cause of 49
makes arguments about the 55
makes assertions about the 738
makes available funds to 51
makes biological sense to 52
makes commercial sense to 178
makes consumers aware of 90
makes deductions about the 47
makes deductions which no 53
makes different forms of 41
makes different kinds of 801
makes different parts of 79
makes different sorts of 101
makes different types of 227
makes documents easier to 55
makes elaborate plans to 71
makes employees aware of 171
makes estimates based on 51
makes excellent sense as 280
makes excellent sense if 241
makes excellent sense in 748
makes excellent sense of 130
makes excellent sense to 343
makes hypotheses about the 111
makes inquiries about the 461
makes inquiries which the 40
makes intuitive sense as 315
makes intuitive sense if 297
makes intuitive sense in 495
makes intuitive sense to 1890
makes investors willing to 43
makes judgments about it 52
makes judgments about the 2049
makes judgments based on 646
makes occasional trips to 144
makes perfectly plain the 46
makes political sense in 48
makes political sense to 137
makes practical sense in 92
makes practical sense to 341
makes pragmatic sense to 54
makes programming easier by 60
makes reasonable sense in 42
makes reasonable sense to 69
makes recursive calls to 50
makes selections based on 133
makes strategic sense to 107
makes telephone calls to 120
makes theoretical sense to 149
makes whiteness where it 54
males sometimes engage in 59
manly exercises which is 58
manly exercises which the 44
manly qualities which he 43
manly resolution which he 87
manly sentiment could be 51
mapping different types of 129
mapping technique based on 159
march continued until the 201
marking different kinds of 51
marking different types of 43
masking themselves under the 108
match different kinds of 86
match different types of 449
maxim inscribed beneath it 40
meager knowledge about the 205
meanings contained within the 248
medial articular facet of 64
medial articular nerve by 58
median incubation period is 105
median incubation period of 184
meeting adjourned after the 60
meeting adjourned until the 464
meeting challenges posed by 101
meeting community needs in 45
meeting conducted under the 87
meeting continued until the 74
meeting different kinds of 557
meeting different people in 87
meeting different types of 402
meeting important needs of 58
meeting important people in 104
meeting organized under the 143
meeting regularly since the 131
meeting regularly under the 174
meeting regularly within the 85
meeting somewhere nearer the 44
meeting spiritual needs of 61
meets different kinds of 90
meets quarterly under the 41
meets reasonable tests of 147
meets regularly under the 109
meets standards which the 42
merge themselves again in 50
merging different types of 45
merit captivity shall be 83
merit protection under the 240
merry milkmaids click the 159
metal artifacts found in 174
metal complexes based on 133
metal complexes could be 56
metal complexes where the 45
metal container about the 117
metal container under the 192
metal container which is 329
metal detectors under the 45
metal detectors would be 41
metal electrode which is 218
metal fabricating plant in 97
metal framework which is 98
metal particles could be 132
metal particles within the 132
metal structure which is 81
meter appraised value of 17409
meter freestyle event in 98
method attribute tells the 48
method available today is 46
method available under the 99
method available which is 44
method certainly seems to 49
method continued until the 128
method continues until the 66
method described above as 246
method described above by 156
method described above in 922
method described above is 4266
method described above it 120
method described above of 184
method described above on 73
method described above or 162
method described above the 241
method described above to 1043
method described above we 179
method described below in 90
method described below is 1638
method described below to 134
method described could be 54
method described first by 40
method described later in 488
method described later on 48
method described makes it 73
method described seems to 58
method described under the 386
method described would be 47
method developed above is 44
method developed under the 57
method developed within the 67
method discussed above in 181
method discussed above is 361
method discussed above to 78
method discussed below is 69
method discussed later in 192
method evidently tends to 44
method explained above in 42
method explained above is 144
method explained above the 41
method explained below is 40
method explained later in 61
method generally gives the 60
method generally known as 143
method generally tends to 41
method indicated above is 62
method permitted under the 86
method popularly known as 80
method presented above is 264
method presented above to 51
method presented below is 176
method prevailed until the 40
method sometimes fails to 76
method sometimes known as 49
method suggested above is 92
methyl magnesium iodide in 149
methyl magnesium iodide to 109
micro simulation model of 53
might altogether change the 65
might carefully study the 46
might certainly appear to 67
might certainly apply to 44
might certainly count on 167
might certainly study the 225
might determine never to 58
might determine which of 221
might different types of 50
might discourse about the 43
might doubtless still be 139
might encounter could be 56
might encounter later in 45
might encounter within the 66
might encounter would be 172
might encourage china to 58
might encourage firms to 120
might encourage girls to 41
might encourage japan to 72
might encourage others in 55
might encourage others to 1048
might encourage people to 1038
might encourage russia to 61
might encourage users to 50
might encourage women to 213
might entertain about the 180
might entertain hopes of 149
might especially appeal to 62
might especially apply to 56
might especially repay the 50
might establish would be 79
might fantasize about the 67
might gradually begin to 119
might gradually build up 73
might gradually change the 43
might influence either the 104
might influence others to 193
might influence people in 46
might influence people to 77
might influence rates of 50
might instantly apply the 67
might instantly seize it 83
might legislate within the 42
might logically apply to 44
might materially alter the 168
might materially change the 212
might naturally appear to 78
might naturally arise as 74
might naturally arise in 268
might naturally begin to 44
might naturally belong to 137
might naturally cause the 63
might naturally occur in 167
might naturally occur to 396
might naturally refer to 53
might naturally serve as 85
might originate either in 66
might originate within the 44
might outwardly appear to 78
might perchance adopt the 41
might plausibly claim to 86
might plausibly occur in 50
might presently begin to 123
might previously judge of 89
might pronounce would be 43
might radically alter the 360
might radically change the 234
might reasonably adopt to 271
might reasonably agree to 44
might reasonably appear to 334
might reasonably apply the 42
might reasonably apply to 94
might reasonably beget the 51
might reasonably begin by 48
might reasonably begin to 75
might reasonably cause the 58
might reasonably claim the 94
might reasonably claim to 471
might reasonably count on 107
might reasonably court the 131
might reasonably create an 150
might reasonably create the 170
might reasonably doubt the 128
might reasonably focus on 42
might reasonably infer the 102
might reasonably occur in 85
might reasonably point to 56
might reasonably raise the 78
might reasonably refer to 54
might reasonably serve as 100
might recommend would be 47
might represent either an 81
might represent either the 190
might severally excel in 81
might sometimes allow the 47
might sometimes appear as 145
might sometimes appear in 55
might sometimes appear to 371
might sometimes apply to 41
might sometimes arise as 58
might sometimes avert or 138
might sometimes cause the 64
might sometimes engage in 113
might sometimes exert the 138
might sometimes extol the 98
might sometimes light up 66
might sometimes occur in 96
might sometimes prove to 69
might sometimes refer to 79
might sometimes serve as 222
might sometimes serve to 73
might sometimes still be 64
might sometimes tempt the 100
might speculate about the 1196
might stimulate growth of 45
might stimulate others to 223
might stimulate people to 52
might themselves serve as 111
might undertake would be 112
might unwittingly engage in 56
miles contained within the 67
miles downstream where the 106
milky whiteness above the 102
mills scattered about the 45
minds certainly ought to 55
minds intensely dwell on 298
minds naturally recur to 53
mines scattered about the 52
mingles different sorts of 206
minor conflicts within the 49
minor exceptions noted in 67
minor exceptions which do 41
minor irrigation tanks in 61
minor irrigation works as 110
minor irrigation works in 524
minor irrigation works is 126
minor irrigation works of 58
minor irrigation works on 61
minor irrigation works to 107
minor offenders could be 66
minor operations about the 73
minor operations could be 46
minor operations would be 40
minor periodical press in 92
minor political force in 58
minor political party in 86
minor political posts in 52
minor technical change in 49
minor unmarried child of 131
missing important parts of 107
missing knowledge about the 82
mixed attitudes about the 55
mixed character which is 89
mixed commission shall be 132
mixed commission under the 276
mixed commission would be 78
mixed convection flows in 74
mixed different kinds of 153
