made aunt isabella leave 61
made clear straight away 42
made during fourteen years 96
made even socrates take 51
made fair progress during 101
made four journeys into 47
made from adhesive tape 45
made from aluminum foil 585
made from aluminum tubing 141
made from american wheat 80
made from antelope skin 122
made from carbolic acid 353
made from charcoal iron 111
made from chemical pulp 163
made from chemical wood 277
made from chestnut wood 66
made from cinchona bark 108
made from elements least 146
made from essential oils 95
made from filament yarn 45
made from garbanzo beans 68
made from hardened tool 88
made from hardware cloth 60
made from hollowed logs 188
made from hollowed tree 336
made from homemade bread 54
made from homespun cloth 133
made from homespun wool 66
made from hydrated lime 63
made from imported cloth 83
made from imported coal 98
made from imported ores 67
made from imported wheat 154
made from imported wood 107
made from imported wool 52
made from imported yarn 52
made from infected cream 79
made from infected milk 83
made from kerosene tins 118
made from magnetic iron 94
made from malleable iron 287
made from materials from 67
made from materials having 122
made from materials like 304
made from materials other 442
made from materials ranging 48
made from materials such 992
made from materials used 43
made from mesquite beans 56
made from mesquite wood 50
made from metallic zinc 59
made from minerals such 53
made from mountain goat 62
made from mulberry bark 525
made from mulberry wood 46
made from ordinary clay 83
made from original wire 206
made from plastics such 56
made from platinum foil 72
made from platinum wire 109
made from polymers such 50
made from powdered iron 62
made from powdered milk 182
made from pregnant mare 54
made from purified wood 131
made from railroad ties 124
made from recycled milk 46
made from recycled soda 122
made from recycled wood 244
made from reindeer hide 91
made from reindeer horn 82
made from reindeer milk 43
made from reindeer skin 195
made from sanskrit into 70
made from semolina wheat 55
made from shredded bark 49
made from sprouted corn 49
made from sprouted wheat 259
made from sulfuric acid 181
made from sulphate pulp 55
made from unbolted wheat 212
made from volcanic rock 325
made full recovery from 44
made good progress along 293
made good progress among 43
made good progress down 499
made good progress during 997
made good progress from 148
made good progress here 53
made good progress into 41
made good progress over 637
made good progress south 45
made good progress there 145
made good progress till 115
made good progress when 155
made great advances among 81
made great advances during 651
made great advances from 97
made great advances into 74
made great advances over 246
made great advances upon 60
made great fortunes during 48
made great fortunes from 126
made great fortunes there 141
made great progress along 156
made great progress among 813
made great progress during 4825
made great progress even 110
made great progress from 287
made great progress here 80
made great progress over 391
made great progress there 398
made great progress upon 40
made great progress when 254
made great rejoicings over 107
made have probably been 41
made have resulted from 61
made holy assembly days 50
made huge fortunes during 44
made huge fortunes from 132
made into breakfast food 41
made into products such 91
made into railroad ties 56
made into servants shoes 55
made into sulfuric acid 249
made less progress among 75
made less progress during 58
made life slightly more 44
made life somewhat more 148
made many advances during 52
made many advances over 50
made many attempts during 46
made many attempts over 57
made many attempts upon 80
made many channels ready 45
made many contacts among 44
made many converts among 1175
made many converts during 77
made many converts from 235
made many converts there 231
made many descents upon 41
made many deviations from 206
made many extracts from 155
made many journeys from 56
made many journeys into 248
made many mistakes along 172
made many mistakes during 293
made many mistakes over 62
made many mistakes when 150
made many products from 42
made many promises during 43
made many sketches from 68
made many speeches during 111
made many speeches there 45
made many speeches upon 52
made more accurate when 77
made more apparent from 53
made more apparent when 479
made more challenging when 53
made more complete when 73
made more concrete when 75
made more converts among 74
made more convincing when 44
made more credible when 64
made more distinct from 43
made more dramatic when 40
made more emphatic when 65
made more explicit during 51
made more explicit here 88
made more explicit their 41
made more explicit what 265
made more explicit when 402
made more manifest from 43
made more manifest when 80
made more mistakes when 78
made more passable into 62
made more poignant when 90
made more powerful when 92
made more probable from 53
made more probable when 94
made more progress among 148
made more progress during 375
made more progress from 46
made more progress here 48
made more progress when 72
made more specific only 102
made more specific when 145
made more valuable when 49
made most apparent when 80
made most commonly from 54
made most explicit when 72
made most progress among 71
made most progress during 85
made most progress were 40
made much confusion among 58
made much progress along 96
made much progress among 317
made much progress during 655
made much progress even 88
made much progress from 96
made much progress here 80
made much progress over 172
made much progress there 184
made much progress when 253
made only slightly less 251
made only slightly more 640
made slow progress along 220
made slow progress among 171
made slow progress down 343
made slow progress during 220
made slow progress even 53
made slow progress from 96
made slow progress into 43
made slow progress over 198
made slow progress till 46
made some additions from 48
made some advances during 169
made some advances from 63
made some advances into 53
made some advances over 41
made some attempts during 42
made some attempts upon 114
made some comments upon 233
made some confusion among 45
made some converts among 316
made some distance away 184
made some distance from 359
made some eighteen years 52
made some estimate what 252
made some extracts from 507
made some mistakes along 299
made some mistakes during 129
made some mistakes early 87
made some mistakes here 60
made some mistakes when 177
made some palpable hits 77
made some progress along 446
made some progress also 51
made some progress among 584
made some progress down 42
made some progress during 1136
made some progress even 129
made some progress from 135
made some progress here 266
made some progress into 113
made some progress only 47
made some progress over 251
made some progress there 397
made some progress upon 55
made some progress when 386
made some recovery from 72
made some scholars think 64
made some sensation among 67
made such advances during 40
made such beautiful beings 57
made such beautiful love 59
made such decisions were 41
made such extracts from 50
made such progress among 256
made such progress during 184
made such progress even 51
made such progress from 41
made such progress there 160
made sure everyone else 515
made sure everyone heard 64
