made abundantly manifest that 114
made appreciable progress and 52
made appropriate provision for 87
made conclusive evidence that 54
made continuous progress and 80
made distinctly alkaline with 209
made exceptional progress and 50
made government officials and 85
made hereditary monarchy and 133
made hysterical outcries but 79
made impressive progress and 65
made inadequate provision for 514
made insightful comments and 53
made invaluable comments and 104
made matrimonial alliances with 91
made negligible compared with 107
made particular provision for 73
made personally amenable for 43
made phenomenal progress and 59
made relatively frequent use 76
made remarkable advances and 54
made remarkable economic and 78
made remarkable progress and 643
made remarkable progress both 53
made remarkable progress but 49
made remarkable progress for 51
made remarkable progress with 287
made ridiculous produces its 42
made statements indicating that 836
made statements suggesting that 314
made substantial additions and 52
made substantial economic and 116
made substantial progress and 436
made substantial progress but 74
made substantial progress with 409
made substantial provision for 147
made sufficient progress and 156
made sufficient progress for 265
made sufficient progress that 141
made sufficient progress with 207
made sufficient provision for 947
made systematic provision for 79
made tremendous advances and 48
made tremendous advances both 59
made tremendous progress and 392
made tremendous progress but 47
made tremendous progress with 149
mail recipients reported that 95
main advantages compared with 84
main assumptions underlying this 74
main components required for 109
main conclusions obtained are 64
main difference compared with 188
main principles involved are 70
main principles remained with 45
main principles underlying this 86
main scientific interest was 104
main structural elements and 154
main structural elements are 286
main structural elements that 102
main transverse bulkheads are 64
make antibodies specific for 53
make appropriate comments and 57
make appropriate contacts with 57
make appropriate decisions and 1131
make appropriate decisions for 444
make appropriate decisions that 205
make appropriate decisions with 82
make appropriate provision for 1036
make appropriate provision with 148
make appropriate referral for 46
make appropriate services and 81
make assumptions explicit and 70
make autonomous decisions and 209
make collective bargaining and 46
make collective decisions and 255
make collective decisions for 73
make collective decisions that 226
make collective provision for 106
make comparison possible and 46
make comparison possible with 80
make cooperation possible and 40
make curriculum decisions and 54
make definitive decisions and 59
make deliberate provision for 46
make diplomatic relations with 44
make distinctly alkaline with 102
make educational decisions and 109
make educational decisions for 244
make educational decisions that 141
make educational provision for 101
make employment decisions that 139
make employment possible for 46
make equivalent provision for 50
make exceptional provision for 77
make experience possible and 69
make government decisions not 72
make inadequate provision for 268
make individual bargains with 100
make individual contacts with 53
make individual decisions and 185
make individual decisions for 67
make individual decisions that 179
make inhibitory synapses with 51
make inquisition concerning them 78
make integrated circuits with 144
make interstate commerce bear 52
make interstate commerce pay 73
make investment decisions and 369
make investment decisions are 72
make investment decisions for 925
make investment decisions that 833
make investment decisions with 253
make management decisions and 201
make management decisions for 258
make management decisions that 266
make management decisions with 72
make operational decisions and 66
make operational decisions that 175
make particular decisions and 46
make particular decisions with 71
make particular provision for 149
make reflections whenever they 46
make reflective decisions and 56
make regulations respecting any 115
make relatively frequent use 49
make remarkable progress with 41
make reparations payments and 41
make respectful requests for 181
make statements indicating that 165
make statements suggesting that 89
make substantial payments for 61
make substantial progress and 104
make substantial progress with 279
make substantial provision for 162
make sufficient progress with 85
make sufficient provision for 1293
make suggestions concerning how 50
make systematic provision for 183
make unilateral decisions and 132
make unilateral decisions for 75
make unilateral decisions that 322
make unilateral decisions with 59
make yourselves agreeable and 47
making appropriate decisions and 155
making appropriate decisions for 115
making appropriate provision for 181
making assumptions explicit and 51
making autonomous decisions and 46
making bookseller informed him 163
making collective decisions and 185
making collective decisions for 50
making collective decisions that 99
making coquettish advances that 145
making curriculum decisions and 59
making educational decisions and 67
making educational decisions for 84
making educational provision for 52
making employment decisions and 56
making employment decisions that 138
making expressive gestures for 87
making government decisions not 40
making inadequate provision for 171
making individual decisions and 68
making investment decisions and 1125
making investment decisions are 99
making investment decisions for 347
making investment decisions may 42
making investment decisions than 69
making investment decisions that 327
making investment decisions with 111
making management decisions and 204
making management decisions for 122
making management decisions that 152
making remarkable progress and 96
making remarkable progress with 57
making substantial progress and 111
making substantial progress with 88
making substantial provision for 42
making sufficient progress and 46
making sufficient progress with 48
making sufficient provision for 743
making systematic provision for 50
making therapeutic decisions for 44
making tremendous progress and 63
making unilateral decisions and 109
making unilateral decisions that 57
male government officials and 43
male homosexual activity and 57
male homosexual activity was 81
male homosexual identity and 59
male homosexual patients with 64
male informants reported that 40
male psychiatric patients and 71
male psychiatric patients who 97
male university students and 121
male university students who 125
many adjustment problems for 56
many advantages compared with 616
many apparently beautiful things 62
many apparently believed that 41
many appearances subsisting all 206
many application programs and 77
many application programs are 57
many application programs can 42
many application programs that 200
many australians believed that 40
many authorities believed that 203
many authorities consider that 762
many authorities consider them 77
many authorities consider this 65
many authorities maintain that 366
many borderline patients are 41
many charitable bequests and 49
many chimerical projects and 61
many complaints monsanto had 44
many components required for 43
many conceptual problems that 48
many conceptual problems with 41
many concubines provided for 48
many congressmen believed that 44
many contextual variables that 45
many courtesies extended and 57
many democratic senators and 79
many discharged soldiers and 49
many discipline problems and 43
many discipline problems are 52
many discipline problems can 50
many discordant elements and 42
many discordant elements that 140
many discourses concerning him 87
many discussions concerning her 55
many discussions concerning this 47
many economists believed that 711
many economists conclude that 86
many economists consider that 188
many economists disagree with 46
many economists maintain that 180
many educational decisions are 47
many educational problems and 53
many educational problems are 59
many educational problems that 156
many educational programs and 205
many educational programs are 96
many educational programs for 237
many educational programs that 144
many educational seminars and 90
many electronic circuits and 74
many embarrassing questions and 42
many enthusiastic admirers and 51
many evangelical churches and 71
many evangelical churches are 59
many exceptional children are 54
many eyewitness accounts and 57
many facilities afforded him 45
many foreigners confound with 46
many generations struggle and 44
many government agencies and 2704
many government agencies are 422
many government agencies can 40
many government agencies for 48
many government agencies had 60
many government agencies now 43
many government agencies that 622
many government agencies use 41
many government agencies with 77
many government controls and 47
many government functions and 47
many government officers and 42
many government officials and 1513
many government officials are 298
many government officials had 121
many government officials now 44
many government officials that 267
many government officials who 352
many government officials with 61
many government policies and 162
many government policies are 135
many government policies that 206
many government programs and 168
many government programs are 200
many government programs for 56
many government programs that 328
many government services and 106
many government services are 189
many government services that 40
many historical accounts and 52
many historical accounts that 120
many historical articles and 44
many historical examples that 131
many historical problems that 96
many historical questions that 47
many idolatrous gentiles had 57
many indentured servants and 69
many indentured servants who 45
many indications suggesting that 111
many indigenous cultures and 77
many indigenous cultures that 94
many indigenous languages and 59
many indigenous languages are 82
many individual capitals one 89
many individual decisions and 75
many individual elements that 157
many individual officers and 73
many individual problems and 49
many individual problems that 101
many individual programs and 53
many individual requests for 51
many individual students who 42
many individual variations and 112
many individual variations that 115
many industries suggests that 106
many influential citizens and 82
many influential citizens who 55
many influential quarters that 114
many information services are 43
many innovative products and 63
many innovative programs and 53
many innovative programs for 41
many innovative programs that 103
many insightful comments and 372
many insightful comments that 109
many integrated circuits are 67
many invaluable comments and 126
many investment decisions are 125
many investment projects are 82
many logistical problems and 59
many management decisions are 146
many management problems are 48
many management problems that 105
many management scholars and 42
many mechanical problems that 50
many mechanisms proposed for 45
many newspapers reported that 141
many northerners believed that 247
many operational problems and 55
many operational problems that 44
many ornamental branches that 65
many overweight children and 54
many perceptive comments and 93
many physicists believed that 213
many politicians believed that 160
many prestigious colleges and 52
many prosperous business men 43
many protestant churches and 163
many protestant churches are 104
many protestant churches had 43
many protestant theologians and 62
many psychiatric patients are 146
many psychiatric patients who 73
many radioactive isotopes are 49
many radioactive isotopes that 129
many regulatory agencies and 98
many regulatory agencies are 73
many regulatory agencies that 41
many remarkable exploits and 53
many republican senators and 46
many researchers believed that 456
many researchers conclude that 219
many researchers consider that 149
many researchers indicate that 89
many researchers maintain that 154
many rhetorical questions and 57
many sacrificed whatever was 122
many scientific advances and 48
many scientific advances that 42
many scientific articles and 195
many scientific journals and 158
many scientific problems and 75
many scientific problems that 49
many scientists believed that 1562
many scientists believed they 47
many scientists conclude that 47
many scientists consider that 116
many scientists consider them 41
