made alexander graham bell 48
made assurance double sure 130
made assurance doubly sure 2422
made available through many 77
made available through mass 60
made available through more 116
made available through open 51
made available through other 248
made available through radio 44
made available through some 196
made available through such 362
made available through their 371
made available through these 468
made available through your 75
made available unless there 88
made available without cost 416
made available without much 67
made dependent solely upon 75
made effective beyond lydia 50
made emergency landings there 155
made endurable beyond what 83
made englishmen shrink from 74
made harmonious become less 70
made important changes among 48
made important changes here 65
made impression enough upon 57
made inquiries whether there 46
made occasional forays into 656
made occasional visits there 85
made painfully obvious when 100
made perfectly secure from 42
made prisoners without firing 97
made shameless profit from 99
made tentative forays into 107
made themselves chiefs were 53
made themselves clearly felt 70
made themselves famous during 43
made themselves keenly felt 50
made themselves leaders have 44
made themselves rulers over 104
made themselves scarce during 55
made themselves scarce when 133
made themselves secure from 48
made themselves useful among 59
made themselves widely felt 48
made unpleasant enough from 49
main advantage gained from 49
main character around whom 66
main character should have 58
main conclusion emerging from 207
main conclusion reached from 57
main exhibition should have 66
main impression gained from 85
main limitation arises from 46
main motivation behind such 45
main motivation behind these 65
main objective behind such 46
main opposition groups were 74
main political groups were 55
main pulmonary artery during 61
main pulmonary artery from 187
main pulmonary artery into 157
main pulmonary artery just 83
main pulmonary artery were 47
main pulmonary artery will 90
make additional income from 53
make affidavit before some 67
make assurance double sure 2908
make assurance doubly sure 34061
make assurance triply sure 52
make available through their 43
make available without cost 50
make batteries without risk 75
make certainty doubly sure 113
make conviction depend more 83
make different sounds when 168
make dividends except from 224
make excellent family pets 67
make excursions beyond their 112
make fistulous openings into 43
make household duties their 49
make interesting events last 44
make interesting sights last 383
make mechanics better able 49
make necessary changes when 48
make occasional forays into 354
make ourselves secure from 44
make political leaders more 41
make professor lawson give 49
make purchases direct from 52
make purchases without having 51
make purchases without paying 48
make strategic planning more 112
make tentative forays into 42
make themselves better heard 43
make themselves clearly felt 57
make themselves clearly heard 48
make themselves fairly well 117
make themselves famous will 45
make themselves heavier when 47
make themselves immune from 102
make themselves keenly felt 44
make themselves scarce when 229
make themselves secure from 62
make themselves through their 87
make vocational training more 43
make wonderful family pets 51
making assurance double sure 87
making assurance doubly sure 1895
making interesting sights last 161
making nocturnal forays into 59
making occasional forays into 277
making processes become more 132
making processes without full 143
making purchases bought less 54
making tentative forays into 54
making themselves scarce when 59
male attitudes toward rape 53
male population should have 40
male population suffer from 40
male reference infant during 65
many accidents happen from 48
many accidents result from 126
many americans already have 55
many americans became more 161
many americans changed their 62
many americans looked back 48
many americans looked upon 209
many americans regard their 65
many americans should have 41
many americans suffer from 332
many americans turned their 78
many americans viewed their 42
many appellate courts have 112
many brokerage houses have 47
many centuries before from 62
many centuries before rome 59
many centuries before some 46
many centuries before such 189
many centuries before their 354
many centuries before there 183
many centuries before these 186
many centuries before those 41
many centuries before when 70
many centuries further back 43
many centuries indians have 45
many centuries passed away 40
many centuries should have 140
many centuries without having 43
many christians better worth 63
many christians suffer from 58
many communist leaders were 85
many community groups have 83
many community groups were 42
many community leaders have 49
many community leaders were 72
many community mental health 623
many companies already have 383
many companies changed their 74
