magic rites were performed 64
mailing lists from companies 46
mailing twine yarn grosgrain 267
maiming wound ever inflicted 71
major books were published 115
major fatty acid component 139
major issue when considering 52
major lower limb amputation 221
major steps were necessary 47
major themes have dominated 53
major themes were developed 42
major trade union federation 213
major trade union movements 48
major urban areas throughout 157
major works were completed 83
major works were performed 43
major works were published 622
makes breathing more difficult 770
makes breathing very difficult 237
makes cells more sensitive 108
makes change more difficult 306
makes change very difficult 96
makes cleaning more difficult 153
makes entry more difficult 69
makes firms more efficient 44
makes goods more expensive 47
makes human beings different 272
makes human beings interesting 44
makes human life worthwhile 130
makes labor more efficient 44
makes learning more difficult 431
makes learning more effective 204
makes learning more efficient 175
makes learning more enjoyable 175
makes learning more interesting 187
makes people feel connected 40
makes people feel important 363
makes people feel powerless 70
makes people kill themselves 89
makes people less dependent 49
makes people look different 42
makes people more confident 139
makes people more dependent 83
makes people more effective 47
makes people more efficient 44
makes people more receptive 115
makes people more resistant 49
makes people more sensitive 265
makes people think themselves 73
makes plant food available 69
makes scott like cavaliers 63
makes sense when considering 206
makes still more difficult 105
makes teaching more difficult 62
makes teaching more effective 210
makes testing more difficult 46
makes walking more difficult 143
makes walking very difficult 78
makes women less dependent 52
makes women more dependent 44
makes writing more difficult 132
makes writing more interesting 156
males fight among themselves 137
males under these conditions 53
males which have previously 42
maniac would have conceived 60
manly limbs were admirably 105
march under such conditions 99
march would have destroyed 45
marry after their ordination 193
marry others like themselves 94
marry people like themselves 99
marry under such conditions 59
marry under these conditions 51
marry within their community 81
maxim holds true throughout 141
mazes which only childhood 90
meanings which have developed 64
median nerve during movements 66
meeting after some separation 42
meeting basic health practices 141
meeting every other wednesday 43
meeting others like themselves 132
meeting people from different 818
meeting under great adversity 57
meeting under such conditions 89
meeting under such different 93
meeting under these conditions 184
meets every other wednesday 59
menial tasks were performed 93
merry bells were proclaiming 60
metal atoms lose electrons 205
metal films were deposited 138
metal tools were available 108
metal under these conditions 144
meter under these conditions 46
meter units were excavated 55
method based upon estimated 45
method found most effective 44
method gives good agreement 97
method might have succeeded 53
method shows good agreement 91
method takes four arguments 138
method takes full advantage 94
method takes three arguments 319
method under ideal conditions 83
method under some conditions 46
method under such conditions 91
method under these conditions 138
method which most naturally 53
method which will determine 66
method which will eliminate 72
method which will guarantee 99
method would also eliminate 45
method would have permitted 52
method would have succeeded 138
midst thereof there presented 49
might adopt some desperate 43
might again find ourselves 59
might again find themselves 71
might agree among themselves 296
might allow more effective 44
might allow more efficient 43
might alloy their happiness 43
might alone have qualified 99
might appear less important 63
might appear more difficult 91
might appear more important 66
might appear more perfectly 52
might appear more plausible 88
might appear more reasonable 73
might appear most advisable 47
might appear most conducive 75
might appear most expedient 122
might appear very different 190
might apply more generally 77
might argue among themselves 42
might arise among themselves 161
might arise from conflicting 82
might arise from confounding 42
might arise from different 410
might arise from dissension 53
might arise from excessive 81
might arise from ignorance 96
might arise from political 94
might begin your discussion 55
might begin your paragraph 62
might carry more conviction 46
might cause skin irritation 58
might cause some annoyance 90
might cause some temporary 54
might cause some uneasiness 69
might cause such explosive 49
might change their allegiance 70
might change their attitudes 163
might change their character 47
might change their suzerains 42
might create many obstacles 49
might create some impression 43
might create those jealousies 44
might delay their departure 83
might delay their extinction 42
might deter from adventuring 43
might easily find ourselves 151
might easily find themselves 336
