man among crude captains 44
man born blind received 47
man born blind receives 51
man crew which included 88
man during acute exposure 72
man ever after imitated 47
man ever truly believed 43
man from dreams awakened 63
man from lower creatures 42
man from undue pleasures 97
man from which supplies 75
man from whose embraces 82
man into right relations 68
man into whose presence 55
man like george washington 131
man living could possibly 49
man living could remember 281
man made fewer mistakes 54
man made rapid progress 61
man most often credited 85
man most often mentioned 65
man must needs conclude 41
man must needs disguise 257
man north korean commando 43
man over every obstacle 52
man sunk under lethargic 87
man upon whose judgment 161
man upon whose sagacity 60
man upon whose shoulder 69
man wearing white trousers 51
man were still unformed 42
man when under sentence 44
man whom either business 207
man whom homer supposes 114
man whom jesus restored 57
man whom lewis selected 98
man will first manifest 105
man will never conceive 41
man will never discover 58
man will never hesitate 43
man will never renounce 159
man will raise provision 65
man will still continue 95
mar what might otherwise 101
mar what would otherwise 222
may also allow children 42
may also allow patients 42
may also allow students 84
may also amuse yourself 53
may also appeal directly 51
may also appear somewhat 169
may also appear suddenly 66
may also apply directly 176
may also apply pressure 69
may also arise concerning 154
may also arise directly 180
may also arise questions 113
may also avoid liability 98
may also award associate 174
may also award attorney 97
may also award punitive 137
may also carry infection 48
may also cause abnormal 264
may also cause allergic 294
may also cause arthritis 54
may also cause blockage 45
may also cause cerebral 147
may also cause cervical 70
may also cause chemical 225
may also cause children 70
may also cause clinical 55
may also cause collapse 52
may also cause complete 60
may also cause conflict 130
may also cause confusion 632
may also cause congestion 44
may also cause coronary 97
may also cause corrosion 188
may also cause cutaneous 65
may also cause dangerous 45
may also cause decreased 155
may also cause delirium 134
may also cause deviations 71
may also cause distress 67
may also cause economic 53
may also cause elevated 198
may also cause elevation 72
may also cause emotional 69
may also cause erectile 53
may also cause erroneous 40
may also cause formation 82
may also cause fracture 63
may also cause glaucoma 110
may also cause headaches 202
may also cause heartburn 45
may also cause immediate 59
may also cause impaired 66
may also cause increased 636
may also cause increases 98
may also cause indirect 40
may also cause infection 321
may also cause injuries 82
may also cause internal 95
may also cause jaundice 241
may also cause meningitis 389
may also cause movement 45
may also cause multiple 64
may also cause mutations 49
may also cause necrosis 123
may also cause negative 74
may also cause occlusion 57
may also cause overheating 202
may also cause patients 48
may also cause physical 134
may also cause pneumonia 231
may also cause pollution 64
may also cause posterior 144
may also cause postural 49
may also cause pressure 493
may also cause problems 2537
may also cause profound 51
may also cause prolonged 146
may also cause reduction 59
may also cause retention 106
may also cause seizures 195
may also cause specific 47
may also cause students 43
may also cause symptoms 442
may also cause systemic 119
may also cause tinnitus 158
may also cause toxicity 51
may also cause unwanted 72
may also cause urticaria 146
may also cause variations 141
may also cause vascular 137
may also change abruptly 60
may also change direction 46
may also change markedly 85
may also change slightly 44
may also change somewhat 56
may also claim exemption 43
may also claim interest 54
may also create barriers 185
may also create conflict 100
may also create confusion 88
may also create mischief 45
may also create negative 50
may also create potential 46
may also create pressure 137
may also create problems 1219
may also delay recovery 44
may also enter directly 47
may also enter judgment 40
may also exert indirect 61
may also exert negative 58
may also exert pressure 583
may also exert profound 51
may also fitly conclude 42
may also focus attention 109
may also grant exemption 53
may also grant financial 150
may also grant licenses 58
may also incur liability 274
may also issue subpoenas 62
may also issue warrants 88
may also lower interest 40
may also merit attention 73
may also occur anywhere 126
may also occur directly 246
may also occur initially 88
may also occur normally 120
may also occur suddenly 164
may also occur whenever 61
may also offer benefits 87
may also offer counseling 43
may also offer evidence 100
may also offer financial 74
may also offer graduate 49
may also offer guidance 45
may also offer insights 151
may also offer potential 59
may also offer services 148
may also offer valuable 79
may also order directly 101
may also prove challenging 52
may also prove critical 41
may also prove dangerous 136
may also prove essential 55
may also prove fruitful 315
may also prove injurious 72
may also prove possible 239
may also prove relevant 118
may also prove salutary 43
may also prove suitable 90
may also prove valuable 910
may also quite properly 45
may also raise concerns 100
may also raise problems 162
may also raise questions 671
may also raise suspicion 47
may also refer patients 61
may also reveal evidence 227
may also reveal patterns 55
may also reveal potential 45
may also reveal problems 70
may also search articles 41
may also solve problems 58
may also spread directly 59
may also spread infection 51
