mace which pierces or 65
made about america in 45
made about aspects of 148
made about certain of 40
made about classes of 64
made about control of 46
made about efforts to 46
made about freedom is 47
made about freedom of 44
made about himself in 130
made about improving the 67
made about increasing the 42
made about language in 48
made about mankind by 68
made about matters of 133
made about members of 181
made about religion in 74
made about research on 60
made about several of 194
made about studies of 49
made above against the 52
made above applies to 41
made above between the 498
made above regarding the 1036
made after addition of 60
made after adjusting the 46
made after adoption of 51
made after analyzing the 91
made after arrival of 44
made after assessing the 93
made after comparing the 155
made after deducting the 112
made after designs by 170
made after examining the 263
made after excision of 48
made after excluding the 49
made after failure to 58
made after hardening in 45
made after listening to 123
made after marriage by 64
made after marriage in 83
made after observing the 147
made after obtaining the 230
made after passage of 92
made after payment of 111
made after receipt of 396
made after receiving the 179
made after removal of 841
made after returning to 102
made after reviewing the 163
made after service of 149
made again between the 56
made again towards the 80
made alive according to 96
made amazing strides in 204
made ample returns to 88
made amply evident by 75
made amply evident in 58
made anything touched by 78
made apply equally to 213
made armed attacks on 52
made banks subject to 43
made based largely on 76
made below between the 46
made black shadows at 55
made brave efforts to 527
made brief allusion to 64
made brief answers to 43
made brief entries in 48
made brief remarks on 52
made brief remarks to 42
made brief studies of 67
made brown shadows on 43
made burnt offerings of 96
made burnt offerings to 132
made chief engineer at 53
made chief engineer in 90
made chief engineer of 947
made chief engineer on 45
made chief justice by 161
made chief justice in 961
made chief justice of 10558
made chief justice on 71
made chief officer of 56
made chief painter to 105
made claim against the 360
made close friends at 41
made close friends in 109
made close friends of 142
made close studies of 144
made close together in 123
made court painter by 46
made court painter in 47
made court painter to 243
made cross sections of 139
made cutting remarks on 84
made cutting remarks to 49
made daily attacks on 69
made daily efforts to 88
made daily entries in 184
made daily marches of 75
made daily offerings of 69
made daily offerings to 103
made daily records of 99
made daily reports of 95
made daily reports on 59
made daily reports to 212
made dancing shadows on 73
made deadly enemies of 225
made dimly visible by 119
made dress brought to 50
made easier because he 247
made easier because in 99
made easier because it 210
made easier because of 3825
made easier because the 3877
made easier because we 135
made easily because of 58
made easily because the 43
made easily between the 62
made easily visible by 103
made eight attacks on 42
made eight voyages to 165
made either according to 434
made either against the 332
made either because of 379
made either because the 370
made either between the 343
made either locally or 79
made either shorter or 60
made either smaller or 68
made either stronger or 47
made equal between the 80
made equal demands on 82
made equal division of 53
made equal efforts to 105
made equal numbers of 68
made every advance of 70
made every article of 73
made every attempt at 221
made every attempt in 88
made every attempt to 11067
made every citizen of 82
made every decision in 52
made every efforts to 62
made every element of 40
made every endeavor to 1057
made every exertion in 775
made every exertion to 10043
made every inquiry as 106
made every inquiry in 207
made every inquiry of 88
made every inquiry to 61
made every mistake in 511
made every mistake it 48
made every quarter of 128
made every soldier in 47
made every species of 111
made every variety of 83
made extra demands on 209
made extra efforts to 669
made faint efforts to 62
made false charges of 60
made false entries in 467
made false entries on 103
made false reports of 137
made false reports on 135
made false reports to 208
made false returns of 106
made false returns to 73
made fatal inroads on 46
made fewer demands on 565
made fewer efforts to 126
made fewer inroads in 51
made field marshal in 297
made field marshal of 49
made field studies in 126
made field studies of 158
made fifty dollars in 45
made fifty thousand in 51
made final payment of 98
made final payment on 144
made final payment to 87
made first according to 55
made first against the 55
made first ascents in 52
made first ascents of 254
made first attempt to 52
made first between the 56
made first painter to 118
made first prefect of 42
made first sergeant of 193
made fresh demands on 189
made fresh efforts to 778
made front against the 175
made fully evident by 49
made fully evident in 107
made fully subject to 80
made gains against the 70
made gains because of 40
made gifts amounting to 53
made goods because of 348
made goods shipped in 52
made grand almoner of 42
made grand duchess of 69
made grand marshal of 175
made grand officer of 205
made gross profits of 57
made growing demands on 65
made growing numbers of 50
made halting efforts to 52
made happy according to 66
made happy because of 62
made harsh demands on 89
made haste towards it 84
made haste towards the 591
made hasty efforts to 64
made hasty repairs to 50
made heirs according to 1907
made henry promise to 58
made henry resolve to 40
made ibsen capable of 57
made joint efforts to 161
made junior partner in 75
made kitty promise to 47
made known according to 132
made known because of 55
made known chiefly by 113
made known himself to 70
made known outside of 85
made known outside the 185
made known previous to 60
made known regarding the 83
made known towards the 45
made labor history in 63
made labor incomes of 381
made large amounts of 1692
made large batches of 51
made large breaches in 103
made large cessions of 58
made large demands of 68
made large demands on 559
made large efforts to 74
made large exports to 70
made large inroads in 148
made large inroads on 170
made large numbers of 1510
made large offerings of 42
made large offerings to 58
made large portions of 89
made large profits as 120
made large profits at 111
made large profits by 1063
made large profits in 584
made large profits on 899
made large sections of 186
made large shelves of 181
made large strides in 366
made lasting friends in 101
made lasting friends of 102
made later against the 64
made later because of 40
made later between the 93
made later regarding the 53
made latin america an 43
made latin america the 189
made latin versions of 103
made legal history as 94
made legal history by 210
made legal history in 165
made legal tenders in 64
made liable because of 50
made light account of 70
made links between the 485
made loans against the 48
made loans amounting to 205
made loans secured by 136
made local history by 50
made longer because of 44
made looking towards the 92
made loyal efforts to 58
made lyell publish the 95
made major demands on 79
made major efforts at 42
made major efforts in 173
made major efforts to 4065
made major general in 258
made major general of 412
made major impacts on 82
made major inroads in 589
made major inroads on 126
made major reforms in 59
made major repairs to 49
made major strides in 1666
made major strides to 58
made major studies of 49
made minor attacks at 41
made minor repairs on 61
made minor repairs to 118
made money because he 87
made money because it 71
made money because of 126
made money because the 148
made money rapidly by 58
made moves towards the 55
made movie history by 49
made music together in 49
made nasty remarks to 43
made nearly certain by 130
made nearly perfect by 43
made nearly useless to 66
made night attacks on 109
made night doleful by 60
made noble answers in 41
made noble efforts to 431
made notes regarding the 110
made others believe in 110
made others believe it 59
made others presume on 70
made overt efforts to 97
made passing allusion to 112
made people believe he 131
made people believe in 786
made people believe it 84
made people believe the 137
made people question the 137
made people respond to 70
made people unwilling to 149
made plans regarding the 45
made proof against the 690
made quick efforts to 194
made quite certain by 288
made quite certain of 174
made quite evident as 42
made quite evident by 296
made quite evident in 173
made quite evident to 111
made quite familiar to 78
made quite perfect in 71
made quite similar to 51
made quite unhappy by 100
made radar contact at 83
made radar contact on 120
made raids against the 176
made rapid advance in 318
made rapid crosses in 95
made rapid increase in 62
made rapid inroads in 79
made rapid inroads on 118
made rapid marches to 134
made rapid strides as 303
made rapid strides at 48
made rapid strides by 63
made rapid strides in 12627
made rapid strides of 126
made rapid strides on 90
made rapid strides to 290
made rather according to 45
made rather against the 55
made rather pathetic by 82
made rather unhappy by 61
made rules governing the 157
made rules regarding the 97
made sales amounting to 154
made sales manager in 51
made sales manager of 172
made scathing attacks on 235
made scathing remarks on 45
made sense according to 383
made sense against the 200
made sense because he 363
made sense because in 125
made sense because it 1324
made sense because of 909
made sense because the 1486
made sense because we 195
made sense insofar as 103
made serial sections of 140
made seven voyages in 64
made seven voyages to 447
