made against mobile from 64
made america unique among 45
made between income from 58
made between policy making 40
made careful mental note 52
made certain hollow shot 87
made chicken noodle soup 89
made cottage cheese from 47
made everything depend upon 63
made evident through their 41
made evident through these 63
made familiar through their 62
made friends already among 51
made herself scarce when 82
made himself deeply felt 79
made himself divine truth 86
made himself famous among 99
made himself famous during 72
made himself master also 126
made himself master even 84
made himself master over 335
made himself master there 108
made himself pretty well 222
made himself scarce during 70
made himself scarce over 79
made himself scarce when 200
made himself signal there 45
made himself something like 41
made himself strange unto 691
made himself useful during 65
made himself useful upon 55
made meaningful through their 61
made parnell insert some 66
made perfect without those 60
made periodic forays into 267
made question whether your 53
made regular forays down 43
made regular forays into 291
made regular visits from 53
made regular visits there 80
made repeated forays into 220
made repeated passes over 48
made repeated strafing runs 42
made several changes from 62
made several direct hits 40
made several drawings from 55
made several forays into 1000
made several passes over 779
made several points clear 53
made several strafing runs 137
made several visits back 90
made several visits during 194
made several visits from 42
made several visits here 43
made several visits into 100
made several visits there 408
made shortly before leaving 54
made shortly before their 70
made shortly before trial 86
made visible through their 105
made walpole swerve from 95
made written demand upon 141
mail account through your 61
main arterial supply from 42
main austrian forces were 56
main british forces were 102
main bronchi divide into 66
main caravan routes from 107
main concern should have 49
main factors behind their 57
main factors behind these 101
main factors entering into 79
main factors limiting their 43
main features emerge from 67
main foreign policy goal 160
main foreign policy task 57
main highway through town 175
main impetus behind these 57
main lessons emerge from 61
main lessons learned during 44
main lessons learned from 346
main message emerging from 47
main problem arises from 446
main problem arises when 172
main problem occurs when 98
main program should call 70
main purpose behind such 56
main purpose behind their 42
main purpose behind these 104
main research methods used 81
main results emerge from 87
main results emerging from 76
main streets radiate from 76
main streets radiating from 90
main stumbling blocks were 75
main traffic artery from 54
main trouble arises from 76
main turkish forces were 67
make certain claims upon 87
make certain nobody else 40
make certain places sore 45
make certain points clear 213
make certain points more 51
make choices without having 62
make classic ground here 58
make contact prints from 58
make contact through their 45
make country places dull 50
make decision makers more 134
make everything depend upon 148
make foreign policy more 207
make friends through their 54
make herself doubly sure 132
make herself scarce when 62
make herself secure from 54
make himself amends upon 50
make himself better heard 103
make himself clearly heard 61
make himself fairly well 59
make himself immune from 54
make himself master over 64
make himself pretty well 92
make himself scarce when 134
make himself secure from 59
make himself something great 40
make himself something more 250
make himself useful among 40
make himself useful even 77
make himself useful there 136
make himself useful when 58
make history something more 106
make inquiry whether there 69
make inquiry whether your 82
make lantern slides from 49
make matters doubly sure 256
make maximum profit from 40
make mulatto yellow girl 40
make periodic forays into 68
make private profit from 52
make quality training more 71
make regular forays into 85
make regular visits home 49
make regular visits there 47
make repeated passes over 119
make research findings more 80
make several passes over 407
make several points clear 119
make several points here 46
make subject matter more 92
make success doubly sure 101
make welfare reform work 67
make western europe more 46
make written demand upon 127
making contact prints from 100
making culture without making 55
making foreign policy more 98
making himself scarce when 49
making history through their 53
making lantern slides from 45
making moments double upon 54
making periodic forays into 59
making process became more 245
making process begins when 137
making process itself will 112
making process should also 153
making process should have 100
making process should take 105
making process through their 442
making process varies from 125
making regular forays into 58
making repeated passes over 59
making several passes over 128
male european excels much 90
male friends versus male 60
male genital organs were 58
male nucleus passes into 49
male partner should also 57
male patient should have 46
male society passed over 52
male sterile plants have 68
male sterile plants were 114
many african leaders have 301
many african leaders were 160
many african nations have 313
many african nations were 150
many african peoples have 84
many african slaves were 178
many african states have 557
many african states were 210
many african states will 43
many african tribes have 92
many alleged serious trial 40
many ancient authors have 54
many ancient cities were 61
many ancient cities will 86
many ancient peoples have 65
many ancient peoples were 48
many animals standing much 51
many aquatic plants have 41
many battles fought during 48
many battles fought over 127
many battles fought there 69
many besides myself have 335
many besides myself will 68
many british troops from 44
many british troops were 208
many cabinet papers into 197
many central cities have 151
many chinese cities have 57
many chinese troops were 62
many coastal states have 81
many competing claims upon 54
many complex issues facing 63
many complex issues here 62
many congress leaders were 110
many country houses were 102
many critics should have 141
many decades before such 54
many decades before their 68
many decades before there 61
many decades before these 59
many decimal places must 64
many decimal places there 124
many decimal places will 178
many decision makers have 109
many decision makers will 61
many decision points along 53
many degrees beyond what 111
many degrees farther north 137
many degrees farther south 61
many degrees further north 58
many degrees should there 74
many demands already made 53
many demands placed upon 369
many departing widely from 90
many diseases result from 99
many diverse fields such 70
many diverse groups have 52
many diverse peoples into 47
many doubted whether there 81
many drastic changes have 43
many editions without naming 92
many effects beside those 67
many elderly suffer from 47
many eminent authors have 69
many eminent authors will 154
many enemies amongst those 54
many escaped slaves were 40
many european authors have 51
many european cities during 97
many european cities have 262
many european cities were 178
many european leaders were 55
many european nations during 69
many european nations from 41
many european nations have 581
many european nations were 390
many european peoples were 48
many european plants have 151
many european powers were 57
many european states during 44
many european states from 44
many european states have 222
many european states were 176
many factors affect health 52
many factors affect heart 136
many factors affect their 50
many factors affect these 61
many factors before making 67
many factors beyond their 152
many factors beyond those 41
many factors beyond your 79
many factors entering into 969
many farmers turned their 64
many features unlike those 60
many federal courts have 155
many federal judges have 58
many fighter pilots said 93
many flowering plants have 54
many foreign cities have 89
many foreign nations have 151
many foreign nations were 73
many friends amongst those 66
many friends around here 136
many gallant actions were 84
many general readers will 66
many gentile nations have 42
many governing bodies have 54
many grocery stores have 62
many haunted houses have 73
