mace was presented to 99
made all conditions of 59
made all diligence to 72
made all diversity of 48
made all inquiries as 41
made all varieties of 45
made and abandoned by 123
made and addressed to 52
made and allocated to 66
made and amendment of 215
made and annotated by 66
made and announced at 49
made and announced by 157
made and announced in 117
made and announced on 42
made and announced the 53
made and announced to 129
made and appointed by 126
made and appointed the 72
made and appointed to 52
made and assembled at 81
made and assembled by 313
made and assembled in 620
made and assembled on 54
made and assembled the 57
made and assembled to 50
made and attempted to 301
made and authorized by 91
made and available in 138
made and available to 40
made and canvassed as 243
made and canvassed in 55
made and certainly the 110
made and certified as 418
made and certified by 848
made and certified in 155
made and certified the 44
made and certified to 261
made and collected as 54
made and collected by 401
made and collected in 613
made and collected on 100
made and collected the 44
made and commented on 170
made and committed by 73
made and committed to 235
made and completed as 170
made and completed at 69
made and completed by 225
made and completed in 744
made and completed on 197
made and completed the 75
made and concluded at 1828
made and concluded by 288
made and concluded in 595
made and concluded on 802
made and concluded the 176
made and conducted by 152
made and conducted in 209
made and confirmed as 206
made and confirmed at 110
made and confirmed by 1327
made and confirmed in 717
made and confirmed on 119
made and confirmed the 122
made and confirmed to 409
made and connected to 165
made and consented to 202
made and considering the 46
made and consisted of 138
made and contained in 349
made and continued as 48
made and continued by 111
made and continued in 280
made and continued the 47
made and continued to 706
made and continues in 69
made and continues to 2332
made and contrived by 51
made and contrived in 102
made and converted to 59
made and corrected as 48
made and corrected by 191
made and corrected in 41
made and decorated at 255
made and decorated by 1092
made and decorated in 1151
made and decorated the 161
made and decorated to 74
made and dedicated by 41
made and dedicated in 44
made and dedicated to 403
made and delivered as 600
made and delivered at 268
made and delivered by 1832
made and delivered in 1413
made and delivered on 515
made and delivered the 294
made and delivered to 6895
made and deposited as 118
made and deposited at 83
made and deposited by 193
made and deposited in 649
made and deposited the 62
made and described by 635
made and described in 142
made and described the 64
made and describes the 42
made and destroyed at 60
made and destroyed by 162
made and destroyed in 127
made and destroyed the 41
made and determine the 85
made and developed at 40
made and developed by 175
made and developed in 394
made and developed the 74
made and difficult to 515
made and discarded as 56
made and discarded in 52
made and discussed at 139
made and discussed by 155
made and discussed in 369
made and displayed at 43
made and displayed by 40
made and displayed in 359
made and displayed on 55
made and dissection is 46
made and dissolved at 68
made and dissolved in 149
made and dominated by 86
made and entrusted to 59
made and especially the 60
made and estimates of 85
made and evaluated by 56
made and evaluated in 173
made and exercised by 46
made and exhibited at 131
made and exhibited by 186
made and exhibited in 239
made and exhibited the 40
made and exhibited to 130
made and explained by 86
made and explained in 211
made and explained to 97
made and expressed as 96
made and expressed by 42
made and expressed in 537
made and expressed the 53
made and forgotten as 41
made and forwarded by 96
made and forwarded to 931
made and fulfilled by 53
made and fulfilled in 206
made and fulfilled to 66
made and furnished by 308
made and furnished in 89
made and furnished the 75
made and furnished to 879
made and gradually the 42
made and imprinted the 111
made and incapable of 52
made and incubated at 105
made and indicates the 63
made and inflicted on 43
made and inhabited by 93
made and inscribed in 98
made and installed as 102
made and installed at 205
made and installed by 741
made and installed in 813
made and installed on 182
made and installed the 118
made and installed to 91
made and justified by 112
made and justified in 113
made and justified on 47
made and justified the 59
made and knowledge is 46
made and knowledge of 89
made and maintains the 54
made and monitored by 61
made and negotiated in 52
made and nourished by 44
made and overruled in 68
made and perfected by 280
made and perfected in 56
made and performed by 400
made and performed in 343
made and performed on 42
made and permitted to 96
made and persisted in 543
made and presented as 205
made and presented at 76
made and presented by 1372
made and presented in 911
made and presented it 257
made and presented the 71
made and presented to 5035
made and preserved as 355
made and preserved at 45
made and preserved by 2165
made and preserved in 1168
made and preserved of 146
made and preserved on 135
made and preserved so 89
made and preserved the 129
made and preserved us 1383
made and preserves the 82
made and preserves us 249
made and proceeded to 69
made and processed by 59
made and processed in 161
made and production is 105
made and protected by 76
made and published an 95
made and published as 722
made and published at 413
made and published by 6328
made and published in 4862
made and published my 48
made and published of 254
made and published on 653
made and published the 293
made and published to 442
made and purchased at 40
made and purchased by 41
made and purchased in 132
made and recovered in 54
made and reflected in 84
made and registers to 42
made and regulated by 96
made and responded to 315
made and sanctioned by 553
made and sanctioned in 42
made and sometimes the 177
made and sprinkled in 172
made and subjected to 467
made and submitted by 307
made and submitted in 77
made and submitted to 1525
made and succeeded in 161
made and supported as 1245
made and supported by 2104
made and supported in 108
made and supported the 117
made and sustained as 43
made and sustained at 42
made and sustained by 1366
made and sustained in 429
made and sustained on 56
made and sustained the 540
made and sustained to 46
made and swallowed so 47
made and tabulated in 41
made and throughout the 82
made and witnessed by 65
made any admiration of 155
made any admissions to 42
made any advantage by 41
made any advantage of 94
made any agreement as 49
made any agreement on 59
made any agreement or 316
made any agreement to 216
made any alienation of 61
made any allowance in 59
made any allowance or 43
made any alteration in 2781
made any alteration on 55
made any alteration to 47
made any appearance at 64
made any appearance in 172
made any assumption as 60
made any assumption of 41
made any collection of 170
made any committal of 53
made any complaint at 59
made any complaint in 54
made any complaint of 473
made any complaint on 88
made any complaint or 118
made any complaint to 497
made any concession as 86
made any concession on 48
made any concession or 46
made any concession to 503
made any confession in 43
made any confession of 165
