made between children born 94
made candide hesitate more 50
made certain everyone knew 79
made depends entirely upon 44
made helpful comments during 46
made himself absolute lord 78
made himself entirely clear 64
made himself obedient unto 47
made immense fortunes from 43
made immense progress during 294
made inquiry concerning their 43
made legally contingent upon 79
made liberal extracts from 139
made national headlines during 45
made national headlines when 620
made notable advances during 74
made notable progress during 220
made payable fourteen days 65
made primary education free 361
made regular payments into 45
made regular progress from 46
made repeated assaults upon 206
made repeated attempts during 90
made repeated attempts upon 103
made repeated descents upon 69
made repeated journeys from 53
made several assaults upon 242
made several attempts during 323
made several attempts from 91
made several attempts over 191
made several attempts upon 478
made several comments upon 50
made several converts among 55
made several descents into 135
made several descents upon 360
made several extracts from 326
made several journeys along 51
made several journeys back 126
made several journeys from 392
made several journeys into 1245
made several journeys there 43
made several mistakes during 54
made several speeches during 106
made several ventures into 42
made similar comments during 65
made similar comments when 89
made suicide attempts were 56
made towards eventual self 42
mail message directly from 49
mail service overland from 41
main central processing unit 128
main factors underlying these 44
main features resemble those 69
main product obtained from 47
main research interest lies 173
main research questions were 193
main results obtained during 121
main results obtained from 489
main results obtained were 86
main results reported here 48
main traffic arteries leading 42
make british industry more 464
make certain behaviors more 83
make certain deviations from 55
make certain everyone else 43
make certain everyone knew 69
make certain extracts from 42
make certain outcomes more 80
make choices concerning their 187
make choices concerning what 83
make college education more 91
make correct decisions when 90
make elected officials more 110
make entries directly into 42
make european industry more 61
make federal agencies more 90
make foreign products more 98
make foreign relations bend 41
make foreign relations fall 42
make harassing descents upon 75
make himself absolute lord 67
make himself agreeable during 66
make himself agreeable were 52
make himself agreeable when 242
make himself despotic only 99
make hostile takeovers more 129
make inquiry concerning their 41
make inquiry respecting such 61
make language perceive what 51
make liberal extracts from 89
make liberal promises upon 57
make library services more 85
make matters slightly more 90
make matters somewhat more 67
make medical decisions when 99
make medical education more 123
make medical practice more 131
make medical services more 43
make minuter divisions from 79
make mystery heighten their 40
make nightly invasions upon 44
make optimal decisions from 89
make periodic payments during 44
make periodic payments into 76
make periodic payments over 164
make present distress more 57
make primary education free 1095
make primary education more 157
make rational decisions when 183
make regular deposits into 61
make regular payments from 59
make regular payments into 168
make regular payments over 63
make repeated farewell bows 42
make service delivery more 252
make service provision more 113
make several extracts from 85
make several incisions into 46
make several journeys from 47
make similar decisions when 80
make similar mistakes when 78
make thirteen distinct laws 40
make towards equality brings 60
make worldly business most 47
making british industry more 47
making certain reserves more 51
making himself absolute lord 65
making himself agreeable among 107
making himself agreeable when 125
making himself informed upon 44
making hopeful progress when 49
making primary education free 888
making process concerning their 152
making process involves many 95
making rational decisions when 47
making regular deposits into 42
making regular payments into 76
making rewards contingent upon 70
making service delivery more 102
male british subjects over 84
male college students during 40
male college students from 179
male college students have 112
male college students into 43
male college students over 44
male college students were 1255
male differs slightly from 95
male medical students from 47
male medical students were 128
male northern elephant seals 557
male patient suffered from 54
male southern elephant seals 209
male workers declined from 61
male workers decreased from 47
male workers increased from 135
many adopted children have 68
many african american boys 73
many african american male 98
many african american young 67
many african american youth 201
many african cultures have 42
many african languages have 94
many african languages there 48
many african scholars have 90
many animals migrated into 61
many bacteria isolated from 51
many blessings bestowed upon 242
many blessings showered upon 74
many british citizens were 44
many british officers have 50
many british officers were 183
many british officials were 107
many british soldiers died 62
many british soldiers were 242
many british subjects have 56
many british subjects were 151
many catholic children were 53
many catholic churches have 41
many catholic churches were 72
many catholic families were 72
many catholic scholars have 41
many catholic theologians have 78
many caustic comments upon 40
many chinese citizens have 44
many chinese families have 57
many chinese laborers were 52
many chinese officials were 41
many chinese scholars have 146
many chinese soldiers were 65
many chinese students have 52
many chinese students went 42
many chinese students were 80
many college campuses during 59
many college campuses have 76
many college freshmen have 43
many college students face 101
many college students fail 67
many college students feel 85
many college students find 104
many college students from 58
many college students have 791
many college students live 44
many college students seem 51
many college students take 61
many college students think 49
many college students were 196
many college students will 165
many college students work 46
many complex problems facing 106
many complex problems have 41
many country churches have 52
many details borrowed from 46
many details concerning their 100
many details concerning these 51
many details concerning those 68
many diabetic patients have 79
many diverse cultures have 40
many diverse elements from 65
many diverse elements have 63
many diverse elements into 237
many elderly patients have 392
many elderly patients take 40
many elderly patients will 127
many elected officials have 104
many elected officials were 58
many elected officials will 42
many eminent scholars from 60
many eminent scholars have 206
many eminent scholars were 57
many eminent theologians have 76
many european languages have 66
many european scholars have 111
many factors involved here 97
many factors involved when 59
many features borrowed from 96
many features distinct from 90
many features resembling those 103
many federal agencies have 399
many federal agencies were 93
many federal programs have 108
many federal programs were 50
many federal soldiers were 56
many foolish bargains have 59
many foreign elements into 135
many foreign elements were 50
many foreign nationals were 47
many foreign quarters have 125
many foreign scholars have 47
many foreign students come 76
many foreign students from 107
many foreign students have 94
many foreign students were 46
many foreign visitors came 69
many foreign visitors have 99
many foreign visitors were 97
many freedom fighters were 42
many gallant soldiers were 50
many general hospital beds 51
many general officers were 78
many helpful comments during 172
many helpful comments from 294
many helpful comments made 100
many helpful insights into 175
many hundred thousands more 42
many hundred thousands were 68
many illegal abortions were 61
many journal articles have 49
many judicial decisions have 63
many letters received from 481
many marketing managers have 71
many material benefits from 60
many material respects from 146
many matters concerning their 64
many medical advances have 49
many medical students have 92
many medical students were 54
many mercies bestowed upon 158
many mexican american youth 62
many mineral deposits have 66
many natural children were 89
many natural materials such 70
many natural products have 69
many natural products such 47
many northern soldiers were 60
many notable advances have 44
many opulent families were 61
many organic materials such 86
many organic solvents such 156
many orthodox prelates were 76
many outward comforts also 47
many parents describe their 43
many peculiar benefits upon 86
many persons believed their 50
many persons perished from 67
many persons suffered from 73
many pleasant memories from 51
many pleasant memories have 49
