made bold plans without 58
made camp hours before 64
made during field visits 93
made during floor debate 84
made during group therapy 52
made during short periods 47
made even though neither 47
made five chops before 42
made five major points 83
made five months before 287
made five months earlier 188
made five trips across 67
made five trips through 41
made five weeks before 41
made four basic points 79
made four major changes 75
made four major points 86
made four months before 177
made four months earlier 234
made four times greater 47
made four times larger 65
made four trips across 84
made four trips around 92
made four trips through 57
made four weeks before 74
made from adobe bricks 77
made from alloy steels 265
made from below upward 431
made from black grapes 383
made from black velvet 127
made from black walnut 152
made from brain tissue 51
made from burnt shells 70
made from camel udders 44
made from cereal grains 274
made from cocoa butter 126
made from cocoa powder 59
made from color slides 240
made from conch shells 220
made from crude rubber 52
made from downing street 56
made from dried animal 88
made from dried apples 283
made from dried bonito 81
made from dried fruits 159
made from dried gourds 144
made from dried grapes 293
made from dried plants 52
made from dried seaweed 94
made from earned income 51
made from either copper 47
made from either cotton 147
made from epoxy resins 83
made from every corner 42
made from flour ground 227
made from flour milled 85
made from fresh apples 100
made from fresh fruits 203
made from fresh grapes 83
made from fresh ground 55
made from fresh lemons 109
made from fresh plants 81
made from fresh tissue 54
made from fruit juices 642
made from fused quartz 473
made from fused silica 940
made from glass fibers 188
made from glass plates 53
made from goose feathers 227
made from goose quills 84
made from green grapes 74
made from green vitriol 49
made from gross income 405
made from gross profit 52
made from human bodies 42
made from human plasma 170
made from human skulls 291
made from human tissue 50
made from indian cotton 165
made from large blocks 114
made from large flakes 198
made from large pieces 150
made from large sheets 115
made from large stones 76
made from latex rubber 137
made from leather tanned 91
made from light alloys 46
made from light weight 48
made from local cotton 57
made from local fruits 120
made from local grapes 101
made from local plants 200
made from local stones 47
made from local timber 338
made from lower grades 60
made from maize starch 101
made from metal alloys 96
made from metal oxides 69
made from metal plates 121
made from metal powder 59
made from metal sheets 73
made from metal strips 57
made from noble metals 65
made from orange crates 184
made from packing crates 134
made from paper plates 94
made from peanut butter 63
made from plain carbon 99
made from plant fibers 511
made from plant matter 52
made from rough boards 87
made from rough lumber 75
made from scrap lumber 287
made from scrap pieces 127
made from sheet bronze 81
made from sheet copper 252
made from sheet silver 76
made from short fibers 132
made from short pieces 158
made from short staple 108
made from skins tanned 209
made from small flakes 64
made from small fruits 58
made from small grains 41
made from small pieces 736
made from small shells 44
made from small stones 58
made from small strips 44
made from snail shells 46
made from solar energy 82
made from solid blocks 110
made from solid copper 43
made from solid pieces 207
made from solid rubber 47
made from solid silver 162
made from solid timber 95
made from split bamboo 670
made from steel castings 160
made from steel forgings 273
made from steel plates 342
made from steel sheets 70
made from stone blocks 79
made from sweet apples 60
made from sweet clover 48
made from sweet potato 135
made from thinly sliced 123
made from trees felled 85
made from vinyl resins 104
made from wages except 130
made from white cotton 100
made from white grapes 1803
made from white marble 169
made from whole grains 1128
made from working drawings 76
made from woven bamboo 158
made from woven fabric 82
made from woven fibers 45
made from woven strips 88
made full legal tender 815
made giant steps toward 54
made good again through 67
made good speed across 93
made good speed through 64
made good speed toward 46
made great gaunt street 41
made great havoc amongst 373
made great steps toward 40
made ideas exist before 168
made into apple butter 78
made into black puddings 41
made into cakes called 119
made into fancy shapes 45
made into items called 86
made into large bricks 117
made into large loaves 43
made into legal rights 55
made into peanut butter 198
made into slave states 139
made into small loaves 111
made into small pieces 121
made into small stacks 42
made into walking sticks 114
made judy start greatly 40
made just about enough 71
made just broad enough 82
made just hours before 124
made just large enough 2116
made just small enough 43
made just strong enough 196
made just weeks before 97
made laws which nobody 74
made loud kissing noises 122
made loud sucking noises 189
made love again before 190
made love every chance 44
made love often enough 49
made love since before 70
made love twice before 130
made many false starts 277
made many fewer errors 57
made many large grants 46
made many minor changes 116
made many months before 529
made many months earlier 101
made many people afraid 84
made many people anxious 48
made many people forget 93
made many people realize 154
made many people regard 43
made many people wonder 529
made many small changes 101
made many steps before 50
made many steps beyond 73
made many telling points 65
made many times already 53
made many times before 3383
made many times greater 111
made many times larger 104
made many trials before 79
made many trips abroad 347
made many trips across 186
made many trips around 225
made many trips before 40
made many trips through 209
made many valid points 55
made many weeks before 49
made mark twain famous 67
made more acute through 46
made more easily through 41
made more easily without 56
made more false alarms 57
made more money through 90
made more nearly square 106
made more rapid headway 88
made more total errors 49
made more vivid through 114
made most people forget 56
made much easier through 296
made much money through 134
made much sense anyway 88
made nine months before 190
made nine months earlier 141
made only about twelve 42
made only about twenty 83
made only after further 97
made only after mature 62
made only after notice 334
made only after proper 145
made only after public 99
made only after review 72
made only after serious 110
made only after studying 51
made only after weighing 91
made only brief forays 47
made only brief mention 303
made only brief visits 173
made only hours before 171
made only large enough 535
made only minor changes 1581
made only months before 44
made only passing grades 118
made only passing mention 723
made only short visits 123
made only small changes 176
made only strong enough 56
made only under duress 40
made only under special 97
made only weeks before 64
made only within recent 42
made other major changes 55
made other minor changes 194
made other people suffer 105
made other small changes 47
made over again before 58
made over longer periods 157
made over short periods 262
made peace after strife 46
made sole legal tender 71
made some banal remark 94
made some basic changes 113
made some civil remark 128
made some cutting remark 83
made some droll remark 139
made some false starts 113
made some final changes 40
made some fresh coffee 372
made some funny noises 46
made some funny remark 59
made some gains through 58
made some glaring errors 65
made some grave errors 103
made some hours before 197
made some inane remark 195
made some jeering remark 159
made some jesting remark 107
made some latin verses 57
made some light remark 147
made some major changes 788
made some major errors 56
made some minor changes 1562
made some minor errors 54
made some money before 54
made some money through 155
made some months before 1449
made some months earlier 645
made some moves toward 215
