mace per registered ton 171
made all allowances for 239
made all preparation for 213
made and allowances for 96
made and calibrated for 81
made and conclusions are 148
made and correlated with 176
made and discovered that 44
made and emphasized that 88
made and information was 52
made and liabilities for 93
made and maintained and 90
made and maintained for 357
made and maintained his 54
made and maintained that 57
made and maintained with 311
made and ornamented with 128
made and prosecuted with 169
made and reiterated that 204
made and subscribed this 52
made and suggestions for 78
made and translated are 90
made any agreements for 47
made any agreements with 60
made any allowances for 185
made any application for 745
made any arrangement for 589
made any arrangement with 320
made any assessment with 93
made any assignment for 49
made any collections for 46
made any combination for 48
made any comparison with 41
made any compromise with 219
made any concealment that 50
made any connections with 49
made any difference and 220
made any difference but 78
made any difference for 282
made any difference had 583
made any difference how 141
made any difference now 352
made any difference one 254
made any difference that 708
made any difference was 75
made any difference who 162
made any difference with 536
made any disposition for 40
made any observation that 414
made any particular use 91
made any preparation for 657
made any proposition for 46
made any resistance they 73
made any resistance was 62
made any sacrifices for 98
made any statements that 155
made any substantial use 72
made any suggestions for 139
made any systematic use 49
made are compatible with 63
made are consistent with 344
made are sufficient for 103
made both attractive and 114
made both clinically and 76
made both consciously and 49
made both deductible and 104
made both explicitly and 56
made both government and 49
made both internally and 56
made both profitable and 111
made due allowances for 235
made due application for 47
made due composition with 68
made due preparation for 200
made few allowances for 295
made few connections with 59
made few suggestions for 45
made for activities that 135
made for alterations and 53
made for applicants who 103
made for apprehending and 47
made for ascertaining and 125
made for assessment and 50
made for assistance and 82
made for assistance with 61
made for attendance and 46
made for background and 54
made for banishment and 80
made for candidates for 66
made for candidates who 48
made for candidates with 94
made for carpenters and 47
made for characters and 147
made for charitable and 61
made for circulation and 44
made for cleanliness and 92
made for comparable use 266
made for comparison and 42
made for comparison with 1330
made for compensating for 50
made for competition and 52
made for complexity and 60
made for conciliation and 49
made for consumption and 56
made for continuity and 115
made for continuous and 64
made for contraction and 91
made for cooperation and 55
made for cooperation with 219
made for corrections and 40
made for correlation with 44
made for depreciation and 944
made for depreciation for 175
made for discipline and 88
made for discontent and 44
made for educational and 177
made for educational use 92
made for efficiency and 317
made for elementary and 103
made for employment and 52
made for entertaining him 43
made for establishing and 106
made for evaporation and 103
made for examination and 52
made for excitement and 50
made for exploration and 60
made for facilities and 76
made for facilities for 41
made for fellowship and 65
made for fellowship with 433
made for friendship and 111
made for gestational age 46
made for implementing this 40
made for individual and 324
made for individual men 62
made for individual use 175
made for information and 68
made for information that 127
made for instruction and 197
made for interviews with 53
made for investment and 79
made for laboratory and 50
made for laboratory use 107
made for legislation that 47
made for management and 123
made for negotiations with 41
made for observation and 59
made for permanence and 44
made for procedures for 49
made for prosperity and 77
made for publication and 69
made for relatively easy 80
made for relatively few 63
made for relatively low 61
made for residential use 48
made for retirement and 101
made for scientific and 217
made for settlement and 44
made for shakespeare his 74
made for simplicity and 251
made for solidarity and 45
made for subsequent use 40
made for sufficient and 42
made for supervision and 104
made for systematic and 48
made for tenderness and 62
made for transporting and 48
made for transporting them 163
made for uniformity and 71
made for ventilation and 137
made for volunteers and 52
made for volunteers for 116
made for yourselves and 55
made ham sandwiches and 48
made her acquainted with 2743
made her aggressive and 43
made her application for 90
made her attractive and 60
made her breakthrough with 43
made her comprehend his 62
made her comprehend our 45
made her comprehend she 55
made her comprehend that 428
made her conjecture that 71
made her determined not 125
made her determined that 218
made her determined way 43
made her friendship with 42
made her frightened and 119
made her frustrated and 44
made her indistinct and 58
made her ineligible for 276
made her joyousness and 73
made her melancholy and 40
made her physically ill 845
made her positively ill 83
made her preference for 49
made her preparation for 57
made her reappearance with 40
made her reconsider her 157
made her reevaluate her 57
made her relinquish her 45
made her straighten her 111
made her sympathetic and 100
made her tenderness for 57
made her understand all 45
made her understand and 52
made her understand her 110
made her understand him 119
made her understand his 87
made her understand how 389
made her understand she 122
made her understand that 7876
made her understand this 160
made her understand why 183
made her unsuitable for 203
made her vulnerable and 154
made him acceptable and 41
made him accessible and 47
made him acquainted with 29600
made him aggressive and 82
made him answerable for 124
made him anticipate all 83
made him archbishop and 53
made him attractive and 63
made him chancellor and 51
made him comprehend that 1000
made him conjecture that 186
made him conversant with 481
made him dangerously ill 43
made him despondent and 74
made him determined not 211
made him determined that 340
made him effeminate and 54
made him exaggerate his 80
made him exceptional was 46
made him experience all 49
made him experiment with 45
made him frightened and 73
made him frustrated and 74
made him impressive and 48
made him ineligible for 1174
made him influential and 47
made him influential with 95
made him insensible for 63
made him intolerant and 119
made him invaluable for 50
made him invincible and 44
made him irresolute and 42
made him lighthearted and 48
made him melancholy and 189
made him optimistic that 88
made him physically and 58
made him physically ill 995
made him physically weak 58
made him positively ill 128
made him prosperous and 56
made him reconsider his 454
made him reevaluate his 65
made him relinquish all 52
made him relinquish his 232
made him remarkable was 65
made him ridiculous and 217
made him solicitous for 69
made him speechless and 56
made him speechless for 110
made him speechless with 77
made him straighten his 76
made him successful and 126
made him successful was 48
made him successful with 83
made him sympathetic and 123
made him sympathetic with 201
