made absolutism supreme just 54
made appreciable inroads into 51
made appreciable inroads upon 60
made connections between their 413
made connections between these 127
made connections between what 62
made disastrous inroads upon 70
made exorbitant demands upon 163
made formidable inroads upon 48
made friendship between your 186
made impossible demands upon 159
made impressive inroads into 155
made impressive strides during 42
made influential friends among 58
made particular inquiry into 119
made remarkable inroads into 77
made remarkable strides during 105
made statements regarding their 45
made substantial inroads among 87
made substantial inroads into 1459
made substantial inroads upon 78
made substantial profits during 69
made substantial profits from 404
made successful inroads into 383
made successful inroads upon 48
made sufficient inquiry into 43
made sufficient inroads into 90
made tremendous demands upon 60
made tremendous inroads into 226
made tremendous profits from 121
made tremendous strides during 275
made tremendous strides over 163
main advantages derived from 77
main advantages resulting from 43
main categories depending upon 50
main conclusions derived from 366
main conclusions emerged from 75
main conclusions resulting from 88
main contributing factors were 79
main difference between data 55
main difference between early 166
main difference between good 107
main difference between high 155
main difference between india 44
main difference between john 42
main difference between kant 71
main difference between life 47
main difference between living 102
main difference between male 92
main difference between most 79
main difference between other 48
main difference between reading 41
main difference between single 114
main difference between such 656
main difference between their 577
main difference between these 8950
main difference between those 396
main difference between true 71
main difference between what 456
main difference between your 151
main difference results from 62
main difficulty results from 61
main difficulty stemmed from 52
main distinction between their 47
main distinction between these 633
main distinction between those 56
main industries include food 47
main similarity between these 45
main structural features were 101
main structural members were 51
make absolutely certain there 131
make absolutely certain what 58
make absolutely certain your 54
make accusations against their 64
make aggressive behavior more 124
make antibodies against their 127
make antibodies against these 43
make appreciable inroads into 43
make appropriate choices among 85
make appropriate choices from 94
make appropriate choices when 128
make appropriate remarks upon 55
make associations between ideas 42
make associations between their 55
make associations between what 66
make comparison between these 62
make complaints against their 134
make connections between areas 55
make connections between home 46
make connections between ideas 612
make connections between other 59
make connections between past 566
make connections between prior 88
make connections between reading 98
make connections between some 60
make connections between such 148
make connections between text 49
make connections between their 2409
make connections between theory 196
make connections between these 1078
make connections between those 176
make connections between what 4215
make connections between your 241
make deliberate attacks upon 48
make distinction between these 55
make distinction between those 44
make distinction between what 42
make educational systems more 41
make exorbitant demands upon 101
make government function more 44
make government service more 42
make impossible demands upon 372
make information systems more 97
make inordinate demands upon 84
make legitimate demands upon 61
make particular demands upon 45
make particular inquiry into 232
make principled choices among 48
make scientific inquiry into 52
make statements against their 68
make statements regarding their 47
make substantial inroads among 54
make substantial inroads into 844
make substantial inroads upon 42
make substantial profits from 347
make successful assault over 40
make successful inquiry into 56
make successful inroads into 64
make sufficient demands upon 66
make sufficient inroads into 58
make suggestions regarding their 64
make superhuman demands upon 45
make transitions between these 54
make tremendous demands upon 48
make tremendous inroads into 47
make unprovoked attacks upon 61
make unrealistic demands upon 84
making accusations against their 46
making appropriate choices from 45
making connections between ideas 364
making connections between past 222
making connections between prior 84
making connections between reading 54
making connections between their 407
making connections between theory 83
making connections between these 196
making connections between those 50
making connections between what 558
making connections between your 63
making distinction between those 40
making exorbitant demands upon 82
making exorbitant profits from 42
making impossible demands upon 170
making substantial inroads into 386
making substantial profits from 110
making successful inroads into 64
making tremendous inroads into 59
making unrealistic demands upon 52
many activities besides those 42
many advantages derived from 372
many advantages resulting from 354
many affinities between these 45
many agreements entered into 61
many application domains such 58
many attractive features such 89
many celebrated writers have 44
many complicating factors have 48
many complicating factors such 62
many conclusions derived from 58
many connections between these 145
many connections between what 42
many contributing factors have 44
many contributing factors such 45
many controlled studies have 47
many delightful letters from 102
many democratic theorists have 82
many discordant scrapes gave 60
many educational systems have 70
many educational theorists have 62
many electronic details have 126
many electronic devices have 45
many electronic devices such 169
many elementary schools have 255
many elementary schools were 135
many elementary teachers have 89
many enthusiastic letters from 66
many evergreens trained upon 83
many existences emanate from 43
many experiment stations have 100
many expressions derived from 41
many generations enjoyed here 56
many generations removed from 1034
many government buildings were 69
many government offices have 60
many government offices were 96
many government workers were 45
many grievances against their 83
many groundless reports were 43
many historical studies have 55
many historical writers have 53
many illustrious persons have 90
many illustrious persons were 42
many illustrious persons whom 53
many illustrious writers have 40
many immigrants arrived from 128
many individual animals from 43
many individual farmers have 48
many individual members have 56
many individual members were 59
many individual schools have 47
many individual species have 64
many individual studies have 90
many individual workers have 47
many influential friends among 126
many influential persons were 52
many information systems have 86
many interested parties have 86
many interested parties were 42
many introduced species have 42
many investment bankers have 44
many kilometers distant from 48
many laboratory studies have 172
many limitations imposed upon 106
