major data structures used 62
major life activities only 379
major life activities such 601
major life activities were 145
major life transitions such 129
major time commitment from 50
makes great destruction among 41
makes less difference what 109
makes life infinitely more 94
makes much difference what 658
makes much difference when 96
makes some difference what 63
makes some difference when 48
makes such observable worth 87
makes their integration into 79
makes their livelihood more 691
makes these statements true 57
makes very entertaining reading 77
makes your application more 239
males take precedence over 52
males were introduced into 113
males were relatively more 109
mares were constantly kept 59
marking their difference from 100
marks have disappeared from 81
marks most residential areas 95
marks their difference from 132
meanings when translated into 75
meeting from degenerating into 65
meeting heavy resistance from 129
meeting some resistance from 165
meeting these objectives will 125
meeting went surprisingly well 56
melts when introduced into 40
merge their identities into 80
metal film evaporated onto 143
metal most frequently used 128
method more frequently used 63
method most frequently used 2224
method used determines when 53
method uses historical data 42
method uses information from 76
method very frequently used 48
method were introduced into 54
might also experience some 114
might also frequently have 103
might call unconscious self 96
might draw conclusions from 144
might draw inferences from 71
might draw inspiration from 230
might even anticipate from 51
might even conjecture from 45
might even degenerate into 56
might even experience some 53
might even originally have 50
might face competition from 44
might find acceptance among 40
might find admittance into 45
might find employment there 71
might gain information from 45
might have absolutely nothing 60
might have abstracted from 47
might have acquainted these 47
might have advantages over 396
might have appreciated more 93
might have appreciated some 51
might have approached more 48
might have approached their 46
might have assistance from 72
might have astonished even 57
might have attributed some 46
might have attributed such 41
might have attributed their 77
might have attributes such 50
might have calculated upon 115
might have categories such 41
might have celebrated their 87
might have completely lost 85
might have confidence even 113
might have considered adding 40
might have considered asking 52
might have considered giving 92
might have considered having 47
might have considered leaving 64
might have considered making 210
might have considered more 317
might have considered moving 52
might have considered only 54
might have considered other 132
might have considered some 126
might have considered such 728
might have considered taking 161
might have considered their 276
might have considered these 262
might have considered those 52
might have considered trying 44
might have considered what 204
might have considered your 55
might have contracted aids 169
might have contracted during 89
might have contracted from 82
might have contracted some 166
might have controlled their 44
might have convenient time 44
might have determined their 61
might have determined upon 42
might have determined what 96
might have difficulty coping 139
might have difficulty dealing 88
might have difficulty even 64
might have difficulty hearing 93
might have difficulty making 471
might have difficulty paying 62
might have difficulty reading 209
might have difficulty seeing 148
might have diminished their 101
might have disappeared during 93
might have disappeared from 576
might have disappeared into 289
might have disappeared like 42
might have discovered from 93
might have discovered many 176
might have discovered more 520
might have discovered much 171
might have discovered other 88
might have discovered some 633
might have discovered such 120
might have discovered their 143
might have discovered there 107
might have discovered these 72
might have discovered what 628
might have distracted from 48
might have distressed some 54
might have eliminated much 49
might have eliminated some 155
might have emphasized more 107
might have encouraged even 42
might have encouraged many 44
might have encouraged more 354
might have encouraged other 173
might have encouraged some 271
might have encouraged such 322
might have encouraged their 83
might have encouraged these 50
might have encouraged those 53
might have encroached upon 78
might have epitomized life 78
might have eventually been 242
might have eventually come 75
might have eventually done 40
might have eventually made 60
might have flourished among 44
might have flourished even 48
might have flourished more 43
might have flourished there 81
might have frightened away 199
might have frightened some 106
might have frustrated their 51
might have gracefully said 49
might have heretofore been 63
might have identified more 126
might have identified some 57
might have identified their 49
might have influenced even 40
might have influenced many 42
might have influenced other 58
might have influenced some 346
might have influenced such 131
might have influenced their 1332
might have influenced these 271
might have influenced those 89
might have influenced what 263
might have influenced your 458
might have information from 51
might have interested less 58
might have intervened more 93
might have introduced among 40
might have introduced into 353
might have introduced more 147
might have introduced other 63
might have introduced some 366
might have introduced such 66
might have introduced these 61
might have ironically said 103
might have jeopardized their 153
might have justifiably been 47
might have maintained peace 154
might have maintained some 75
might have maintained such 45
might have maintained their 595
might have ministered unto 638
might have obstructed their 107
might have ordinarily been 67
might have originally been 1725
might have originally come 140
might have originally meant 78
might have originated among 130
might have originated during 97
might have originated from 3161
might have originated here 65
might have originated there 194
might have originated when 76
might have overlooked some 361
might have overlooked such 42
might have overlooked these 91
might have penetrated even 71
might have penetrated from 44
might have penetrated into 693
might have precedence over 56
might have progressed along 43
might have progressed from 54
might have progressed more 432
might have progressed much 76
might have pronounced upon 84
might have properties such 53
might have prosecuted their 40
might have recognized from 53
might have recognized more 112
might have recognized some 89
might have recognized their 97
might have recognized these 41
might have recognized what 110
might have reconciled these 41
might have reinforced their 89
might have relatively high 65
might have relatively more 51
might have remembered from 168
might have remembered more 61
might have remembered seeing 55
might have remembered some 83
might have remembered their 52
might have remembered those 46
might have remembered upon 62
might have remembered what 485
might have remembered when 118
might have remembered your 53
might have restrained some 73
might have restrained their 73
might have restricted their 67
might have sacrificed their 52
might have stimulated more 51
might have stimulated some 83
might have stimulated such 53
might have stimulated their 139
might have strengthened their 283
might have strengthened your 42
might have sufficient time 529
might have terminated very 140
might have translated into 271
might have translated jack 54
might have transpired during 54
might have transpired from 116
might have transpired there 103
might have ultimately been 130
might have ultimately done 40
might have undermined their 187
might have understood from 126
might have understood more 239
might have understood some 91
might have understood such 42
might have understood their 122
might have understood these 72
might have understood what 891
might have undertaken more 55
might have undertaken only 56
might have undertaken some 73
might have undertaken such 201
might help illuminate some 41
might know beforehand what 215
might know definitely what 53
might make conciliation more 48
might make statements like 46
might make statements such 70
might meet resistance from 47
might more accurately call 375
might more accurately have 1247
might more accurately speak 124
might more accurately term 41
might more charitably have 58
might more distinctly view 275
might more frequently have 43
might more fruitfully have 46
might more gracefully have 52
might more justifiably have 52
might more profitably have 629
might more profitably view 54
might most judiciously take 44
might need assistance from 95
might need information from 51
might need psychiatric help 149
might pass unobserved among 46
might seek assistance from 172
might seek information from 67
might seem appropriate from 55
might seem appropriate here 50
might seem incredible were 65
might soon degenerate into 83
might take consolation from 55
might take inspiration from 117
might take precedence over 2617
might tell eloquently upon 67
might very profitably have 63
might very profitably take 61
might well contribute more 91
might well degenerate into 155
might well eventually have 61
might well experience some 50
might well originally have 43
might well reconsider their 60
miles from sacramento city 85
miles from southampton pier 54
milks from individual cows 89
mills were introduced into 131
minds were distracted from 95
mines were discovered there 377
missing their ostensible mark 82
moans were distinctly heard 41
