magic words were uttered 42
magma comes into contact 92
maize flour will support 91
major books were written 51
major breaking news stories 67
major change from current 74
major change from previous 295
major change will require 44
major child health problem 76
major fatty acid present 55
major fault line between 92
major first step towards 81
major growth cone protein 49
major human health problem 53
major known risk factors 130
major league ball players 397
major league third baseman 123
major plays were written 81
major shift from previous 79
major shift from private 56
major themes have emerged 228
major topic areas include 53
major toxic side effects 116
major trade link between 41
major trade union centers 134
major works have appeared 160
major works were carried 55
major works were written 617
major world bank project 40
major world health problem 191
maker might have against 53
maker takes into account 119
makes about five hundred 65
makes about four thousand 54
makes about three hundred 186
makes feeling more intense 43
makes human beings capable 66
makes human life meaningful 78
makes known your thoughts 88
makes learning more meaningful 384
makes older ones shudder 42
makes people feel ashamed 91
makes people feel relaxed 170
makes people feel welcome 93
makes people more careful 49
makes people more cautious 58
makes people more relaxed 45
makes people very nervous 62
makes people very unhappy 95
makes price fixing illegal 105
makes quite other demands 78
makes sense also because 42
makes sense from several 70
makes sense here because 87
makes sense only against 1080
makes sense only because 1491
makes sense only insofar 719
makes sense when applied 855
makes sense when related 48
makes still more evident 121
makes women into objects 64
males fight over females 51
malting season from october 54
manor house just outside 74
maple syrup from vermont 236
maple trees were planted 139
mapping takes into account 52
march might have brought 56
march under their banners 50
march under your banners 113
march would have brought 513
march would have carried 191
march would have enabled 58
marks still more strongly 132
marks which were visible 40
marry after living together 69
marry after such deposit 56
marry again very quickly 41
marry until their thirties 47
marry within their religion 129
marry women from outside 149
masts shake like quivering 48
mated pairs were prattling 46
maxim which bears witness 131
maxim which gave occasion 41
maybe reveal some mystery 42
maybe taken into account 82
meadow which lies between 124
meanings which have hitherto 153
meanings which vary according 75
median nerve lies between 135
meeting after such election 94
meeting after such vacancy 83
meeting after their division 50
meeting after their election 2359
meeting every other thursday 40
meeting people from outside 44
meeting where these musical 70
meeting where those present 40
meeting which brings together 123
meeting whose sole purpose 41
meets every other thursday 125
meets every other tuesday 66
meets others like himself 68
melting point lies between 216
melting point will increase 94
mercy makes over justice 41
merit which many persons 61
merit which some persons 51
merry after your fatiguing 57
merry round these sparkling 92
metal comes into contact 384
metal passing into solution 72
metal tools were unknown 115
metal whose work function 139
method agree very closely 78
method breaks down because 159
method fails when applied 45
method gives best results 121
method gives fair results 45
method gives good results 2120
method gives high results 73
method gives more precise 64
method gives more reliable 178
method gives poor results 82
method gives very reliable 49
method holds great promise 256
method holds much promise 78
method looks very promising 41
method looks very similar 40
method makes great demands 49
method makes heavy demands 51
method saves time because 48
method seems best adapted 40
method seems very promising 88
method seems well adapted 60
method shows great promise 213
method shows some promise 45
method takes into account 3798
method where prior critics 83
method which also permits 43
method which most closely 59
method which took account 44
method which will achieve 50
method which will destroy 45
method which will improve 41
method which will increase 71
method which will involve 52
method which will prevent 160
method which will produce 418
method which will provide 278
method which will require 54
method which will satisfy 50
method which will succeed 41
method works well because 156
method would also provide 61
method would also require 72
method would give results 83
method would have allowed 85
method would have availed 44
method would have avoided 51
method would have brought 69
method would have enabled 64
method would have equally 92
method would have limited 42
method would have reduced 50
method would have yielded 149
method would work equally 44
might abuse their freedom 84
might abuse their position 102
might admit some question 171
might adopt such measures 114
might again find himself 41
might again make herself 55
might agree like brethren 159
might allow some parents 130
might allow such freedom 69
might alter their behavior 168
might appeal more strongly 48
might appear best adapted 51
might appear from equation 41
might appear from nowhere 45
might appear more ancient 115
might appear more logical 129
might appear more natural 132
might appear more promising 64
might appear very similar 80
might arise from admitting 58
might arise from certain 65
might arise from comparing 77
might arise from composing 40
might arise from contact 135
might arise from failure 67
might arise from foreign 59
might arise from general 52
might arise from natural 78
might arise from persons 100
might arise from several 194
might arise from similar 46
might arise from variation 41
might avoid much trouble 57
might await such support 40
might begin their journey 40
might begin your research 53
might blaze forth fiercer 106
might catch some glimpse 113
might cause birth defects 299
might cause food poisoning 53
might cause great trouble 115
might cause more trouble 359
might cause much trouble 122
might cause side effects 168
might cause some anxiety 83
might cause some comment 49
might cause some concern 158
might cause some friction 45
might cause some popular 70
might cause some trouble 364
might change more rapidly 44
might change their behavior 320
might change their beliefs 47
might change their decision 41
might change their opinions 199
might change their position 231
might change very quickly 54
might change your behavior 62
might claim their descent 67
might count upon receiving 62
might count upon success 40
might cover such matters 49
might create some trouble 42
might crown their efforts 50
might defeat their purpose 69
might drive home together 80
might easily fill several 47
might easily find herself 136
might easily find himself 566
might easily give occasion 132
might easily give umbrage 52
might easily have adopted 135
might easily have allowed 135
might easily have altered 110
might easily have amassed 42
might easily have appeared 327
might easily have applied 91
might easily have aroused 140
might easily have arranged 89
might easily have arrived 165
might easily have assumed 305
might easily have availed 104
might easily have averted 131
might easily have avoided 1484
might easily have belonged 118
might easily have brought 1137
might easily have carried 518
might easily have checked 68
might easily have claimed 81
might easily have climbed 56
might easily have covered 67
might easily have crossed 200
might easily have crushed 334
might easily have damaged 54
might easily have daunted 55
might easily have decided 261
might easily have defeated 200
might easily have delayed 80
might easily have derived 112
might easily have divided 44
might easily have doubled 169
might easily have doubted 59
might easily have drifted 138
might easily have dropped 192
might easily have drowned 108
might easily have effaced 148
might easily have emerged 89
