bad citizens who ran off 54
bad condition and can not 61
bad condition that she had 53
bad condition that they had 61
bad education that did not 40
bad situation both with his 50
bath prepared for them that 89
bear children and bring them 187
bear children and men can 59
bear children and rear them 198
bear children and then die 109
bear children does not mean 107
bear children they can not 46
bear evidence that they are 45
bear invalids and she was 47
bed prepared for him and 43
being accepted for who they 82
being accepted for who you 65
being affected with things that 62
being animated with zeal for 102
being anointed with oil and 76
being answered that she was 41
being answered that they had 140
being apparent that you had 112
being attacked and cut off 44
being attacked for being too 45
being complied with and that 231
being conscious that ale had 59
being conscious that his own 74
being conscious that she had 111
being conscious that she was 121
being conscious that they are 593
being conscious that they had 91
being conscious that this was 41
being conscious that you are 157
being constant for any one 42
being consumed with them all 71
being demanded for his death 93
being designed for use with 153
being desirous that all his 68
being desirous that all our 122
being desirous that his son 43
being diligent with his pen 65
being diverted that way for 69
being equipped with its own 147
being fatigued with her long 73
being followed and did not 47
being formally set and things 156
being grateful for all that 164
being grateful for all this 43
being imbecile and not being 45
being incurred for that end 90
being infected with hiv and 172
being infected with hiv are 49
being informed that his son 81
being informed that she had 296
being informed that she was 777
being informed that they are 330
being informed that they did 54
being informed that they had 576
being informed that this was 304
being informed that you are 116
being informed that you had 50
being intended for his own 64
being intended for his use 51
being intended for use with 49
being intimate with you for 113
being involved with her and 71
being isolated and cut off 122
being lectured and put out 63
being obsessed with sex and 51
being occupied with his own 364
being occupied with our own 56
being occupied with that meal 48
being offended with him for 60
being offended with them for 40
being offended with them one 49
being otherwise than they are 101
being possible for any one 393
being possible for him who 42
being possible for one who 78
being prepared for all its 287
being prepared for death and 96
being prepared for him and 99
being prepared for his own 117
being prepared for them and 76
being prepared for them near 90
being prepared for use with 47
being prepared for war and 57
being produced does not cut 68
being produced each year and 44
being provided for this dear 63
being provided with all that 63
being provided with all things 74
being provided with his own 49
being provided with its own 286
being punished for being bad 136
being punished for being too 77
being punished for his own 107
being punished for his sin 89
